Date Prac Sub Age Sex Hand Block Bin Trial Shape Label Match CorrResp Resp ACC RT
26-May-2018_09:55:38 Exp 7327 19 female R 1 1 1 moralOther moralOther match m m 1 1.0185 
26-May-2018_09:55:40 Exp 7327 19 female R 1 1 2 immoralSelf immoralSelf match m m 1 0.6997 
26-May-2018_09:55:42 Exp 7327 19 female R 1 1 3 immoralSelf immoralOther mismatch n n 1 0.5384 
26-May-2018_09:55:44 Exp 7327 19 female R 1 1 4 moralSelf moralSelf match m m 1 0.6259 
26-May-2018_09:55:47 Exp 7327 19 female R 1 1 5 immoralSelf immoralSelf match m m 1 0.7832 
26-May-2018_09:55:49 Exp 7327 19 female R 1 1 6 immoralSelf immoralSelf match m m 1 0.5076 
26-May-2018_09:55:51 Exp 7327 19 female R 1 1 7 immoralOther immoralOther match m m 1 0.5504 
26-May-2018_09:55:54 Exp 7327 19 female R 1 1 8 moralOther immoralSelf mismatch n n 1 0.8183 
26-May-2018_09:55:56 Exp 7327 19 female R 1 1 9 moralOther moralOther match m m 1 0.7793 
26-May-2018_09:55:59 Exp 7327 19 female R 1 1 10 immoralOther immoralSelf mismatch n m 0 0.9037 
26-May-2018_09:56:01 Exp 7327 19 female R 1 1 11 immoralSelf moralSelf mismatch n n 1 0.7946 
26-May-2018_09:56:04 Exp 7327 19 female R 1 1 12 moralSelf immoralSelf mismatch n n 1 0.8671 
26-May-2018_09:56:06 Exp 7327 19 female R 1 1 13 immoralOther immoralOther match m m 1 0.6852 
26-May-2018_09:56:08 Exp 7327 19 female R 1 1 14 moralOther moralSelf mismatch n n 1 0.9275 
26-May-2018_09:56:11 Exp 7327 19 female R 1 1 15 moralSelf moralOther mismatch n m 0 0.6829 
26-May-2018_09:56:13 Exp 7327 19 female R 1 1 16 immoralOther immoralOther match m m 1 0.5894 
26-May-2018_09:56:15 Exp 7327 19 female R 1 1 17 moralOther moralSelf mismatch n n 1 0.8940 
26-May-2018_09:56:18 Exp 7327 19 female R 1 1 18 moralSelf immoralOther mismatch n n 1 0.7806 
26-May-2018_09:56:20 Exp 7327 19 female R 1 1 19 immoralSelf immoralOther mismatch n n 1 0.9130 
26-May-2018_09:56:23 Exp 7327 19 female R 1 1 20 moralSelf moralSelf match m m 1 0.5879 
26-May-2018_09:56:25 Exp 7327 19 female R 1 1 21 immoralOther immoralSelf mismatch n m 0 0.7004 
26-May-2018_09:56:27 Exp 7327 19 female R 1 1 22 moralSelf moralSelf match m m 1 0.7791 
26-May-2018_09:56:30 Exp 7327 19 female R 1 1 23 moralOther moralOther match m m 1 0.8315 
26-May-2018_09:56:32 Exp 7327 19 female R 1 1 24 immoralOther immoralSelf mismatch n n 1 0.8207 
26-May-2018_09:56:35 Exp 7327 19 female R 1 2 1 immoralOther immoralOther match m m 1 0.6181 
26-May-2018_09:56:37 Exp 7327 19 female R 1 2 2 moralOther immoralOther mismatch n n 1 0.7550 
26-May-2018_09:56:39 Exp 7327 19 female R 1 2 3 moralSelf moralSelf match m m 1 0.6709 
26-May-2018_09:56:42 Exp 7327 19 female R 1 2 4 moralOther immoralSelf mismatch n n 1 0.6451 
26-May-2018_09:56:44 Exp 7327 19 female R 1 2 5 moralOther moralOther match m m 1 0.7469 
26-May-2018_09:56:46 Exp 7327 19 female R 1 2 6 immoralSelf immoralSelf match m m 1 0.9464 
