"Date","Prac","Subject","Age","Sex","Hand","Block","Bin","Trial","Shape","Label","Match","CorrResp","Resp","ACC","RT","Morality","Identity"
"02-May-2018_14:23:06","Exp",7302,22,"female","R",1,1,1,"immoralSelf","immoralOther","mismatch","n","m",0,0.7561,"Bad","Self"
"02-May-2018_14:23:08","Exp",7302,22,"female","R",1,1,2,"moralOther","moralSelf","mismatch","n","n",1,0.7043,"Good","Other"
"02-May-2018_14:23:10","Exp",7302,22,"female","R",1,1,3,"immoralOther","moralOther","mismatch","n","n",1,0.9903,"Bad","Other"
"02-May-2018_14:23:13","Exp",7302,22,"female","R",1,1,4,"moralSelf","immoralSelf","mismatch","n",NA,-1,1.042,"Good","Self"
"02-May-2018_14:23:15","Exp",7302,22,"female","R",1,1,5,"immoralSelf","immoralSelf","match","m","m",1,0.8207,"Bad","Self"
"02-May-2018_14:23:17","Exp",7302,22,"female","R",1,1,6,"immoralSelf","immoralSelf","match","m","m",1,0.7547,"Bad","Self"
"02-May-2018_14:23:19","Exp",7302,22,"female","R",1,1,7,"moralOther","moralOther","match","m","m",1,0.5429,"Good","Other"
"02-May-2018_14:23:21","Exp",7302,22,"female","R",1,1,8,"moralSelf","moralSelf","match","m","m",1,0.9009,"Good","Self"
"02-May-2018_14:23:24","Exp",7302,22,"female","R",1,1,9,"moralOther","immoralSelf","mismatch","n","n",1,0.9551,"Good","Other"
"02-May-2018_14:23:26","Exp",7302,22,"female","R",1,1,10,"immoralSelf","moralOther","mismatch","n","n",1,0.6952,"Bad","Self"
"02-May-2018_14:23:28","Exp",7302,22,"female","R",1,1,11,"moralOther","moralSelf","mismatch","n","n",1,0.7593,"Good","Other"
"02-May-2018_14:23:30","Exp",7302,22,"female","R",1,1,12,"immoralOther","immoralOther","match","m","m",1,0.7135,"Bad","Other"
"02-May-2018_14:23:32","Exp",7302,22,"female","R",1,1,13,"moralOther","moralOther","match","m","m",1,0.5656,"Good","Other"
"02-May-2018_14:23:34","Exp",7302,22,"female","R",1,1,14,"moralSelf","immoralSelf","mismatch","n","m",0,0.5357,"Good","Self"
"02-May-2018_14:23:36","Exp",7302,22,"female","R",1,1,15,"immoralOther","immoralOther","match","m","m",1,0.8078,"Bad","Other"
"02-May-2018_14:23:38","Exp",7302,22,"female","R",1,1,16,"immoralSelf","moralSelf","mismatch","n","n",1,0.96,"Bad","Self"
"02-May-2018_14:23:40","Exp",7302,22,"female","R",1,1,17,"moralSelf","immoralSelf","mismatch","n","n",1,0.6661,"Good","Self"
"02-May-2018_14:23:42","Exp",7302,22,"female","R",1,1,18,"moralSelf","moralSelf","match","m","m",1,0.6962,"Good","Self"
"02-May-2018_14:23:45","Exp",7302,22,"female","R",1,1,19,"immoralSelf","immoralSelf","match","m","n",0,0.8803,"Bad","Self"
"02-May-2018_14:23:47","Exp",7302,22,"female","R",1,1,20,"moralOther","moralOther","match","m","m",1,0.5785,"Good","Other"
"02-May-2018_14:23:49","Exp",7302,22,"female","R",1,1,21,"immoralOther","moralOther","mismatch","n","n",1,0.7845,"Bad","Other"
"02-May-2018_14:23:51","Exp",7302,22,"female","R",1,1,22,"moralSelf","moralSelf","match","m","m",1,0.8146,"Good","Self"
"02-May-2018_14:23:53","Exp",7302,22,"female","R",1,1,23,"immoralOther","immoralOther","match","m","m",1,0.6548,"Bad","Other"
"02-May-2018_14:23:55","Exp",7302,22,"female","R",1,1,24,"immoralOther","moralOther","mismatch","n","n",1,0.8789,"Bad","Other"
"02-May-2018_14:23:57","Exp",7302,22,"female","R",1,2,1,"moralSelf","moralSelf","match","m","m",1,0.7131,"Good","Self"
"02-May-2018_14:24:00","Exp",7302,22,"female","R",1,2,2,"moralSelf","immoralSelf","mismatch","n","m",0,0.8211,"Good","Self"
"02-May-2018_14:24:02","Exp",7302,22,"female","R",1,2,3,"immoralOther","immoralOther","match","m","m",1,0.8033,"Bad","Other"
"02-May-2018_14:24:04","Exp",7302,22,"female","R",1,2,4,"immoralOther","immoralSelf","mismatch","n","m",0,0.6294,"Bad","Other"
"02-May-2018_14:24:06","Exp",7302,22,"female","R",1,2,5,"immoralSelf","immoralOther","mismatch","n","n",1,0.8095,"Bad","Self"
"02-May-2018_14:24:08","Exp",7302,22,"female","R",1,2,6,"immoralOther","immoralOther","match","m","m",1,0.6176,"Bad","Other"
"02-May-2018_14:24:10","Exp",7302,22,"female","R",1,2,7,"moralSelf","moralSelf","match","m","m",1,0.7917,"Good","Self"
"02-May-2018_14:24:12","Exp",7302,22,"female","R",1,2,8,"moralOther","moralOther","match","m","m",1,0.5559,"Good","Other"
"02-May-2018_14:24:15","Exp",7302,22,"female","R",1,2,9,"immoralSelf","immoralOther","mismatch","n","m",0,0.96,"Bad","Self"
"02-May-2018_14:24:16","Exp",7302,22,"female","R",1,2,10,"moralOther","moralOther","match","m","m",1,0.5381,"Good","Other"
"02-May-2018_14:24:19","Exp",7302,22,"female","R",1,2,11,"immoralSelf","moralSelf","mismatch","n",NA,-1,1.042,"Bad","Self"
"02-May-2018_14:24:21","Exp",7302,22,"female","R",1,2,12,"moralSelf","immoralSelf","mismatch","n","m",0,0.8264,"Good","Self"
"02-May-2018_14:24:23","Exp",7302,22,"female","R",1,2,13,"immoralSelf","immoralSelf","match","m","m",1,0.7125,"Bad","Self"
"02-May-2018_14:24:25","Exp",7302,22,"female","R",1,2,14,"moralOther","immoralOther","mismatch","n","m",0,0.4609,"Good","Other"
"02-May-2018_14:24:27","Exp",7302,22,"female","R",1,2,15,"moralOther","immoralOther","mismatch","n","n",1,0.8027,"Good","Other"
"02-May-2018_14:24:29","Exp",7302,22,"female","R",1,2,16,"immoralSelf","immoralSelf","match","m","m",1,0.7808,"Bad","Self"
"02-May-2018_14:24:32","Exp",7302,22,"female","R",1,2,17,"moralOther","immoralOther","mismatch","n","n",1,0.8749,"Good","Other"
"02-May-2018_14:24:34","Exp",7302,22,"female","R",1,2,18,"moralSelf","immoralOther","mismatch","n","m",0,0.871,"Good","Self"
"02-May-2018_14:24:36","Exp",7302,22,"female","R",1,2,19,"moralSelf","moralSelf","match","m","m",1,0.6512,"Good","Self"
"02-May-2018_14:24:38","Exp",7302,22,"female","R",1,2,20,"immoralOther","moralOther","mismatch","n","n",1,0.7554,"Bad","Other"
"02-May-2018_14:24:40","Exp",7302,22,"female","R",1,2,21,"immoralOther","immoralOther","match","m","m",1,0.6715,"Bad","Other"
"02-May-2018_14:24:42","Exp",7302,22,"female","R",1,2,22,"immoralSelf","immoralSelf","match","m","m",1,0.9076,"Bad","Self"
"02-May-2018_14:24:44","Exp",7302,22,"female","R",1,2,23,"immoralOther","moralOther","mismatch","n","n",1,0.5997,"Bad","Other"
"02-May-2018_14:24:46","Exp",7302,22,"female","R",1,2,24,"moralOther","moralOther","match","m","m",1,0.5218,"Good","Other"
"02-May-2018_14:24:48","Exp",7302,22,"female","R",1,3,1,"immoralOther","immoralOther","match","m","m",1,0.7319,"Bad","Other"
"02-May-2018_14:24:51","Exp",7302,22,"female","R",1,3,2,"moralOther","immoralOther","mismatch","n","n",1,0.764,"Good","Other"
"02-May-2018_14:24:53","Exp",7302,22,"female","R",1,3,3,"moralSelf","moralOther","mismatch","n",NA,-1,1.042,"Good","Self"
"02-May-2018_14:24:55","Exp",7302,22,"female","R",1,3,4,"immoralSelf","moralSelf","mismatch","n","n",1,0.7443,"Bad","Self"
"02-May-2018_14:24:57","Exp",7302,22,"female","R",1,3,5,"moralOther","moralOther","match","m","m",1,0.5104,"Good","Other"
"02-May-2018_14:24:59","Exp",7302,22,"female","R",1,3,6,"moralOther","moralOther","match","m","m",1,0.7706,"Good","Other"
"02-May-2018_14:25:01","Exp",7302,22,"female","R",1,3,7,"immoralOther","immoralSelf","mismatch","n","n",1,0.6026,"Bad","Other"
"02-May-2018_14:25:03","Exp",7302,22,"female","R",1,3,8,"moralSelf","immoralOther","mismatch","n","n",1,0.7648,"Good","Self"
"02-May-2018_14:25:05","Exp",7302,22,"female","R",1,3,9,"immoralOther","immoralOther","match","m","m",1,0.7109,"Bad","Other"
"02-May-2018_14:25:08","Exp",7302,22,"female","R",1,3,10,"moralSelf","moralOther","mismatch","n","n",1,0.827,"Good","Self"
"02-May-2018_14:25:10","Exp",7302,22,"female","R",1,3,11,"immoralSelf","immoralSelf","match","m","m",1,0.8571,"Bad","Self"
"02-May-2018_14:25:12","Exp",7302,22,"female","R",1,3,12,"moralSelf","moralSelf","match","m","n",0,0.8092,"Good","Self"
"02-May-2018_14:25:14","Exp",7302,22,"female","R",1,3,13,"immoralSelf","immoralSelf","match","m","m",1,0.7213,"Bad","Self"
"02-May-2018_14:25:16","Exp",7302,22,"female","R",1,3,14,"immoralOther","immoralSelf","mismatch","n","n",1,0.8195,"Bad","Other"
"02-May-2018_14:25:19","Exp",7302,22,"female","R",1,3,15,"immoralSelf","moralSelf","mismatch","n","n",1,0.8896,"Bad","Self"
"02-May-2018_14:25:21","Exp",7302,22,"female","R",1,3,16,"moralOther","moralOther","match","m","m",1,0.5778,"Good","Other"
"02-May-2018_14:25:23","Exp",7302,22,"female","R",1,3,17,"immoralSelf","immoralSelf","match","m","n",0,0.8799,"Bad","Self"
"02-May-2018_14:25:25","Exp",7302,22,"female","R",1,3,18,"moralOther","moralSelf","mismatch","n","n",1,0.666,"Good","Other"
"02-May-2018_14:25:27","Exp",7302,22,"female","R",1,3,19,"immoralSelf","moralSelf","mismatch","n","n",1,1.0081,"Bad","Self"
"02-May-2018_14:25:30","Exp",7302,22,"female","R",1,3,20,"immoralOther","immoralSelf","mismatch","n","n",1,0.8562,"Bad","Other"
"02-May-2018_14:25:32","Exp",7302,22,"female","R",1,3,21,"moralOther","moralSelf","mismatch","n","n",1,0.5444,"Good","Other"
"02-May-2018_14:25:34","Exp",7302,22,"female","R",1,3,22,"moralSelf","moralSelf","match","m","m",1,0.6625,"Good","Self"
"02-May-2018_14:25:36","Exp",7302,22,"female","R",1,3,23,"immoralOther","immoralOther","match","m","n",0,0.6846,"Bad","Other"
"02-May-2018_14:25:38","Exp",7302,22,"female","R",1,3,24,"moralSelf","moralSelf","match","m","m",1,0.9027,"Good","Self"
"02-May-2018_14:25:53","Exp",7302,22,"female","R",1,4,1,"immoralSelf","immoralSelf","match","m","m",1,0.8236,"Bad","Self"
"02-May-2018_14:25:55","Exp",7302,22,"female","R",1,4,2,"moralOther","immoralOther","mismatch","n","n",1,0.6137,"Good","Other"
"02-May-2018_14:25:57","Exp",7302,22,"female","R",1,4,3,"moralSelf","moralOther","mismatch","n","m",0,0.7338,"Good","Self"
"02-May-2018_14:26:00","Exp",7302,22,"female","R",1,4,4,"moralSelf","moralSelf","match","m","n",0,0.7419,"Good","Self"
"02-May-2018_14:26:02","Exp",7302,22,"female","R",1,4,5,"immoralOther","immoralOther","match","m","m",1,0.684,"Bad","Other"
"02-May-2018_14:26:04","Exp",7302,22,"female","R",1,4,6,"immoralOther","immoralOther","match","m","m",1,0.6062,"Bad","Other"
"02-May-2018_14:26:06","Exp",7302,22,"female","R",1,4,7,"immoralSelf","moralOther","mismatch","n","n",1,0.7842,"Bad","Self"
"02-May-2018_14:26:08","Exp",7302,22,"female","R",1,4,8,"moralOther","moralOther","match","m","m",1,0.5824,"Good","Other"
"02-May-2018_14:26:10","Exp",7302,22,"female","R",1,4,9,"moralOther","moralOther","match","m","m",1,0.4126,"Good","Other"
"02-May-2018_14:26:11","Exp",7302,22,"female","R",1,4,10,"moralSelf","moralSelf","match","m","m",1,0.5006,"Good","Self"
"02-May-2018_14:26:14","Exp",7302,22,"female","R",1,4,11,"immoralSelf","moralSelf","mismatch","n","n",1,0.8507,"Bad","Self"
"02-May-2018_14:26:16","Exp",7302,22,"female","R",1,4,12,"moralSelf","moralOther","mismatch","n","n",1,0.9069,"Good","Self"
"02-May-2018_14:26:18","Exp",7302,22,"female","R",1,4,13,"moralOther","moralSelf","mismatch","n","n",1,0.721,"Good","Other"
"02-May-2018_14:26:20","Exp",7302,22,"female","R",1,4,14,"immoralOther","moralSelf","mismatch","n","n",1,0.6351,"Bad","Other"
"02-May-2018_14:26:22","Exp",7302,22,"female","R",1,4,15,"immoralOther","moralOther","mismatch","n","n",1,0.8553,"Bad","Other"
"02-May-2018_14:26:25","Exp",7302,22,"female","R",1,4,16,"immoralSelf","moralOther","mismatch","n","n",1,0.7194,"Bad","Self"
"02-May-2018_14:26:26","Exp",7302,22,"female","R",1,4,17,"moralSelf","moralOther","mismatch","n","m",0,0.5214,"Good","Self"
"02-May-2018_14:26:28","Exp",7302,22,"female","R",1,4,18,"moralSelf","moralSelf","match","m","m",1,0.6597,"Good","Self"
"02-May-2018_14:26:31","Exp",7302,22,"female","R",1,4,19,"immoralSelf","immoralSelf","match","m","m",1,0.8097,"Bad","Self"
"02-May-2018_14:26:33","Exp",7302,22,"female","R",1,4,20,"immoralOther","moralOther","mismatch","n","n",1,0.6738,"Bad","Other"
"02-May-2018_14:26:35","Exp",7302,22,"female","R",1,4,21,"moralOther","moralOther","match","m","m",1,0.534,"Good","Other"
"02-May-2018_14:26:37","Exp",7302,22,"female","R",1,4,22,"moralOther","immoralSelf","mismatch","n","n",1,0.6141,"Good","Other"
"02-May-2018_14:26:39","Exp",7302,22,"female","R",1,4,23,"immoralOther","immoralOther","match","m","m",1,0.6462,"Bad","Other"
"02-May-2018_14:26:41","Exp",7302,22,"female","R",1,4,24,"immoralSelf","immoralSelf","match","m","m",1,0.7763,"Bad","Self"
"02-May-2018_14:26:43","Exp",7302,22,"female","R",1,5,1,"moralOther","immoralSelf","mismatch","n","n",1,0.6964,"Good","Other"
"02-May-2018_14:26:45","Exp",7302,22,"female","R",1,5,2,"moralOther","moralOther","match","m","n",0,0.8805,"Good","Other"
"02-May-2018_14:26:47","Exp",7302,22,"female","R",1,5,3,"immoralOther","immoralOther","match","m","m",1,0.5546,"Bad","Other"
"02-May-2018_14:26:49","Exp",7302,22,"female","R",1,5,4,"moralSelf","moralSelf","match","m","m",1,0.9747,"Good","Self"
"02-May-2018_14:26:51","Exp",7302,22,"female","R",1,5,5,"immoralSelf","immoralSelf","match","m","m",1,0.6149,"Bad","Self"
"02-May-2018_14:26:53","Exp",7302,22,"female","R",1,5,6,"moralOther","moralOther","match","m","m",1,0.615,"Good","Other"
"02-May-2018_14:26:56","Exp",7302,22,"female","R",1,5,7,"immoralOther","immoralSelf","mismatch","n","m",0,0.6552,"Bad","Other"
"02-May-2018_14:26:58","Exp",7302,22,"female","R",1,5,8,"immoralOther","immoralOther","match","m","m",1,0.6552,"Bad","Other"
"02-May-2018_14:27:00","Exp",7302,22,"female","R",1,5,9,"immoralOther","moralSelf","mismatch","n","n",1,0.5994,"Bad","Other"
"02-May-2018_14:27:02","Exp",7302,22,"female","R",1,5,10,"moralSelf","immoralSelf","mismatch","n","m",0,0.6495,"Good","Self"
"02-May-2018_14:27:04","Exp",7302,22,"female","R",1,5,11,"moralOther","immoralOther","mismatch","n","n",1,0.6736,"Good","Other"
"02-May-2018_14:27:06","Exp",7302,22,"female","R",1,5,12,"immoralOther","moralSelf","mismatch","n","n",1,0.7737,"Bad","Other"
"02-May-2018_14:27:08","Exp",7302,22,"female","R",1,5,13,"immoralSelf","moralOther","mismatch","n","n",1,0.7338,"Bad","Self"
"02-May-2018_14:27:10","Exp",7302,22,"female","R",1,5,14,"moralSelf","immoralOther","mismatch","n","n",1,0.734,"Good","Self"
"02-May-2018_14:27:12","Exp",7302,22,"female","R",1,5,15,"immoralSelf","immoralSelf","match","m","m",1,0.6221,"Bad","Self"
"02-May-2018_14:27:14","Exp",7302,22,"female","R",1,5,16,"immoralSelf","immoralSelf","match","m","m",1,0.5482,"Bad","Self"
"02-May-2018_14:27:16","Exp",7302,22,"female","R",1,5,17,"immoralSelf","moralOther","mismatch","n","n",1,0.5923,"Bad","Self"
"02-May-2018_14:27:18","Exp",7302,22,"female","R",1,5,18,"moralOther","immoralOther","mismatch","n","n",1,0.6445,"Good","Other"
"02-May-2018_14:27:20","Exp",7302,22,"female","R",1,5,19,"immoralSelf","immoralOther","mismatch","n","n",1,0.4385,"Bad","Self"
"02-May-2018_14:27:22","Exp",7302,22,"female","R",1,5,20,"immoralOther","immoralOther","match","m","m",1,0.7766,"Bad","Other"
"02-May-2018_14:27:24","Exp",7302,22,"female","R",1,5,21,"moralSelf","moralSelf","match","m","m",1,0.7527,"Good","Self"
"02-May-2018_14:27:26","Exp",7302,22,"female","R",1,5,22,"moralSelf","moralSelf","match","m","m",1,0.5169,"Good","Self"
"02-May-2018_14:27:28","Exp",7302,22,"female","R",1,5,23,"moralOther","moralOther","match","m","m",1,0.657,"Good","Other"
"02-May-2018_14:27:30","Exp",7302,22,"female","R",1,5,24,"moralSelf","moralOther","mismatch","n","n",1,0.8091,"Good","Self"
"02-May-2018_14:27:35","Exp",7302,22,"female","R",2,1,1,"moralOther","moralOther","match","m","m",1,0.7233,"Good","Other"
"02-May-2018_14:27:38","Exp",7302,22,"female","R",2,1,2,"moralOther","immoralSelf","mismatch","n","n",1,0.9175,"Good","Other"
"02-May-2018_14:27:40","Exp",7302,22,"female","R",2,1,3,"immoralSelf","moralOther","mismatch","n","n",1,0.7036,"Bad","Self"
"02-May-2018_14:27:42","Exp",7302,22,"female","R",2,1,4,"immoralOther","moralOther","mismatch","n","n",1,0.6777,"Bad","Other"
"02-May-2018_14:27:44","Exp",7302,22,"female","R",2,1,5,"immoralSelf","moralOther","mismatch","n","n",1,0.7278,"Bad","Self"
"02-May-2018_14:27:46","Exp",7302,22,"female","R",2,1,6,"moralOther","immoralSelf","mismatch","n","n",1,0.696,"Good","Other"
"02-May-2018_14:27:48","Exp",7302,22,"female","R",2,1,7,"immoralOther","moralSelf","mismatch","n","n",1,0.8401,"Bad","Other"
"02-May-2018_14:27:50","Exp",7302,22,"female","R",2,1,8,"immoralSelf","moralSelf","mismatch","n","n",1,0.7543,"Bad","Self"
"02-May-2018_14:27:52","Exp",7302,22,"female","R",2,1,9,"moralSelf","moralSelf","match","m","m",1,0.6304,"Good","Self"
"02-May-2018_14:27:54","Exp",7302,22,"female","R",2,1,10,"moralOther","moralOther","match","m","m",1,0.5224,"Good","Other"
"02-May-2018_14:27:56","Exp",7302,22,"female","R",2,1,11,"immoralSelf","immoralSelf","match","m","n",0,0.6446,"Bad","Self"
"02-May-2018_14:27:59","Exp",7302,22,"female","R",2,1,12,"moralSelf","moralOther","mismatch","n","n",1,0.8867,"Good","Self"
"02-May-2018_14:28:01","Exp",7302,22,"female","R",2,1,13,"immoralOther","immoralOther","match","m","m",1,0.7048,"Bad","Other"
"02-May-2018_14:28:03","Exp",7302,22,"female","R",2,1,14,"immoralSelf","immoralSelf","match","m","n",0,0.703,"Bad","Self"
"02-May-2018_14:28:05","Exp",7302,22,"female","R",2,1,15,"moralOther","moralSelf","mismatch","n","n",1,0.669,"Good","Other"
"02-May-2018_14:28:07","Exp",7302,22,"female","R",2,1,16,"immoralSelf","immoralSelf","match","m","m",1,0.6172,"Bad","Self"
"02-May-2018_14:28:09","Exp",7302,22,"female","R",2,1,17,"moralOther","moralOther","match","m","m",1,0.6233,"Good","Other"
"02-May-2018_14:28:11","Exp",7302,22,"female","R",2,1,18,"immoralOther","immoralOther","match","m","m",1,0.5735,"Bad","Other"
"02-May-2018_14:28:13","Exp",7302,22,"female","R",2,1,19,"moralSelf","moralSelf","match","m","m",1,0.6936,"Good","Self"
"02-May-2018_14:28:15","Exp",7302,22,"female","R",2,1,20,"moralSelf","immoralSelf","mismatch","n","m",0,1.0136,"Good","Self"
"02-May-2018_14:28:18","Exp",7302,22,"female","R",2,1,21,"immoralOther","immoralSelf","mismatch","n","n",1,0.8218,"Bad","Other"
"02-May-2018_14:28:20","Exp",7302,22,"female","R",2,1,22,"immoralOther","immoralOther","match","m","m",1,0.6439,"Bad","Other"
"02-May-2018_14:28:22","Exp",7302,22,"female","R",2,1,23,"moralSelf","moralOther","mismatch","n","m",0,0.71,"Good","Self"
"02-May-2018_14:28:24","Exp",7302,22,"female","R",2,1,24,"moralSelf","moralSelf","match","m","m",1,0.9141,"Good","Self"
"02-May-2018_14:28:26","Exp",7302,22,"female","R",2,2,1,"immoralOther","moralSelf","mismatch","n","n",1,0.7343,"Bad","Other"
"02-May-2018_14:28:28","Exp",7302,22,"female","R",2,2,2,"moralSelf","immoralOther","mismatch","n","n",1,0.6464,"Good","Self"
"02-May-2018_14:28:30","Exp",7302,22,"female","R",2,2,3,"moralOther","immoralOther","mismatch","n","m",0,0.5765,"Good","Other"
"02-May-2018_14:28:32","Exp",7302,22,"female","R",2,2,4,"moralSelf","moralSelf","match","m","m",1,0.6566,"Good","Self"
"02-May-2018_14:28:34","Exp",7302,22,"female","R",2,2,5,"immoralSelf","immoralSelf","match","m","m",1,0.8089,"Bad","Self"
"02-May-2018_14:28:36","Exp",7302,22,"female","R",2,2,6,"immoralOther","immoralOther","match","m","m",1,0.6248,"Bad","Other"
"02-May-2018_14:28:38","Exp",7302,22,"female","R",2,2,7,"moralSelf","moralSelf","match","m","m",1,0.7109,"Good","Self"
"02-May-2018_14:28:40","Exp",7302,22,"female","R",2,2,8,"moralOther","moralOther","match","m","m",1,0.6191,"Good","Other"
"02-May-2018_14:28:42","Exp",7302,22,"female","R",2,2,9,"moralOther","moralOther","match","m","m",1,0.4171,"Good","Other"
"02-May-2018_14:28:44","Exp",7302,22,"female","R",2,2,10,"moralOther","moralOther","match","m","m",1,0.4333,"Good","Other"
"02-May-2018_14:28:46","Exp",7302,22,"female","R",2,2,11,"immoralSelf","immoralOther","mismatch","n","n",1,0.6934,"Bad","Self"
"02-May-2018_14:28:48","Exp",7302,22,"female","R",2,2,12,"moralOther","moralSelf","mismatch","n","n",1,0.7015,"Good","Other"
"02-May-2018_14:28:50","Exp",7302,22,"female","R",2,2,13,"immoralOther","immoralOther","match","m","m",1,0.5717,"Bad","Other"
"02-May-2018_14:28:53","Exp",7302,22,"female","R",2,2,14,"immoralOther","moralOther","mismatch","n","n",1,0.9557,"Bad","Other"
"02-May-2018_14:28:55","Exp",7302,22,"female","R",2,2,15,"moralSelf","moralOther","mismatch","n","n",1,0.7838,"Good","Self"
"02-May-2018_14:28:57","Exp",7302,22,"female","R",2,2,16,"immoralSelf","moralSelf","mismatch","n","n",1,0.854,"Bad","Self"
"02-May-2018_14:28:59","Exp",7302,22,"female","R",2,2,17,"immoralSelf","immoralSelf","match","m","n",0,0.9501,"Bad","Self"
"02-May-2018_14:29:01","Exp",7302,22,"female","R",2,2,18,"moralSelf","immoralOther","mismatch","n","n",1,0.7062,"Good","Self"
"02-May-2018_14:29:03","Exp",7302,22,"female","R",2,2,19,"immoralSelf","immoralSelf","match","m","m",1,0.6644,"Bad","Self"
"02-May-2018_14:29:06","Exp",7302,22,"female","R",2,2,20,"moralSelf","moralSelf","match","m","m",1,0.7664,"Good","Self"
"02-May-2018_14:29:08","Exp",7302,22,"female","R",2,2,21,"immoralSelf","moralOther","mismatch","n","n",1,0.6406,"Bad","Self"
"02-May-2018_14:29:10","Exp",7302,22,"female","R",2,2,22,"moralOther","immoralSelf","mismatch","n","n",1,0.6827,"Good","Other"
"02-May-2018_14:29:12","Exp",7302,22,"female","R",2,2,23,"immoralOther","immoralSelf","mismatch","n","n",1,0.8848,"Bad","Other"
"02-May-2018_14:29:14","Exp",7302,22,"female","R",2,2,24,"immoralOther","immoralOther","match","m","m",1,0.6469,"Bad","Other"
"02-May-2018_14:29:16","Exp",7302,22,"female","R",2,3,1,"immoralOther","immoralOther","match","m","m",1,0.4731,"Bad","Other"
"02-May-2018_14:29:18","Exp",7302,22,"female","R",2,3,2,"moralOther","immoralOther","mismatch","n","m",0,0.3812,"Good","Other"
"02-May-2018_14:29:20","Exp",7302,22,"female","R",2,3,3,"moralSelf","moralSelf","match","m","m",1,0.5952,"Good","Self"
"02-May-2018_14:29:22","Exp",7302,22,"female","R",2,3,4,"immoralOther","immoralOther","match","m","m",1,0.8074,"Bad","Other"
"02-May-2018_14:29:24","Exp",7302,22,"female","R",2,3,5,"immoralSelf","immoralOther","mismatch","n","n",1,0.5675,"Bad","Self"
"02-May-2018_14:29:26","Exp",7302,22,"female","R",2,3,6,"moralSelf","immoralSelf","mismatch","n","n",1,0.8476,"Good","Self"
"02-May-2018_14:29:28","Exp",7302,22,"female","R",2,3,7,"immoralOther","moralOther","mismatch","n","n",1,0.7278,"Bad","Other"
"02-May-2018_14:29:30","Exp",7302,22,"female","R",2,3,8,"immoralSelf","immoralSelf","match","m","m",1,0.6079,"Bad","Self"
"02-May-2018_14:29:33","Exp",7302,22,"female","R",2,3,9,"immoralSelf","immoralSelf","match","m",NA,-1,1.042,"Bad","Self"
"02-May-2018_14:29:35","Exp",7302,22,"female","R",2,3,10,"moralSelf","immoralOther","mismatch","n","n",1,0.6901,"Good","Self"
"02-May-2018_14:29:37","Exp",7302,22,"female","R",2,3,11,"immoralOther","moralSelf","mismatch","n","n",1,0.9862,"Bad","Other"
"02-May-2018_14:29:39","Exp",7302,22,"female","R",2,3,12,"moralOther","moralSelf","mismatch","n","n",1,0.7924,"Good","Other"
"02-May-2018_14:29:41","Exp",7302,22,"female","R",2,3,13,"immoralSelf","immoralOther","mismatch","n","n",1,0.7325,"Bad","Self"
"02-May-2018_14:29:43","Exp",7302,22,"female","R",2,3,14,"immoralOther","immoralOther","match","m","n",0,0.5727,"Bad","Other"
"02-May-2018_14:29:45","Exp",7302,22,"female","R",2,3,15,"moralOther","immoralSelf","mismatch","n","n",1,0.8048,"Good","Other"
"02-May-2018_14:29:48","Exp",7302,22,"female","R",2,3,16,"moralSelf","moralOther","mismatch","n","n",1,0.6549,"Good","Self"
"02-May-2018_14:29:50","Exp",7302,22,"female","R",2,3,17,"moralSelf","moralSelf","match","m","m",1,0.6631,"Good","Self"
"02-May-2018_14:29:52","Exp",7302,22,"female","R",2,3,18,"immoralOther","immoralSelf","mismatch","n",NA,-1,1.042,"Bad","Other"
"02-May-2018_14:29:54","Exp",7302,22,"female","R",2,3,19,"immoralSelf","immoralOther","mismatch","n","n",1,0.7672,"Bad","Self"
"02-May-2018_14:29:56","Exp",7302,22,"female","R",2,3,20,"moralSelf","moralSelf","match","m","m",1,0.7353,"Good","Self"
"02-May-2018_14:29:58","Exp",7302,22,"female","R",2,3,21,"moralOther","moralOther","match","m","m",1,0.5515,"Good","Other"
"02-May-2018_14:30:00","Exp",7302,22,"female","R",2,3,22,"immoralSelf","immoralSelf","match","m","m",1,0.6276,"Bad","Self"
"02-May-2018_14:30:02","Exp",7302,22,"female","R",2,3,23,"moralOther","moralOther","match","m","m",1,0.5277,"Good","Other"
"02-May-2018_14:30:04","Exp",7302,22,"female","R",2,3,24,"moralOther","moralOther","match","m","m",1,0.4878,"Good","Other"
"02-May-2018_14:30:19","Exp",7302,22,"female","R",2,4,1,"moralSelf","moralSelf","match","m","m",1,0.5327,"Good","Self"
"02-May-2018_14:30:21","Exp",7302,22,"female","R",2,4,2,"immoralSelf","immoralSelf","match","m","m",1,0.6848,"Bad","Self"
"02-May-2018_14:30:23","Exp",7302,22,"female","R",2,4,3,"moralOther","moralOther","match","m","m",1,0.4549,"Good","Other"
"02-May-2018_14:30:25","Exp",7302,22,"female","R",2,4,4,"immoralOther","immoralOther","match","m","m",1,0.535,"Bad","Other"
"02-May-2018_14:30:27","Exp",7302,22,"female","R",2,4,5,"moralOther","immoralOther","mismatch","n","n",1,0.5831,"Good","Other"
"02-May-2018_14:30:29","Exp",7302,22,"female","R",2,4,6,"moralSelf","immoralSelf","mismatch","n","n",1,0.7973,"Good","Self"
"02-May-2018_14:30:31","Exp",7302,22,"female","R",2,4,7,"immoralOther","immoralOther","match","m","m",1,0.5433,"Bad","Other"
