,?..build,computer.platform,date,time,subject,seed,sessionid,blockcode,blocknum,trialcode,trialnum,current_condition,condition_index,oldnew,ltm_item,oldnew_resp,oldnew_RT
1,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,practice,1,next_trial,17,85,8,5,42,6,5853
2,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,practice,1,next_trial,20,80,8,0,1,1,3545
3,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,practice,1,next_trial,23,85,8,5,41,4,4981
4,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,practice,1,next_trial,26,80,8,0,2,1,1648
5,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,9,10,1,0,20,1,1856
6,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,12,40,4,0,52,5,8547
7,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,15,30,3,0,60,1,1909
8,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,18,10,1,0,18,1,1500
9,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,21,65,6,5,210,2,2652
10,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,24,25,2,5,212,1,1650
11,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,27,60,6,0,122,1,1845
12,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,30,45,4,5,231,4,5802
13,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,33,45,4,5,207,6,4291
14,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,36,25,2,5,200,6,1775
15,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,39,30,3,0,54,1,1605
16,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,42,10,1,0,22,1,1583
17,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,45,50,5,0,126,3,3434
18,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,48,40,4,0,57,2,3721
19,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,51,25,2,5,209,5,4928
20,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,54,20,2,0,16,1,2227
21,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,57,40,4,0,53,4,3956
22,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,60,50,5,0,123,4,8879
23,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,63,55,5,5,213,6,2036
24,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,66,35,3,5,215,3,2974
25,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,69,50,5,0,130,1,1680
26,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,72,60,6,0,124,3,2793
27,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,75,30,3,0,57,1,2543
28,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,78,65,6,5,215,3,7090
29,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,81,65,6,5,230,6,2059
30,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,84,35,3,5,218,6,1698
31,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,87,60,6,0,132,4,4409
32,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,90,20,2,0,13,1,9893
33,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,93,45,4,5,225,4,2990
34,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,96,20,2,0,18,5,2262
35,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,99,15,1,5,217,5,2788
36,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,102,55,5,5,233,5,1695
37,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,105,15,1,5,211,6,2345
38,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,108,15,1,5,227,6,1652
39,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,111,35,3,5,232,2,3860
40,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,114,55,5,5,222,5,4292
41,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,117,15,1,5,220,1,6626
42,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,120,65,6,5,233,5,3460
43,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,123,55,5,5,216,2,4816
44,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,126,25,2,5,228,6,2044
45,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,129,30,3,0,56,3,3343
46,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,132,60,6,0,131,2,6819
47,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,135,20,2,0,14,2,1779
48,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,138,60,6,0,125,2,2221
49,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,141,45,4,5,208,3,6327
50,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,144,45,4,5,227,3,2824
51,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,147,65,6,5,226,5,2488
52,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,150,50,5,0,125,1,2681
53,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,153,50,5,0,128,1,1990
54,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,156,30,3,0,55,3,4449
55,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,159,35,3,5,207,5,2241
56,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,162,20,2,0,22,1,4216
57,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,165,15,1,5,201,5,3970
58,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,168,40,4,0,50,4,2687
59,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,171,10,1,0,14,1,1763
60,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,174,45,4,5,222,4,3115
61,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,177,65,6,5,199,1,1987
62,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,180,15,1,5,209,1,2761
63,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,183,25,2,5,220,6,2228
64,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,186,20,2,0,23,1,2323
65,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,189,55,5,5,205,1,1539
66,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,192,10,1,0,23,1,1804
67,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,195,60,6,0,127,4,4970
68,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,198,25,2,5,202,1,1680
69,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,201,35,3,5,225,6,3519
70,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,204,50,5,0,129,1,1721
71,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,207,30,3,0,50,1,1948
72,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,210,40,4,0,60,4,4481
73,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,213,35,3,5,228,6,2217
74,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,216,10,1,0,15,1,1795
75,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,219,55,5,5,212,6,2080
76,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,222,40,4,0,49,3,4317
77,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,230,40,4,0,59,4,3009
78,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,233,20,2,0,19,3,2870
79,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,236,55,5,5,206,5,3786
80,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,239,40,4,0,58,6,1785
81,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,242,20,2,0,24,6,1841
82,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,245,60,6,0,121,1,2217
83,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,248,50,5,0,131,3,3585
84,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,251,15,1,5,230,6,2022
85,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,254,35,3,5,226,6,1407
86,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,257,60,6,0,130,2,1674
87,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,260,10,1,0,19,1,2139
88,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,263,50,5,0,122,1,5543
89,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,266,30,3,0,53,1,1724
90,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,269,15,1,5,199,5,2582
91,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,272,65,6,5,203,5,4067
92,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,275,50,5,0,121,1,1419
93,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,278,60,6,0,123,1,2212
94,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,281,35,3,5,229,3,3603
95,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,284,15,1,5,223,4,2721
96,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,287,30,3,0,49,2,3367
97,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,290,25,2,5,223,1,5423
98,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,293,45,4,5,229,6,2954
99,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,296,25,2,5,234,6,4702
100,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,299,45,4,5,221,2,3034
101,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,302,20,2,0,21,1,2442
102,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,305,45,4,5,224,4,2361
103,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,308,10,1,0,16,5,2534
104,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,311,55,5,5,210,6,2675
105,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,314,30,3,0,51,6,1931
106,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,317,35,3,5,219,1,2408
107,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,320,40,4,0,54,1,1730
108,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,323,65,6,5,232,1,1863
109,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,326,65,6,5,218,1,1518
110,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,329,25,2,5,201,4,12280
111,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,332,10,1,0,21,1,1580
112,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,335,55,5,5,214,5,2825
113,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,338,15,1,5,221,1,1627
114,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,341,40,4,0,51,1,1427
115,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,344,25,2,5,214,1,5992
116,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,347,30,3,0,58,1,1649
117,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,350,45,4,5,213,1,1949
118,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,353,15,1,5,200,5,3342
119,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,356,25,2,5,211,4,2159
120,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,359,10,1,0,17,1,1974
121,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,362,60,6,0,126,1,1993
122,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,365,15,1,5,203,4,6186
123,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,368,50,5,0,124,1,1456
124,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,371,30,3,0,59,1,1678
125,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,374,35,3,5,224,6,2935
126,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,377,60,6,0,129,1,1739
127,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,380,20,2,0,20,1,2290
128,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,383,35,3,5,231,5,5567
129,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,386,50,5,0,132,1,3708
130,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,389,40,4,0,56,2,2897
131,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,392,55,5,5,204,4,2707
132,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,395,35,3,5,234,5,2401
133,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,398,20,2,0,17,6,2036
134,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,401,20,2,0,15,1,2336
135,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,404,50,5,0,127,1,1551
136,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,407,65,6,5,204,3,3558
137,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,410,45,4,5,217,1,2908
138,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,413,30,3,0,52,6,2134
139,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,416,55,5,5,202,6,1805
140,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,419,55,5,5,208,6,2358
141,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,422,60,6,0,128,1,2168
142,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,425,65,6,5,205,1,1641
143,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,428,65,6,5,219,5,2108
144,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,431,10,1,0,13,1,1972
145,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,434,45,4,5,206,1,2018
146,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,437,40,4,0,55,4,2470
147,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,440,25,2,5,216,5,2753
148,6.5.1,win,2021/11/14,15:51:30,60fd0fcc7708d38e6c269af3,1,1,main,2,next_trial,443,10,1,0,24,1,1396
149,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,practice,1,next_trial,17,80,8,0,2,6,2626
150,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,practice,1,next_trial,20,85,8,5,42,4,2929
151,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,practice,1,next_trial,23,85,8,5,41,5,1731
152,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,practice,1,next_trial,26,80,8,0,1,1,1441
153,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,9,65,6,5,226,6,2221
154,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,12,55,5,5,210,6,1197
155,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,15,60,6,0,125,3,1120
156,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,18,20,2,0,18,1,994
157,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,21,15,1,5,205,1,1176
158,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,24,35,3,5,204,6,1191
159,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,27,30,3,0,56,6,956
160,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,30,40,4,0,49,6,1311
161,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,33,50,5,0,123,1,1160
162,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,36,25,2,5,200,5,1859
163,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,39,35,3,5,213,3,1757
164,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,42,15,1,5,214,5,1720
165,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,45,65,6,5,230,1,1249
166,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,48,10,1,0,23,1,720
167,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,51,20,2,0,24,1,761
168,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,54,55,5,5,226,1,865
169,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,57,10,1,0,20,3,1282
170,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,60,15,1,5,211,4,1076
171,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,63,55,5,5,222,6,1245
172,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,66,10,1,0,13,6,1564
173,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,69,30,3,0,50,6,899
174,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,72,60,6,0,131,1,1128
175,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,75,20,2,0,22,1,1349
176,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,78,35,3,5,233,6,1325
177,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,81,40,4,0,57,6,937
178,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,84,30,3,0,54,1,1226
179,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,87,45,4,5,219,4,1573
180,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,90,25,2,5,218,1,909
181,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,93,45,4,5,201,1,632
182,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,96,50,5,0,130,6,1326
183,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,99,25,2,5,210,2,1192
184,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,102,60,6,0,127,1,910
185,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,105,40,4,0,55,6,1539
186,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,108,45,4,5,214,1,1024
187,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,111,65,6,5,205,1,877
188,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,114,50,5,0,127,1,862
189,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,117,30,3,0,53,1,795
190,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,120,45,4,5,222,1,965
191,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,123,20,2,0,20,1,680
192,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,126,60,6,0,129,1,697
193,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,129,25,2,5,231,5,2306
194,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,132,45,4,5,229,3,1393
195,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,135,30,3,0,52,1,1018
196,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,138,65,6,5,203,1,1288
197,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,141,65,6,5,225,1,855
198,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,144,15,1,5,200,4,1754
199,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,147,40,4,0,53,2,1167
200,6.5.1,win,2021/11/14,16:17:49,5ef4c41cdcd6b209fa060f4a,1,1,main,2,next_trial,150,55,5,5,208,1,898
