,?..build,computer.platform,date,time,subject,seed,sessionid,blockcode,blocknum,trialcode,trialnum,current_condition,condition_index,oldnew,ltm_item,oldnew_resp,oldnew_RT
14419,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,183,55,5,5,55,3,1556
14420,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,186,55,5,5,32,4,3449
14421,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,189,25,2,5,40,5,2074
14422,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,192,45,4,5,59,4,1772
14423,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,195,40,4,0,116,3,1483
14424,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,198,40,4,0,110,2,1243
14425,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,201,15,1,5,50,4,1031
14426,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,204,20,2,0,75,3,3283
14427,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,207,25,2,5,45,4,1660
14428,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,210,35,3,5,56,3,2448
14429,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,213,40,4,0,109,4,1775
14430,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,216,50,5,0,183,3,2885
14431,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,219,10,1,0,79,1,1346
14432,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,222,30,3,0,120,4,1477
14433,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,230,35,3,5,51,4,1292
14434,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,233,65,6,5,58,5,3348
14435,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,236,40,4,0,113,5,2542
14436,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,239,60,6,0,181,5,2739
14437,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,242,30,3,0,115,1,2191
14438,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,245,35,3,5,33,4,1641
14439,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,248,45,4,5,56,2,2079
14440,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,251,30,3,0,111,3,1461
14441,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,254,25,2,5,37,4,2583
14442,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,257,50,5,0,187,2,1741
14443,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,260,25,2,5,42,4,1235
14444,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,263,15,1,5,30,4,1312
14445,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,266,60,6,0,192,4,2353
14446,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,269,20,2,0,81,2,3071
14447,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,272,10,1,0,78,6,3290
14448,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,275,15,1,5,38,6,1522
14449,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,278,65,6,5,39,3,1974
14450,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,281,25,2,5,41,3,1339
14451,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,284,45,4,5,32,3,2026
14452,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,287,15,1,5,34,3,1467
14453,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,290,55,5,5,39,4,1669
14454,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,293,65,6,5,44,4,1357
14455,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,296,20,2,0,77,3,1981
14456,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,299,55,5,5,29,4,2574
14457,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,302,45,4,5,28,4,2785
14458,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,305,35,3,5,60,6,2846
14459,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,308,50,5,0,191,3,1733
14460,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,311,55,5,5,59,3,3351
14461,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,314,40,4,0,114,3,1303
14462,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,317,50,5,0,182,6,2574
14463,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,320,10,1,0,84,3,2188
14464,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,323,30,3,0,118,4,1819
14465,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,326,40,4,0,112,2,1739
14466,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,329,60,6,0,186,4,2386
14467,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,332,20,2,0,80,2,3312
14468,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,335,10,1,0,73,1,2666
14469,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,338,60,6,0,191,4,1102
14470,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,341,25,2,5,26,4,3053
14471,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,344,65,6,5,25,4,937
14472,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,347,20,2,0,76,3,1154
14473,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,350,35,3,5,41,4,1112
14474,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,353,20,2,0,73,4,2404
14475,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,356,15,1,5,37,4,2933
14476,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,359,55,5,5,58,5,2902
14477,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,362,45,4,5,38,4,1792
14478,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,365,60,6,0,183,4,999
14479,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,368,10,1,0,75,3,1869
14480,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,371,40,4,0,111,3,1714
14481,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,374,35,3,5,44,4,2339
14482,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,377,50,5,0,188,5,1985
14483,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,380,65,6,5,46,4,1184
14484,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,383,10,1,0,81,3,2046
14485,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,386,55,5,5,28,4,1094
14486,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,389,25,2,5,52,1,1243
14487,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,392,20,2,0,79,3,2780
14488,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,395,35,3,5,48,4,920
14489,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,398,15,1,5,45,3,3325
14490,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,401,60,6,0,182,3,1951
14491,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,404,30,3,0,112,4,1936
14492,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,407,40,4,0,115,5,2170
14493,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,410,45,4,5,29,4,3127
14494,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,413,50,5,0,192,2,4285
14495,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,416,25,2,5,50,3,4959
14496,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,419,65,6,5,33,3,2046
14497,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,422,30,3,0,109,4,1402
14498,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,425,50,5,0,190,3,3384
14499,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,428,30,3,0,114,3,1473
14500,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,431,45,4,5,27,2,2658
14501,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,434,15,1,5,26,4,1155
14502,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,437,55,5,5,36,4,2006
14503,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,440,40,4,0,120,4,1363
14504,6.5.1,win,2021/11/16,16:25:31,60fe200b96dc1dcede7a3151,11,1,main,2,next_trial,443,10,1,0,80,1,1710
14505,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,practice,1,next_trial,17,85,8,5,42,6,5652
14506,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,practice,1,next_trial,20,80,8,0,1,6,2051
14507,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,practice,1,next_trial,23,80,8,0,2,1,3348
14508,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,practice,1,next_trial,26,85,8,5,41,6,1625
14509,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,9,30,3,0,120,1,2740
14510,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,12,15,1,5,45,1,3575
14511,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,15,20,2,0,82,3,3312
14512,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,18,55,5,5,53,6,2252
14513,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,21,15,1,5,46,3,3218
14514,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,24,40,4,0,118,2,2053
14515,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,27,25,2,5,56,3,3665
14516,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,30,45,4,5,55,3,2595
14517,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,33,20,2,0,75,1,1534
14518,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,36,50,5,0,188,1,1397
14519,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,39,65,6,5,32,5,3287
14520,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,42,35,3,5,31,6,4688
14521,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,45,65,6,5,42,6,1631
14522,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,48,20,2,0,78,1,1659
14523,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,51,60,6,0,190,1,1258
14524,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,54,40,4,0,120,6,2357
14525,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,57,25,2,5,48,2,4253
14526,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,60,50,5,0,191,6,1529
14527,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,63,55,5,5,59,6,3379
14528,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,66,60,6,0,183,1,2110
14529,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,69,10,1,0,77,1,1329
14530,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,72,50,5,0,189,1,2346
14531,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,75,60,6,0,187,4,3715
14532,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,78,35,3,5,57,6,1863
14533,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,81,30,3,0,115,1,2695
14534,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,84,55,5,5,34,1,1635
14535,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,87,15,1,5,27,6,1821
14536,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,90,45,4,5,54,6,1376
14537,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,93,25,2,5,47,6,1334
14538,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,96,40,4,0,109,6,2679
14539,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,99,30,3,0,116,2,2951
14540,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,102,10,1,0,82,1,1910
14541,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,105,35,3,5,50,6,3051
14542,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,108,10,1,0,81,1,2247
14543,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,111,45,4,5,57,3,4874
14544,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,114,65,6,5,30,2,3304
14545,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,117,50,5,0,187,3,3492
14546,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,120,40,4,0,114,2,1868
14547,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,123,60,6,0,181,1,1427
14548,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,126,35,3,5,52,6,1851
14549,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,129,20,2,0,77,1,2986
14550,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,132,40,4,0,113,3,1810
14551,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,135,45,4,5,35,4,3778
14552,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,138,55,5,5,39,5,3216
14553,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,141,10,1,0,80,1,1371
14554,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,144,35,3,5,29,4,4768
14555,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,147,60,6,0,186,1,1445
14556,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,150,60,6,0,182,1,1567
14557,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,153,65,6,5,25,2,3250
14558,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,156,35,3,5,32,5,3733
14559,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,159,45,4,5,29,3,3678
14560,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,162,15,1,5,38,6,1521
14561,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,165,10,1,0,79,1,1540
14562,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,168,65,6,5,34,3,3375
14563,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,171,65,6,5,59,5,3704
14564,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,174,50,5,0,184,1,1262
14565,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,177,55,5,5,35,6,1580
14566,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,180,20,2,0,76,1,2474
14567,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,183,20,2,0,81,3,2731
14568,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,186,30,3,0,119,3,2157
14569,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,189,55,5,5,25,6,1870
14570,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,192,30,3,0,111,6,1746
14571,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,195,25,2,5,38,5,3373
14572,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,198,40,4,0,110,6,3797
14573,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,201,50,5,0,190,3,4439
14574,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,204,10,1,0,83,1,1481
14575,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,207,15,1,5,28,6,1882
14576,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,210,25,2,5,26,2,3997
14577,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,213,25,2,5,60,5,2548
14578,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,216,15,1,5,49,3,4924
14579,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,219,45,4,5,58,2,1554
14580,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,222,30,3,0,110,1,1874
14581,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,230,35,3,5,48,6,3152
14582,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,233,50,5,0,185,6,1574
14583,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,236,20,2,0,83,1,2052
14584,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,239,65,6,5,31,5,3826
14585,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,242,35,3,5,43,6,1521
14586,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,245,50,5,0,186,6,1264
14587,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,248,30,3,0,112,2,2201
14588,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,251,25,2,5,33,6,6409
14589,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,254,55,5,5,51,5,1963
14590,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,257,40,4,0,119,4,3646
14591,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,260,65,6,5,28,4,3030
14592,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,263,45,4,5,46,1,1473
14593,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,266,10,1,0,76,1,1633
14594,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,269,55,5,5,40,6,1567
14595,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,272,60,6,0,189,5,3754
14596,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,275,50,5,0,183,6,1970
14597,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,278,10,1,0,84,1,1586
14598,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,281,55,5,5,33,6,1850
14599,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,284,40,4,0,115,3,3209
14600,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,287,30,3,0,118,5,4125
14601,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,290,15,1,5,26,6,1481
14602,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,293,25,2,5,52,2,5145
14603,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,296,60,6,0,191,1,1352
14604,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,299,30,3,0,113,2,2557
14605,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,302,25,2,5,37,3,2802
14606,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,305,65,6,5,53,2,3599
14607,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,308,45,4,5,41,2,3203
14608,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,311,20,2,0,80,2,2282
14609,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,314,20,2,0,79,1,1463
14610,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,317,35,3,5,60,1,1666
14611,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,320,15,1,5,56,5,2787
14612,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,323,40,4,0,112,1,1378
14613,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,326,45,4,5,50,3,3490
14614,6.5.1,mac,2021/11/16,16:30:21,61003045d0f2c8b7ddb40dbd,11,1,main,2,next_trial,329,10,1,0,78,1,1458
