hsv_h,hsv_s,hsv_v,fourierSigma,fourierSlope,selfSimilarity,complexity,anisotropy,compressability,dimensionality,memorability,predictability,visualSaliency,rgbLuminance,rmsContrast,spatialFreqCenteroid,spatialFreqCircularVariance,Naturalness,Disorder
0.257763006877523,0.528157615715114,94.1203364158163,0.0197830606195595,-4.78322810886177,0.522295515733636,11.3918781211614,0.000704801435150968,-0.629464285714286,2.09935495311351,0.839723467826843,0.6901549643831,14.7779217155612,74.2624760841837,0.229267160219167,0.0124776814751851,0.165222246327856,0.72037037037037,0.135185185185185
0.0884846796777776,0.594492975611812,121.507613201531,0.0365223776415716,-4.6060601127598,0.623317353118816,6.20851333289791,0.000618948402365254,-0.516581632653061,1.93535234924572,0.743712842464447,0.676937154749238,8.69033003826531,86.5163557610544,0.162889324728009,0.0104491639806346,0.795731060137489,0.451111111111111,0.391481481481481
0.588912000906179,0.149265706846147,173.255002391582,0.00497627148440049,-3.84518458847086,0.532855489613644,5.24505776784987,0.000674234525384667,-0.455835459183673,2.0640176354018,0.869371592998505,0.770231031538213,10.8514030612245,157.693080357143,0.185760651185206,0.0110422851009362,0.211684475148409,0.566666666666667,0.21
0.136484401341535,0.378255210804325,105.513133769133,0.0341006672876168,-5.01924935852841,0.739650240625537,21.688435680804,0.000501942213836796,-0.738998724489796,2.12007709142059,0.701882898807526,0.654096907820101,11.5644730548469,88.4232435161565,0.326136264298688,0.0132641910063261,0.0473751006859481,0.901851851851852,0.241481481481481
0.138643747352762,0.291049593367461,133.250657684949,0.0388865348048692,-4.99828059556104,0.679653665686801,15.5690613258674,0.000747437056942068,-0.645408163265306,2.06111862273433,0.770909070968628,0.717052002835516,7.72377232142857,116.701949139031,0.264824477170288,0.010628823699573,0.283885217047369,0.775555555555556,0.214444444444444
0.419972972135476,0.263575077228255,209.779276945153,0.0583597917569361,-5.15616722206492,0.698204255337558,17.1176458291188,0.000522461537259245,-0.797831632653061,2.05473921025331,0.775930643081665,0.442100165766813,28.9307637117347,183.3232421875,0.255175676792314,0.0168156283574652,0.156022241039736,0.457407407407407,0.407037037037037
0.0565929451133585,0.399689486205657,57.8498883928571,0.191299464304833,-5.84756041287092,0.346661090355225,8.42865757608934,0.000731935938155906,-0.430325255102041,2.16603071600265,0.735281229019165,0.696592805211426,9.9660794005102,42.444654815051,0.279552921969437,0.00944606534405753,0.246869812808913,0.67037037037037,0.143703703703704
0.593351940906151,0.182085946196154,213.49661192602,0.0155437438784625,-4.96534430577989,0.280348604733655,4.82565192451726,0.000627070574253101,-0.322225765306122,2.19628093269673,0.646272003650665,0.728185673056519,7.35170200892857,193.904589179422,0.214271759997493,0.00789900721305007,0.561856653962617,0.851111111111111,0.16037037037037
0.231362654185013,0.253593735868727,96.3086734693878,0.0410427995686563,-4.85970485899996,0.664171990025027,12.2457667358095,0.000616945729288453,-0.636798469387755,2.00705265083252,0.788557589054108,0.80826592073641,9.8479153380102,85.845915710034,0.209055315242329,0.00972716769718352,0.224211770827479,0.769259259259259,0.15962962962963
0.235096288284025,0.520942841341838,116.213847257653,0.0699955471156762,-5.08316207176351,0.720597706045856,12.6912142027632,0.000463090320430065,-0.797672193877551,1.91559171548329,0.775113582611084,0.718492496546667,10.9961535395408,87.1800329506803,0.18103676567636,0.0150291716458075,0.54282680602993,0.326296296296296,0.46962962962963
0.503580454103546,0.585313867333395,148.36379942602,0.0133644168479561,-4.38711001267163,0.694104686200844,16.7622895914864,0.000542535631382626,-0.88313137755102,1.9904048809485,0.674351394176483,0.624179722612832,15.0762515943878,102.608019770408,0.309411938705965,0.011309495161438,0.217599811024182,0.34037037037037,0.632222222222222
0.118087221853169,0.568625386918825,80.8301379145408,0.209493184833025,-5.63140775638747,0.496609840785307,9.83351984795234,0.00102327440231865,-0.529974489795918,2.03692111491776,0.888709485530853,0.887441529035044,11.934889190051,56.5735212053571,0.221827191344038,0.0105484014840853,0.551969732024055,0.715185185185185,0.121481481481481
0.440514211630265,0.252698852790637,173.178372130102,0.0092638270876453,-3.90151621189845,0.554682252899196,6.79188854081564,0.000452664574245728,-0.67219387755102,1.85426406981175,0.512578964233398,0.672309133473082,9.26149952168367,154.50735411352,0.190524146394269,0.00645114222522477,0.457867128462673,0.852962962962963,0.224444444444444
0.533576076544905,0.404206533667983,137.400988520408,0.0440066183575427,-4.64760774582971,0.761700914391689,6.5510226082827,0.000425275178202768,-0.77375637755102,1.91386438827831,0.807852208614349,0.590318095122676,21.0549465880102,111.553744153912,0.123857566630668,0.0126746508884042,0.195104288433963,0.422222222222222,0.483333333333333
0.339497470631155,0.16623952028335,214.438337053571,0.158354102188116,-5.09667017199409,0.788921957939432,15.1966734268022,0.000407237685800043,-0.91422193877551,1.60133170122758,0.81293660402298,0.290851118092465,21.3552096619898,199.804840295493,0.152542162861538,0.0193355846575736,0.473144241020568,0.551851851851852,0.261111111111111
