age,ALEX1,ALEX2,ALEX3,ALEX4,ALEX5,ALEX6,ALEX7,ALEX8,ALEX9,ALEX10,ALEX11,ALEX12,ALEX13,ALEX14,ALEX15,ALEX16,anxiety,artgluctot,attachhome,attachphone,AvgHumidity,avoidance,cigs,DIDF,eatdrink,ECR1,ECR2,ECR3,ECR4,ECR5,ECR6,ECR7,ECR8,ECR9,ECR10,ECR11,ECR12,ECR13,ECR14,ECR15,ECR16,ECR17,ECR18,ECR19,ECR20,ECR21,ECR22,ECR23,ECR24,ECR25,ECR26,ECR27,ECR28,ECR29,ECR30,ECR31,ECR32,ECR33,ECR34,ECR35,ECR36,endtime,EOT,exercise,gluctot,health,HOME1,HOME2,HOME3,HOME4,HOME5,HOME6,HOME7,HOME8,HOME9,KAMF1,KAMF2,KAMF3,KAMF4,KAMF5,KAMF6,KAMF7,networksize,nostalgia,onlineid,onlineid1,onlineid2,onlineid3,onlineid4,onlineid5,onlineid6,onlineid7,onlineid8,onlineid9,onlineid10,onlineide11,phone1,phone2,phone3,phone4,phone5,phone6,phone7,phone8,phone9,romantic,scontrol1,scontrol2,scontrol3,scontrol4,scontrol5,scontrol6,scontrol7,scontrol8,scontrol9,scontrol10,scontrol11,scontrol12,scontrol13,selfcontrol,sex,smoke,SNI1,SNI2,SNI3,SNI4,SNI5,SNI6,SNI7,SNI8,SNI9,SNI10,SNI11,SNI12,SNI13,SNI14,SNI15,SNI16,SNI17,SNI18,SNI19,SNI20,SNI21,SNI22,SNI23,SNI24,SNI25,SNI26,SNI27,SNI28,SNI29,SNI30,SNI31,SNI32,SNS1,SNS2,SNS3,SNS4,SNS5,SNS6,SNS7,socialdiversity,socialembedded,STRAQ_1,STRAQ_2,STRAQ_3,STRAQ_4,STRAQ_6,STRAQ_7,STRAQ_8,STRAQ_9,STRAQ_10,STRAQ_11,STRAQ_12,STRAQ_19,STRAQ_20,STRAQ_21,STRAQ_22,STRAQ_23,STRAQ_24,STRAQ_25,STRAQ_26,STRAQ_27,STRAQ_28,STRAQ_29,STRAQ_30,STRAQ_31,STRAQ_32,STRAQ_33,STRAQ_5,STRAQ_13,STRAQ_14,STRAQ_15,STRAQ_16,STRAQ_17,STRAQ_18,STRAQ_34,STRAQ_35,STRAQ_36,STRAQ_37,STRAQ_38,STRAQ_39,STRAQ_40,STRAQ_41,STRAQ_42,STRAQ_43,STRAQ_44,STRAQ_45,STRAQ_46,STRAQ_47,STRAQ_48,STRAQ_49,STRAQ_50,STRAQ_51,STRAQ_52,STRAQ_53,STRAQ_54,STRAQ_55,STRAQ_56,STRAQ_57,stress,stress1,stress2,stress3,stress4,stress5,stress6,stress7,stress8,stress9,stress10,stress11,stress12,stress13,stress14,Temperature_t1,Temperature_t2,thermotype,avgtemp,filter_$,mintemp,language,langfamily,Zanxiety,Zavoidance,Site
1996,2,2,2,2,3,4,2,2,1,2,2,4,2,1,1,2,5.222222222,1,4.111111111,3.888888889,65,3.055555556, ,2.181818182,1,6,6,6,6,6,6,5,3,6,5,2,6,6,5,6,6,5,3,4,2,6,2,4,3,3,2,2,2,2,2,2,4,5,6,2,2,9:40:36,2,2,0,3,4,4,4,3,5,4,3,5,5,5,7,7,7,6,8,8,31,6.4,4,5,4,4,5,5,3,3,3,5,3,4,4,4,4,4,4,4,3,3,5,2,2,5,4,3,5,2,3,3,3,5,3,3,4,3.461538462,2,1,2,1, ,4,4,4,4,5,5,6,6,1, ,2,8,2,1,1,1,1, ,1, , , , , , , , , , ,7,6,6,6,7,7,6,8,3,1,3,1,4,5,2,3,4,4,2,1,4,4,4,4,4,3,3,4,4,4,4,4,2,3,2,4,1,3,1,2,5,4,2,3,4,2,4,2,3,4,4,3,2,1,2,5,4,4,4,2,4,4,4,4,5,3,2.833333333,2,3,4,4,3,3,3,2,4,4,4,4,5,4,36.2,36.1,2,36.15,1,1,9,1,2.219146625,-0.02375371,Poland
1996,4,4,4,4,5,3,5,4,3,3,5,2,3,2,4,3,4.833333333,24,3,3.555555556,55,3.833333333,4,4,1,7,7,5,7,7,7,2,5,4,1,1,2,4,6,7,6,7,2,4,3,3,2,7,2,4,3,4,6,2,3,3,5,5,5,5,3,15:40:12,2.8,2,4,2,3,3,3,4,3,2,2,4,3,5,7,6,3,3,2,2,21,5.6,3.818181818,5,5,5,5,5,2,4,3,1,2,5,4,4,3,4,2,3,4,4,4,1,2,3,1,3,4,3,3,1,1,2,4,4,2,2.538461538,2,1,2,1, ,4,4,4,1,4,1,4,3,1, ,2,4,2,1,1,1,1, ,1, , , , , , , , , , ,6,6,6,5,6,5,5,8,1,4,5,2,4,2,1,2,2,5,5,5,2,2,5,5,1,2,2,5,3,3,4,4,3,4,1,1,5,5,3,2,5,5,1,3,4,5,1,1,5,5,4,5,1,1,2,4,1,2,3,5,1,4,2,2,1,5,4.076923077,4,5,5,3,3,3,3,4,2,4,5,4,3,4,36.6,36.8,2,36.7,1,-3,9,1,1.812750777,0.786463729,Poland
1979,2,2,5,1,2,2,2,2,2,2,2,4,2,1,2,1,2.555555556,3,3.333333333,4.111111111,88,4.944444444, ,2.181818182,1,1,2,1,2,2,5,2,1,2,5,6,2,2,2,1,6,2,2,7,6,2,6,6,7,2,3,1,6,7,6,7,2,7,6,2,6,11:42:31,2,2,13,2,2,4,4,4,3,3,2,4,4,5,7,7,8,8,8,5,37,6.8,4.272727273,5,5,5,5,5,3,4,4,4,2,5,5,5,4,4,4,3,3,5,4,1,2,1,4,2,2,1,2,4,3,2,4,1,2,2.307692308,2,2,1,2,2,4,4,4,1,3,1,8,8,2,1,2,5,6,1,8,2,1, ,1, , , , , , , , , , ,7,7,7,6,7,7,6,10,3,1,1,2,5,4,3,1,5,1,1,1,4,4,4,2,4,4,4,3,2,4,2,3,4,2,4,5,1,1,5,1,1,4,2,3,4,2,4,3,2,2,5,2,4,2,5,5,5,2,2,4,4,4,4,5,1,5,3.846153846,2,4,4,3,3,2,3,5,1,2,3,5,4,5,36.6,36.9,2,36.75,1,0,9,1,-0.567567762,1.943917213,Poland
1995,3,2,4,1,2,2,3,3,2,2,2,3,1,2,3,2,2.666666667,2,4.777777778,2.333333333,68,3.388888889, ,2.363636364,1,2,2,2,2,5,2,2,4,1,1,6,2,2,2,4,3,5,1,4,2,1,2,3,4,2,7,2,2,2,4,5,2,5,7,5,2,11:18:25,2.2,2,6,2,5,4,5,5,5,5,4,5,5,5,5,4,4,2,6,4,54,3,2.272727273,3,3,3,4,4,1,1,2,1,1,2,2,3,4,2,1,1,3,1,4,2,3,3,4,4,4,1,3,2,1,4,4,5,2,3.076923077,2,2,2,1, ,4,2,5, ,5,5,5,5,1, ,2,3,6,2,8,1,2,1,2,praca,uczelnia,rodzina,trening,przyjaciele,15,2,10,5,4,3,3,3,3,4,2,3,9,2,4,2,1,5,2,2,2,3,5,2,2,2,4,5,4,5,3,3,4,4,3,4,4,2,2,2,4,3,2,2,2,5,4,1,3,3,3,2,1,3,2,1,2,2,4,5,5,3,3,5,4,4,4,5,5,3,5,3.111111111,4,2,3,5,5,5,2,1,5,3,4,4,3,2,36.9,37,2,36.95,1,0,9,1,-0.451454663,0.323482336,Poland
1993,2,4,2,3,2,2,2,2,4,3,2,3,1,1,4,1,3.833333333,5,2.777777778,3.333333333,68,2.333333333, ,2.545454545,1,2,4,2,6,4,7,4,3,4,2,6,5,2,2,2,7,6,1,5,2,5,2,2,2,2,2,2,1,2,2,2,2,3,3,2,1,11:04:21,2,2,12,2,2,2,3,4,3,2,2,3,4,5,5,4,2,4,4,3,24,4,3.272727273,4,4,4,4,4,2,2,2,3,3,4,4,4,2,4,4,2,4,2,4,1,1,2,2,1,4,1,1,1,1,2,1,2,1,1.538461538,2,2,2,1, ,4,4,4,1,5,2,4,4,1, ,2,5,6,1,2,1,1, ,1, , , , , , , , , , ,4,4,3,3,7,3,2,8,2,1,5,3,5,4,2,2,4,4,4,1,3,5,4,5,4,5,2,4,3,2,4,2,2,3,3,3,3,2,2,2,4,2,2,4,3,2,5,4,3,3,3,3,2,1,2,4,4,5,5,5,5,5,5,5,1,4,3.384615385,4,3,5,4,3,3,3,4,3,3,4,4,4,3,36.5,36.7,1,36.6,1,0,9,1,0.767732882,-0.776098474,Poland
1991,1,2,4,2,2,4,4,2,2,2,1,4,1,1,1,1,2.611111111,6,2.222222222,3.222222222,78,4.277777778, ,2.363636364,1,1,1,2,1,6,6,1,1,1,1,7,1,6,1,1,7,1,2,6,2,7,2,5,2,1,1,2,6,2,7,6,6,7,7,2,6,11:03:26,1.6,2,3,2,1,3,1,4,2,2,1,4,2,4,5,7,6,6,6,6,30,5.8,3.181818182,2,4,5,4,5,2,2,2,2,2,5,1,5,5,5,2,1,4,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1.076923077,2,2,1,2,2,4,4,4,1,7,4,4,3,2,1,2,8,6,1,4,1,1, ,1, , , , , , , , , , ,7,5,5,5,7,7,7,10,2,1,5,4,4,4,4,4,4,5,5,2,5,5,2,2,5,5,5,5,5,5,5,5,1,1,1,4,4,4,4,2,4,5,2,2,5,1,4,5,2,2,5,2,5,1,5,5,5,5,5,1,1,5,5,5,1,5,3.769230769,5,4,5,3,2,4,4,5,2,4,4,4,4,5,36.9,36.5,2,36.7,1,0,9,1,-0.509511213,1.249445123,Poland
1992,2,3,4,2,2,3,4,3,2,3,2,3,2,1,3,2,2.222222222,1,3.444444444,2.666666667,70,2.222222222, ,2.727272727,1,1,1,1,1,4,3,1,2,2,1,7,2,2,2,1,5,3,1,2,2,4,2,1,1,1,2,2,1,2,2,2,2,6,4,2,2,10:59:13,2.2,2,12,2,4,4,4,4,4,3,2,3,3,5,5,6,6,6,6,6,28,4.4,3,4,4,3,2,3,2,3,4,2,2,4,3,3,2,3,2,2,3,2,4,1,2,3,3,4,4,2,3,3,4,4,3,4,2,3.153846154,2,2,1,1, ,2,2,4,1,6,3,3,3,2,1,2,5,2,1,1,2,1, ,2,uniwersytecka, , , , ,5, , , , ,5,4,4,5,4,5,6,9,2,5,5,3,3,5,1,3,3,5,3,1,3,4,4,4,4,5,4,5,2,3,4,4,2,3,1,1,4,4,2,4,3,2,2,3,3,3,2,2,4,4,4,3,4,1,4,3,4,2,4,3,5,3,4,3,2,3,2.615384615,2,3,4,4,4,4,3,3,3,3,4,5,4,3,38,38,1,38,1,1,9,1,-0.915907061,-0.891843823,Poland
1994,1,2,4,2,4,2,4,3,2,3,1,2,3,2,2,4,3.722222222,0,4.888888889,3.444444444,48,4.055555556,1,2.545454545,1,3,3,5,5,2,2,2,3,6,3,3,5,5,4,5,2,5,4,4,4,6,5,4,2,5,5,2,3,3,6,2,3,4,5,6,4,10:48:12,2.6,2,4,2,5,5,5,5,4,5,5,5,5,5,8,3,6,4,3,4,27,3,2.818181818,4,4,4,4,4,2,2,1,1,1,4,2,4,4,4,4,4,4,1,4,2,4,3,3,2,2,2,3,4,2,5,4,4,3,3.153846154,2,1,2,1, ,3,3,5,1,4,5,4,3,1, ,2,8,2,2,1,3,1, ,1, , , , , , , , , , ,5,3,4,3,3,2,4,8,2,1,3,4,4,5,1,2,4,4,4,2,4,4,4,3,4,4,3,4,4,3,4,4,4,4,2,1,3,4,4,4,5,5,2,5,5,3,1,1,4,2,4,3,1,1,4,4,4,3,4,2,5,5,5,5,4,5,4,4,5,5,5,3,3,3,4,3,4,5,5,5,3,37.1,36.6,2,36.85,1,8,9,1,0.651619782,1.017954426,Poland
1991,4,4,4,4,3,2,4,2,4,2,2,2,1,1,3,2,3.333333333,15,3.777777778,1.444444444,68,3.555555556, ,3.181818182,1,4,5,1,4,4,6,2,3,2,2,6,1,1,1,5,6,6,1,5,3,6,2,3,2,2,2,2,3,2,3,2,6,7,7,3,4,10:14:52,1.8,2,19,2,4,4,4,4,4,4,5,3,2,5,5,6,4,4,2,4,33,3.6,2.363636364,3,4,4,4,2,1,1,1,3,1,2,2,2,1,2,1,1,2,1,1,2,2,3,2,3,3,2,1,1,2,2,1,4,1,2.076923077,2,2,3,1, ,4,2,2,1,1, ,5,5,1, ,2,8,6,1,8,1,2,6,1, , , , , , , , , , ,7,2,2,5,4,5,7,8,4,2,2,1,5,4,1,2,4,3,2,1,3,5,5,4,3,4,4,4,4,4,3,2,3,3,3,4,1,2,5,2,3,2,2,4,3,4,1,2,5,4,4,4,3,1,4,4,4,3,2,5,5,2,5,3,1,2,3.769230769,3,4,4,3,1,3,2,4,2,3,4,4,4,3,36.92,36.84,2,36.88,1,-2,9,1,0.245223934,0.497100358,Poland
1979,2,1,3,1,2,2,2,3,2,2,1,2,2,3,3,4,2.944444444,21,3.777777778,1.555555556,88,2.388888889, ,1.909090909,1,7,1,1,1,2,6,1,1,5,5,7,1,5,1,1,5,2,1,5,2,3,2,2,2,1,3,1,2,2,2,1,2,5,5,1,2,10:04:41,2.8,2,15,2,4,4,3,5,5,3,4,3,3,5,7,6,3,3,4,1,51,2.8,1.818181818,4,1,4,1,3,1,1,1,1,1,2,1,1,1,1,4,3,1,1,1,1,3,5,5,5,4,5,4,4,4,5,5,5,5,4.538461538,2,2,1,2,2,4,4,4,4,5,3,5,5,2,8,2,8,6,1,8,3,2,4,1, , , , , , , , , , ,3,2,2,4,3,3,2,11,4,5,3,2,5,5,3,2,5,2,1,2,2,3,4,4,3,2,5,5,2,2,2,4,1,3,4,3,2,3,4,1,2,2,4,1,5,2,1,2,3,2,2,3,2,1,2,5,4,2,1,3,5,4,4,4,5,3,3.076923077,2,5,4,4,4,4,3,3,4,3,5,5,3,4,36.7,37,1,36.85,1,0,9,1,-0.161171914,-0.7182258,Poland
1991,3,4,4,2,2,2,3,4,2,2,2,2,2,2,3,2,4.666666667,1,2.444444444,4.111111111,86,3.055555556, ,2.727272727,1,5,5,5,4,5,7,5,5,4,5,3,3,4,4,5,5,7,3,3,3,4,3,3,2,2,4,2,3,2,5,3,1,6,3,2,4,9:31:03,2.2,2,2,2,3,3,4,3,3,2,2,1,1,5,7,5,6,6,6,6,25,6.8,3.909090909,5,4,5,5,5,2,3,2,4,3,5,4,5,4,4,4,3,4,4,5,1,4,3,4,5,5,3,3,2,3,3,5,5,4,3.769230769,2,2,1,1, ,4,1,2,1,1, ,4,4,1, ,2,8,6,2,7,1,1, ,1, , , , , , , , , , ,6,7,7,7,7,6,6,7,2,2,4,4,4,4,3,4,4,4,4,2,2,4,5,3,3,3,3,4,2,4,4,2,1,3,2,2,4,4,4,4,3,4,2,4,4,2,4,2,3,3,3,3,3,2,3,4,4,3,4,4,4,4,4,4,2,5,3.615384615,4,5,4,4,2,3,2,3,3,4,5,5,4,4,36.4,36.8,2,36.6,1,1,9,1,1.638581128,-0.02375371,Poland
1964,1,1,3,3,3,2,3,2,3,1,1,3,1,1,3,2,4.111111111,0,4,3.111111111,79,3.611111111, ,2.090909091,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,2,4,4,4,4,1,4,4,2,4,4,4,4,4,4,4,4,7:43:00,2,2,0,2,4,4,4,4,4,4,4,4,4,3,4,4,2,3,2,2,39,3.6,3.545454545,4,4,4,4,4,3,3,3,4,3,3,4,3,3,3,4,2,3,3,3,1,3,3,3,3,4,3,3,4,3,5,4,4,2,3.384615385,1,2,1,2,2,4,4,2,2,1, ,4,3,1, ,2,8,6,8,8,3,1, ,1, , , , , , , , , , ,3,4,4,4,4,2,3,8,2,1,4,3,3,3,3,3,3,3,3,3,3,4,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2.230769231,2,3,4,4,4,4,3,2,4,3,3,3,4,3,36.6,36.9,2,36.75,1,8,9,1,1.05801563,0.554973032,Poland
1975,3,4,4,2,4,4,4,4,4,1,1,2,4,1,4,2,4.277777778,0,4,4.111111111,84,2.722222222, ,3.181818182,1,5,6,1,5,7,6,5,6,2,1,7,6,6,1,1,6,4,2,6,2,1,3,4,1,1,2,2,2,2,6,2,2,2,6,3,2,9:52:36,2.6,2,6,1,4,4,4,4,4,4,4,4,4,4,7,4,3,3,3,3,38,4.2,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,3,4,1,2,2,2,2,4,2,4,2,2,4,2,2,4,2.615384615,2,2,1,1, ,4,4,1,1,8,6,8,8,2,5,2,8,6,1,3,1,1, ,1, , , , , , , , , , ,2,5,4,4,4,4,4,9,4,1,1,1,5,4,4,4,2,1,1,1,2,5,2,3,4,5,5,5,5,4,5,4,2,2,1,1,1,3,2,2,2,1,2,4,2,2,2,2,4,4,4,4,4,1,5,5,5,5,5,1,4,4,4,5,5,5,2.846153846,2,3,3,3,3,3,2,3,3,4,3,3,3,3,36.74,36.51,2,36.625,1,2,9,1,1.23218528,-0.370989755,Poland
 , , , , , , , , , , , , , , , , , , ,4, ,68, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23:10:34, , , , ,4,4,4,4,4,4,4,4,4,5,5,7,5,4,5,5,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,4,4,4,1,8,2,4,4,2,1,2,8,6,8,2,2,2,1,1, , , , , , , , , , , , , , , , , ,10,2,2,3,2,5,4,2,3,5,3,4,2,3,4,4,4,3,4,2,4,4,3,4,4,3,3,2,4,3,3,4,2,4,4,2,4,4,4,2,3,4,4,4,4,3,2,4,4,4,4,4,3,3,3,3,3,3,3, , , , , , , , , , , , , , , ,36.5, , ,36.5,1,-2,9,1, , ,Poland
 , , , , , , , , , , , , , , , , , ,14, , ,91, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18:02:58, , ,0, , , , , , , , , , , , , , , , , ,27, , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,5,4,5,5,4,5,5,5,5,5,4.846153846, , ,2,1, ,4,2,5,1,6,5,5,5,1, ,1, ,2,1,1,3,1, ,2, , , , , , , , , , , , , , , , , ,7,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36.8, , ,36.8,1,1,9,1, , ,Poland
 , , , , , , , , , , , , , , , , , , , , ,75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12:09:08, , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36, , ,36,1,7,9,1, , ,Poland
 , , , , , , , , , , , , , , , , , , , , ,81, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9:34:19, , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37.6, , ,37.6,1,5,9,1, , ,Poland
1989,1,5,1,2,1,1,1,1,4,1,1,3,3,1,4,1,2.444444444,0,4.111111111,2.888888889,73,3.777777778, ,1.727272727,1,1,1,1,3,1,3,3,3,7,1,5,1,1,3,3,1,3,3,6,5,3,7,1,3,3,1,1,2,2,7,4,3,7,7,1,5,11:47:25,2.4,2,36,4,5,3,5,5,5,3,3,5,3,1,2,1,1,1,3,1,41,6.5,2.272727273,4,3,2,3,4,1,1,1,2,2,2,3,4,3,4,2,3,2,3,2,2,5,5,1,1,5,5,5,5,5,5,5,5,5,4.384615385,1,2,3,1, ,2,2,5,1,8,8,3,3,2,1,2,8,3,1,8,8,1, ,1, , , , , , , , , , ,4,7,7,7,7,7,7,9,3,4,1,2,5,3,3,3,2,1,2,3,4,5,4,3,3,2,1,3,4,3,2,1,1,1,3,3,3,4,1,5,2,2,1,3,5,1,2,1,1,1,5,3,3,2,3,4,3,5,2,2,1,1,2,3,3,1,1.692307692,2,2,3,2,1,1,1,2,1,1,3,5,1,2,36.4,36.1,6,36.25,1,13,8,1,-0.500058061,0.920947935,Portugal
1980,1,1,1,2,1,1,1,1,5,1,1,2,5,3,3,1,1.722222222,0,4.222222222,1.444444444,73,2.277777778, ,1.454545455,1,1,1,1,1,3,7,1,1,1,1,2,1,1,3,1,1,3,1,1,1,1,4,1,1,1,4,4,1,1,4,4,1,2,2,4,4,11:39:53,2.8,2,13,4,5,5,5,5,5,4,4,4,1,5,3,5,2,3,2,2,33,5.5,1.636363636,4,1,2,1,3,1,1,1,2,1,1,1,2,1,3,1,1,2,1,1,1,5,4,3,4,2,5,4,5,5,5,5,5,4,4.307692308,1,2,1,1, ,4,1,4,4,4,1,7,1,1, ,1, ,3,1,8,1,1, ,2,COPELABS, , , , ,8, , , , ,3,7,7,7,5,4,4,7,1,4,2,5,2,4,4,3,5,3,2,3,4,4,3,4,4,1,1,1,1,3,3,3,4,2,1,3,4,4,4,5,3,3,1,1,5,4,4,2,2,2,4,3,2,2,3,4,4,4,4,2,3,3,3,3,4,3,2.076923077,2,2,3,2,2,2,2,2,2,2,2,4,2,2,36.4,36.5,6,36.45,1,13,8,1,-1.272022694,-1.142136304,Portugal
1971,1,2,2,3,2,1,2,1,2,1,2,3,5,3,3,3,2.666666667,0,4.666666667,2,82,1.722222222,20,1.727272727,1,2,2,2,2,3,2,2,2,1,2,6,3,3,2,2,3,6,3,5,1,2,1,2,5,2,1,2,1,1,1,1,2,1,1,1,1,11:01:58,3.4,2,0,2,5,5,5,5,5,4,4,5,4,2,2,2,2,2,2,2,38,1.666666667,3.181818182,4,3,4,3,4,2,4,3,3,1,4,1,2,2,3,1,1,2,2,4,1,1,4,2,2,5,1,5,4,3,3,3,4,3,3.076923077,1,1,1,3,3,4,4,4,2,2,2,4,3,1, ,1, ,1, , ,2,1, ,2,Pol¨ªtico,Social, , , ,10,6, , , ,3,1,1,1,2,2,3,7,1,1,4,3,5,4,3,5,1,1,1,3,4,4,4,4,4,2,2,1,5,3,1,1,3,3,3,4,4,4,4,4,4,4,1,3,4,3,3,2,2,4,4,3,3,1,3,4,3,3,3,4,4,4,4,3,4,1,2.307692308,2,3,3,2,2,2,2,3,2,1,3,5,2,3,36,36,5,36,1,15,8,1,-0.262530482,-1.906241578,Portugal
1997,3,3,2,1,3,2,2,3,2,5,2,3,2,3,5,3,3.222222222,0,4.666666667,3.666666667,42,4.333333333, ,2.545454545,1,3,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3,3,3,3,5,3,5,3,3,3,5,5,5,5,5,5,3,5,5,5,5,11:37:32,3.2,2,0,2,5,5,5,5,5,4,4,5,4,4,7,7,6,7,7,7,34,5.666666667,3.545454545,5,4,5,5,3,3,3,4,3,1,3,4,4,3,4,4,3,4,3,4,2,4,1,5,4,5,2,3,2,2,5,4,5,1,3.307692308,2,2,2,1, ,4,4,5,1,4,4,7,5,1, ,2,8,3,1,8,2,1, ,1, , , , , , , , , , ,3,7,7,7,5,5,4,8,3,2,4,3,5,3,2,3,3,3,2,1,5,4,4,3,3,1,1,1,4,1,4,4,2,4,4,2,2,4,3,4,5,5,1,2,4,4,4,2,4,5,3,2,2,2,2,4,2,2,3,3,3,4,2,2,1,4,3.307692308,3,3,4,3,3,3,3,4,3,3,4,4,3,4,36.7,36.6,6,36.65,1,13,8,1,0.331288466,1.685053209,Portugal
1961,1,1,1,2,2,1,1,2,2,1,1,3,1,3,2,3,1.833333333,0,4.444444444,1.111111111,91,3.111111111, ,1.363636364,1,1,1,1,1,1,1,1,2,1,1,1,5,2,5,1,5,2,1,2,4,7,1,2,2,2,4,4,1,4,3,1,1,7,6,4,1,11:34:25,2.4,2,0,1,5,5,5,5,5,5,3,4,3,4,5,7,2,2,2,3,35,5.166666667,1.181818182,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,5,2,3,5,5,4,4,5,5,3,4,4,4.076923077,1,2,1,3,3,2,2,4,1,8,3,8,3,1, ,1, ,1, , ,4,2,3,2,Livre, , , , ,7, , , , ,6,5,6,4,5,5,6,8,1,1,2,2,4,5,3,5,4,3,2,3,4,3,3,4,3,1,4,1,2,2,3,4,2,2,4,4,3,4,4,4,5,4,5,4,4,4,5,2,5,5,5,1,4,1,5,2,4,4,5,4,4,4,4,3,2,4,2.692307692,4,3,2,3,2,2,3,2,4,3,3,3,2,2,36.6,36.4,7,36.5,1,9,8,1,-1.153258904,0.004021607,Portugal
1994,2,2,1,3,2,2,1,1,2,1,1,3,5,3,5,2,2.055555556,0,4.777777778,1.555555556,42,2.944444444,12,1.636363636,1,2,2,3,3,2,3,3,2,5,1,1,3,1,1,2,1,1,1,3,5,2,1,3,2,1,1,2,5,1,5,1,2,7,6,1,5,11:37:03,3.6,2,5,4,5,5,5,5,5,5,4,5,4,5,3,2,3,2,2,2,28,4.833333333,1.909090909,3,2,3,2,2,1,1,1,1,2,3,1,2,1,2,2,1,1,1,3,2,2,4,4,3,2,4,2,5,4,4,3,5,2,3.384615385,1,1,2,1, ,4,4,5,1,8,6,5,5,1, ,2,8,1, , ,3,1, ,1, , , , , , , , , , ,5,5,5,5,4,5,5,7,3,2,4,4,3,3,1,2,5,4,3,3,3,4,5,3,4,3,1,3,1,4,5,3,2,2,2,3,3,2,2,4,3,3,1,2,4,4,3,1,2,4,3,4,3,4,4,3,4,5,3,3,3,2,3,4,2,2,2.384615385,1,2,2,3,3,3,3,2,2,2,3,5,2,3,35.9,36,6,35.95,1,13,8,1,-0.915731325,-0.225209975,Portugal
1994,2,2,2,3,2,2,2,2,2,2,5,3,1,3,2,3,1.833333333,2,5,4,42,3, ,2.363636364,1,3,1,1,2,2,6,3,2,1,1,1,1,3,1,2,1,1,1,2,3,6,5,1,2,2,1,4,4,4,1,1,2,6,6,2,2,11:10:13,2.4,2,0,4,5,5,5,5,5,5,5,5,5,5,5,2,1,5,2,1,33,4.833333333,3.454545455,4,4,5,3,4,2,3,3,3,3,4,4,4,3,4,4,4,5,4,4,1,3,2,3,3,5,3,2,2,3,2,5,1,3,2.846153846,2,2,1,2,2,4,4,4,4,5,4,6,6,1, ,2,6,1, , ,4,1, ,1, , , , , , , , , , ,4,6,6,5,4,4,4,8,3,1,4,2,4,3,3,4,4,2,1,3,4,4,3,4,4,2,1,1,3,3,4,4,2,4,3,4,4,5,4,4,5,4,3,5,4,2,1,3,3,3,4,4,5,1,5,5,5,4,3,1,5,3,3,2,2,3,2.846153846,3,2,4,3,2,2,3,3,4,3,4,3,2,2,36.6,36.6,6,36.6,1,13,8,1,-1.153258904,-0.148799448,Portugal
