age,ALEX1,ALEX2,ALEX3,ALEX4,ALEX5,ALEX6,ALEX7,ALEX8,ALEX9,ALEX10,ALEX11,ALEX12,ALEX13,ALEX14,ALEX15,ALEX16,anxiety,artgluctot,attachhome,attachphone,AvgHumidity,avoidance,cigs,DIDF,eatdrink,ECR1,ECR2,ECR3,ECR4,ECR5,ECR6,ECR7,ECR8,ECR9,ECR10,ECR11,ECR12,ECR13,ECR14,ECR15,ECR16,ECR17,ECR18,ECR19,ECR20,ECR21,ECR22,ECR23,ECR24,ECR25,ECR26,ECR27,ECR28,ECR29,ECR30,ECR31,ECR32,ECR33,ECR34,ECR35,ECR36,endtime,EOT,exercise,gluctot,health,HOME1,HOME2,HOME3,HOME4,HOME5,HOME6,HOME7,HOME8,HOME9,KAMF1,KAMF2,KAMF3,KAMF4,KAMF5,KAMF6,KAMF7,networksize,nostalgia,onlineid,onlineid1,onlineid2,onlineid3,onlineid4,onlineid5,onlineid6,onlineid7,onlineid8,onlineid9,onlineid10,onlineide11,phone1,phone2,phone3,phone4,phone5,phone6,phone7,phone8,phone9,romantic,scontrol1,scontrol2,scontrol3,scontrol4,scontrol5,scontrol6,scontrol7,scontrol8,scontrol9,scontrol10,scontrol11,scontrol12,scontrol13,selfcontrol,sex,smoke,SNI1,SNI2,SNI3,SNI4,SNI5,SNI6,SNI7,SNI8,SNI9,SNI10,SNI11,SNI12,SNI13,SNI14,SNI15,SNI16,SNI17,SNI18,SNI19,SNI20,SNI21,SNI22,SNI23,SNI24,SNI25,SNI26,SNI27,SNI28,SNI29,SNI30,SNI31,SNI32,SNS1,SNS2,SNS3,SNS4,SNS5,SNS6,SNS7,socialdiversity,socialembedded,STRAQ_1,STRAQ_2,STRAQ_3,STRAQ_4,STRAQ_6,STRAQ_7,STRAQ_8,STRAQ_9,STRAQ_10,STRAQ_11,STRAQ_12,STRAQ_19,STRAQ_20,STRAQ_21,STRAQ_22,STRAQ_23,STRAQ_24,STRAQ_25,STRAQ_26,STRAQ_27,STRAQ_28,STRAQ_29,STRAQ_30,STRAQ_31,STRAQ_32,STRAQ_33,STRAQ_5,STRAQ_13,STRAQ_14,STRAQ_15,STRAQ_16,STRAQ_17,STRAQ_18,STRAQ_34,STRAQ_35,STRAQ_36,STRAQ_37,STRAQ_38,STRAQ_39,STRAQ_40,STRAQ_41,STRAQ_42,STRAQ_43,STRAQ_44,STRAQ_45,STRAQ_46,STRAQ_47,STRAQ_48,STRAQ_49,STRAQ_50,STRAQ_51,STRAQ_52,STRAQ_53,STRAQ_54,STRAQ_55,STRAQ_56,STRAQ_57,stress,stress1,stress2,stress3,stress4,stress5,stress6,stress7,stress8,stress9,stress10,stress11,stress12,stress13,stress14,Temperature_t1,Temperature_t2,thermotype,avgtemp,filter_$,mintemp,language,langfamily,Zanxiety,Zavoidance,Site
1995,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3.944444444,0,3.555555556,1.444444444,71,4, ,1.909090909,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9:39:29,1.6,2,0,3,4,4,4,5,4,2,2,4,3,5,6,5,4,3,2,4,26,4.5,2.272727273,4,3,3,4,3,1,1,1,2,1,2,1,1,1,2,2,1,1,1,3,2,3,4,5,2,3,4,4,2,4,3,3,4,3,3.384615385,1,2,2,1, ,4,4,4,4,7,5,7,7,2,1,2,8,1, , ,4,1, ,1, , , , , , , , , , ,4,5,5,5,4,4,3,8,3,3,2,2,4,3,4,3,2,3,2,3,2,4,2,3,3,3,3,4,3,4,4,3,2,3,2,3,2,3,3,2,2,2,2,2,4,2,3,3,3,2,4,3,2,2,4,2,2,3,2,3,2,2,2,2,3,2,2.692307692,4,2,3,3,2,2,3,3,3,3,3,4,2,2,35.7,35.5,2,35.6,1,1,1,1,0.695995866,0.8645163,Kassel
1993,2,2,3,2,4,2,2,2,2,2,3,2,2,2,2,2,4.555555556,0,3,2.555555556,83,2.888888889, ,2.363636364,1,6,6,6,6,5,5,6,5,6,1,2,4,4,4,6,3,5,2,4,2,4,2,6,2,2,2,2,2,2,3,2,2,6,4,2,3,10:35:34,2,2,1,3,4,4,4,4,3,2,2,2,2,5,7,7,5,4,3,6,13,5.833333333,2.545454545,4,3,2,4,3,1,2,2,2,2,3,2,4,2,3,1,1,4,2,4,1,3,4,4,2,3,2,2,2,2,3,2,3,2,2.615384615,2,2,1,1, ,4,2,4,1,7,2,7,6,1, ,2,8,1, , ,1,1, ,1, , , , , , , , , , ,6,6,6,6,6,5,5,7,3,4,4,4,4,2,2,4,2,4,4,3,4,4,3,3,4,5,5,5,3,3,5,3,2,3,2,2,4,4,3,4,3,2,2,2,5,4,3,2,3,2,4,2,4,4,4,4,4,4,3,2,4,4,3,3,2,4,3.384615385,4,3,4,3,3,3,3,4,3,3,4,4,3,4,35.6,36.4,2,36,1,0,1,1,1.252417863,-0.281100392,Kassel
1990,2,3,4,2,2,4,4,4,3,2,3,1,2,2,2,2,4.222222222,0,3.777777778,3,68,2.166666667,10,3,1,6,4,4,5,4,5,3,5,6,2,6,4,4,2,3,6,5,2,1,2,6,1,1,1,1,1,1,2,2,3,3,1,4,3,2,4,10:33:15,1.8,2,0,3,4,4,4,4,4,3,3,4,4,5,6,5,3,2,2,5,34,4.833333333,2.636363636,4,4,2,3,3,2,3,2,2,1,3,3,4,2,4,2,3,4,1,4,2,2,3,2,2,3,1,2,2,4,4,2,2,2,2.384615385,1,1,2,1, ,4,4,5, ,6,4,7,4,2,1,2,8,3,8,8,4,1, ,1, , , , , , , , , , ,5,5,5,6,4,4,4,8,2,4,4,2,4,4,2,3,3,4,3,2,4,5,4,3,4,4,4,4,3,3,4,2,1,3,3,4,2,3,4,2,2,2,3,1,4,2,4,3,2,3,4,2,3,2,3,2,3,4,3,1,2,4,3,2,3,2,2.615384615,3,3,3,2,2,3,2,3,3,3,2,4,2,3,35.5,36.1,2,35.8,1,7,1,1,0.948914956,-1.025751242,Kassel
1991,2,1,2,1,3,3,2,2,1,3,3,1,2,2,2,1,4.166666667,10,4.333333333,2.666666667,53,2.611111111,10,2.090909091,1,5,2,6,3,7,4,5,5,5,4,3,4,1,2,6,5,4,4,2,1,7,2,2,1,3,3,2,1,2,1,2,1,6,6,2,3,9:45:47,1.6,2,92,3,4,4,4,5,5,3,4,5,5,4,5,4,4,2,2,3,26,6,1.818181818,3,3,3,2,2,1,1,1,1,1,2,4,3,2,2,4,2,1,3,3,1,2,1,1,1,2,1,3,3,4,3,1,4,2,2.153846154,1,1,2,1, ,4,4,5, ,4,1,8,8,1, ,2,6,3,1,8,3,1, ,1, , , , , , , , , , ,6,7,6,6,6,5,5,7,3,2,3,2,2,2,2,4,1,4,3,4,1,3,4,4,3,4,3,5,4,3,4,3,4,2,2,2,2,3,3,4,5,2,1,1,5,4,2,1,3,2,3,2,2,3,4,3,1,3,3,4,3,3,4,2,1,2,3.538461538,4,5,3,3,3,2,3,4,3,4,5,4,2,5,35.5,35.7,2,35.6,1,12,1,1,0.898331138,-0.567504565,Kassel
1987,2,1,1,2,1,2,2,1,1,2,3,2,1,1,1,1,3.277777778,0,4.333333333,1.777777778,62,2.277777778,2,1.636363636,1,5,5,5,6,4,6,5,2,2,1,6,1,1,1,5,1,2,1,1,2,6,2,1,1,1,1,1,1,2,1,2,1,7,7,3,1,9:29:31,1.2,2,0,3,5,5,4,5,5,4,4,4,3,4,7,7,4,6,6,8,14,4.666666667,2.454545455,4,4,4,4,2,1,1,1,1,1,4,1,4,1,2,2,1,1,2,2,1,2,5,5,4,3,2,2,4,4,4,4,3,3,3.461538462,2,1,1,2,2,4,4,4,1,3,2,5,3,1, ,2,6,1, , ,1,1, ,1, , , , , , , , , , ,6,5,5,5,4,3,3,8,2,1,2,1,5,5,2,1,5,1,2,1,3,5,2,3,4,5,5,5,4,3,4,3,1,1,1,3,1,3,4,1,2,4,3,3,4,2,1,1,2,2,3,4,4,1,5,3,5,5,3,1,5,5,1,4,4,1,2.615384615,2,4,3,2,2,2,3,3,2,2,4,5,2,3,35.5,36.6,2,36.05,1,7,1,1,0.08899005,-0.911189573,Kassel
1988,2,2,2,3,2,3,3,2,2,3,2,2,3,2,3,1,4,0,3.111111111,3.333333333,68,4,15,2.363636364,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9:36:43,2.2,2,18,3,4,2,3,3,4,3,2,4,3,4,4,5,4,2,3,3,11,3,3.818181818,3,4,4,4,4,4,4,3,3,5,4,4,3,2,4,4,2,3,4,4,1,2,4,2,2,5,3,2,3,4,4,2,2,2,2.846153846,1,1,2,1, ,2,2,5, ,4,2,4,3,1, ,2,8,1, , ,3,1, ,1, , , , , , , , , , ,3,3,3,3,3,3,3,6,2,2,2,2,5,4,4,3,4,4,1,3,4,5,4,5,3,5,4,5,2,3,4,3,1,2,3,3,3,5,4,1,3,4,3,2,3,3,4,2,2,2,4,2,4,2,3,3,3,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,35.3,36.1,4,35.7,1,7,1,1,0.746579684,0.8645163,Kassel
1987,2,2,1,2,3,3,2,3,2,2,2,2,2,3,3,2,2.333333333,0,4.222222222,2.777777778,54,2.5,2,2.181818182,1,3,4,3,2,2,2,2,2,3,2,2,2,4,2,1,1,4,1,2,1,2,3,3,5,6,1,2,1,2,2,2,1,4,3,3,2,10:12:53,2.4,2,8,3,5,4,4,5,4,4,4,4,4,3,3,4,5,2,5,5,14,4.666666667,2.272727273,4,3,3,3,2,1,2,2,1,1,3,2,2,2,4,2,2,4,3,4,1,3,4,4,2,3,1,3,2,2,4,2,3,3,2.769230769,1,1,2,1, ,4,2,5, ,5,3,8,5,2,1,2,7,1, , ,2,1, ,1, , , , , , , , , , ,6,5,5,4,5,3,4,7,3,4,2,3,5,4,4,3,4,3,4,2,3,4,3,3,4,3,4,3,3,3,4,4,3,1,2,4,2,3,3,2,3,2,3,3,4,4,2,2,3,4,3,4,2,2,3,3,2,2,3,3,3,2,3,4,2,2,3,3,4,4,3,3,3,3,2,3,2,4,5,2,3,35.1,36.1,2,35.6,1,1,1,1,-0.770934855,-0.682066235,Kassel
1992,2,4,1,2,1,2,2,4,2,2,1,2,2,2,3,1,1.888888889,0,3.777777778,3.111111111,54,3.388888889,6,2.090909091,1,1,3,1,2,4,2,2,1,1,5,1,3,2,1,2,1,1,1,5,1,4,7,5,3,3,1,7,3,2,3,3,2,3,5,2,2,10:10:11,2,2, ,3,5,4,4,3,4,3,2,4,5,4,3,5,3,3,2,4,22,5,2.090909091,3,4,2,2,2,1,1,1,2,4,1,4,5,2,5,3,1,2,2,4,2,2,3,4,2,3,2,3,3,4,5,4,5,2,3.230769231,2,1,4,1, ,4,4,4,1,2,1,6,6,1, ,2,5,3,4,4,1,1, ,1, , , , , , , , , , ,6,6,5,5,5,3,3,8,3,5,3,1,5,3,3,2,5,3,2,1,3,4,4,4,3,5,4,5,3,3,5,4,1,4,1,4,1,2,3,4,4,3,3,3,4,3,2,2,4,4,3,4,5,2,4,4,4,3,5,4,5,4,5,4,1,4,2.307692308,3,3,3,2,2,1,2,3,2,2,3,4,2,2,35.1,36.6,2,35.85,1,1,1,1,-1.175605399,0.23442712,Kassel
1996,2,4,1,3,2,2,4,2,3,3,1,2,3,2,3,2,3.111111111,0,2.777777778,1.888888889,53,3.166666667, ,2.454545455,1,3,2,2,2,2,5,4,5,3,5,4,2,3,2,3,3,4,2,4,3,3,4,4,2,3,2,6,3,3,3,3,2,6,2,2,2,10:52:15,2.4,2,6,3,4,3,4,4,2,1,1,3,3,3,5,3,4,2,3,4,14,4.833333333,2.272727273,3,3,4,4,2,1,1,2,1,2,2,2,3,1,2,2,1,1,2,3,2,2,2,4,2,3,2,2,1,3,2,2,3,3,2.384615385,1,2,3,1, ,4,4,2,1,5,4,4,3,1, ,2,5,1, , ,1,1, ,1, , , , , , , , , , ,5,5,5,5,5,4,4,7,2,4,4,2,4,2,2,4,4,2,3,2,2,4,4,4,3,4,3,4,2,4,4,3,2,3,2,3,2,3,2,3,4,2,2,4,3,3,2,2,2,3,3,4,3,5,4,5,4,5,4,2,4,3,2,2,3,2,3.307692308,4,3,4,3,2,3,3,4,4,3,3,5,4,3,35.08,37,2,36.04,1,12,1,1,-0.062761404,0.005303781,Kassel
1979,4,2,2,2,3,3,3,3,2,3,3,2,2,2,2,1,3.5,0,3.222222222,2.777777778,68,3.5, ,2.727272727,1,2,1,2,4,5,4,1,4,7,2,7,2,3,4,4,5,4,2,2,2,2,3,2,5,7,3,4,2,3,2,4,5,4,5,4,4,12:00:43,1.8,2,0,3,4,4,4,4,4,3,2,1,3,5,6,5,6,4,5,5,19,3.666666667,1.909090909,3,2,3,3,2,1,1,1,1,1,3,3,3,2,4,3,1,1,4,4,1,2,3,2,4,3,2,2,3,3,4,3,3,3,2.846153846,1,2,1,3,3,4,2,4,4,6,2,4,4,1, ,1, ,1, , ,3,1, ,1, , , , , , , , , , ,3,4,3,4,4,4,4,7,1,2,2,4,4,3,5,4,3,2,4,3,2,4,3,4,4,3,4,3,3,3,4,4,2,2,2,4,2,4,4,2,2,4,2,2,4,3,2,3,2,2,4,3,3,4,4,4,3,2,3,2,2,2,2,2,3,2,2.615384615,2,3,3,2,3,2,3,3,3,2,3,3,2,3,34.6,36,2,35.3,1,4,1,1,0.291325322,0.348988789,Kassel
1996,2,2,2,2,2,1,3,1,1,1,2,1,4,1,2,1,1.055555556,0,4.222222222,2,92,1.611111111, ,1.727272727,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,11:09:06,1.8,2,0,2,5,4,5,5,4,4,1,5,5,5,7,5,2,4,2,5,36,3,1.363636364,3,1,2,1,1,1,1,1,1,2,1,1,4,1,4,1,1,2,1,3,1,4,3,4,3,3,2,2,3,4,3,4,3,3,3.153846154,2,2,1,1, ,4,4,4,1,5,5,5,5,2,1,2,3,1, , ,2,2,8,2,Fachschaftsrat Psychologie Uni Kassel,Pfadfinder, , , ,10,2, , , ,3,2,3,3,4,3,3,9,3,4,2,3,4,3,2,2,4,3,1,1,3,5,2,3,4,5,4,3,2,3,4,3,2,2,3,4,2,4,3,1,2,4,2,2,3,2,2,4,2,2,4,4,4,2,4,4,3,3,5,4,2,4,4,3,2,3,2.461538462,3,3,3,2,2,2,2,3,2,3,3,3,2,2,37.2,36.5,2,36.85,1,-2,1,1,-1.934362669,-1.598559589,Kassel
1997,2,4,1,4,4,2,2,4,2,2,4,2,2,3,3,3,4,2,3.666666667,2.222222222, ,4.333333333, ,2.818181818,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,2,4,4,4,4,4,4,4,4,4,4,4,7,7,4,4,10:32:19,2.6,2,0,2,5,5,4,5,3,1,1,5,4,5,5,5,3,3,3,3,16,5.166666667,1.636363636,4,2,1,1,2,1,1,1,1,2,2,1,3,3,3,2,1,2,2,3,2,3,2,3,3,4,1,2,2,3,4,3,2,2,2.615384615,2,2,2,1, ,4,4,5, ,8,5,4,4,2,1,2,8,1, , ,1,1, ,1, , , , , , , , , , ,6,5,5,5,5,5,5,7,2,1,4,1,5,3,4,3,5,2,4,1,2,4,5,2,5,4,3,3,3,4,3,2,3,2,3,5,2,5,5,2,2,4,2,5,4,3,5,2,2,3,3,1,2,1,4,4,2,4,3,3,2,3,2,4,1,1,2.461538462,3,3,3,2,2,2,2,2,3,2,4,5,2,2,37.07,37.14,2,37.105,1, ,1,1,0.746579684,1.208201308,Kassel
1994,2,2,1,2,3,2,4,3,1,3,4,1,1,3,3,1,5,1,3.888888889,3.222222222,75,2.833333333, ,2.454545455,1,7,7,6,5,7,7,5,3,6,6,1,4,5,5,2,7,2,5,1,2,4,3,2,1,3,3,3,2,3,2,3,1,5,6,4,3,9:39:57,1.8,2,12,2,4,4,4,5,4,4,2,4,4,5,4,4,4,4,5,1, ,3,4.090909091,4,5,4,5,5,4,4,4,3,2,5,4,5,2,4,4,1,4,1,4,1,2,5,3,4,2,3,4,4,4,5,1,5,4,3.538461538,2,2,2,1, ,4,4,4,2,2,4,6,8,2,1,2,8,1, , ,1,1, ,2,Sportverein,/,/,/,/,5,0,0,0,0,4,1,3,3,3,4,4,9,3,1,1,2,5,5,4,2,2,2,2,1,2,3,4,5,4,4,4,3,3,4,2,2,2,2,2,3,1,3,4,1,4,3,1,3,4,3,1,1,4,4,2,3,1,1,4,4,4,3,2,2,2,4,3,4,1,3,3.153846154,4,4,5,3,3,4,3,2,4,2,4,4,1,2,36.9,36.7,2,36.8,1,-3,1,1,1.657088407,-0.338381227,Kassel
1981,2,4,1,3,4,2,2,3,2,2,2,2,3,2,3,2,4.555555556,0,3.666666667,3.333333333,61,4.111111111, ,2.454545455,1,5,5,6,6,6,5,2,5,5,6,2,3,5,2,6,5,5,3,3,2,6,2,5,3,4,5,6,3,3,3,4,3,6,6,5,5,11:11:28,2.4,2,35,2,4,4,4,4,3,4,3,4,3,4,5,4,3,4,3,4,19,4.166666667,3.363636364,4,4,3,4,3,2,4,4,4,2,3,3,4,2,4,4,2,4,3,4,1,3,3,3,3,4,2,2,3,2,5,3,4,4,3.153846154,2,2,1,2,2,4,4,4,4,4,1,8,4,2,1,2,8,1, , ,2,1, ,1, , , , , , , , , , ,6,4,5,4,3,3,3,9,2,1,4,2,4,4,2,2,4,3,3,1,2,4,4,4,4,3,3,3,2,4,3,3,3,3,4,3,1,3,4,2,2,4,4,3,4,3,4,2,2,2,4,2,3,2,2,4,4,3,3,2,4,3,4,4,2,5,2.769230769,3,3,4,3,2,3,2,3,3,2,3,4,2,3,36.8,36.7,2,36.75,1,10,1,1,1.252417863,0.97907797,Kassel
1992,2,2,2,4,2,2,2,2,3,2,2,4,4,2,4,4,4,0,3.222222222,1.555555556,82,4, ,2.272727273,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11:06:08,3.6,2,20,2,3,3,4,4,4,4,2,3,2,5,8,5,6,2,6,6,5,2.5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,3,3,4,3,4,5,2,2,3,3,4,3,3,3.230769231,1,2,2,1, ,4,1,5, ,2,1,6,1,1, ,2,3,1, , ,1,1, ,1, , , , , , , , , , ,5,1,2,1,3,3,4,6,0,3,2,2,5,2,4,4,2,2,2,3,2,4,4,4,4,5,4,3,2,4,3,2,2,2,2,5,2,3,4,1,2,3,2,2,4,2,3,3,2,2,4,2,2,3,4,4,4,4,4,2,3,3,4,3,4,4,2.538461538,3,3,3,2,2,2,2,3,2,3,3,3,2,3,36.8,36.5,2,36.65,1,1,1,1,0.746579684,0.8645163,Kassel
1996,2,3,2,2,2,2,1,1,1,2,4,1,1,2,4,2,2.833333333,0,3.333333333,1.555555556,77,2.611111111,2,2,1,3,3,2,3,2,4,5,4,5,2,2,3,1,2,4,2,3,1,4,2,5,2,3,2,3,1,1,3,2,3,4,1,3,3,3,2,9:59:34,2,2,1,2,4,4,4,4,3,2,3,3,3,4,5,5,2,3,4,2,22,4,2.363636364,4,3,2,3,1,1,2,2,2,3,3,3,2,1,2,1,1,1,1,2,1,3,5,4,2,3,4,4,2,4,4,4,4,4,3.615384615,1,1,1,1, ,4,4,4,2,4,4,6,4,2,1,2,8,1, , ,1,1, ,2,Sportverein, , , , ,5, , , , ,3,4,4,5,5,3,3,8,2,3,3,4,4,3,2,3,3,4,3,2,3,4,2,4,3,4,3,4,2,2,2,1,1,3,3,2,3,4,4,2,1,2,2,1,4,2,4,3,2,3,4,2,2,2,4,3,2,4,4,2,3,1,4,4,1,1,2.538461538,2,3,4,2,3,2,2,3,2,2,3,3,3,2,36.62,36.71,2,36.665,1,5,1,1,-0.315680494,-0.567504565,Kassel
1983,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2.555555556,0,4.333333333,2.666666667,80,2.611111111, ,1.818181818,1,4,3,2,2,2,2,2,2,2,2,6,5,1,2,5,2,1,1,5,2,2,2,3,2,2,2,6,2,2,2,3,2,3,3,2,2,10:55:28,1.8,2,1,2,5,4,4,5,4,4,4,5,4,5,6,5,4,4,3,3,24,4.166666667,1.818181818,2,3,2,3,2,1,1,1,1,2,2,3,4,3,4,2,2,1,1,4,1,3,5,3,2,3,2,3,3,4,4,2,5,3,3.230769231,1,2,1,1, ,4,4,4,1,2,1,7,4,2,1,1, ,2,1,8,3,1, ,1, , , , , , , , , , ,3,4,5,4,4,5,5,8,1,2,2,2,4,3,2,2,3,2,3,2,4,5,4,4,4,5,4,3,2,4,3,1,2,4,2,3,2,3,4,1,4,4,2,3,4,3,4,2,3,2,4,1,3,2,3,4,4,4,4,2,2,4,3,3,2,2,2.461538462,2,3,5,2,2,2,2,3,2,2,2,2,2,3,36.5,36.9,2,36.7,1,7,1,1,-0.568599583,-0.567504565,Kassel
1994,2,2,2,1,2,2,3,2,2,2,2,2,2,3,3,2,4.222222222,0,4.444444444,2.333333333,88,3.166666667, ,2,1,5,4,5,6,6,5,2,6,4,2,3,3,6,3,5,6,2,3,3,2,4,2,3,2,2,3,5,4,4,4,4,2,4,4,1,4,10:29:45,2.4,2,3,2,5,5,5,5,5,4,3,4,4,5,7,6,5,3,4,5,16,5.833333333,2.454545455,4,4,4,3,3,1,2,2,1,1,2,2,4,2,4,2,1,1,2,3,1,3,3,4,2,3,2,3,3,4,2,3,4,3,3,2,2,2,1, ,4,4,4,1,7,2,7,5,2,1,2,8,1, , ,1,2,1,1, , , , , , , , , , ,6,6,6,6,6,5,4,9,3,2,2,2,4,4,2,2,4,3,2,1,4,5,3,4,3,4,4,4,4,3,4,4,2,2,3,4,3,3,3,2,3,3,5,5,5,3,3,2,2,3,4,3,3,2,4,4,4,4,4,3,4,5,5,4,2,5,3.307692308,4,4,4,3,2,3,2,4,3,3,4,4,3,4,36.5,36.5,2,36.5,1,0,1,1,0.948914956,0.005303781,Kassel
1976,3,4,3,3,4,4,4,4,2,3,4,2,2,2,3,2,2.444444444,0,3.777777778,1.444444444,73,3.222222222, ,3.454545455,1,2,2,2,4,2,2,2,2,2,2,6,2,4,2,2,2,2,2,2,2,4,2,2,4,2,2,6,2,6,2,2,2,6,6,2,4,11:02:02,2.2,2,15,2,4,4,3,4,4,4,3,4,4,5,6,5,3,3,3,3, ,5,1.454545455,3,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,3,1,3,3,4,2,3,3,2,2,3,3,3,3,3,2.846153846,2,2,1,3,2,4,4,4,1,3,2,4,3,2,1,2,3,3,1,5,2,2,3,2,Handel,0,0,0,0,2,0,0,0,0,5,5,5,5,5,5,5,12,1,3,4,4,3,2,3,3,3,4,3,3,4,4,4,4,4,4,4,4,2,3,3,3,2,4,3,2,3,4,3,3,3,4,2,2,4,2,4,3,2,2,2,2,2,2,4,4,2,2,4,2,2,3,4,3,3,4,3,3,2,4,3,4,3,3,3,3,3,3,3,2,3,36.4,36.6,2,36.5,1,-4,1,1,-0.669767219,0.062584616,Kassel
1980,2,3,2,4,2,2,2,2,3,2,2,2,3,2,3,1,2.888888889,0,4.555555556,2.333333333, ,3.666666667,1,2.363636364,1,3,2,2,2,2,2,2,2,4,2,6,2,4,6,3,5,2,1,2,4,6,4,7,7,6,1,3,3,3,1,2,1,6,6,1,3,10:39:48,2.2,2,0,2,5,4,4,4,5,5,5,5,4,4,3,5,3,3,3,3,35,4.666666667,1.545454545,1,3,1,2,1,2,1,2,1,2,1,3,4,2,4,1,1,2,2,2,1,2,4,3,2,3,2,3,3,3,3,3,4,3,2.923076923,1,1,5,3,3,4,4,2,1,4,4,3,3,2,1,2,2,3,5,8,5,1, ,1, , , , , , , , , , ,5,5,5,5,4,4,4,10,2,3,3,2,5,2,2,2,2,4,3,3,3,4,3,4,4,3,3,3,2,3,3,3,2,3,2,3,2,3,2,2,3,4,3,2,2,4,2,2,3,3,1,3,3,3,3,4,3,3,3,3,2,3,2,3,4,2,2.923076923,3,3,4,2,3,3,3,3,3,3,3,4,2,3,36.4,36.4,2,36.4,1, ,1,1,-0.265096676,0.520831293,Kassel
1996,2,1,1,2,2,2,2,2,1,1,4,2,2,2,1,4,2.388888889,0,3.666666667,2.444444444, ,3.277777778, ,1.818181818,1,2,4,1,1,2,5,1,2,3,2,7,1,1,1,4,1,4,1,2,2,4,5,6,4,5,3,2,3,3,1,4,1,3,4,5,2,10:35:34,2.2,2,0,2,4,4,4,4,4,3,2,4,4,4,8,7,5,5,5,5,16,3.5,2,3,3,3,4,1,1,1,1,1,1,3,3,3,2,3,3,2,2,2,2,1,3,5,5,2,4,2,4,2,4,5,5,4,3,3.692307692,2,2,2,1, ,4,4,4,1,3,2,6,6,2,1,2,8,1, , ,1,1, ,1, , , , , , , , , , ,4,4,4,3,3,3,2,8,3,3,3,2,5,2,2,2,2,3,3,1,2,5,3,5,4,4,4,4,4,3,3,3,1,1,1,5,2,5,3,5,3,3,3,3,2,5,1,3,2,5,4,1,1,1,4,4,5,5,5,5,3,5,4,3,5,1,2.692307692,3,3,4,3,2,4,2,2,3,2,2,4,2,3,36.3,36.7,2,36.5,1, ,1,1,-0.720351037,0.11986545,Kassel
1995,3,3,4,2,3,4,4,4,2,4,4,1,2,2,2,1,4.944444444,0,2.111111111,3.333333333,78,5.111111111, ,3.363636364,1,5,6,4,6,5,4,4,7,6,4,6,4,4,4,7,4,5,4,3,6,2,6,6,5,7,7,7,3,6,4,4,7,4,3,6,6,10:15:28,1.6,2, ,2,3,2,2,2,1,3,1,2,3,5,8,6,5,4,5,3,23,6.333333333,3.090909091,4,4,2,4,4,2,4,2,1,3,4,4,4,3,4,3,4,2,2,4,2,2,3,5,1,1,1,1,1,2,2,1,4,2,2,2,2,2,1, ,4,4,5, ,1, ,8,8,2,4,2,8,1, , ,3,2,3,1, , , , , , , , , , ,7,7,7,5,7,5,6,7,3,1,3,1,5,5,3,2,4,2,2,1,2,5,1,2,5,5,5,4,1,4,3,1,2,4,2,4,1,3,4,1,3,4,4,4,4,3,1,2,4,3,3,5,3,1,4,4,4,4,4,2,4,5,3,4,3,5,3.846153846,5,3,5,3,4,4,4,4,3,4,4,4,3,4,36.3,36.7,2,36.5,1,8,1,1,1.606504589,2.010132993,Kassel
1992,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,3.888888889,0,3.111111111,1.222222222,51,4, ,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10:11:57,2.8,1,0,2,4,4,4,4,2,2,2,4,2,4,5,4,5,2,5,5,5,2.166666667,1.181818182,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,4,4,3,4,4,3,3,3,4,3,3,3,3.384615385,1,2,2,1, ,4,1,5, ,2,1,4,1,1, ,2,4,1, , ,1,1, ,1, , , , , , , , , , ,4,1,2,2,2,2,3,6,0,3,3,3,4,2,5,4,2,2,2,4,2,4,4,3,4,4,4,3,3,3,3,2,3,2,2,4,2,3,2,2,2,4,2,3,4,2,3,3,4,2,4,2,2,3,4,4,4,4,4,3,3,3,3,3,4,4,2.615384615,3,2,3,2,2,2,2,3,3,3,3,3,3,3,36.1,36.2,2,36.15,1,14,1,1,0.645412048,0.8645163,Kassel
