"","age","language","avgtemp","DEQ","ALEX1","ALEX2","ALEX3","ALEX4","ALEX5","ALEX6","ALEX7","ALEX8","ALEX9","ALEX10","ALEX11","ALEX12","ALEX13","ALEX14","ALEX15","ALEX16","ECR1","ECR2","ECR3","ECR4","ECR5","ECR6","ECR7","ECR8","ECR9","ECR10","ECR11","ECR12","ECR13","ECR14","ECR15","ECR16","ECR17","ECR18","ECR19","ECR20","ECR21","ECR22","ECR23","ECR24","ECR25","ECR26","ECR27","ECR28","ECR29","ECR30","ECR31","ECR32","ECR33","ECR34","ECR35","ECR36","HOME1","HOME2","HOME3","HOME4","HOME5","HOME6","HOME7","HOME8","HOME9","KAMF1","KAMF2","KAMF3","KAMF4","KAMF5","KAMF6","KAMF7","SNI1","SNI2","SNI3","SNI4","SNI5","SNI6","SNI7","SNI8","SNI9","SNI10","SNI11","SNI12","SNI13","SNI14","SNI15","SNI16","SNI17","SNI18","SNI19","SNI20","SNI21","SNI22","SNI23","SNI24","SNI25","SNI26","SNI27","SNI28","SNI29","SNI30","SNI31","SNI32","socialdiversity"
"891",1995,5,36,51.75,2,2,1,2,2,2,1,4,1,1,1,1,2,1,3,2,4,6,5,6,6,5,4,6,2,4,4,3,4,1,6,2,6,1,5,4,6,6,5,4,4,6,6,5,4,4,3,5,2,6,5,4,5,4,3,4,4,3,2,2,2,3,2,1,2,2,2,2,2,1,NA,2,2,5,NA,2,2,5,3,1,NA,2,8,1,NA,NA,8,1,NA,2,"Portuguese faculty","German tutorial group","Polo","college",NA,7,4,3,7,NA,5
"892",1995,4,36,59.91270447,1,2,1,3,1,1,1,3,5,1,3,3,1,2,4,3,2,2,5,2,7,3,2,2,2,1,2,1,1,2,7,2,5,1,2,2,4,2,2,2,2,2,6,2,3,3,2,2,2,5,1,2,5,4,4,5,5,5,3,4,3,4,4,3,1,2,1,1,1,1,NA,2,2,4,2,3,2,6,6,1,NA,2,8,3,1,4,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"893",1995,5,36,1.293106079,2,2,1,2,2,1,4,2,1,1,1,4,5,4,4,4,4,5,6,5,6,4,4,7,4,5,5,2,4,2,3,6,6,2,2,1,2,2,3,2,3,4,3,3,3,3,3,3,2,2,1,3,5,5,5,5,5,4,4,5,5,4,6,5,3,2,1,4,2,1,NA,4,4,5,NA,1,NA,8,8,2,1,2,8,1,NA,NA,1,2,3,2,"Even organising committee",NA,NA,NA,NA,1,NA,NA,NA,NA,6
"894",1995,5,36.02777778,37.28790283,4,3,3,4,2,4,4,4,4,4,4,2,2,2,1,2,6,5,6,6,5,5,2,5,2,4,6,5,2,6,7,5,6,2,5,4,5,6,4,6,5,3,5,4,3,3,4,7,4,6,3,3,5,5,5,5,5,2,2,4,4,3,2,3,2,2,4,4,2,1,NA,4,4,5,NA,2,2,3,3,2,8,2,4,1,NA,NA,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"895",1995,3,36.05,39.91169739,2,2,1,2,2,2,1,2,2,1,2,1,2,3,2,1,6,1,1,3,6,6,5,2,2,1,3,1,1,2,1,5,1,1,1,1,2,2,1,5,5,2,2,1,1,1,1,5,2,2,2,2,4,4,4,4,5,4,3,4,4,4,6,6,1,4,5,4,2,1,NA,4,4,5,NA,4,3,3,3,1,NA,2,7,1,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"896",1995,3,36.05,39.91169739,2,3,1,3,2,2,4,2,2,2,2,2,2,2,3,2,5,3,4,4,4,5,3,4,3,4,3,3,4,5,5,6,3,3,2,3,3,3,3,2,3,3,3,3,2,5,2,3,3,3,2,4,4,4,4,4,4,4,3,3,4,4,6,3,2,4,4,1,2,1,NA,4,4,5,NA,6,3,6,5,1,NA,2,6,1,NA,NA,2,1,NA,2,"foto?raf??l?k","bostan","samsun tayfa","y  zy?l tayfa",NA,12,4,1,6,NA,5
"897",1995,5,36.05,50.917099,2,2,2,3,1,2,3,3,1,1,1,3,4,2,4,2,2,2,1,1,1,2,1,5,1,2,2,1,1,2,1,2,1,1,2,2,1,2,3,1,2,1,2,1,1,1,2,2,1,1,2,1,5,4,5,5,5,4,2,3,3,4,5,5,2,4,4,4,2,1,NA,4,4,5,NA,6,6,5,4,1,NA,2,8,1,NA,NA,2,2,2,2,"APEX Business Global-IT Case Challenge Organising Committee",NA,NA,NA,NA,2,NA,NA,NA,NA,6
"898",1995,5,36.05,1.293106079,2,2,1,2,4,2,2,2,2,2,2,2,2,1,2,1,2,4,2,3,2,3,1,5,3,2,3,2,5,2,1,2,5,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,4,3,1,1,4,5,4,4,5,4,2,4,4,4,5,6,2,3,3,1,2,1,NA,4,2,4,1,4,4,8,8,2,8,2,8,3,1,4,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"899",1995,5,36.05,1.293106079,4,4,4,4,4,4,4,4,3,4,2,2,4,2,5,2,5,5,5,5,5,5,3,5,5,5,5,4,5,5,6,5,7,2,5,4,5,4,4,5,5,5,5,3,4,4,4,5,5,4,5,4,4,4,3,4,4,4,3,4,4,5,5,5,3,3,5,6,2,1,NA,4,4,5,NA,2,4,6,6,2,3,2,6,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"900",1995,5,36.05,1.293106079,2,2,2,2,2,2,4,2,2,5,2,2,1,2,2,2,4,5,5,5,3,7,2,5,4,2,3,3,4,4,3,3,7,1,3,3,5,5,3,5,6,3,3,3,3,6,3,5,3,4,3,3,4,4,4,5,5,4,4,4,3,1,1,1,1,2,2,1,2,1,NA,4,4,5,NA,6,1,4,4,1,NA,2,8,1,NA,NA,1,1,NA,2,"Co-Cirricular Activity",NA,NA,NA,NA,5,NA,NA,NA,NA,5
"901",1995,5,36.05,1.293106079,2,2,3,2,2,2,2,3,3,2,2,3,4,2,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,7,4,1,1,1,7,2,1,NA,4,4,5,NA,2,2,8,8,2,1,2,8,1,NA,NA,1,1,NA,2,"Project Group Mates","CCA Mates","Exco members","Ex school mates","Dance Mates",5,20,6,6,2,7
"902",1995,5,36.1,51.75,2,2,1,2,1,3,2,2,1,2,2,2,3,1,1,2,2,3,2,6,5,4,1,5,4,1,5,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,4,4,4,3,2,1,1,2,4,5,8,7,4,5,2,3,2,1,NA,4,4,4,1,3,1,8,8,1,NA,2,8,3,8,8,1,2,7,2,"Committee","Volunteer RA","Part-time Job","Undergraduate Coursemates","Hometown Friends",3,6,6,5,3,9
"903",1995,1,36.1,47.39439392,3,4,2,3,3,4,4,4,2,2,4,1,2,2,4,2,5,3,3,4,4,3,6,3,4,3,4,5,3,3,2,3,3,2,2,2,3,2,2,3,3,3,3,3,5,2,4,2,5,3,3,3,5,5,5,4,4,4,4,4,4,4,5,6,4,4,4,5,2,1,NA,4,4,4,1,5,3,4,4,1,NA,2,7,1,NA,NA,2,1,NA,2,"Chor","Uni","Familie","Freunde","WG",6,7,3,3,1,7
"904",1995,7,36.1,30.58009338,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,6,5,2,6,6,6,6,2,1,4,3,2,4,4,2,4,5,2,3,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,4,4,4,4,4,4,3,3,2,4,5,7,1,6,1,5,6,2,1,0,4,2,5,0,1,0,5,2,1,1,2,8,2,2,8,1,2,1,2," ༶",NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"905",1995,5,36.11111111,36.42900085,5,5,1,4,2,5,4,5,5,5,2,2,3,2,3,3,3,3,3,5,6,5,2,2,3,5,2,3,5,3,3,6,3,2,5,3,7,2,2,2,1,3,2,2,3,1,2,2,7,7,2,5,5,5,5,5,5,5,2,5,5,5,7,5,1,5,6,6,4,1,NA,3,3,5,NA,5,3,6,6,1,NA,2,8,3,1,8,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"906",1995,3,36.15,39.91169739,3,2,3,2,2,4,4,2,2,3,2,2,2,2,2,2,3,1,1,1,4,1,2,4,2,2,1,3,4,5,3,3,4,1,1,2,1,2,6,1,1,1,2,3,2,3,2,1,1,2,1,4,3,4,4,3,4,3,2,1,1,3,3,3,1,1,3,2,2,1,NA,4,4,5,NA,4,1,5,5,1,NA,2,8,1,NA,NA,4,1,NA,2,"Biyogen Ekoloji","PFS Ankara",NA,NA,NA,20,45,NA,NA,NA,5
"907",1995,5,36.15,1.293106079,4,2,3,2,2,3,3,2,3,2,2,2,2,2,3,2,5,3,3,5,5,4,3,5,4,5,5,4,4,3,3,5,4,3,3,3,5,3,3,4,3,4,4,5,3,5,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,2,2,2,2,2,1,NA,4,1,5,NA,1,NA,3,8,2,2,2,8,1,NA,NA,1,1,NA,2,"AIESEC",NA,NA,NA,NA,7,NA,NA,NA,NA,5
"908",1995,3,36.15,39.91169739,5,5,3,4,4,4,5,4,3,4,5,2,5,2,3,3,7,2,1,2,7,6,2,2,4,1,3,2,4,1,2,6,3,1,1,2,2,2,2,3,1,2,2,4,1,1,1,2,1,1,1,1,5,5,4,5,5,5,4,3,3,4,6,7,2,4,6,5,2,1,NA,4,4,4,1,8,3,5,5,2,8,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"909",1995,5,36.15,51.75,2,2,4,1,2,4,2,2,2,2,2,1,2,2,3,1,3,5,1,3,3,1,1,4,5,1,2,3,5,4,1,1,1,3,3,2,3,1,1,6,1,1,1,1,1,1,1,2,2,2,1,1,5,5,5,5,5,5,5,5,5,3,4,5,3,3,2,3,2,1,NA,4,4,5,NA,2,2,8,3,2,3,2,8,1,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"910",1995,4,36.15,59.91270447,3,2,3,3,2,4,2,2,2,2,2,3,4,2,2,2,5,2,2,3,5,5,1,5,3,2,2,2,2,1,5,1,6,1,3,2,6,3,2,3,2,2,2,2,1,3,2,3,1,1,2,2,2,4,4,4,3,4,2,4,4,4,5,3,3,2,1,1,2,1,NA,4,3,5,NA,6,4,6,5,2,1,2,5,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"911",1995,4,36.15,59.91670227,2,2,2,2,2,2,4,1,1,2,1,1,1,2,2,2,3,2,3,3,1,5,2,5,6,2,1,1,1,3,2,3,2,1,1,1,3,2,1,1,2,1,1,1,1,2,2,1,1,2,2,2,5,5,5,5,5,5,2,2,4,4,5,5,1,2,3,2,1,1,NA,4,4,4,2,8,3,7,5,1,NA,1,NA,2,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"912",1995,5,36.15,1.293106079,2,4,2,3,3,2,2,3,3,3,2,1,2,2,2,3,5,4,4,4,3,5,4,3,4,5,3,3,3,3,3,5,4,3,3,3,5,3,3,3,3,3,3,3,3,3,4,3,5,4,3,4,4,4,4,4,4,4,4,4,4,5,7,6,7,7,7,7,2,1,NA,4,4,5,NA,3,3,5,3,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"913",1995,4,36.15,59.91270447,4,3,1,3,3,4,4,1,1,3,1,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,2,4,4,4,5,6,2,5,3,4,1,1,NA,4,4,4,1,4,4,8,4,1,NA,2,5,3,1,8,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"914",1995,3,36.15,39.91169739,3,3,1,4,3,1,4,4,4,3,2,2,2,3,4,1,3,3,2,3,6,6,5,2,3,4,7,3,4,2,2,6,5,3,4,4,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,5,5,5,5,5,5,4,2,5,3,5,8,6,1,5,1,2,4,1,NA,4,2,4,1,6,5,5,3,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"915",1995,4,36.15,59.91270447,2,1,1,1,2,3,3,2,1,2,1,2,2,1,3,2,4,3,5,5,5,4,2,5,6,2,5,3,3,1,5,3,3,2,5,3,6,6,5,5,5,6,6,5,4,3,5,5,5,6,4,5,4,4,4,4,4,3,3,2,4,4,6,3,2,2,4,4,2,1,NA,4,4,5,NA,4,2,5,5,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"916",1995,5,36.15,1.293106079,5,4,4,3,5,5,4,2,2,4,5,2,3,2,3,2,7,6,7,6,4,7,6,4,6,5,6,4,4,2,4,7,6,5,3,2,4,2,3,4,2,3,3,2,3,2,2,2,4,4,3,6,4,2,4,4,3,3,2,2,3,3,4,3,2,3,2,2,2,1,NA,4,4,4,2,1,NA,4,3,1,NA,2,8,3,1,5,2,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"917",1995,5,36.19444444,34.4329071,1,2,1,2,2,1,4,2,2,1,2,2,1,2,4,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,6,2,2,1,3,3,2,1,2,2,1,2,5,5,5,5,5,5,5,5,5,3,4,4,4,4,4,4,2,1,NA,4,4,5,NA,1,NA,4,4,1,NA,2,8,1,NA,NA,8,1,NA,2,"Greek Organization",NA,NA,NA,NA,100,NA,NA,NA,NA,4
"918",1995,5,36.19444444,NA,1,1,1,1,3,1,1,1,1,1,1,4,5,5,1,5,7,4,3,7,2,4,1,7,7,5,7,4,7,1,7,2,7,1,4,4,7,4,4,5,5,4,6,6,4,7,5,7,6,7,4,2,4,4,4,4,4,4,4,4,4,3,4,4,2,2,3,2,2,1,NA,4,4,5,NA,2,2,8,8,1,NA,2,7,3,1,8,1,2,6,2,"Zeta Tau Alpha","Be the Match","College Republicans",NA,NA,20,5,4,NA,NA,7
"919",1995,6,36.2,44.81860352,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,4,7,4,5,5,2,4,5,3,4,4,4,4,7,7,NA,3,3,3,4,4,4,2,2,3,3,5,6,6,1,7,1,7,2,1,NA,4,4,5,NA,8,8,6,4,1,NA,2,8,1,NA,NA,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"920",1995,5,36.2,1.293106079,2,4,2,2,2,2,2,3,2,2,2,2,3,2,2,2,6,6,3,6,6,6,3,6,5,3,2,3,3,3,6,6,6,3,3,2,6,2,6,3,3,2,4,2,2,4,2,6,2,2,2,4,5,5,5,5,5,3,3,5,5,4,3,4,3,3,3,3,2,1,NA,4,4,5,NA,3,1,8,4,1,NA,2,8,1,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"921",1995,5,36.2,51.75,2,2,3,2,2,1,2,2,4,2,1,3,2,3,3,3,6,2,4,3,6,3,2,6,3,2,4,2,4,2,5,6,5,2,5,4,5,4,4,5,5,3,5,2,3,3,2,6,3,4,4,4,5,5,5,5,5,3,4,4,3,2,2,2,1,1,2,2,2,1,NA,4,4,3,1,1,NA,7,6,2,1,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"922",1995,5,36.2,1.293106079,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,4,4,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,4,4,4,4,5,4,2,4,4,3,4,4,2,2,2,3,2,1,NA,4,4,5,NA,7,3,8,7,1,NA,2,5,1,NA,NA,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"923",1995,6,36.2,45.3605957,2,2,1,3,3,2,2,2,2,2,3,2,2,2,2,2,5,3,3,5,8,2,5,5,4,1,5,2,2,1,3,8,5,1,1,1,2,1,1,1,1,3,NA,1,1,NA,NA,1,3,4,1,NA,5,5,5,5,5,4,4,4,4,5,7,6,5,6,5,6,2,1,NA,4,2,5,NA,4,4,4,4,1,NA,2,6,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"924",1995,7,36.2,NA,2,2,4,3,3,2,3,2,4,2,2,4,3,2,3,2,2,3,2,2,6,2,4,5,1,2,1,2,3,2,5,2,5,2,3,2,2,5,2,6,3,2,2,2,2,5,2,6,3,5,3,3,4,4,4,4,4,5,1,5,5,3,5,4,2,2,2,2,2,1,0,4,4,5,0,2,1,6,5,1,1,2,4,1,1,3,1,2,1,2," 鷨Э  ","    ־Ը  Э  ",NA,NA,NA,1,3,0,0,0,9
"925",1995,7,36.2,30.58009338,3,3,2,3,2,3,3,4,2,2,2,3,3,2,3,3,4,4,4,5,4,4,5,4,4,3,4,4,4,3,4,5,5,4,5,3,4,4,5,5,4,4,4,3,4,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,5,7,7,7,7,7,7,2,1,0,4,4,5,0,1,0,8,6,1,1,2,4,3,1,2,1,2,8,1,"       ",NA,NA,NA,NA,4,NA,NA,NA,NA,7
"926",1995,6,36.2,44.81860352,2,2,1,2,2,1,3,2,2,2,2,1,1,1,2,1,8,5,5,8,8,8,5,8,5,2,3,4,4,4,8,4,7,2,5,3,2,NA,3,5,5,6,6,NA,NA,3,NA,5,NA,NA,3,6,5,5,5,5,5,3,2,2,1,3,2,1,1,2,2,1,2,1,NA,2,2,5,NA,3,3,4,4,1,NA,2,8,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"927",1995,5,36.22333333,NA,2,4,1,3,2,2,2,2,2,4,4,4,4,2,2,2,3,3,5,5,5,5,6,5,6,3,4,5,5,5,5,2,6,2,5,3,5,5,5,6,5,5,3,3,2,3,5,6,5,3,2,3,4,2,4,2,2,2,2,3,3,5,8,5,4,4,3,4,2,1,NA,4,4,5,NA,3,1,6,6,1,NA,2,6,3,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"928",1995,3,36.25,39.91169739,2,2,1,3,2,1,1,3,1,1,3,2,2,2,2,4,6,5,2,2,3,6,6,2,6,6,5,4,2,2,1,7,1,2,3,2,7,2,2,1,2,2,2,1,1,2,2,2,7,7,2,2,5,5,5,5,5,5,5,5,5,4,5,3,2,2,3,3,2,1,NA,4,2,5,NA,3,2,4,3,1,NA,2,8,1,NA,NA,1,1,NA,2,"??renci toplulu?u",NA,NA,NA,NA,3,NA,NA,NA,NA,5
"929",1995,6,36.25,44.81860352,2,2,2,3,2,2,4,2,1,3,2,2,1,1,2,1,5,5,8,5,5,3,5,5,5,3,6,3,8,8,5,5,8,2,2,NA,2,NA,2,5,5,NA,NA,1,1,NA,1,5,4,NA,1,4,5,5,5,5,5,5,5,4,5,5,7,6,4,3,3,5,2,1,NA,4,4,5,NA,2,2,5,5,1,NA,2,7,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"930",1995,5,36.25,1.293106079,3,4,2,3,1,4,4,5,3,3,2,2,4,2,3,3,4,4,4,4,6,5,4,4,3,5,2,4,4,2,6,5,5,3,6,3,6,3,5,5,5,3,3,3,3,3,3,4,3,3,3,3,5,4,4,5,5,4,4,4,4,5,5,4,2,2,2,3,2,1,NA,4,4,5,NA,1,NA,5,5,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"931",1995,3,36.25,39.91169739,1,2,1,2,2,1,2,2,2,1,3,1,2,2,2,4,5,2,3,3,6,3,5,2,6,1,5,1,5,1,2,7,1,4,2,2,6,2,1,2,1,2,1,2,2,1,2,1,3,3,3,3,2,2,2,4,2,1,2,1,1,4,4,3,2,4,4,2,2,1,NA,4,4,4,1,5,3,8,6,1,NA,2,6,3,1,2,1,1,NA,2,"Sosyal Demokrasi Toplulu?u","THBT",NA,NA,NA,2,3,NA,NA,NA,7
"932",1995,4,36.25,59.91670227,2,3,2,2,2,2,4,2,1,2,3,2,2,2,3,2,2,2,1,3,6,2,5,2,2,2,3,3,1,2,2,4,5,2,2,1,3,2,2,2,2,2,6,2,1,1,1,2,2,2,1,3,4,4,4,4,4,3,4,4,4,4,5,5,2,3,4,4,1,1,NA,4,4,4,1,5,3,5,4,2,1,2,3,3,1,1,1,1,NA,2,"Bibelgruppe",NA,NA,NA,NA,2,0,0,0,0,10
"933",1995,7,36.25,30.66670227,4,2,4,2,4,5,4,4,4,5,4,2,3,1,3,1,6,5,6,6,5,6,6,4,4,5,3,6,4,4,6,4,4,5,6,3,4,2,4,5,6,3,3,2,2,3,3,4,2,2,3,4,4,4,3,4,5,5,4,4,4,3,2,2,2,2,2,2,2,1,0,4,4,4,1,3,3,3,2,1,1,2,8,1,1,3,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"934",1995,5,36.25,37.44259644,2,2,2,2,2,2,4,2,2,3,2,3,3,2,2,2,2,2,2,2,2,5,3,2,3,1,2,4,3,3,5,2,5,3,2,3,5,5,3,3,2,4,4,4,2,4,3,3,5,5,3,4,4,4,4,4,4,4,3,4,4,4,4,2,2,2,4,4,2,1,NA,4,4,5,NA,8,3,3,1,2,5,2,1,3,1,6,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"935",1995,3,36.25,39.91169739,2,4,2,3,3,3,4,3,3,3,2,2,3,3,3,3,2,4,4,2,5,3,4,4,2,4,3,3,3,2,2,3,3,3,5,3,3,3,2,3,3,3,3,3,2,3,2,2,4,5,3,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,1,NA,4,2,4,1,3,3,6,4,1,NA,2,8,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"936",1995,5,36.25,1.293106079,3,4,2,4,2,2,2,2,2,4,2,2,2,2,4,4,6,2,6,2,6,5,6,6,5,2,2,6,3,2,2,6,6,2,5,2,2,2,2,2,6,3,3,3,2,6,2,2,2,2,2,5,5,5,5,5,5,5,4,4,4,1,2,5,3,2,2,2,2,1,NA,4,1,5,NA,5,4,5,5,1,NA,2,8,1,NA,NA,1,1,NA,2,"International Connection",NA,NA,NA,NA,10,NA,NA,NA,NA,5
"937",1995,3,36.25,39.91169739,2,2,2,2,2,2,2,2,3,1,2,2,4,2,3,2,6,1,1,2,6,2,1,2,1,1,5,1,1,1,1,5,3,1,2,2,2,2,5,1,2,2,2,2,1,6,1,2,2,2,1,1,5,5,5,5,5,5,5,5,5,4,5,5,2,4,2,1,2,1,NA,4,4,4,1,8,8,8,7,1,NA,2,6,1,NA,NA,8,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"938",1995,7,36.25,39.92889404,2,1,4,3,2,4,2,3,2,2,1,2,2,2,3,2,7,4,4,5,4,5,4,4,6,6,5,2,5,1,5,7,5,3,1,1,1,2,2,4,1,3,3,2,1,2,1,3,1,1,1,2,4,4,4,4,4,5,5,5,4,4,5,4,4,4,2,2,2,1,0,4,4,5,0,3,1,8,5,1,1,2,8,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"939",1995,5,36.25,1.350799561,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,1,2,2,2,2,3,3,1,2,3,2,2,1,5,3,5,1,2,1,2,2,6,2,5,2,2,2,5,1,1,1,2,5,2,2,2,2,5,5,5,5,5,5,4,5,4,5,6,6,5,5,6,6,2,1,NA,4,2,5,NA,2,2,6,6,2,1,2,8,1,NA,NA,2,2,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"940",1995,1,36.285,51.33599854,1,2,1,2,2,1,2,3,2,2,3,1,2,1,2,1,4,1,2,3,5,2,4,3,3,3,2,2,1,1,2,2,2,1,1,1,5,1,2,1,3,2,2,2,1,2,3,2,3,4,3,2,4,4,3,4,4,3,2,4,3,5,4,5,4,4,2,2,1,1,NA,4,1,4,1,8,2,5,2,1,NA,2,8,1,NA,NA,1,1,NA,2,"Fachschaftsrat Psychologie","-","-","-","-",5,NA,NA,NA,NA,7
"941",1995,6,36.3,44.97639465,3,4,1,4,1,1,3,4,5,1,2,2,1,4,5,5,2,2,1,5,4,2,8,2,NA,2,NA,4,2,1,2,4,2,2,7,5,7,4,5,3,2,NA,5,6,5,5,6,3,7,7,1,4,5,4,5,5,5,2,3,4,4,1,1,1,1,1,1,1,2,1,NA,4,4,5,NA,3,2,5,4,2,1,2,8,1,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"942",1995,6,36.3,44.81860352,3,2,1,2,1,2,2,2,3,1,2,3,2,2,2,2,3,3,4,4,3,5,4,4,6,2,6,2,2,2,2,2,8,2,3,3,5,3,4,4,4,3,3,NA,3,NA,3,2,5,4,3,NA,4,5,4,5,5,4,3,3,4,4,5,6,2,5,5,5,2,1,NA,4,4,5,NA,7,4,5,5,1,NA,2,8,1,NA,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"943",1995,6,36.3,44.81860352,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,3,2,1,2,4,2,5,1,NA,2,6,1,4,2,2,1,3,1,1,NA,5,NA,2,2,2,NA,NA,NA,1,1,NA,2,7,6,1,1,3,2,4,3,1,2,3,3,2,4,5,6,1,5,4,5,2,1,NA,1,NA,4,1,3,3,6,7,1,NA,2,8,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"944",1995,3,36.3,39.91169739,2,2,2,3,2,2,2,2,3,2,2,2,3,2,4,2,2,1,1,1,5,2,1,1,2,2,2,4,2,2,1,3,2,1,1,1,2,1,3,1,1,2,1,2,1,3,2,2,2,1,1,3,4,3,3,5,4,5,5,3,4,3,3,3,1,4,1,1,2,1,NA,4,2,4,1,8,3,4,3,1,NA,2,8,1,NA,NA,1,1,NA,2,"ODT? Robot Toplulu?u",NA,NA,NA,NA,9,NA,NA,NA,NA,6
"945",1995,6,36.3,45.11669922,3,4,1,3,1,2,2,2,3,2,2,3,3,2,3,3,4,2,2,8,5,4,2,5,4,5,NA,5,3,1,3,8,4,2,2,NA,8,1,2,2,4,5,3,NA,1,NA,NA,4,6,4,1,3,5,5,5,5,5,5,5,5,5,5,7,7,1,5,4,5,2,1,NA,4,4,5,NA,3,4,6,6,1,NA,2,8,1,NA,NA,1,1,NA,2,"Gradski hor",NA,NA,NA,NA,5,NA,NA,NA,NA,5
"946",1995,7,36.3,39.92889404,2,2,1,2,3,2,2,2,3,2,2,2,2,2,3,2,5,3,4,5,4,5,4,3,4,2,2,2,2,3,4,3,5,2,4,2,5,3,2,2,3,2,4,2,2,3,2,3,4,5,2,3,4,4,4,4,4,4,4,4,4,5,8,6,5,6,6,6,2,1,0,4,4,5,0,4,2,4,4,1,1,2,3,1,1,1,4,2,1,1," ༶","    ",NA,NA,NA,2,3,NA,NA,NA,8
