Y1,Y2,Y
-0.573134785,-0.286504335,-0.814877435
0.028709063,-0.014700236,-0.107524374
0.551884403,0.53152791,0.810691161
0.176723645,0.096253921,0.193874619
0.666617094,0.590837029,0.810691161
0.21137318,0.172742507,0.076469197
0.224375824,0.1886352,0.167497596
0.241706716,0.148982061,0.122703479
-9.17E-05,0.023684704,-0.041286688
0.148615842,0.125946515,-0.088156629
0.092395032,0.083483453,0.039670483
0.046400065,0.012302547,-0.144323088
0.343754548,0.361721089,0.56479808
0.234965825,0.163293457,0.116772551
0.312590469,0.29941702,0.42315182
0.13269547,0.121229816,0.181345533
-0.012823249,-0.137560383,-0.354175215
0.196732211,0.195718094,0.334060197
0.309958666,0.286351455,0.484934925
-0.011680076,0.00367132,-0.144323088
0.098312264,0.119543387,-0.037431585
-0.012730754,-0.077248377,-0.263918909
0.13134938,0.120853343,0.120627654
-0.128857344,-0.215840833,-0.266653948
0.200691283,0.16925586,0.116772551
-0.173277303,-0.131549922,-0.23728826
0.192665187,0.177815693,0.120627654
0.098666257,0.078432663,0.060428732
0.411132149,0.461669269,0.687327853
0.012559501,0.06301359,0.039670483
0.211018894,0.126837963,0.084646689
0.433580474,0.291445631,0.295324708
0.040302756,0.12171369,0.264551514
0.063789921,0.121160062,0.01943119
0.146788876,0.157523597,0.330285969
-0.026382631,-0.026126427,-0.084879011
-0.179035107,-0.151815594,-0.322506335
0.13189058,0.090827552,-0.144323088
0.012561428,0.052219188,0.078221517
0.031994498,0.005658352,-0.081765274
0.235393899,0.297400554,0.201584826
0.018265356,0.086876513,0.084646689
0.432156221,0.299436811,0.50228289
0.036535522,-0.057729648,-0.109461148
0.079706645,0.107361456,0.116772551
0.198547112,0.21268362,0.270976687
0.367454989,0.365582206,0.565892096
0.2082087,0.204893161,0.242063411
0.121105975,0.13681051,0.223664054
-0.079498003,-0.065176166,-0.230186754
-0.115562885,-0.115682813,-0.162722445
0.080296009,0.125078583,0.080149069
0.262324237,0.26885482,0.210106633
0.006184608,-0.002912378,-0.002938554
0.137846218,0.062634567,0.039670483
0.013192009,0.00906005,-0.045547592
-0.010917714,0.034325716,-0.075982619
0.180323432,0.197938059,0.270976687
-0.370949124,-0.288016996,-0.458527493
0.171617542,0.126367437,0.002871769
0.373265152,0.356301293,0.727806438
0.254667505,0.256649473,0.348078754
0.33086195,0.343118515,0.52541351
-0.177766724,-0.167851629,-0.130765667
0.124850494,0.057972658,0.080149069
0.373421206,0.371519579,0.579384958
0.149902839,0.025844807,-0.045547592
-0.454000693,-0.407721573,-0.692799161
-0.272409811,-0.287059443,-0.549108944
0.127101814,0.081354789,-0.091611416
0.039904618,0.050831096,0.334060197
-0.15582788,-0.259501376,-0.365115373
0.239882025,0.223050236,0.181345533
-0.082282171,-0.096121379,-0.230186754
-0.123942428,-0.224559808,-0.20320103
0.004587664,0.043487233,0.116772551
-0.20825341,-0.217168344,-0.307288822
-0.166420772,-0.256070816,-0.153084686
0.4043186,0.353486817,0.565892096
0.236714515,0.248707457,0.363499168
0.246201366,0.232673136,0.226494724
-0.305246805,-0.345855197,-0.365115373
-0.537039429,-0.562356426,-0.833814785
-0.088016621,-0.094197629,-0.113491733
-0.121097809,-0.132201225,0.120627654
-0.219298331,-0.173729902,-0.215983742
-0.155806177,-0.214463131,-0.130765667
-0.673380013,-0.655002192,-0.769901229
-0.26824466,-0.289484953,-0.250945003
-0.3346407,-0.401496335,-0.475511515
-0.398868339,-0.414256907,-0.475511515
-0.506377909,-0.361661536,-0.401914087
-0.081864618,0.065805722,0.18686534
-0.33607312,-0.343771391,-0.48655113
-0.144552064,-0.138608029,-0.033926945
-0.283216467,-0.192304675,-0.162722445
0.078498656,0.069801749,0.282541997
-0.238200218,-0.259036293,-0.243679616
-0.033701075,-0.055022036,0.039670483
-0.295465606,-0.323004502,-0.343810854
-0.255386305,-0.251254712,-0.31321975
-0.257889109,-0.311777068,-0.304397494
-0.167800439,-0.186497701,-0.258592779
-0.189968969,-0.284056177,-0.301201817
-0.381603097,-0.283146176,-0.230186754
-0.727448257,-0.71796048,-1.296122842
-0.333035011,-0.234004458,-0.307288822
-0.195237771,-0.233681401,-0.25471923
-0.188889745,-0.113813034,-0.033926945
-0.385010045,-0.452964678,-0.57297838
-0.152594194,-0.273971636,-0.345839856
-0.293050533,-0.396852397,-0.567508301
-0.37373644,-0.394979733,-0.492942485
-0.32844476,-0.412717315,-0.284158202
-0.434965628,-0.519999288,-0.585907658
-0.131679474,-0.112965853,0.078221517
-0.373886984,-0.321122819,-0.230186754
-0.021714242,0.010422792,0.164219977
-0.511048217,-0.475213337,-0.660499646
-0.232943765,-0.247327543,-0.301201817
-0.373363698,-0.500462241,-0.620769598
-0.490699784,-0.535133432,-0.74859671
-0.398610444,-0.4834311,-0.577146059
-0.183729286,-0.238025461,-0.147153758
0.099882691,0.13805663,0.193874619
-0.260433182,-0.278672508,-0.230186754
-0.059417988,-0.076954473,0.060975002
-0.199018161,-0.198490798,-0.19163572
-0.316729816,-0.348695411,-0.230186754
-0.615264864,-0.5648988,-0.808452263
-0.287550933,-0.356561905,-0.288534265
-0.137055084,-0.096963029,-0.173374704
0.056922431,0.165956652,0.386629788
0.245055881,0.207490791,0.591651196
0.064813803,0.027502882,0.258473649
-0.385543222,-0.333135502,-0.422941924
0.205880653,0.24183772,0.656487026
-0.104822651,-0.065564176,0.082279521
-0.179257695,-0.089388268,-0.037431585
-0.123273935,-0.134463219,-0.266653948
-0.417139955,-0.441097451,-0.492942485
-0.218863683,-0.218539888,-0.437769244
-0.294477209,-0.314116942,-0.304397494
-0.275530545,-0.297824779,-0.396252746
-0.183735808,-0.194724763,-0.064120762
-0.461542246,-0.474469958,-0.577146059
-0.054111098,0.014789285,0.081186981
-0.138933831,-0.101021349,-0.075982619
-0.020425844,-0.039840515,0.080149069
-0.03377333,-0.07662461,0.323020582
-0.004043867,0.009130845,0.30952772
-0.342262093,-0.353111191,-0.322506335
-0.591316391,-0.570450443,-0.769901229
-0.408514645,-0.418293627,-0.514247004
-0.021210554,0.022264418,0.039670483
-0.47706077,-0.470807312,-0.57297838
-0.220115762,-0.234058742,-0.284158202
0.268506722,0.244800629,0.348078754
0.389683273,0.359244875,0.508369895
0.203731667,0.206568248,0.150066626
0.001907533,-0.01186909,-0.20320103
0.382150624,0.474967283,0.550978933
0.304454049,0.230934612,0.334060197
0.438626968,0.278408928,0.351044219
0.037674044,-0.015500474,-0.153084686
0.257134879,0.270789022,0.386629788
0.160900695,0.147918556,0.116772551
0.121036021,0.157444511,0.323020582
0.073688305,0.071855536,0.120627654
0.306827257,0.347471773,0.641659705
0.238808442,0.291911781,0.386629788
0.264371244,0.259510984,0.386629788
0.060782545,0.095595319,0.0615508
0.126194057,0.150031261,0.140866947
0.180288283,0.185767672,0.16110624
-0.309202582,-0.385077685,-0.51231023
-0.138118184,-0.144819391,-0.38439089
0.10122611,0.115463187,0.059909776
0.272074793,0.268236713,0.540833924
0.293267903,0.344270766,0.454835464
-0.009353692,-0.059818409,-0.144323088
-0.054049439,-0.034044726,-0.181121802
0.1070094,0.07434678,0.10194523
0.25303742,0.308956196,0.444456339
0.173258475,0.124597388,0.081186981
0.147335171,0.148536661,0.270976687
-0.080300887,-0.069161231,-0.217920516
0.151887529,0.173722791,0.116772551
0.197936706,0.187224772,0.223664054
0.112464581,0.129525635,-0.081765274
0.067966503,0.05755776,-0.037431585
0.058234413,0.030328301,0.080149069
0.128140334,0.202749155,0.295324708
0.152540951,0.109096834,0.116772551
0.131376176,0.113515683,0.078221517
0.063994628,0.09626363,-0.007951382
0.298431152,0.268235944,0.42315182
0.088079445,0.102126492,-0.000808102
0.264527341,0.311457532,0.484934925
0.145895565,0.149309211,0.242063411
-0.111500046,-0.132514754,-0.365115373
0.304290448,0.33445953,0.475593713
0.023375028,-0.043844942,-0.081765274
0.020664465,-0.019794481,-0.19163572
-0.058356134,-0.002960819,-0.075982619
-0.015477743,-0.03160171,-0.075982619
0.136324301,0.154224798,0.181345533
-0.04433685,-0.082286037,-0.114533652
-0.043497248,-0.042999858,-0.075982619
0.079591657,0.084936522,0.018365964
0.110599092,0.103696213,0.084646689
-0.002106185,0.031486054,-0.19163572
-0.021697256,-0.056294142,-0.181121802
-0.220255451,-0.258813052,-0.622706372
0.177605426,0.134798281,0.001119449
0.072477729,-0.013647436,-0.107524374
0.15542262,0.235392217,0.343259875
-0.21279361,-0.219409713,-0.585907658
-0.194767547,-0.207886629,-0.500043991
-0.089072332,-0.11207894,-0.345839856
0.300807346,0.359431424,0.52541351
0.356904602,0.280953093,0.371802468
0.20912917,0.230955895,0.184978226
-0.141260872,-0.071334965,-0.307288822
0.125130307,0.067640378,0.001119449
0.344932873,0.357825079,0.370858911
0.1137687,0.136164826,0.113267912
0.091753755,0.110297231,0.113267912
0.115813018,0.03703102,0.193874619
0.246543796,0.235850571,0.425180822
0.055806207,0.075902342,0.01943119
0.240067127,0.243587671,0.401847302
0.028718287,0.046993204,-0.022604264
0.10895427,0.135255596,-0.037431585
-0.272359383,-0.365922158,-0.506790422
0.467375212,0.441446665,0.617935992
0.445750995,0.378848413,0.620901456
