Date Prac Sub Age Sex Hand Block Bin Trial Shape Label Match CorrResp Resp ACC RT
19-May-2018_15:26:34 Exp 7324 19 female R 1 1 1 immoralOther immoralSelf mismatch n n 1 0.9157 
19-May-2018_15:26:36 Exp 7324 19 female R 1 1 2 moralSelf moralSelf match m m 1 0.8801 
19-May-2018_15:26:39 Exp 7324 19 female R 1 1 3 moralSelf immoralSelf mismatch n NA -1 1.1561 
19-May-2018_15:26:41 Exp 7324 19 female R 1 1 4 moralOther moralOther match m NA -1 1.1557 
19-May-2018_15:26:44 Exp 7324 19 female R 1 1 5 moralOther immoralSelf mismatch n n 1 1.0451 
19-May-2018_15:26:46 Exp 7324 19 female R 1 1 6 moralOther immoralSelf mismatch n n 1 0.7158 
19-May-2018_15:26:48 Exp 7324 19 female R 1 1 7 moralSelf immoralOther mismatch n n 1 0.9319 
19-May-2018_15:26:51 Exp 7324 19 female R 1 1 8 immoralSelf immoralSelf match m m 1 0.9842 
19-May-2018_15:26:53 Exp 7324 19 female R 1 1 9 immoralSelf moralOther mismatch n n 1 0.8935 
19-May-2018_15:26:56 Exp 7324 19 female R 1 1 10 immoralOther immoralSelf mismatch n n 1 0.9411 
19-May-2018_15:26:58 Exp 7324 19 female R 1 1 11 moralOther moralOther match m m 1 0.7577 
19-May-2018_15:27:00 Exp 7324 19 female R 1 1 12 immoralOther immoralOther match m m 1 1.0103 
19-May-2018_15:27:03 Exp 7324 19 female R 1 1 13 immoralSelf immoralOther mismatch n n 1 1.0444 
19-May-2018_15:27:06 Exp 7324 19 female R 1 1 14 moralOther moralOther match m NA -1 1.1561 
19-May-2018_15:27:08 Exp 7324 19 female R 1 1 15 immoralOther immoralOther match m n 0 0.9999 
19-May-2018_15:27:10 Exp 7324 19 female R 1 1 16 moralSelf moralSelf match m m 1 0.9656 
19-May-2018_15:27:13 Exp 7324 19 female R 1 1 17 immoralSelf immoralOther mismatch n n 1 0.8627 
19-May-2018_15:27:15 Exp 7324 19 female R 1 1 18 immoralOther moralSelf mismatch n n 1 1.1216 
19-May-2018_15:27:18 Exp 7324 19 female R 1 1 19 immoralSelf immoralSelf match m NA -1 1.1561 
19-May-2018_15:27:20 Exp 7324 19 female R 1 1 20 moralOther immoralOther mismatch n n 1 0.7265 
19-May-2018_15:27:22 Exp 7324 19 female R 1 1 21 moralSelf moralSelf match m m 1 0.6509 
19-May-2018_15:27:25 Exp 7324 19 female R 1 1 22 immoralSelf immoralSelf match m m 1 0.6575 
19-May-2018_15:27:27 Exp 7324 19 female R 1 1 23 immoralOther immoralOther match m NA -1 1.1561 
19-May-2018_15:27:30 Exp 7324 19 female R 1 1 24 moralSelf immoralOther mismatch n n 1 0.9692 
19-May-2018_15:27:32 Exp 7324 19 female R 1 2 1 moralOther moralOther match m m 1 1.0705 
19-May-2018_15:27:35 Exp 7324 19 female R 1 2 2 immoralSelf moralOther mismatch n n 1 0.9176 
19-May-2018_15:27:37 Exp 7324 19 female R 1 2 3 moralSelf immoralSelf mismatch n n 1 1.0217 
19-May-2018_15:27:39 Exp 7324 19 female R 1 2 4 immoralOther immoralSelf mismatch n n 1 0.7720 
19-May-2018_15:27:42 Exp 7324 19 female R 1 2 5 moralSelf moralSelf match m n 0 0.6850 
19-May-2018_15:27:44 Exp 7324 19 female R 1 2 6 immoralSelf immoralOther mismatch n m 0 0.8323 
19-May-2018_15:27:46 Exp 7324 19 female R 1 2 7 moralSelf moralOther mismatch n n 1 1.0668 
19-May-2018_15:27:49 Exp 7324 19 female R 1 2 8 moralOther immoralSelf mismatch n n 1 0.7658 
19-May-2018_15:27:51 Exp 7324 19 female R 1 2 9 moralOther moralSelf mismatch n n 1 0.6948 
19-May-2018_15:27:53 Exp 7324 19 female R 1 2 10 moralSelf moralSelf match m m 1 0.6944 
19-May-2018_15:27:56 Exp 7324 19 female R 1 2 11 immoralSelf immoralSelf match m m 1 1.1098 
19-May-2018_15:27:58 Exp 7324 19 female R 1 2 12 moralOther immoralOther mismatch n n 1 0.6178 
