Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
31-May-2018_13:57:07 7334 25 female R 1 1 1 self immoralSelf H NA -1 1.0841 
31-May-2018_13:57:09 7334 25 female R 1 1 2 self moralOther J NA -1 1.0841 
31-May-2018_13:57:12 7334 25 female R 1 1 3 self immoralSelf H NA -1 1.0841 
31-May-2018_13:57:14 7334 25 female R 1 1 4 self moralSelf H NA -1 1.0841 
31-May-2018_13:57:16 7334 25 female R 1 1 5 self moralOther J h 0 1.0017 
31-May-2018_13:57:19 7334 25 female R 1 1 6 self immoralOther J j 1 0.8786 
31-May-2018_13:57:21 7334 25 female R 1 1 7 self moralSelf H NA -1 1.0841 
31-May-2018_13:57:23 7334 25 female R 1 1 8 self moralOther J h 0 0.4995 
31-May-2018_13:57:25 7334 25 female R 1 1 9 self moralSelf H h 1 0.5703 
31-May-2018_13:57:27 7334 25 female R 1 1 10 self immoralOther J j 1 1.0493 
31-May-2018_13:57:29 7334 25 female R 1 1 11 self immoralSelf H j 0 0.6531 
31-May-2018_13:57:31 7334 25 female R 1 1 12 self moralOther J h 0 0.6532 
31-May-2018_13:57:33 7334 25 female R 1 1 13 self immoralOther J j 1 0.9008 
31-May-2018_13:57:35 7334 25 female R 1 1 14 self moralSelf H h 1 0.5941 
31-May-2018_13:57:37 7334 25 female R 1 1 15 self immoralOther J j 1 0.7326 
31-May-2018_13:57:39 7334 25 female R 1 1 16 self moralOther J h 0 0.4973 
31-May-2018_13:57:40 7334 25 female R 1 1 17 self moralOther J h 0 0.4941 
31-May-2018_13:57:42 7334 25 female R 1 1 18 self immoralOther J j 1 0.6047 
31-May-2018_13:57:44 7334 25 female R 1 1 19 self immoralSelf H j 0 0.8805 
31-May-2018_13:57:46 7334 25 female R 1 1 20 self immoralOther J j 1 0.6911 
31-May-2018_13:57:48 7334 25 female R 1 1 21 self moralSelf H h 1 0.7518 
31-May-2018_13:57:50 7334 25 female R 1 1 22 self immoralSelf H j 0 0.5345 
31-May-2018_13:57:52 7334 25 female R 1 1 23 self immoralSelf H j 0 0.5100 
31-May-2018_13:57:54 7334 25 female R 1 1 24 self moralSelf H h 1 0.9473 
31-May-2018_13:57:56 7334 25 female R 1 2 1 self immoralOther J j 1 0.8100 
31-May-2018_13:57:58 7334 25 female R 1 2 2 self immoralOther J j 1 0.9851 
31-May-2018_13:58:00 7334 25 female R 1 2 3 self moralSelf H h 1 0.8116 
31-May-2018_13:58:02 7334 25 female R 1 2 4 self immoralSelf H j 0 0.6601 
31-May-2018_13:58:04 7334 25 female R 1 2 5 self moralSelf H h 1 0.6267 
31-May-2018_13:58:06 7334 25 female R 1 2 6 self immoralSelf H j 0 0.6983 
31-May-2018_13:58:07 7334 25 female R 1 2 7 self immoralOther J j 1 0.7352 
31-May-2018_13:58:09 7334 25 female R 1 2 8 self moralOther J h 0 0.4614 
31-May-2018_13:58:11 7334 25 female R 1 2 9 self moralSelf H NA -1 1.0841 
31-May-2018_13:58:13 7334 25 female R 1 2 10 self moralOther J h 0 0.6140 
31-May-2018_13:58:15 7334 25 female R 1 2 11 self immoralSelf H j 0 0.5398 
31-May-2018_13:58:17 7334 25 female R 1 2 12 self immoralSelf H j 0 0.5717 
31-May-2018_13:58:19 7334 25 female R 1 2 13 self immoralSelf H j 0 0.5644 
31-May-2018_13:58:20 7334 25 female R 1 2 14 self moralOther J h 0 0.5013 
31-May-2018_13:58:22 7334 25 female R 1 2 15 self immoralSelf H j 0 0.7316 
31-May-2018_13:58:24 7334 25 female R 1 2 16 self immoralOther J j 1 0.7428 
31-May-2018_13:58:26 7334 25 female R 1 2 17 self moralSelf H h 1 0.6135 
31-May-2018_13:58:28 7334 25 female R 1 2 18 self moralSelf H h 1 0.5017 
31-May-2018_13:58:30 7334 25 female R 1 2 19 self immoralOther J j 1 1.0117 
31-May-2018_13:58:32 7334 25 female R 1 2 20 self moralOther J h 0 0.7178 
31-May-2018_13:58:35 7334 25 female R 1 2 21 self moralOther J h 0 0.8152 
31-May-2018_13:58:36 7334 25 female R 1 2 22 self moralSelf H h 1 0.6328 
31-May-2018_13:58:38 7334 25 female R 1 2 23 self moralOther J h 0 0.6225 
31-May-2018_13:58:40 7334 25 female R 1 2 24 self immoralOther J j 1 0.6423 
31-May-2018_13:59:07 7334 25 female R 1 3 1 self moralOther J h 0 0.6933 
31-May-2018_13:59:09 7334 25 female R 1 3 2 self moralSelf H h 1 0.7555 
31-May-2018_13:59:11 7334 25 female R 1 3 3 self immoralSelf H h 1 0.5067 
31-May-2018_13:59:13 7334 25 female R 1 3 4 self immoralSelf H h 1 0.4799 
31-May-2018_13:59:15 7334 25 female R 1 3 5 self immoralSelf H NA -1 1.0841 
31-May-2018_13:59:17 7334 25 female R 1 3 6 self moralSelf H h 1 0.5774 
31-May-2018_13:59:19 7334 25 female R 1 3 7 self moralOther J h 0 0.5869 
31-May-2018_13:59:21 7334 25 female R 1 3 8 self immoralOther J j 1 0.9540 
31-May-2018_13:59:23 7334 25 female R 1 3 9 self moralSelf H h 1 0.6949 
31-May-2018_13:59:25 7334 25 female R 1 3 10 self immoralOther J j 1 0.5910 
31-May-2018_13:59:27 7334 25 female R 1 3 11 self immoralOther J j 1 0.5378 
31-May-2018_13:59:29 7334 25 female R 1 3 12 self immoralOther J j 1 0.5247 
31-May-2018_13:59:31 7334 25 female R 1 3 13 self moralSelf H h 1 0.6284 
31-May-2018_13:59:33 7334 25 female R 1 3 14 self immoralOther J j 1 0.7113 
31-May-2018_13:59:35 7334 25 female R 1 3 15 self moralSelf H h 1 0.5787 
31-May-2018_13:59:37 7334 25 female R 1 3 16 self moralSelf H h 1 0.4880 
31-May-2018_13:59:39 7334 25 female R 1 3 17 self immoralOther J h 0 0.5755 
31-May-2018_13:59:41 7334 25 female R 1 3 18 self moralOther J j 1 0.9427 
31-May-2018_13:59:43 7334 25 female R 1 3 19 self moralOther J j 1 0.5278 
31-May-2018_13:59:44 7334 25 female R 1 3 20 self moralOther J j 1 0.4389 
31-May-2018_13:59:47 7334 25 female R 1 3 21 self immoralSelf H h 1 0.9763 
31-May-2018_13:59:48 7334 25 female R 1 3 22 self immoralSelf H h 1 0.4587 
31-May-2018_13:59:50 7334 25 female R 1 3 23 self immoralSelf H h 1 0.5374 
