Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
12-May-2018_16:19:50 7311 20 2 R 1 1 1 moral moralSelf U u 1 0.9185 
12-May-2018_16:19:52 7311 20 2 R 1 1 2 moral immoralOther Y u 0 0.7578 
12-May-2018_16:19:54 7311 20 2 R 1 1 3 moral immoralSelf Y y 1 0.4017 
12-May-2018_16:19:56 7311 20 2 R 1 1 4 moral moralOther U NA -1 1.0841 
12-May-2018_16:19:59 7311 20 2 R 1 1 5 moral moralSelf U NA -1 1.0841 
12-May-2018_16:20:01 7311 20 2 R 1 1 6 moral immoralSelf Y y 1 0.8005 
12-May-2018_16:20:04 7311 20 2 R 1 1 7 moral moralSelf U u 1 1.0622 
12-May-2018_16:20:06 7311 20 2 R 1 1 8 moral immoralSelf Y NA -1 1.0841 
12-May-2018_16:20:08 7311 20 2 R 1 1 9 moral immoralOther Y NA -1 1.0841 
12-May-2018_16:20:10 7311 20 2 R 1 1 10 moral immoralOther Y y 1 0.4992 
12-May-2018_16:20:11 7311 20 2 R 1 1 11 moral immoralSelf Y u 0 0.4542 
12-May-2018_16:20:14 7311 20 2 R 1 1 12 moral immoralOther Y y 1 0.7713 
12-May-2018_16:20:15 7311 20 2 R 1 1 13 moral immoralOther Y y 1 0.3535 
12-May-2018_16:20:17 7311 20 2 R 1 1 14 moral moralOther U u 1 0.4223 
12-May-2018_16:20:19 7311 20 2 R 1 1 15 moral moralOther U u 1 0.3513 
12-May-2018_16:20:21 7311 20 2 R 1 1 16 moral moralSelf U u 1 0.6917 
12-May-2018_16:20:23 7311 20 2 R 1 1 17 moral moralOther U u 1 0.7373 
12-May-2018_16:20:25 7311 20 2 R 1 1 18 moral moralOther U u 1 0.3685 
12-May-2018_16:20:27 7311 20 2 R 1 1 19 moral immoralSelf Y y 1 0.4777 
12-May-2018_16:20:29 7311 20 2 R 1 1 20 moral moralOther U u 1 0.5013 
12-May-2018_16:20:30 7311 20 2 R 1 1 21 moral moralSelf U u 1 0.4723 
12-May-2018_16:20:32 7311 20 2 R 1 1 22 moral immoralOther Y y 1 0.5900 
12-May-2018_16:20:34 7311 20 2 R 1 1 23 moral immoralSelf Y y 1 0.5665 
12-May-2018_16:20:36 7311 20 2 R 1 1 24 moral moralSelf U u 1 0.5167 
12-May-2018_16:20:38 7311 20 2 R 1 2 1 moral immoralOther Y y 1 0.4833 
12-May-2018_16:20:39 7311 20 2 R 1 2 2 moral immoralOther Y y 1 0.4618 
12-May-2018_16:20:41 7311 20 2 R 1 2 3 moral moralOther U u 1 0.4374 
12-May-2018_16:20:43 7311 20 2 R 1 2 4 moral immoralOther Y y 1 0.4962 
12-May-2018_16:20:45 7311 20 2 R 1 2 5 moral immoralSelf Y y 1 0.6337 
12-May-2018_16:20:46 7311 20 2 R 1 2 6 moral moralOther U u 1 0.3675 
12-May-2018_16:20:48 7311 20 2 R 1 2 7 moral moralSelf U u 1 0.4702 
12-May-2018_16:20:50 7311 20 2 R 1 2 8 moral moralOther U u 1 0.3968 
12-May-2018_16:20:52 7311 20 2 R 1 2 9 moral immoralSelf Y y 1 0.4844 
12-May-2018_16:20:53 7311 20 2 R 1 2 10 moral moralSelf U u 1 0.4186 
12-May-2018_16:20:55 7311 20 2 R 1 2 11 moral moralOther U u 1 0.4140 
12-May-2018_16:20:57 7311 20 2 R 1 2 12 moral immoralSelf Y y 1 0.4710 
12-May-2018_16:20:58 7311 20 2 R 1 2 13 moral immoralSelf Y y 1 0.3491 
12-May-2018_16:21:00 7311 20 2 R 1 2 14 moral moralSelf U u 1 0.4174 
12-May-2018_16:21:02 7311 20 2 R 1 2 15 moral moralSelf U u 1 0.4542 
12-May-2018_16:21:03 7311 20 2 R 1 2 16 moral immoralOther Y y 1 0.5347 
12-May-2018_16:21:05 7311 20 2 R 1 2 17 moral immoralOther Y y 1 0.4162 
12-May-2018_16:21:07 7311 20 2 R 1 2 18 moral immoralOther Y y 1 0.3522 
12-May-2018_16:21:08 7311 20 2 R 1 2 19 moral moralSelf U u 1 0.4474 
12-May-2018_16:21:10 7311 20 2 R 1 2 20 moral moralSelf U u 1 0.2702 
12-May-2018_16:21:12 7311 20 2 R 1 2 21 moral immoralSelf Y y 1 0.5054 
12-May-2018_16:21:13 7311 20 2 R 1 2 22 moral moralOther U u 1 0.3958 
12-May-2018_16:21:15 7311 20 2 R 1 2 23 moral immoralSelf Y y 1 0.4760 
12-May-2018_16:21:17 7311 20 2 R 1 2 24 moral moralOther U u 1 0.3668 
12-May-2018_16:21:29 7311 20 2 R 1 3 1 moral immoralSelf Y y 1 0.4406 
12-May-2018_16:21:31 7311 20 2 R 1 3 2 moral moralOther U u 1 0.3025 
12-May-2018_16:21:32 7311 20 2 R 1 3 3 moral moralOther U u 1 0.3336 
12-May-2018_16:21:34 7311 20 2 R 1 3 4 moral immoralOther Y y 1 0.4851 
12-May-2018_16:21:35 7311 20 2 R 1 3 5 moral moralSelf U u 1 0.3275 
12-May-2018_16:21:37 7311 20 2 R 1 3 6 moral immoralSelf Y y 1 0.3186 
12-May-2018_16:21:39 7311 20 2 R 1 3 7 moral moralOther U u 1 0.2933 
12-May-2018_16:21:40 7311 20 2 R 1 3 8 moral moralOther U u 1 0.2896 
12-May-2018_16:21:42 7311 20 2 R 1 3 9 moral moralSelf U u 1 0.4158 
12-May-2018_16:21:44 7311 20 2 R 1 3 10 moral immoralOther Y y 1 0.4093 
12-May-2018_16:21:45 7311 20 2 R 1 3 11 moral moralSelf U u 1 0.3312 
12-May-2018_16:21:47 7311 20 2 R 1 3 12 moral moralOther U u 1 0.3521 
12-May-2018_16:21:49 7311 20 2 R 1 3 13 moral immoralOther Y y 1 0.4579 
12-May-2018_16:21:50 7311 20 2 R 1 3 14 moral immoralSelf Y y 1 0.2523 
12-May-2018_16:21:52 7311 20 2 R 1 3 15 moral immoralSelf Y y 1 0.3475 
12-May-2018_16:21:54 7311 20 2 R 1 3 16 moral moralSelf U u 1 0.3758 
12-May-2018_16:21:55 7311 20 2 R 1 3 17 moral moralOther U u 1 0.3216 
12-May-2018_16:21:57 7311 20 2 R 1 3 18 moral moralSelf U u 1 0.4206 
12-May-2018_16:21:59 7311 20 2 R 1 3 19 moral immoralOther Y y 1 0.3788 
12-May-2018_16:22:00 7311 20 2 R 1 3 20 moral immoralOther Y y 1 0.4047 
12-May-2018_16:22:02 7311 20 2 R 1 3 21 moral immoralSelf Y y 1 0.4976 
12-May-2018_16:22:04 7311 20 2 R 1 3 22 moral immoralSelf Y y 1 0.3479 
12-May-2018_16:22:06 7311 20 2 R 1 3 23 moral immoralOther Y u 0 0.4008 
12-May-2018_16:22:07 7311 20 2 R 1 3 24 moral moralSelf U u 1 0.4191 
12-May-2018_16:22:09 7311 20 2 R 1 4 1 moral immoralSelf Y y 1 0.3548 
12-May-2018_16:22:10 7311 20 2 R 1 4 2 moral moralOther U u 1 0.3747 
12-May-2018_16:22:12 7311 20 2 R 1 4 3 moral moralOther U u 1 0.3327 
12-May-2018_16:22:13 7311 20 2 R 1 4 4 moral immoralOther Y y 1 0.3281 
12-May-2018_16:22:15 7311 20 2 R 1 4 5 moral immoralSelf Y y 1 0.5192 
12-May-2018_16:22:17 7311 20 2 R 1 4 6 moral moralSelf U u 1 0.3225 
12-May-2018_16:22:18 7311 20 2 R 1 4 7 moral immoralOther Y y 1 0.3899 
12-May-2018_16:22:20 7311 20 2 R 1 4 8 moral moralOther U u 1 0.2648 
12-May-2018_16:22:21 7311 20 2 R 1 4 9 moral moralOther U u 1 0.3312 
12-May-2018_16:22:23 7311 20 2 R 1 4 10 moral moralOther U u 1 0.2922 
12-May-2018_16:22:24 7311 20 2 R 1 4 11 moral immoralOther Y y 1 0.3280 
12-May-2018_16:22:26 7311 20 2 R 1 4 12 moral moralSelf U u 1 0.4001 
