Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
03-Jun-2018_14:08:54 7339 18 male R 1 1 1 moral moralSelf Y y 1 0.7804 
03-Jun-2018_14:08:56 7339 18 male R 1 1 2 moral immoralOther U u 1 0.8098 
03-Jun-2018_14:08:57 7339 18 male R 1 1 3 moral immoralOther U u 1 0.4814 
03-Jun-2018_14:08:59 7339 18 male R 1 1 4 moral moralOther Y y 1 0.8801 
03-Jun-2018_14:09:01 7339 18 male R 1 1 5 moral moralOther Y y 1 0.4863 
03-Jun-2018_14:09:02 7339 18 male R 1 1 6 moral immoralOther U u 1 0.4858 
03-Jun-2018_14:09:04 7339 18 male R 1 1 7 moral immoralOther U u 1 0.5165 
03-Jun-2018_14:09:06 7339 18 male R 1 1 8 moral moralSelf Y y 1 0.6073 
03-Jun-2018_14:09:08 7339 18 male R 1 1 9 moral immoralOther U u 1 0.4846 
03-Jun-2018_14:09:10 7339 18 male R 1 1 10 moral immoralSelf U u 1 0.7906 
03-Jun-2018_14:09:11 7339 18 male R 1 1 11 moral moralSelf Y y 1 0.5629 
03-Jun-2018_14:09:14 7339 18 male R 1 1 12 moral moralOther Y y 1 1.0476 
03-Jun-2018_14:09:16 7339 18 male R 1 1 13 moral moralOther Y y 1 0.8566 
03-Jun-2018_14:09:17 7339 18 male R 1 1 14 moral immoralOther U u 1 0.4248 
03-Jun-2018_14:09:19 7339 18 male R 1 1 15 moral immoralSelf U u 1 0.5937 
03-Jun-2018_14:09:21 7339 18 male R 1 1 16 moral immoralSelf U u 1 0.5595 
03-Jun-2018_14:09:22 7339 18 male R 1 1 17 moral moralSelf Y y 1 0.5864 
03-Jun-2018_14:09:24 7339 18 male R 1 1 18 moral moralSelf Y y 1 0.4298 
03-Jun-2018_14:09:25 7339 18 male R 1 1 19 moral immoralSelf U u 1 0.5673 
03-Jun-2018_14:09:27 7339 18 male R 1 1 20 moral moralOther Y y 1 0.4859 
03-Jun-2018_14:09:29 7339 18 male R 1 1 21 moral moralOther Y y 1 0.5203 
03-Jun-2018_14:09:31 7339 18 male R 1 1 22 moral immoralSelf U u 1 0.5223 
03-Jun-2018_14:09:33 7339 18 male R 1 1 23 moral immoralSelf U u 1 0.3934 
03-Jun-2018_14:09:34 7339 18 male R 1 1 24 moral moralSelf Y y 1 0.4961 
03-Jun-2018_14:09:36 7339 18 male R 1 2 1 moral moralOther Y y 1 0.4453 
03-Jun-2018_14:09:37 7339 18 male R 1 2 2 moral immoralOther U u 1 0.4049 
03-Jun-2018_14:09:39 7339 18 male R 1 2 3 moral immoralSelf U u 1 0.3418 
03-Jun-2018_14:09:40 7339 18 male R 1 2 4 moral moralOther Y y 1 0.3230 
03-Jun-2018_14:09:42 7339 18 male R 1 2 5 moral moralOther Y y 1 0.3166 
03-Jun-2018_14:09:43 7339 18 male R 1 2 6 moral immoralSelf U u 1 0.3317 
03-Jun-2018_14:09:44 7339 18 male R 1 2 7 moral immoralOther U u 1 0.3539 
03-Jun-2018_14:09:46 7339 18 male R 1 2 8 moral moralOther Y y 1 0.4138 
03-Jun-2018_14:09:47 7339 18 male R 1 2 9 moral moralSelf Y y 1 0.4919 
03-Jun-2018_14:09:49 7339 18 male R 1 2 10 moral immoralOther U u 1 0.4754 
03-Jun-2018_14:09:50 7339 18 male R 1 2 11 moral immoralOther U u 1 0.3226 
03-Jun-2018_14:09:52 7339 18 male R 1 2 12 moral moralSelf Y y 1 0.4577 
03-Jun-2018_14:09:54 7339 18 male R 1 2 13 moral moralSelf Y y 1 0.4197 
