Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
06-May-2018_14:59:30 7304 25 female R 1 1 1 self moralSelf H h 1 0.4236 
06-May-2018_14:59:31 7304 25 female R 1 1 2 self immoralOther J j 1 0.5631 
06-May-2018_14:59:33 7304 25 female R 1 1 3 self immoralSelf H h 1 0.7198 
06-May-2018_14:59:35 7304 25 female R 1 1 4 self moralOther J j 1 0.6799 
06-May-2018_14:59:37 7304 25 female R 1 1 5 self moralSelf H h 1 0.3560 
06-May-2018_14:59:39 7304 25 female R 1 1 6 self immoralSelf H h 1 0.7722 
06-May-2018_14:59:41 7304 25 female R 1 1 7 self moralOther J j 1 0.6502 
06-May-2018_14:59:42 7304 25 female R 1 1 8 self immoralSelf H h 1 0.5223 
06-May-2018_14:59:44 7304 25 female R 1 1 9 self moralSelf H h 1 0.3805 
06-May-2018_14:59:45 7304 25 female R 1 1 10 self immoralSelf H j 0 0.3726 
06-May-2018_14:59:47 7304 25 female R 1 1 11 self moralSelf H h 1 0.3727 
06-May-2018_14:59:49 7304 25 female R 1 1 12 self immoralSelf H h 1 0.4308 
06-May-2018_14:59:51 7304 25 female R 1 1 13 self moralOther J h 0 0.3129 
06-May-2018_14:59:52 7304 25 female R 1 1 14 self immoralOther J j 1 0.5648 
06-May-2018_14:59:54 7304 25 female R 1 1 15 self moralOther J j 1 0.8290 
06-May-2018_14:59:56 7304 25 female R 1 1 16 self moralOther J j 1 0.4871 
06-May-2018_14:59:58 7304 25 female R 1 1 17 self immoralOther J j 1 0.4573 
06-May-2018_15:00:00 7304 25 female R 1 1 18 self moralSelf H h 1 0.4353 
06-May-2018_15:00:01 7304 25 female R 1 1 19 self immoralOther J j 1 0.4753 
06-May-2018_15:00:03 7304 25 female R 1 1 20 self immoralSelf H j 0 0.4835 
06-May-2018_15:00:05 7304 25 female R 1 1 21 self immoralOther J j 1 0.5776 
06-May-2018_15:00:07 7304 25 female R 1 1 22 self moralOther J j 1 0.6237 
06-May-2018_15:00:09 7304 25 female R 1 1 23 self immoralOther J j 1 0.5518 
06-May-2018_15:00:10 7304 25 female R 1 1 24 self moralSelf H h 1 0.4720 
06-May-2018_15:00:12 7304 25 female R 1 2 1 self immoralOther J j 1 0.5260 
06-May-2018_15:00:14 7304 25 female R 1 2 2 self immoralOther J j 1 0.4402 
06-May-2018_15:00:15 7304 25 female R 1 2 3 self moralSelf H h 1 0.4182 
06-May-2018_15:00:17 7304 25 female R 1 2 4 self moralSelf H h 1 0.3944 
06-May-2018_15:00:18 7304 25 female R 1 2 5 self immoralSelf H h 1 0.5364 
06-May-2018_15:00:20 7304 25 female R 1 2 6 self immoralOther J j 1 0.4925 
06-May-2018_15:00:22 7304 25 female R 1 2 7 self moralOther J j 1 0.6306 
06-May-2018_15:00:24 7304 25 female R 1 2 8 self moralSelf H h 1 0.3887 
06-May-2018_15:00:26 7304 25 female R 1 2 9 self immoralSelf H h 1 0.6927 
06-May-2018_15:00:28 7304 25 female R 1 2 10 self immoralSelf H h 1 0.5129 
06-May-2018_15:00:29 7304 25 female R 1 2 11 self immoralSelf H h 1 0.3870 
06-May-2018_15:00:31 7304 25 female R 1 2 12 self immoralOther J j 1 0.4351 
06-May-2018_15:00:32 7304 25 female R 1 2 13 self moralSelf H h 1 0.4672 
06-May-2018_15:00:34 7304 25 female R 1 2 14 self moralOther J j 1 0.7713 
06-May-2018_15:00:36 7304 25 female R 1 2 15 self immoralOther J j 1 0.4974 
