Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
26-May-2018_15:18:17 7328 20 male R 1 1 1 self moralSelf H NA -1 1.1081 
26-May-2018_15:18:19 7328 20 male R 1 1 2 self immoralSelf H h 1 0.7522 
26-May-2018_15:18:21 7328 20 male R 1 1 3 self immoralSelf H h 1 0.2797 
26-May-2018_15:18:22 7328 20 male R 1 1 4 self immoralSelf H j 0 0.3739 
26-May-2018_15:18:24 7328 20 male R 1 1 5 self moralOther J h 0 0.3891 
26-May-2018_15:18:26 7328 20 male R 1 1 6 self immoralOther J h 0 0.5802 
26-May-2018_15:18:28 7328 20 male R 1 1 7 self immoralSelf H h 1 0.8179 
26-May-2018_15:18:29 7328 20 male R 1 1 8 self immoralSelf H h 1 0.5704 
26-May-2018_15:18:32 7328 20 male R 1 1 9 self moralSelf H NA -1 1.1081 
26-May-2018_15:18:34 7328 20 male R 1 1 10 self moralOther J j 1 0.7593 
26-May-2018_15:18:36 7328 20 male R 1 1 11 self moralSelf H h 1 0.8507 
26-May-2018_15:18:38 7328 20 male R 1 1 12 self immoralOther J j 1 0.9120 
26-May-2018_15:18:40 7328 20 male R 1 1 13 self moralSelf H h 1 0.7869 
26-May-2018_15:18:42 7328 20 male R 1 1 14 self moralOther J j 1 0.7258 
26-May-2018_15:18:44 7328 20 male R 1 1 15 self moralOther J NA -1 1.1081 
26-May-2018_15:18:46 7328 20 male R 1 1 16 self moralSelf H h 1 0.9301 
26-May-2018_15:18:48 7328 20 male R 1 1 17 self immoralOther J j 1 0.5561 
26-May-2018_15:18:50 7328 20 male R 1 1 18 self moralOther J j 1 0.7288 
26-May-2018_15:18:52 7328 20 male R 1 1 19 self immoralSelf H h 1 0.7270 
26-May-2018_15:18:53 7328 20 male R 1 1 20 self immoralOther J j 1 0.6329 
26-May-2018_15:18:55 7328 20 male R 1 1 21 self immoralOther J j 1 0.8473 
26-May-2018_15:18:57 7328 20 male R 1 1 22 self moralOther J j 1 1.0683 
26-May-2018_15:18:59 7328 20 male R 1 1 23 self immoralOther J j 1 0.8450 
26-May-2018_15:19:01 7328 20 male R 1 1 24 self moralSelf H h 1 0.4780 
26-May-2018_15:19:03 7328 20 male R 1 2 1 self immoralOther J j 1 0.6136 
26-May-2018_15:19:05 7328 20 male R 1 2 2 self immoralOther J j 1 0.5055 
26-May-2018_15:19:07 7328 20 male R 1 2 3 self moralOther J j 1 0.7224 
26-May-2018_15:19:08 7328 20 male R 1 2 4 self immoralSelf H h 1 0.4844 
26-May-2018_15:19:10 7328 20 male R 1 2 5 self moralOther J j 1 0.7950 
26-May-2018_15:19:12 7328 20 male R 1 2 6 self moralOther J j 1 0.6893 
26-May-2018_15:19:14 7328 20 male R 1 2 7 self moralSelf H h 1 0.5151 
26-May-2018_15:19:15 7328 20 male R 1 2 8 self moralSelf H h 1 0.3999 
26-May-2018_15:19:17 7328 20 male R 1 2 9 self moralOther J j 1 0.6259 
26-May-2018_15:19:18 7328 20 male R 1 2 10 self moralOther J j 1 0.5144 
26-May-2018_15:19:20 7328 20 male R 1 2 11 self immoralSelf H h 1 0.5715 
26-May-2018_15:19:22 7328 20 male R 1 2 12 self moralOther J j 1 0.2957 
26-May-2018_15:19:24 7328 20 male R 1 2 13 self immoralSelf H h 1 0.4511 
26-May-2018_15:19:26 7328 20 male R 1 2 14 self immoralSelf H h 1 0.6488 
26-May-2018_15:19:27 7328 20 male R 1 2 15 self immoralOther J j 1 0.4898 
26-May-2018_15:19:29 7328 20 male R 1 2 16 self immoralOther J j 1 0.5087 
26-May-2018_15:19:31 7328 20 male R 1 2 17 self moralSelf H h 1 0.5351 
26-May-2018_15:19:32 7328 20 male R 1 2 18 self moralSelf H h 1 0.4952 
26-May-2018_15:19:34 7328 20 male R 1 2 19 self immoralOther J j 1 0.4124 
