Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
31-May-2018_15:47:26 7336 19 female R 1 1 1 self moralSelf H h 1 0.8824 
31-May-2018_15:47:28 7336 19 female R 1 1 2 self moralSelf H NA -1 1.0731 
31-May-2018_15:47:30 7336 19 female R 1 1 3 self moralOther J j 1 0.8347 
31-May-2018_15:47:33 7336 19 female R 1 1 4 self immoralOther J NA -1 1.0731 
31-May-2018_15:47:34 7336 19 female R 1 1 5 self moralSelf H j 0 0.3126 
31-May-2018_15:47:35 7336 19 female R 1 1 6 self moralOther J h 0 0.1149 
31-May-2018_15:47:37 7336 19 female R 1 1 7 self moralOther J h 0 0.3286 
31-May-2018_15:47:39 7336 19 female R 1 1 8 self immoralSelf H NA -1 1.0731 
31-May-2018_15:47:41 7336 19 female R 1 1 9 self moralOther J h 0 0.2553 
31-May-2018_15:47:42 7336 19 female R 1 1 10 self moralOther J h 0 0.2493 
31-May-2018_15:47:44 7336 19 female R 1 1 11 self immoralOther J h 0 0.2306 
31-May-2018_15:47:46 7336 19 female R 1 1 12 self moralSelf H NA -1 1.0731 
31-May-2018_15:47:48 7336 19 female R 1 1 13 self immoralSelf H NA -1 1.0731 
31-May-2018_15:47:51 7336 19 female R 1 1 14 self immoralOther J j 1 0.8666 
31-May-2018_15:47:53 7336 19 female R 1 1 15 self immoralSelf H j 0 0.7099 
31-May-2018_15:47:54 7336 19 female R 1 1 16 self immoralSelf H h 1 0.5491 
31-May-2018_15:47:56 7336 19 female R 1 1 17 self immoralOther J j 1 0.5242 
31-May-2018_15:47:57 7336 19 female R 1 1 18 self moralSelf H h 1 0.4310 
31-May-2018_15:47:59 7336 19 female R 1 1 19 self immoralSelf H j 0 0.5440 
31-May-2018_15:48:01 7336 19 female R 1 1 20 self moralSelf H h 1 0.3597 
31-May-2018_15:48:02 7336 19 female R 1 1 21 self immoralOther J j 1 0.3372 
31-May-2018_15:48:04 7336 19 female R 1 1 22 self immoralSelf H h 1 0.4248 
31-May-2018_15:48:05 7336 19 female R 1 1 23 self immoralOther J j 1 0.1923 
31-May-2018_15:48:07 7336 19 female R 1 1 24 self moralOther J h 0 0.1063 
31-May-2018_15:48:08 7336 19 female R 1 2 1 self immoralSelf H h 1 0.1778 
31-May-2018_15:48:10 7336 19 female R 1 2 2 self moralSelf H NA -1 1.0731 
31-May-2018_15:48:13 7336 19 female R 1 2 3 self moralOther J h 0 0.7615 
31-May-2018_15:48:14 7336 19 female R 1 2 4 self immoralSelf H h 1 0.2486 
31-May-2018_15:48:16 7336 19 female R 1 2 5 self immoralOther J h 0 0.2548 
31-May-2018_15:48:17 7336 19 female R 1 2 6 self immoralOther J j 1 0.5495 
31-May-2018_15:48:19 7336 19 female R 1 2 7 self immoralOther J j 1 0.3975 
31-May-2018_15:48:21 7336 19 female R 1 2 8 self moralOther J NA -1 1.0731 
31-May-2018_15:48:23 7336 19 female R 1 2 9 self immoralSelf H h 1 0.4447 
31-May-2018_15:48:24 7336 19 female R 1 2 10 self immoralSelf H h 1 0.3484 
31-May-2018_15:48:26 7336 19 female R 1 2 11 self moralSelf H h 1 0.3735 
31-May-2018_15:48:27 7336 19 female R 1 2 12 self moralOther J j 1 0.3418 
31-May-2018_15:48:29 7336 19 female R 1 2 13 self immoralOther J j 1 0.3899 
31-May-2018_15:48:30 7336 19 female R 1 2 14 self moralSelf H h 1 0.3119 
31-May-2018_15:48:32 7336 19 female R 1 2 15 self moralOther J h 0 0.2941 
31-May-2018_15:48:33 7336 19 female R 1 2 16 self immoralOther J j 1 0.6116 
31-May-2018_15:48:35 7336 19 female R 1 2 17 self moralSelf H h 1 0.3902 
31-May-2018_15:48:36 7336 19 female R 1 2 18 self immoralOther J j 1 0.3742 
31-May-2018_15:48:38 7336 19 female R 1 2 19 self moralSelf H h 1 0.2303 
31-May-2018_15:48:40 7336 19 female R 1 2 20 self moralOther J j 1 0.4825 
31-May-2018_15:48:41 7336 19 female R 1 2 21 self immoralSelf H h 1 0.2836 
31-May-2018_15:48:43 7336 19 female R 1 2 22 self moralOther J j 1 0.3303 
31-May-2018_15:48:44 7336 19 female R 1 2 23 self moralSelf H h 1 0.1886 
31-May-2018_15:48:46 7336 19 female R 1 2 24 self immoralSelf H h 1 0.4319 
31-May-2018_15:48:55 7336 19 female R 1 3 1 self moralOther J j 1 0.4691 
31-May-2018_15:48:56 7336 19 female R 1 3 2 self moralOther J j 1 0.4154 
31-May-2018_15:48:58 7336 19 female R 1 3 3 self immoralOther J j 1 0.3036 
31-May-2018_15:49:00 7336 19 female R 1 3 4 self immoralSelf H h 1 0.3794 
31-May-2018_15:49:01 7336 19 female R 1 3 5 self immoralOther J j 1 0.3996 
31-May-2018_15:49:03 7336 19 female R 1 3 6 self immoralSelf H h 1 0.3165 
31-May-2018_15:49:04 7336 19 female R 1 3 7 self immoralSelf H h 1 0.2924 
31-May-2018_15:49:06 7336 19 female R 1 3 8 self immoralOther J j 1 0.4125 
31-May-2018_15:49:08 7336 19 female R 1 3 9 self immoralSelf H h 1 0.4056 
31-May-2018_15:49:09 7336 19 female R 1 3 10 self immoralOther J j 1 0.5026 
31-May-2018_15:49:11 7336 19 female R 1 3 11 self moralOther J h 0 0.3483 
31-May-2018_15:49:12 7336 19 female R 1 3 12 self immoralSelf H h 1 0.3017 
31-May-2018_15:49:14 7336 19 female R 1 3 13 self moralSelf H h 1 0.4341 
31-May-2018_15:49:16 7336 19 female R 1 3 14 self moralSelf H h 1 0.2750 
31-May-2018_15:49:17 7336 19 female R 1 3 15 self moralSelf H h 1 0.3768 
31-May-2018_15:49:19 7336 19 female R 1 3 16 self moralSelf H h 1 0.3358 
31-May-2018_15:49:21 7336 19 female R 1 3 17 self moralSelf H h 1 0.3411 
31-May-2018_15:49:22 7336 19 female R 1 3 18 self immoralSelf H h 1 0.1929 
31-May-2018_15:49:24 7336 19 female R 1 3 19 self moralSelf H h 1 0.3361 
31-May-2018_15:49:25 7336 19 female R 1 3 20 self moralOther J j 1 0.2670 
31-May-2018_15:49:27 7336 19 female R 1 3 21 self moralOther J j 1 0.2622 
31-May-2018_15:49:28 7336 19 female R 1 3 22 self moralOther J j 1 0.2350 
31-May-2018_15:49:30 7336 19 female R 1 3 23 self immoralOther J j 1 0.3684 
31-May-2018_15:49:31 7336 19 female R 1 3 24 self immoralOther J j 1 0.2819 
31-May-2018_15:49:33 7336 19 female R 1 4 1 self immoralSelf H h 1 0.3665 
31-May-2018_15:49:35 7336 19 female R 1 4 2 self immoralOther J j 1 0.3591 
31-May-2018_15:49:37 7336 19 female R 1 4 3 self immoralSelf H h 1 0.4024 
31-May-2018_15:49:38 7336 19 female R 1 4 4 self moralOther J j 1 0.3224 
31-May-2018_15:49:40 7336 19 female R 1 4 5 self moralSelf H h 1 0.2802 
31-May-2018_15:49:41 7336 19 female R 1 4 6 self immoralOther J j 1 0.2710 
31-May-2018_15:49:43 7336 19 female R 1 4 7 self moralOther J j 1 0.4239 
31-May-2018_15:49:45 7336 19 female R 1 4 8 self immoralSelf H h 1 0.5171 
31-May-2018_15:49:46 7336 19 female R 1 4 9 self moralOther J j 1 0.4494 
31-May-2018_15:49:48 7336 19 female R 1 4 10 self moralSelf H h 1 0.3544 
31-May-2018_15:49:50 7336 19 female R 1 4 11 self immoralOther J j 1 0.3036 
31-May-2018_15:49:51 7336 19 female R 1 4 12 self moralSelf H h 1 0.2656 
31-May-2018_15:49:52 7336 19 female R 1 4 13 self moralOther J j 1 0.4148 
31-May-2018_15:49:54 7336 19 female R 1 4 14 self immoralSelf H h 1 0.2662 
31-May-2018_15:49:55 7336 19 female R 1 4 15 self immoralSelf H j 0 0.2935 
31-May-2018_15:49:57 7336 19 female R 1 4 16 self moralSelf H h 1 0.3364 
31-May-2018_15:49:58 7336 19 female R 1 4 17 self moralSelf H h 1 0.2687 
31-May-2018_15:50:00 7336 19 female R 1 4 18 self immoralOther J j 1 0.4287 
31-May-2018_15:50:02 7336 19 female R 1 4 19 self immoralOther J j 1 0.3742 
31-May-2018_15:50:03 7336 19 female R 1 4 20 self moralOther J j 1 0.4740 
31-May-2018_15:50:05 7336 19 female R 1 4 21 self moralSelf H h 1 0.3903 
31-May-2018_15:50:06 7336 19 female R 1 4 22 self moralOther J j 1 0.3537 
31-May-2018_15:50:08 7336 19 female R 1 4 23 self immoralSelf H j 0 0.3302 
31-May-2018_15:50:10 7336 19 female R 1 4 24 self immoralOther J j 1 0.4141 
31-May-2018_15:50:17 7336 19 female R 1 5 1 self immoralOther J j 1 0.8561 
31-May-2018_15:50:18 7336 19 female R 1 5 2 self moralOther J j 1 0.4173 
31-May-2018_15:50:20 7336 19 female R 1 5 3 self immoralOther J j 1 0.2921 
31-May-2018_15:50:21 7336 19 female R 1 5 4 self moralOther J j 1 0.3439 
31-May-2018_15:50:23 7336 19 female R 1 5 5 self immoralOther J j 1 0.2781 
31-May-2018_15:50:24 7336 19 female R 1 5 6 self immoralOther J j 1 0.2980 
31-May-2018_15:50:26 7336 19 female R 1 5 7 self immoralSelf H h 1 0.3921 
31-May-2018_15:50:28 7336 19 female R 1 5 8 self moralOther J j 1 0.4595 
31-May-2018_15:50:30 7336 19 female R 1 5 9 self immoralSelf H h 1 0.5381 
31-May-2018_15:50:31 7336 19 female R 1 5 10 self immoralSelf H h 1 0.2898 
31-May-2018_15:50:33 7336 19 female R 1 5 11 self moralSelf H h 1 0.3100 
31-May-2018_15:50:34 7336 19 female R 1 5 12 self moralSelf H h 1 0.2678 
31-May-2018_15:50:36 7336 19 female R 1 5 13 self moralOther J j 1 0.3044 
31-May-2018_15:50:37 7336 19 female R 1 5 14 self immoralSelf H h 1 0.3855 
31-May-2018_15:50:39 7336 19 female R 1 5 15 self moralSelf H h 1 0.3093 
31-May-2018_15:50:40 7336 19 female R 1 5 16 self immoralOther J j 1 0.3545 
31-May-2018_15:50:42 7336 19 female R 1 5 17 self moralOther J j 1 0.4798 
31-May-2018_15:50:44 7336 19 female R 1 5 18 self moralSelf H h 1 0.3505 
31-May-2018_15:50:45 7336 19 female R 1 5 19 self moralOther J j 1 0.3994 
31-May-2018_15:50:47 7336 19 female R 1 5 20 self immoralSelf H h 1 0.4517 
31-May-2018_15:50:48 7336 19 female R 1 5 21 self immoralOther J j 1 0.3600 
31-May-2018_15:50:50 7336 19 female R 1 5 22 self moralSelf H h 1 0.2515 
31-May-2018_15:50:51 7336 19 female R 1 5 23 self immoralSelf H j 0 0.3243 
31-May-2018_15:50:53 7336 19 female R 1 5 24 self moralSelf H h 1 0.3141 
Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
31-May-2018_15:53:05 7336 19 female R 2 1 1 moral moralOther U u 1 0.7803 
31-May-2018_15:53:07 7336 19 female R 2 1 2 moral immoralSelf Y NA -1 1.0731 
31-May-2018_15:53:09 7336 19 female R 2 1 3 moral immoralSelf Y y 1 0.4850 
31-May-2018_15:53:11 7336 19 female R 2 1 4 moral immoralOther Y y 1 0.8766 
31-May-2018_15:53:13 7336 19 female R 2 1 5 moral immoralOther Y y 1 0.5124 
31-May-2018_15:53:15 7336 19 female R 2 1 6 moral moralSelf U u 1 0.4701 
31-May-2018_15:53:17 7336 19 female R 2 1 7 moral immoralSelf Y y 1 0.3639 
31-May-2018_15:53:19 7336 19 female R 2 1 8 moral moralOther U NA -1 1.0731 
31-May-2018_15:53:21 7336 19 female R 2 1 9 moral moralOther U y 0 0.3928 
31-May-2018_15:53:22 7336 19 female R 2 1 10 moral immoralOther Y y 1 0.4719 
31-May-2018_15:53:24 7336 19 female R 2 1 11 moral moralSelf U y 0 0.3383 
31-May-2018_15:53:26 7336 19 female R 2 1 12 moral moralOther U u 1 0.5068 
31-May-2018_15:53:27 7336 19 female R 2 1 13 moral immoralOther Y y 1 0.5713 
31-May-2018_15:53:29 7336 19 female R 2 1 14 moral moralOther U u 1 0.7149 
31-May-2018_15:53:31 7336 19 female R 2 1 15 moral immoralSelf Y y 1 0.5620 
31-May-2018_15:53:33 7336 19 female R 2 1 16 moral immoralSelf Y u 0 0.2497 
31-May-2018_15:53:34 7336 19 female R 2 1 17 moral moralSelf U u 1 0.5006 
31-May-2018_15:53:36 7336 19 female R 2 1 18 moral moralSelf U u 1 0.2922 
31-May-2018_15:53:38 7336 19 female R 2 1 19 moral immoralOther Y y 1 0.5378 
31-May-2018_15:53:39 7336 19 female R 2 1 20 moral moralOther U u 1 0.4527 
31-May-2018_15:53:41 7336 19 female R 2 1 21 moral immoralOther Y y 1 0.4627 
31-May-2018_15:53:42 7336 19 female R 2 1 22 moral moralSelf U u 1 0.4255 
31-May-2018_15:53:44 7336 19 female R 2 1 23 moral moralSelf U u 1 0.4119 
31-May-2018_15:53:45 7336 19 female R 2 1 24 moral immoralSelf Y y 1 0.3372 
31-May-2018_15:53:47 7336 19 female R 2 2 1 moral moralOther U y 0 0.2102 
31-May-2018_15:53:49 7336 19 female R 2 2 2 moral moralOther U u 1 0.5957 
31-May-2018_15:53:50 7336 19 female R 2 2 3 moral moralSelf U u 1 0.4471 
31-May-2018_15:53:52 7336 19 female R 2 2 4 moral immoralOther Y y 1 0.4796 
31-May-2018_15:53:53 7336 19 female R 2 2 5 moral moralOther U u 1 0.6038 
31-May-2018_15:53:55 7336 19 female R 2 2 6 moral moralSelf U u 1 0.4566 
31-May-2018_15:53:56 7336 19 female R 2 2 7 moral moralOther U u 1 0.3456 
31-May-2018_15:53:58 7336 19 female R 2 2 8 moral immoralSelf Y y 1 0.3537 
31-May-2018_15:54:00 7336 19 female R 2 2 9 moral immoralSelf Y y 1 0.2121 
31-May-2018_15:54:01 7336 19 female R 2 2 10 moral moralSelf U y 0 0.3200 
31-May-2018_15:54:03 7336 19 female R 2 2 11 moral moralOther U y 0 0.2150 
31-May-2018_15:54:04 7336 19 female R 2 2 12 moral immoralOther Y y 1 0.3281 
31-May-2018_15:54:06 7336 19 female R 2 2 13 moral immoralOther Y y 1 0.4589 
31-May-2018_15:54:08 7336 19 female R 2 2 14 moral immoralSelf Y y 1 0.2529 
31-May-2018_15:54:09 7336 19 female R 2 2 15 moral immoralSelf Y y 1 0.3024 
31-May-2018_15:54:11 7336 19 female R 2 2 16 moral moralOther U y 0 0.3640 
31-May-2018_15:54:12 7336 19 female R 2 2 17 moral moralSelf U u 1 0.2149 
31-May-2018_15:54:14 7336 19 female R 2 2 18 moral immoralSelf Y y 1 0.3858 
31-May-2018_15:54:15 7336 19 female R 2 2 19 moral moralSelf U u 1 0.3793 
31-May-2018_15:54:17 7336 19 female R 2 2 20 moral immoralOther Y y 1 0.6424 
31-May-2018_15:54:19 7336 19 female R 2 2 21 moral moralSelf U u 1 0.3460 
31-May-2018_15:54:20 7336 19 female R 2 2 22 moral immoralOther Y y 1 0.3499 
31-May-2018_15:54:22 7336 19 female R 2 2 23 moral immoralOther Y y 1 0.4525 
31-May-2018_15:54:23 7336 19 female R 2 2 24 moral immoralSelf Y y 1 0.3425 
31-May-2018_15:54:32 7336 19 female R 2 3 1 moral moralOther U u 1 0.6048 
31-May-2018_15:54:33 7336 19 female R 2 3 2 moral immoralOther Y y 1 0.5013 
31-May-2018_15:54:35 7336 19 female R 2 3 3 moral immoralOther Y y 1 0.3622 
31-May-2018_15:54:36 7336 19 female R 2 3 4 moral immoralSelf Y y 1 0.4469 
31-May-2018_15:54:38 7336 19 female R 2 3 5 moral immoralSelf Y y 1 0.2809 
31-May-2018_15:54:40 7336 19 female R 2 3 6 moral immoralOther Y y 1 0.5388 
31-May-2018_15:54:42 7336 19 female R 2 3 7 moral moralOther U u 1 0.4627 
31-May-2018_15:54:44 7336 19 female R 2 3 8 moral immoralOther Y u 0 0.3107 
31-May-2018_15:54:45 7336 19 female R 2 3 9 moral immoralSelf Y y 1 0.3611 
31-May-2018_15:54:47 7336 19 female R 2 3 10 moral immoralSelf Y y 1 0.3240 
31-May-2018_15:54:48 7336 19 female R 2 3 11 moral moralOther U u 1 0.5231 
31-May-2018_15:54:49 7336 19 female R 2 3 12 moral moralSelf U u 1 0.2748 
31-May-2018_15:54:51 7336 19 female R 2 3 13 moral immoralSelf Y y 1 0.5011 
31-May-2018_15:54:52 7336 19 female R 2 3 14 moral immoralSelf Y y 1 0.3106 
31-May-2018_15:54:54 7336 19 female R 2 3 15 moral moralSelf U y 0 0.2283 
31-May-2018_15:54:55 7336 19 female R 2 3 16 moral immoralOther Y y 1 0.3503 
31-May-2018_15:54:57 7336 19 female R 2 3 17 moral moralSelf U u 1 0.1988 
31-May-2018_15:54:59 7336 19 female R 2 3 18 moral moralSelf U u 1 0.2794 
31-May-2018_15:55:00 7336 19 female R 2 3 19 moral moralOther U y 0 0.4596 
31-May-2018_15:55:02 7336 19 female R 2 3 20 moral moralSelf U y 0 0.2112 
31-May-2018_15:55:03 7336 19 female R 2 3 21 moral immoralOther Y y 1 0.2197 
31-May-2018_15:55:05 7336 19 female R 2 3 22 moral moralSelf U u 1 0.4099 
31-May-2018_15:55:06 7336 19 female R 2 3 23 moral moralOther U u 1 0.2687 
31-May-2018_15:55:08 7336 19 female R 2 3 24 moral moralOther U u 1 0.3348 
31-May-2018_15:55:09 7336 19 female R 2 4 1 moral immoralOther Y y 1 0.4322 
31-May-2018_15:55:11 7336 19 female R 2 4 2 moral moralOther U u 1 0.3988 
31-May-2018_15:55:13 7336 19 female R 2 4 3 moral moralOther U u 1 0.6394 
31-May-2018_15:55:14 7336 19 female R 2 4 4 moral immoralOther Y y 1 0.4046 
31-May-2018_15:55:16 7336 19 female R 2 4 5 moral immoralSelf Y y 1 0.4372 
31-May-2018_15:55:18 7336 19 female R 2 4 6 moral immoralSelf Y u 0 0.2352 
31-May-2018_15:55:19 7336 19 female R 2 4 7 moral moralSelf U u 1 0.3751 
31-May-2018_15:55:21 7336 19 female R 2 4 8 moral moralSelf U u 1 0.3244 
31-May-2018_15:55:22 7336 19 female R 2 4 9 moral immoralOther Y y 1 0.3701 
31-May-2018_15:55:24 7336 19 female R 2 4 10 moral immoralOther Y y 1 0.3810 
31-May-2018_15:55:25 7336 19 female R 2 4 11 moral immoralOther Y y 1 0.4173 
31-May-2018_15:55:27 7336 19 female R 2 4 12 moral immoralSelf Y y 1 0.3501 
31-May-2018_15:55:28 7336 19 female R 2 4 13 moral immoralOther Y y 1 0.3510 
31-May-2018_15:55:30 7336 19 female R 2 4 14 moral moralOther U u 1 0.4499 
31-May-2018_15:55:31 7336 19 female R 2 4 15 moral moralSelf U u 1 0.2628 
31-May-2018_15:55:33 7336 19 female R 2 4 16 moral immoralSelf Y y 1 0.5197 
31-May-2018_15:55:35 7336 19 female R 2 4 17 moral moralOther U u 1 0.4887 
31-May-2018_15:55:36 7336 19 female R 2 4 18 moral moralOther U u 1 0.4017 
31-May-2018_15:55:38 7336 19 female R 2 4 19 moral moralSelf U y 0 0.3829 
31-May-2018_15:55:40 7336 19 female R 2 4 20 moral moralSelf U u 1 0.4037 
31-May-2018_15:55:42 7336 19 female R 2 4 21 moral moralOther U u 1 0.4508 
31-May-2018_15:55:43 7336 19 female R 2 4 22 moral immoralSelf Y y 1 0.4184 
31-May-2018_15:55:45 7336 19 female R 2 4 23 moral moralSelf U y 0 0.2485 
31-May-2018_15:55:47 7336 19 female R 2 4 24 moral immoralSelf Y y 1 0.3278 
31-May-2018_15:55:53 7336 19 female R 2 5 1 moral immoralSelf Y y 1 0.3948 
31-May-2018_15:55:54 7336 19 female R 2 5 2 moral immoralOther Y y 1 0.2763 
31-May-2018_15:55:56 7336 19 female R 2 5 3 moral immoralSelf Y y 1 0.7097 
31-May-2018_15:55:58 7336 19 female R 2 5 4 moral immoralSelf Y y 1 0.3263 
31-May-2018_15:55:59 7336 19 female R 2 5 5 moral moralOther U u 1 0.2605 
31-May-2018_15:56:01 7336 19 female R 2 5 6 moral moralSelf U u 1 0.3099 
31-May-2018_15:56:02 7336 19 female R 2 5 7 moral moralOther U u 1 0.5030 
31-May-2018_15:56:04 7336 19 female R 2 5 8 moral immoralSelf Y y 1 0.4258 
31-May-2018_15:56:05 7336 19 female R 2 5 9 moral moralOther U u 1 0.3953 
31-May-2018_15:56:07 7336 19 female R 2 5 10 moral immoralOther Y y 1 0.6551 
31-May-2018_15:56:08 7336 19 female R 2 5 11 moral moralSelf U u 1 0.4024 
31-May-2018_15:56:10 7336 19 female R 2 5 12 moral immoralOther Y y 1 0.4787 
31-May-2018_15:56:12 7336 19 female R 2 5 13 moral moralSelf U u 1 0.3934 
31-May-2018_15:56:13 7336 19 female R 2 5 14 moral moralSelf U u 1 0.3946 
31-May-2018_15:56:15 7336 19 female R 2 5 15 moral moralOther U u 1 0.2963 
31-May-2018_15:56:16 7336 19 female R 2 5 16 moral moralSelf U u 1 0.3264 
31-May-2018_15:56:18 7336 19 female R 2 5 17 moral moralOther U u 1 0.4913 
31-May-2018_15:56:20 7336 19 female R 2 5 18 moral immoralOther Y y 1 0.4330 
31-May-2018_15:56:22 7336 19 female R 2 5 19 moral moralSelf U u 1 0.3733 
31-May-2018_15:56:23 7336 19 female R 2 5 20 moral immoralSelf Y y 1 0.4854 
31-May-2018_15:56:25 7336 19 female R 2 5 21 moral immoralSelf Y y 1 0.3424 
31-May-2018_15:56:26 7336 19 female R 2 5 22 moral immoralOther Y u 0 0.4308 
31-May-2018_15:56:28 7336 19 female R 2 5 23 moral moralOther U u 1 0.6709 
31-May-2018_15:56:29 7336 19 female R 2 5 24 moral immoralOther Y y 1 0.4890 
Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
31-May-2018_16:00:12 7336 19 female R 3 1 1 self moralOther J j 1 0.4762 
31-May-2018_16:00:14 7336 19 female R 3 1 2 self immoralOther J j 1 0.4208 
31-May-2018_16:00:15 7336 19 female R 3 1 3 self moralOther J j 1 0.4007 
31-May-2018_16:00:17 7336 19 female R 3 1 4 self immoralSelf H h 1 0.4087 
31-May-2018_16:00:18 7336 19 female R 3 1 5 self moralSelf H h 1 0.2976 
31-May-2018_16:00:20 7336 19 female R 3 1 6 self immoralSelf H h 1 0.3307 
31-May-2018_16:00:21 7336 19 female R 3 1 7 self moralSelf H h 1 0.2822 
31-May-2018_16:00:23 7336 19 female R 3 1 8 self moralOther J j 1 0.3139 
31-May-2018_16:00:24 7336 19 female R 3 1 9 self moralOther J j 1 0.2354 
31-May-2018_16:00:26 7336 19 female R 3 1 10 self moralSelf H h 1 0.4377 
31-May-2018_16:00:28 7336 19 female R 3 1 11 self moralSelf H h 1 0.2906 
31-May-2018_16:00:29 7336 19 female R 3 1 12 self moralSelf H h 1 0.3848 
31-May-2018_16:00:31 7336 19 female R 3 1 13 self immoralOther J j 1 0.4187 
31-May-2018_16:00:33 7336 19 female R 3 1 14 self immoralSelf H h 1 0.4134 
31-May-2018_16:00:34 7336 19 female R 3 1 15 self moralOther J j 1 0.4047 
31-May-2018_16:00:36 7336 19 female R 3 1 16 self immoralOther J j 1 0.5147 
31-May-2018_16:00:38 7336 19 female R 3 1 17 self immoralOther J j 1 0.5982 
31-May-2018_16:00:39 7336 19 female R 3 1 18 self immoralSelf H h 1 0.4162 
31-May-2018_16:00:41 7336 19 female R 3 1 19 self moralOther J j 1 0.3931 
31-May-2018_16:00:43 7336 19 female R 3 1 20 self immoralSelf H h 1 0.4887 
31-May-2018_16:00:44 7336 19 female R 3 1 21 self moralSelf H h 1 0.3406 
31-May-2018_16:00:46 7336 19 female R 3 1 22 self immoralOther J j 1 0.3326 
31-May-2018_16:00:47 7336 19 female R 3 1 23 self immoralSelf H h 1 0.4550 
31-May-2018_16:00:49 7336 19 female R 3 1 24 self immoralOther J j 1 0.4240 
31-May-2018_16:00:51 7336 19 female R 3 2 1 self moralOther J j 1 0.4358 
31-May-2018_16:00:53 7336 19 female R 3 2 2 self moralOther J j 1 0.3720 
