Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
16-May-2018_14:18:34 7315 20 female R 1 1 1 moral immoralOther U NA -1 1.0841 
16-May-2018_14:18:36 7315 20 female R 1 1 2 moral moralSelf Y y 1 0.6395 
16-May-2018_14:18:38 7315 20 female R 1 1 3 moral immoralSelf U NA -1 1.0841 
16-May-2018_14:18:40 7315 20 female R 1 1 4 moral moralSelf Y y 1 0.5301 
16-May-2018_14:18:42 7315 20 female R 1 1 5 moral immoralSelf U u 1 0.3750 
16-May-2018_14:18:43 7315 20 female R 1 1 6 moral moralSelf Y y 1 0.3656 
16-May-2018_14:18:45 7315 20 female R 1 1 7 moral immoralOther U u 1 0.2705 
16-May-2018_14:18:47 7315 20 female R 1 1 8 moral moralOther Y y 1 0.5111 
16-May-2018_14:18:49 7315 20 female R 1 1 9 moral immoralOther U u 1 0.9747 
16-May-2018_14:18:51 7315 20 female R 1 1 10 moral moralOther Y y 1 0.8487 
16-May-2018_14:18:53 7315 20 female R 1 1 11 moral immoralOther U u 1 0.5908 
16-May-2018_14:18:55 7315 20 female R 1 1 12 moral moralOther Y y 1 0.5287 
16-May-2018_14:18:57 7315 20 female R 1 1 13 moral moralSelf Y y 1 0.5232 
16-May-2018_14:18:59 7315 20 female R 1 1 14 moral immoralOther U u 1 0.6814 
16-May-2018_14:19:00 7315 20 female R 1 1 15 moral immoralSelf U u 1 0.3916 
16-May-2018_14:19:02 7315 20 female R 1 1 16 moral moralOther Y y 1 0.4773 
16-May-2018_14:19:04 7315 20 female R 1 1 17 moral immoralOther U y 0 0.4473 
16-May-2018_14:19:06 7315 20 female R 1 1 18 moral moralOther Y y 1 0.5269 
16-May-2018_14:19:08 7315 20 female R 1 1 19 moral moralSelf Y y 1 0.4733 
16-May-2018_14:19:09 7315 20 female R 1 1 20 moral immoralSelf U u 1 0.2471 
16-May-2018_14:19:11 7315 20 female R 1 1 21 moral moralSelf Y y 1 0.4810 
16-May-2018_14:19:12 7315 20 female R 1 1 22 moral immoralSelf U u 1 0.4646 
16-May-2018_14:19:14 7315 20 female R 1 1 23 moral moralOther Y y 1 0.4910 
16-May-2018_14:19:16 7315 20 female R 1 1 24 moral immoralSelf U u 1 0.4328 
16-May-2018_14:19:18 7315 20 female R 1 2 1 moral moralOther Y y 1 0.4573 
16-May-2018_14:19:20 7315 20 female R 1 2 2 moral moralSelf Y y 1 0.6964 
16-May-2018_14:19:21 7315 20 female R 1 2 3 moral immoralOther U u 1 0.4245 
16-May-2018_14:19:23 7315 20 female R 1 2 4 moral moralSelf Y y 1 0.5102 
16-May-2018_14:19:25 7315 20 female R 1 2 5 moral immoralOther U u 1 0.5639 
16-May-2018_14:19:26 7315 20 female R 1 2 6 moral immoralOther U u 1 0.4873 
16-May-2018_14:19:28 7315 20 female R 1 2 7 moral moralOther Y y 1 0.4676 
16-May-2018_14:19:30 7315 20 female R 1 2 8 moral moralSelf Y y 1 0.5208 
16-May-2018_14:19:32 7315 20 female R 1 2 9 moral immoralSelf U u 1 0.6866 
16-May-2018_14:19:34 7315 20 female R 1 2 10 moral moralSelf Y y 1 0.5408 
16-May-2018_14:19:36 7315 20 female R 1 2 11 moral moralSelf Y y 1 0.5201 
16-May-2018_14:19:37 7315 20 female R 1 2 12 moral immoralSelf U u 1 0.4378 
16-May-2018_14:19:39 7315 20 female R 1 2 13 moral moralOther Y y 1 0.5259 
16-May-2018_14:19:41 7315 20 female R 1 2 14 moral immoralSelf U u 1 0.5137 
16-May-2018_14:19:43 7315 20 female R 1 2 15 moral immoralSelf U u 1 0.4955 
16-May-2018_14:19:45 7315 20 female R 1 2 16 moral immoralOther U u 1 0.5619 
16-May-2018_14:19:47 7315 20 female R 1 2 17 moral moralOther Y y 1 0.4697 
16-May-2018_14:19:48 7315 20 female R 1 2 18 moral moralOther Y y 1 0.4331 
16-May-2018_14:19:50 7315 20 female R 1 2 19 moral immoralSelf U u 1 0.4967 
16-May-2018_14:19:52 7315 20 female R 1 2 20 moral moralOther Y y 1 0.4417 
16-May-2018_14:19:53 7315 20 female R 1 2 21 moral moralSelf Y y 1 0.6371 
16-May-2018_14:19:55 7315 20 female R 1 2 22 moral immoralSelf U u 1 0.3869 
16-May-2018_14:19:57 7315 20 female R 1 2 23 moral immoralOther U u 1 0.5027 
16-May-2018_14:19:59 7315 20 female R 1 2 24 moral immoralOther U u 1 0.5385 
16-May-2018_14:20:09 7315 20 female R 1 3 1 moral moralSelf Y y 1 0.4613 
16-May-2018_14:20:11 7315 20 female R 1 3 2 moral moralOther Y y 1 0.7597 
16-May-2018_14:20:13 7315 20 female R 1 3 3 moral immoralSelf U u 1 0.3786 
16-May-2018_14:20:15 7315 20 female R 1 3 4 moral immoralSelf U u 1 0.3839 
16-May-2018_14:20:16 7315 20 female R 1 3 5 moral immoralSelf U u 1 0.4032 
16-May-2018_14:20:18 7315 20 female R 1 3 6 moral immoralSelf U u 1 0.3219 
16-May-2018_14:20:20 7315 20 female R 1 3 7 moral immoralSelf U u 1 0.3205 
16-May-2018_14:20:21 7315 20 female R 1 3 8 moral immoralOther U u 1 0.4387 
16-May-2018_14:20:23 7315 20 female R 1 3 9 moral immoralOther U u 1 0.6129 
16-May-2018_14:20:25 7315 20 female R 1 3 10 moral moralSelf Y y 1 0.5298 
16-May-2018_14:20:27 7315 20 female R 1 3 11 moral moralSelf Y y 1 0.5609 
16-May-2018_14:20:28 7315 20 female R 1 3 12 moral moralSelf Y y 1 0.5204 
16-May-2018_14:20:30 7315 20 female R 1 3 13 moral moralOther Y y 1 0.5544 
16-May-2018_14:20:32 7315 20 female R 1 3 14 moral immoralOther U u 1 0.5135 
16-May-2018_14:20:34 7315 20 female R 1 3 15 moral moralSelf Y y 1 0.5277 
16-May-2018_14:20:36 7315 20 female R 1 3 16 moral moralOther Y y 1 0.9461 
16-May-2018_14:20:38 7315 20 female R 1 3 17 moral moralOther Y y 1 0.8102 
16-May-2018_14:20:40 7315 20 female R 1 3 18 moral moralOther Y y 1 0.6292 
16-May-2018_14:20:42 7315 20 female R 1 3 19 moral immoralOther U u 1 0.5313 
16-May-2018_14:20:44 7315 20 female R 1 3 20 moral immoralOther U y 0 0.8005 
16-May-2018_14:20:45 7315 20 female R 1 3 21 moral immoralOther U u 1 0.5404 
16-May-2018_14:20:47 7315 20 female R 1 3 22 moral moralOther Y y 1 0.4304 
16-May-2018_14:20:49 7315 20 female R 1 3 23 moral moralSelf Y y 1 0.4926 
16-May-2018_14:20:51 7315 20 female R 1 3 24 moral immoralSelf U u 1 0.5792 
16-May-2018_14:20:53 7315 20 female R 1 4 1 moral moralOther Y y 1 0.7449 
