Date Prac Sub Age Sex Hand Block Bin Trial Shape Label Match CorrResp Resp ACC RT
19-May-2018_13:43:40 Exp 7322 18 male R 1 1 1 moralSelf immoralOther mismatch m m 1 0.6951 
19-May-2018_13:43:43 Exp 7322 18 male R 1 1 2 moralOther immoralOther mismatch m m 1 0.6538 
19-May-2018_13:43:45 Exp 7322 18 male R 1 1 3 moralOther moralOther match n n 1 0.4036 
19-May-2018_13:43:47 Exp 7322 18 male R 1 1 4 immoralSelf immoralOther mismatch m n 0 0.7844 
19-May-2018_13:43:50 Exp 7322 18 male R 1 1 5 moralOther moralOther match n NA -1 1.0841 
19-May-2018_13:43:52 Exp 7322 18 male R 1 1 6 immoralSelf immoralSelf match n m 0 0.6312 
19-May-2018_13:43:55 Exp 7322 18 male R 1 1 7 immoralOther immoralOther match n n 1 0.9644 
19-May-2018_13:43:57 Exp 7322 18 male R 1 1 8 immoralOther immoralOther match n n 1 0.6206 
19-May-2018_13:43:59 Exp 7322 18 male R 1 1 9 immoralSelf immoralOther mismatch m n 0 0.7218 
19-May-2018_13:44:02 Exp 7322 18 male R 1 1 10 immoralSelf immoralSelf match n m 0 0.8410 
19-May-2018_13:44:04 Exp 7322 18 male R 1 1 11 moralSelf moralSelf match n m 0 0.8025 
19-May-2018_13:44:07 Exp 7322 18 male R 1 1 12 moralSelf moralOther mismatch m m 1 0.8153 
19-May-2018_13:44:09 Exp 7322 18 male R 1 1 13 moralOther moralOther match n n 1 0.4643 
19-May-2018_13:44:11 Exp 7322 18 male R 1 1 14 moralOther immoralOther mismatch m m 1 0.6903 
19-May-2018_13:44:13 Exp 7322 18 male R 1 1 15 immoralSelf moralSelf mismatch m m 1 0.8287 
19-May-2018_13:44:16 Exp 7322 18 male R 1 1 16 immoralOther immoralSelf mismatch m n 0 0.7700 
19-May-2018_13:44:18 Exp 7322 18 male R 1 1 17 immoralSelf immoralSelf match n m 0 0.8421 
19-May-2018_13:44:21 Exp 7322 18 male R 1 1 18 moralOther immoralOther mismatch m m 1 0.7636 
19-May-2018_13:44:23 Exp 7322 18 male R 1 1 19 moralSelf moralOther mismatch m m 1 0.5477 
19-May-2018_13:44:25 Exp 7322 18 male R 1 1 20 immoralOther moralOther mismatch m m 1 0.6753 
19-May-2018_13:44:28 Exp 7322 18 male R 1 1 21 immoralOther immoralOther match n n 1 0.9935 
19-May-2018_13:44:30 Exp 7322 18 male R 1 1 22 moralSelf moralSelf match n n 1 0.5941 
19-May-2018_13:44:32 Exp 7322 18 male R 1 1 23 immoralOther immoralSelf mismatch m m 1 0.7946 
19-May-2018_13:44:35 Exp 7322 18 male R 1 1 24 moralSelf moralSelf match n m 0 0.7072 
19-May-2018_13:44:37 Exp 7322 18 male R 1 2 1 moralSelf moralSelf match n n 1 0.6941 
19-May-2018_13:44:39 Exp 7322 18 male R 1 2 2 immoralOther immoralOther match n n 1 0.7568 
19-May-2018_13:44:42 Exp 7322 18 male R 1 2 3 immoralSelf immoralSelf match n m 0 0.6247 
19-May-2018_13:44:44 Exp 7322 18 male R 1 2 4 immoralSelf moralOther mismatch m m 1 0.8540 
19-May-2018_13:44:46 Exp 7322 18 male R 1 2 5 moralOther moralOther match n n 1 0.4517 
19-May-2018_13:44:49 Exp 7322 18 male R 1 2 6 moralOther moralSelf mismatch m n 0 0.5615 
19-May-2018_13:44:51 Exp 7322 18 male R 1 2 7 immoralSelf moralSelf mismatch m m 1 0.7252 
19-May-2018_13:44:53 Exp 7322 18 male R 1 2 8 immoralOther moralSelf mismatch m m 1 0.7164 
19-May-2018_13:44:56 Exp 7322 18 male R 1 2 9 immoralOther immoralOther match n m 0 0.6596 
19-May-2018_13:44:58 Exp 7322 18 male R 1 2 10 immoralSelf immoralSelf match n m 0 0.7895 
19-May-2018_13:45:00 Exp 7322 18 male R 1 2 11 immoralSelf moralOther mismatch m n 0 0.6861 
19-May-2018_13:45:03 Exp 7322 18 male R 1 2 12 immoralOther immoralSelf mismatch m m 1 0.6725 
19-May-2018_13:45:05 Exp 7322 18 male R 1 2 13 moralOther moralOther match n n 1 0.5429 
19-May-2018_13:45:07 Exp 7322 18 male R 1 2 14 immoralSelf immoralSelf match n m 0 0.5424 
19-May-2018_13:45:09 Exp 7322 18 male R 1 2 15 moralSelf immoralSelf mismatch m n 0 0.9340 
19-May-2018_13:45:12 Exp 7322 18 male R 1 2 16 moralOther moralOther match n n 1 0.6494 
19-May-2018_13:45:14 Exp 7322 18 male R 1 2 17 moralOther immoralSelf mismatch m m 1 0.6071 
19-May-2018_13:45:17 Exp 7322 18 male R 1 2 18 moralSelf immoralSelf mismatch m n 0 1.0439 
19-May-2018_13:45:19 Exp 7322 18 male R 1 2 19 moralOther immoralSelf mismatch m m 1 0.8454 
19-May-2018_13:45:21 Exp 7322 18 male R 1 2 20 immoralOther immoralOther match n m 0 0.6912 
19-May-2018_13:45:24 Exp 7322 18 male R 1 2 21 moralSelf moralSelf match n n 1 0.9139 
19-May-2018_13:45:26 Exp 7322 18 male R 1 2 22 moralSelf moralSelf match n n 1 0.5168 
19-May-2018_13:45:28 Exp 7322 18 male R 1 2 23 moralSelf immoralOther mismatch m m 1 0.6359 
19-May-2018_13:45:31 Exp 7322 18 male R 1 2 24 immoralOther immoralSelf mismatch m m 1 0.8054 
19-May-2018_13:45:33 Exp 7322 18 male R 1 3 1 moralOther moralOther match n n 1 0.6502 
19-May-2018_13:45:35 Exp 7322 18 male R 1 3 2 immoralSelf immoralSelf match n m 0 0.5280 
19-May-2018_13:45:38 Exp 7322 18 male R 1 3 3 immoralSelf immoralOther mismatch m m 1 0.7394 
19-May-2018_13:45:40 Exp 7322 18 male R 1 3 4 moralSelf moralSelf match n n 1 1.0670 
19-May-2018_13:45:43 Exp 7322 18 male R 1 3 5 immoralSelf immoralSelf match n m 0 0.7169 
19-May-2018_13:45:45 Exp 7322 18 male R 1 3 6 immoralSelf immoralSelf match n n 1 0.5801 
19-May-2018_13:45:48 Exp 7322 18 male R 1 3 7 immoralOther immoralOther match n NA -1 1.0841 
19-May-2018_13:45:50 Exp 7322 18 male R 1 3 8 moralOther immoralSelf mismatch m m 1 0.7709 
19-May-2018_13:45:52 Exp 7322 18 male R 1 3 9 moralOther moralOther match n n 1 0.6190 
19-May-2018_13:45:55 Exp 7322 18 male R 1 3 10 immoralOther immoralSelf mismatch m n 0 0.9400 
