Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
19-May-2018_15:41:50 7324 19 female R 1 1 1 self moralOther J j 1 0.8849 
19-May-2018_15:41:52 7324 19 female R 1 1 2 self moralOther J j 1 0.6446 
19-May-2018_15:41:54 7324 19 female R 1 1 3 self moralSelf H h 1 0.6117 
19-May-2018_15:41:56 7324 19 female R 1 1 4 self immoralOther J j 1 0.7379 
19-May-2018_15:41:58 7324 19 female R 1 1 5 self moralSelf H h 1 0.5845 
19-May-2018_15:41:59 7324 19 female R 1 1 6 self immoralSelf H h 1 0.4665 
19-May-2018_15:42:00 7324 19 female R 1 1 7 self immoralOther J j 1 0.5193 
19-May-2018_15:42:02 7324 19 female R 1 1 8 self immoralOther J j 1 0.4458 
19-May-2018_15:42:04 7324 19 female R 1 1 9 self immoralSelf H h 1 0.5702 
19-May-2018_15:42:06 7324 19 female R 1 1 10 self immoralOther J j 1 0.4841 
19-May-2018_15:42:08 7324 19 female R 1 1 11 self immoralOther J j 1 0.5849 
19-May-2018_15:42:10 7324 19 female R 1 1 12 self immoralSelf H h 1 0.4862 
19-May-2018_15:42:12 7324 19 female R 1 1 13 self moralOther J j 1 0.8114 
19-May-2018_15:42:13 7324 19 female R 1 1 14 self immoralSelf H j 0 0.5394 
19-May-2018_15:42:15 7324 19 female R 1 1 15 self moralOther J j 1 0.9617 
19-May-2018_15:42:17 7324 19 female R 1 1 16 self immoralSelf H h 1 0.5029 
19-May-2018_15:42:19 7324 19 female R 1 1 17 self moralSelf H h 1 0.6093 
19-May-2018_15:42:21 7324 19 female R 1 1 18 self moralSelf H h 1 0.4260 
19-May-2018_15:42:22 7324 19 female R 1 1 19 self moralOther J h 0 0.4086 
19-May-2018_15:42:24 7324 19 female R 1 1 20 self moralOther J j 1 0.5742 
19-May-2018_15:42:25 7324 19 female R 1 1 21 self moralSelf H h 1 0.5973 
19-May-2018_15:42:27 7324 19 female R 1 1 22 self immoralOther J j 1 0.5424 
19-May-2018_15:42:29 7324 19 female R 1 1 23 self immoralSelf H h 1 0.4050 
19-May-2018_15:42:31 7324 19 female R 1 1 24 self moralSelf H h 1 0.6103 
19-May-2018_15:42:33 7324 19 female R 1 2 1 self moralSelf H h 1 0.5181 
19-May-2018_15:42:34 7324 19 female R 1 2 2 self moralSelf H h 1 0.3649 
19-May-2018_15:42:36 7324 19 female R 1 2 3 self moralSelf H h 1 0.4651 
19-May-2018_15:42:37 7324 19 female R 1 2 4 self moralOther J h 0 0.3499 
19-May-2018_15:42:39 7324 19 female R 1 2 5 self moralSelf H h 1 0.4699 
19-May-2018_15:42:41 7324 19 female R 1 2 6 self moralOther J j 1 0.4332 
19-May-2018_15:42:42 7324 19 female R 1 2 7 self moralOther J j 1 0.4658 
19-May-2018_15:42:44 7324 19 female R 1 2 8 self immoralSelf H h 1 0.5237 
19-May-2018_15:42:46 7324 19 female R 1 2 9 self immoralOther J j 1 0.6490 
19-May-2018_15:42:48 7324 19 female R 1 2 10 self immoralOther J j 1 0.7211 
19-May-2018_15:42:50 7324 19 female R 1 2 11 self moralOther J j 1 0.5278 
19-May-2018_15:42:52 7324 19 female R 1 2 12 self immoralSelf H h 1 0.4530 
19-May-2018_15:42:53 7324 19 female R 1 2 13 self immoralSelf H h 1 0.4493 
19-May-2018_15:42:55 7324 19 female R 1 2 14 self immoralSelf H h 1 0.4757 
19-May-2018_15:42:57 7324 19 female R 1 2 15 self immoralOther J h 0 0.4669 
19-May-2018_15:42:59 7324 19 female R 1 2 16 self immoralOther J NA -1 1.1561 
19-May-2018_15:43:01 7324 19 female R 1 2 17 self moralSelf H h 1 0.7282 
19-May-2018_15:43:03 7324 19 female R 1 2 18 self immoralSelf H h 1 0.6172 
19-May-2018_15:43:04 7324 19 female R 1 2 19 self moralOther J h 0 0.3226 
19-May-2018_15:43:06 7324 19 female R 1 2 20 self immoralOther J j 1 0.5937 
19-May-2018_15:43:08 7324 19 female R 1 2 21 self moralSelf H h 1 0.5971 
19-May-2018_15:43:10 7324 19 female R 1 2 22 self immoralOther J j 1 0.5850 
19-May-2018_15:43:12 7324 19 female R 1 2 23 self immoralSelf H h 1 0.3973 
19-May-2018_15:43:13 7324 19 female R 1 2 24 self moralOther J j 1 0.5658 
19-May-2018_15:43:20 7324 19 female R 1 3 1 self immoralOther J j 1 0.6395 
19-May-2018_15:43:22 7324 19 female R 1 3 2 self immoralSelf H h 1 0.6504 
19-May-2018_15:43:24 7324 19 female R 1 3 3 self immoralOther J j 1 0.6627 
19-May-2018_15:43:25 7324 19 female R 1 3 4 self immoralSelf H h 1 0.5569 
19-May-2018_15:43:27 7324 19 female R 1 3 5 self immoralOther J j 1 0.5278 
19-May-2018_15:43:29 7324 19 female R 1 3 6 self immoralSelf H h 1 0.5467 
19-May-2018_15:43:30 7324 19 female R 1 3 7 self immoralSelf H h 1 0.5523 
19-May-2018_15:43:32 7324 19 female R 1 3 8 self immoralOther J j 1 0.7233 
19-May-2018_15:43:34 7324 19 female R 1 3 9 self moralOther J j 1 0.8692 
19-May-2018_15:43:36 7324 19 female R 1 3 10 self moralSelf H h 1 0.3705 
19-May-2018_15:43:38 7324 19 female R 1 3 11 self moralOther J j 1 0.7791 
19-May-2018_15:43:40 7324 19 female R 1 3 12 self moralSelf H h 1 0.5151 
19-May-2018_15:43:42 7324 19 female R 1 3 13 self moralSelf H h 1 0.8060 
19-May-2018_15:43:44 7324 19 female R 1 3 14 self moralOther J j 1 0.4531 
19-May-2018_15:43:45 7324 19 female R 1 3 15 self immoralSelf H j 0 0.6424 
19-May-2018_15:43:48 7324 19 female R 1 3 16 self immoralSelf H h 1 0.7370 
19-May-2018_15:43:50 7324 19 female R 1 3 17 self moralSelf H h 1 0.5442 
19-May-2018_15:43:51 7324 19 female R 1 3 18 self moralOther J j 1 0.6393 
19-May-2018_15:43:53 7324 19 female R 1 3 19 self moralSelf H h 1 0.6793 
19-May-2018_15:43:55 7324 19 female R 1 3 20 self moralSelf H h 1 0.4427 
19-May-2018_15:43:57 7324 19 female R 1 3 21 self immoralOther J j 1 0.5684 
19-May-2018_15:43:59 7324 19 female R 1 3 22 self moralOther J j 1 0.6001 
