Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
19-May-2018_15:38:12 7323 20 male R 1 1 1 moral immoralOther U NA -1 1.0790 
19-May-2018_15:38:15 7323 20 male R 1 1 2 moral immoralSelf U NA -1 1.0790 
19-May-2018_15:38:17 7323 20 male R 1 1 3 moral moralOther Y NA -1 1.0790 
19-May-2018_15:38:19 7323 20 male R 1 1 4 moral immoralSelf U NA -1 1.0790 
19-May-2018_15:38:21 7323 20 male R 1 1 5 moral moralOther Y NA -1 1.0790 
19-May-2018_15:38:24 7323 20 male R 1 1 6 moral immoralSelf U NA -1 1.0790 
19-May-2018_15:38:26 7323 20 male R 1 1 7 moral moralSelf Y NA -1 1.0790 
19-May-2018_15:38:28 7323 20 male R 1 1 8 moral moralSelf Y NA -1 1.0789 
19-May-2018_15:38:31 7323 20 male R 1 1 9 moral immoralSelf U NA -1 1.0790 
19-May-2018_15:38:33 7323 20 male R 1 1 10 moral immoralOther U NA -1 1.0790 
19-May-2018_15:38:36 7323 20 male R 1 1 11 moral moralOther Y NA -1 1.0790 
19-May-2018_15:38:38 7323 20 male R 1 1 12 moral moralSelf Y NA -1 1.0790 
19-May-2018_15:38:41 7323 20 male R 1 1 13 moral moralSelf Y NA -1 1.0790 
19-May-2018_15:38:43 7323 20 male R 1 1 14 moral moralOther Y y 1 0.8866 
19-May-2018_15:38:45 7323 20 male R 1 1 15 moral immoralSelf U u 1 0.7306 
19-May-2018_15:38:47 7323 20 male R 1 1 16 moral immoralOther U u 1 0.9427 
19-May-2018_15:38:49 7323 20 male R 1 1 17 moral moralSelf Y y 1 0.6650 
19-May-2018_15:38:51 7323 20 male R 1 1 18 moral moralOther Y NA -1 1.0790 
19-May-2018_15:38:53 7323 20 male R 1 1 19 moral moralOther Y y 1 0.6051 
19-May-2018_15:38:55 7323 20 male R 1 1 20 moral immoralOther U u 1 0.6513 
19-May-2018_15:38:57 7323 20 male R 1 1 21 moral immoralOther U u 1 0.6194 
