Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
07-Jun-2018_15:54:04 7345 19 male R 1 1 1 moral immoralSelf Y NA -1 1.1081 
07-Jun-2018_15:54:06 7345 19 male R 1 1 2 moral immoralSelf Y y 1 0.9595 
07-Jun-2018_15:54:08 7345 19 male R 1 1 3 moral moralSelf U u 1 0.7262 
07-Jun-2018_15:54:10 7345 19 male R 1 1 4 moral moralOther U u 1 0.7502 
07-Jun-2018_15:54:11 7345 19 male R 1 1 5 moral moralOther U u 1 0.4957 
07-Jun-2018_15:54:13 7345 19 male R 1 1 6 moral immoralOther Y y 1 0.8689 
07-Jun-2018_15:54:15 7345 19 male R 1 1 7 moral moralOther U u 1 0.5895 
07-Jun-2018_15:54:17 7345 19 male R 1 1 8 moral moralOther U u 1 0.5255 
07-Jun-2018_15:54:19 7345 19 male R 1 1 9 moral immoralOther Y y 1 0.7124 
07-Jun-2018_15:54:20 7345 19 male R 1 1 10 moral moralOther U u 1 0.6075 
07-Jun-2018_15:54:22 7345 19 male R 1 1 11 moral immoralSelf Y y 1 0.7516 
07-Jun-2018_15:54:24 7345 19 male R 1 1 12 moral immoralSelf Y y 1 0.5762 
07-Jun-2018_15:54:26 7345 19 male R 1 1 13 moral moralSelf U u 1 0.5278 
07-Jun-2018_15:54:27 7345 19 male R 1 1 14 moral moralSelf U u 1 0.3472 
07-Jun-2018_15:54:29 7345 19 male R 1 1 15 moral immoralSelf Y y 1 0.5354 
07-Jun-2018_15:54:31 7345 19 male R 1 1 16 moral immoralOther Y y 1 0.6150 
07-Jun-2018_15:54:33 7345 19 male R 1 1 17 moral immoralOther Y y 1 0.7065 
07-Jun-2018_15:54:35 7345 19 male R 1 1 18 moral moralOther U u 1 0.4919 
07-Jun-2018_15:54:37 7345 19 male R 1 1 19 moral moralSelf U u 1 0.6016 
07-Jun-2018_15:54:39 7345 19 male R 1 1 20 moral immoralOther Y y 1 0.5283 
07-Jun-2018_15:54:40 7345 19 male R 1 1 21 moral moralSelf U u 1 0.5190 
07-Jun-2018_15:54:42 7345 19 male R 1 1 22 moral immoralSelf Y y 1 0.5373 
07-Jun-2018_15:54:44 7345 19 male R 1 1 23 moral moralSelf U u 1 0.4852 
07-Jun-2018_15:54:46 7345 19 male R 1 1 24 moral immoralOther Y y 1 0.4114 
07-Jun-2018_15:54:47 7345 19 male R 1 2 1 moral immoralOther Y y 1 0.4746 
07-Jun-2018_15:54:49 7345 19 male R 1 2 2 moral immoralSelf Y u 0 0.4045 
07-Jun-2018_15:54:50 7345 19 male R 1 2 3 moral immoralOther Y y 1 0.5387 
07-Jun-2018_15:54:52 7345 19 male R 1 2 4 moral immoralSelf Y y 1 0.3453 
