Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
07-Jun-2018_14:06:42 7344 20 female R 1 1 1 self immoralSelf H h 1 0.6366 
07-Jun-2018_14:06:44 7344 20 female R 1 1 2 self moralSelf H j 0 0.5308 
07-Jun-2018_14:06:46 7344 20 female R 1 1 3 self moralSelf H NA -1 1.0850 
07-Jun-2018_14:06:48 7344 20 female R 1 1 4 self immoralOther J j 1 0.5570 
07-Jun-2018_14:06:49 7344 20 female R 1 1 5 self moralOther J j 1 0.5772 
07-Jun-2018_14:06:51 7344 20 female R 1 1 6 self immoralSelf H h 1 0.4432 
07-Jun-2018_14:06:53 7344 20 female R 1 1 7 self immoralSelf H h 1 0.4013 
07-Jun-2018_14:06:55 7344 20 female R 1 1 8 self moralSelf H h 1 0.4413 
07-Jun-2018_14:06:56 7344 20 female R 1 1 9 self immoralOther J j 1 0.4294 
07-Jun-2018_14:06:58 7344 20 female R 1 1 10 self moralOther J j 1 0.4097 
07-Jun-2018_14:07:00 7344 20 female R 1 1 11 self moralOther J j 1 0.3635 
07-Jun-2018_14:07:02 7344 20 female R 1 1 12 self moralSelf H h 1 0.4538 
07-Jun-2018_14:07:03 7344 20 female R 1 1 13 self immoralSelf H h 1 0.4439 
07-Jun-2018_14:07:05 7344 20 female R 1 1 14 self immoralOther J j 1 0.4281 
07-Jun-2018_14:07:07 7344 20 female R 1 1 15 self immoralSelf H h 1 0.4383 
07-Jun-2018_14:07:09 7344 20 female R 1 1 16 self moralSelf H h 1 0.3723 
07-Jun-2018_14:07:10 7344 20 female R 1 1 17 self immoralSelf H h 1 0.3563 
07-Jun-2018_14:07:12 7344 20 female R 1 1 18 self moralOther J j 1 0.4784 
07-Jun-2018_14:07:14 7344 20 female R 1 1 19 self immoralOther J j 1 0.3665 
07-Jun-2018_14:07:16 7344 20 female R 1 1 20 self moralSelf H h 1 0.4227 
07-Jun-2018_14:07:17 7344 20 female R 1 1 21 self moralOther J j 1 0.4348 
07-Jun-2018_14:07:19 7344 20 female R 1 1 22 self immoralOther J j 1 0.4948 
07-Jun-2018_14:07:21 7344 20 female R 1 1 23 self moralOther J j 1 0.3709 
07-Jun-2018_14:07:22 7344 20 female R 1 1 24 self immoralOther J j 1 0.3870 
07-Jun-2018_14:07:24 7344 20 female R 1 2 1 self moralOther J j 1 0.4312 
07-Jun-2018_14:07:25 7344 20 female R 1 2 2 self moralOther J j 1 0.4213 
07-Jun-2018_14:07:27 7344 20 female R 1 2 3 self moralSelf H h 1 0.3392 
07-Jun-2018_14:07:28 7344 20 female R 1 2 4 self moralSelf H h 1 0.3274 
07-Jun-2018_14:07:30 7344 20 female R 1 2 5 self immoralSelf H h 1 0.2916 
07-Jun-2018_14:07:32 7344 20 female R 1 2 6 self immoralSelf H h 1 0.3196 
07-Jun-2018_14:07:33 7344 20 female R 1 2 7 self immoralSelf H h 1 0.2417 
07-Jun-2018_14:07:35 7344 20 female R 1 2 8 self moralSelf H h 1 0.2998 
07-Jun-2018_14:07:37 7344 20 female R 1 2 9 self immoralSelf H h 1 0.2658 
07-Jun-2018_14:07:38 7344 20 female R 1 2 10 self moralOther J h 0 0.2740 
07-Jun-2018_14:07:40 7344 20 female R 1 2 11 self immoralOther J j 1 0.3840 
07-Jun-2018_14:07:41 7344 20 female R 1 2 12 self moralOther J j 1 0.3582 
07-Jun-2018_14:07:43 7344 20 female R 1 2 13 self immoralOther J j 1 0.3622 
07-Jun-2018_14:07:44 7344 20 female R 1 2 14 self immoralOther J j 1 0.3023 
07-Jun-2018_14:07:46 7344 20 female R 1 2 15 self moralSelf H h 1 0.3904 
07-Jun-2018_14:07:48 7344 20 female R 1 2 16 self moralSelf H h 1 0.2905 
07-Jun-2018_14:07:49 7344 20 female R 1 2 17 self immoralSelf H h 1 0.3586 
07-Jun-2018_14:07:51 7344 20 female R 1 2 18 self immoralOther J h 0 0.3148 
