Date Prac Sub Age Sex Hand Block Bin Trial Shape Label Match CorrResp Resp ACC RT
06-Jun-2018_15:40:34 Exp 7341 24 male R 1 1 1 moralOther moralOther match m m 1 0.4893 
06-Jun-2018_15:40:37 Exp 7341 24 male R 1 1 2 moralOther immoralSelf mismatch n n 1 0.5159 
06-Jun-2018_15:40:39 Exp 7341 24 male R 1 1 3 moralSelf moralSelf match m m 1 0.5070 
06-Jun-2018_15:40:41 Exp 7341 24 male R 1 1 4 immoralSelf immoralSelf match m n 0 0.7739 
06-Jun-2018_15:40:43 Exp 7341 24 male R 1 1 5 immoralSelf immoralSelf match m m 1 0.6183 
06-Jun-2018_15:40:46 Exp 7341 24 male R 1 1 6 immoralOther immoralSelf mismatch n n 1 0.6113 
06-Jun-2018_15:40:48 Exp 7341 24 male R 1 1 7 moralOther immoralSelf mismatch n n 1 0.7884 
06-Jun-2018_15:40:50 Exp 7341 24 male R 1 1 8 moralSelf immoralSelf mismatch n n 1 0.6209 
06-Jun-2018_15:40:53 Exp 7341 24 male R 1 1 9 immoralOther moralSelf mismatch n m 0 0.8181 
06-Jun-2018_15:40:55 Exp 7341 24 male R 1 1 10 moralOther moralOther match m m 1 0.5791 
06-Jun-2018_15:40:57 Exp 7341 24 male R 1 1 11 immoralSelf moralSelf mismatch n n 1 0.5755 
06-Jun-2018_15:40:59 Exp 7341 24 male R 1 1 12 moralSelf immoralSelf mismatch n n 1 0.6199 
06-Jun-2018_15:41:02 Exp 7341 24 male R 1 1 13 immoralOther immoralSelf mismatch n n 1 0.5969 
06-Jun-2018_15:41:04 Exp 7341 24 male R 1 1 14 moralSelf moralSelf match m m 1 0.6214 
06-Jun-2018_15:41:06 Exp 7341 24 male R 1 1 15 moralOther moralSelf mismatch n m 0 0.6907 
06-Jun-2018_15:41:08 Exp 7341 24 male R 1 1 16 moralSelf moralSelf match m m 1 0.4852 
06-Jun-2018_15:41:10 Exp 7341 24 male R 1 1 17 immoralOther immoralOther match m m 1 0.5356 
06-Jun-2018_15:41:13 Exp 7341 24 male R 1 1 18 moralSelf immoralOther mismatch n n 1 0.5550 
06-Jun-2018_15:41:15 Exp 7341 24 male R 1 1 19 immoralSelf immoralSelf match m m 1 0.7428 
06-Jun-2018_15:41:17 Exp 7341 24 male R 1 1 20 moralOther moralOther match m m 1 0.5985 
06-Jun-2018_15:41:19 Exp 7341 24 male R 1 1 21 immoralOther immoralOther match m m 1 0.5792 
06-Jun-2018_15:41:22 Exp 7341 24 male R 1 1 22 immoralSelf moralSelf mismatch n n 1 0.4716 
06-Jun-2018_15:41:24 Exp 7341 24 male R 1 1 23 immoralOther immoralOther match m m 1 0.5018 
06-Jun-2018_15:41:26 Exp 7341 24 male R 1 1 24 immoralSelf immoralOther mismatch n n 1 0.7005 
06-Jun-2018_15:41:28 Exp 7341 24 male R 1 2 1 immoralOther immoralOther match m m 1 0.5231 
06-Jun-2018_15:41:30 Exp 7341 24 male R 1 2 2 moralOther immoralSelf mismatch n n 1 0.5383 
06-Jun-2018_15:41:33 Exp 7341 24 male R 1 2 3 immoralSelf immoralSelf match m m 1 0.8899 
06-Jun-2018_15:41:35 Exp 7341 24 male R 1 2 4 immoralOther immoralSelf mismatch n n 1 0.5644 
06-Jun-2018_15:41:37 Exp 7341 24 male R 1 2 5 moralOther immoralOther mismatch n m 0 0.4685 
06-Jun-2018_15:41:39 Exp 7341 24 male R 1 2 6 moralOther moralOther match m m 1 0.4426 
06-Jun-2018_15:41:42 Exp 7341 24 male R 1 2 7 immoralOther immoralOther match m m 1 0.6282 
06-Jun-2018_15:41:44 Exp 7341 24 male R 1 2 8 moralSelf moralOther mismatch n n 1 0.5454 
06-Jun-2018_15:41:46 Exp 7341 24 male R 1 2 9 immoralSelf immoralOther mismatch n n 1 0.6330 
06-Jun-2018_15:41:48 Exp 7341 24 male R 1 2 10 immoralSelf moralSelf mismatch n n 1 0.7625 
06-Jun-2018_15:41:51 Exp 7341 24 male R 1 2 11 moralSelf moralOther mismatch n m 0 0.5787 
06-Jun-2018_15:41:53 Exp 7341 24 male R 1 2 12 moralSelf moralSelf match m m 1 0.5430 
06-Jun-2018_15:41:55 Exp 7341 24 male R 1 2 13 moralSelf immoralSelf mismatch n n 1 0.5346 
06-Jun-2018_15:41:57 Exp 7341 24 male R 1 2 14 immoralOther moralSelf mismatch n n 1 0.7060 
06-Jun-2018_15:42:00 Exp 7341 24 male R 1 2 15 moralSelf moralSelf match m n 0 0.6128 
06-Jun-2018_15:42:02 Exp 7341 24 male R 1 2 16 immoralSelf immoralSelf match m m 1 0.5979 
06-Jun-2018_15:42:04 Exp 7341 24 male R 1 2 17 immoralOther immoralOther match m n 0 0.6348 
06-Jun-2018_15:42:06 Exp 7341 24 male R 1 2 18 immoralSelf immoralOther mismatch n n 1 0.6843 
06-Jun-2018_15:42:09 Exp 7341 24 male R 1 2 19 immoralOther moralOther mismatch n n 1 0.7106 
06-Jun-2018_15:42:11 Exp 7341 24 male R 1 2 20 moralOther moralOther match m m 1 0.5296 
06-Jun-2018_15:42:13 Exp 7341 24 male R 1 2 21 immoralSelf immoralSelf match m n 0 0.7729 
06-Jun-2018_15:42:15 Exp 7341 24 male R 1 2 22 moralOther moralOther match m m 1 0.4931 
