Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
16-May-2018_15:42:31 7316 21 female R 1 1 1 self moralSelf H h 1 0.6206 
16-May-2018_15:42:34 7316 21 female R 1 1 2 self immoralOther J j 1 0.7466 
16-May-2018_15:42:35 7316 21 female R 1 1 3 self immoralSelf H h 1 0.5668 
16-May-2018_15:42:37 7316 21 female R 1 1 4 self moralOther J j 1 0.5968 
16-May-2018_15:42:39 7316 21 female R 1 1 5 self moralSelf H h 1 0.4151 
16-May-2018_15:42:41 7316 21 female R 1 1 6 self immoralSelf H h 1 0.5392 
16-May-2018_15:42:43 7316 21 female R 1 1 7 self moralSelf H h 1 0.4633 
16-May-2018_15:42:45 7316 21 female R 1 1 8 self immoralSelf H h 1 0.7433 
16-May-2018_15:42:47 7316 21 female R 1 1 9 self immoralOther J j 1 0.4856 
16-May-2018_15:42:48 7316 21 female R 1 1 10 self immoralOther J j 1 0.5456 
16-May-2018_15:42:50 7316 21 female R 1 1 11 self immoralSelf H h 1 0.6376 
16-May-2018_15:42:52 7316 21 female R 1 1 12 self immoralOther J j 1 0.5237 
16-May-2018_15:42:54 7316 21 female R 1 1 13 self immoralOther J j 1 0.4718 
16-May-2018_15:42:56 7316 21 female R 1 1 14 self moralOther J j 1 0.5619 
16-May-2018_15:42:58 7316 21 female R 1 1 15 self moralOther J j 1 0.5681 
16-May-2018_15:43:00 7316 21 female R 1 1 16 self moralSelf H h 1 0.5161 
16-May-2018_15:43:01 7316 21 female R 1 1 17 self moralOther J j 1 0.6162 
16-May-2018_15:43:03 7316 21 female R 1 1 18 self moralOther J j 1 0.4904 
16-May-2018_15:43:06 7316 21 female R 1 1 19 self immoralSelf H h 1 0.6525 
16-May-2018_15:43:08 7316 21 female R 1 1 20 self moralOther J j 1 0.5986 
16-May-2018_15:43:09 7316 21 female R 1 1 21 self moralSelf H h 1 0.4867 
16-May-2018_15:43:11 7316 21 female R 1 1 22 self immoralOther J j 1 0.4948 
16-May-2018_15:43:13 7316 21 female R 1 1 23 self immoralSelf H j 0 0.5009 
