Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
20-May-2018_16:52:41 7326 20 male R 1 1 1 self immoralOther J NA -1 1.0260 
20-May-2018_16:52:43 7326 20 male R 1 1 2 self immoralSelf H NA -1 1.0260 
20-May-2018_16:52:45 7326 20 male R 1 1 3 self immoralOther J j 1 0.6030 
20-May-2018_16:52:47 7326 20 male R 1 1 4 self moralOther J j 1 0.7271 
20-May-2018_16:52:49 7326 20 male R 1 1 5 self moralSelf H h 1 0.5192 
20-May-2018_16:52:51 7326 20 male R 1 1 6 self immoralSelf H h 1 0.5633 
20-May-2018_16:52:53 7326 20 male R 1 1 7 self moralSelf H h 1 0.5514 
20-May-2018_16:52:54 7326 20 male R 1 1 8 self immoralSelf H h 1 0.5155 
20-May-2018_16:52:56 7326 20 male R 1 1 9 self moralSelf H h 1 0.5416 
20-May-2018_16:52:58 7326 20 male R 1 1 10 self immoralOther J j 1 0.5117 
20-May-2018_16:52:59 7326 20 male R 1 1 11 self moralOther J j 1 0.4638 
20-May-2018_16:53:01 7326 20 male R 1 1 12 self moralOther J j 1 0.4619 
20-May-2018_16:53:03 7326 20 male R 1 1 13 self moralSelf H j 0 0.4280 
20-May-2018_16:53:05 7326 20 male R 1 1 14 self immoralOther J j 1 0.7001 
20-May-2018_16:53:06 7326 20 male R 1 1 15 self immoralSelf H h 1 0.4562 
20-May-2018_16:53:08 7326 20 male R 1 1 16 self moralOther J j 1 0.5342 
20-May-2018_16:53:10 7326 20 male R 1 1 17 self immoralOther J j 1 0.9104 
20-May-2018_16:53:12 7326 20 male R 1 1 18 self moralSelf H h 1 0.5285 
20-May-2018_16:53:14 7326 20 male R 1 1 19 self moralOther J j 1 0.6246 
20-May-2018_16:53:15 7326 20 male R 1 1 20 self immoralSelf H h 1 0.5888 
20-May-2018_16:53:17 7326 20 male R 1 1 21 self immoralSelf H h 1 0.4651 
