Date Prac Sub Age Sex Hand Block Bin Trial Shape Label Match CorrResp Resp ACC RT
30-May-2018_15:34:36 Exp 7331 19 male R 1 1 1 moralOther moralOther match n m 0 0.7950 
30-May-2018_15:34:38 Exp 7331 19 male R 1 1 2 moralSelf moralSelf match n n 1 0.5566 
30-May-2018_15:34:40 Exp 7331 19 male R 1 1 3 immoralSelf moralSelf mismatch m m 1 0.7054 
30-May-2018_15:34:42 Exp 7331 19 male R 1 1 4 immoralOther moralSelf mismatch m m 1 0.7493 
30-May-2018_15:34:44 Exp 7331 19 male R 1 1 5 moralOther moralSelf mismatch m m 1 0.6778 
30-May-2018_15:34:46 Exp 7331 19 male R 1 1 6 moralSelf immoralSelf mismatch m m 1 0.7650 
30-May-2018_15:34:49 Exp 7331 19 male R 1 1 7 immoralSelf immoralSelf match n m 0 0.6459 
30-May-2018_15:34:51 Exp 7331 19 male R 1 1 8 immoralOther immoralSelf mismatch m m 1 0.9006 
30-May-2018_15:34:53 Exp 7331 19 male R 1 1 9 moralSelf immoralOther mismatch m m 1 0.5963 
30-May-2018_15:34:55 Exp 7331 19 male R 1 1 10 immoralSelf immoralSelf match n m 0 0.7497 
30-May-2018_15:34:58 Exp 7331 19 male R 1 1 11 immoralSelf moralSelf mismatch m n 0 0.8943 
30-May-2018_15:35:00 Exp 7331 19 male R 1 1 12 moralOther moralOther match n n 1 0.6859 
30-May-2018_15:35:02 Exp 7331 19 male R 1 1 13 moralOther immoralOther mismatch m m 1 0.6413 
30-May-2018_15:35:04 Exp 7331 19 male R 1 1 14 moralOther moralSelf mismatch m m 1 0.6357 
30-May-2018_15:35:06 Exp 7331 19 male R 1 1 15 moralSelf moralSelf match n n 1 0.4862 
30-May-2018_15:35:08 Exp 7331 19 male R 1 1 16 immoralOther immoralOther match n m 0 0.7375 
30-May-2018_15:35:10 Exp 7331 19 male R 1 1 17 moralOther moralOther match n n 1 0.7578 
30-May-2018_15:35:13 Exp 7331 19 male R 1 1 18 immoralOther immoralSelf mismatch m m 1 0.6586 
30-May-2018_15:35:15 Exp 7331 19 male R 1 1 19 moralSelf moralOther mismatch m n 0 0.5975 
30-May-2018_15:35:17 Exp 7331 19 male R 1 1 20 immoralOther immoralOther match n m 0 0.7712 
30-May-2018_15:35:19 Exp 7331 19 male R 1 1 21 immoralSelf moralOther mismatch m m 1 0.7243 
30-May-2018_15:35:21 Exp 7331 19 male R 1 1 22 immoralSelf immoralSelf match n n 1 0.7963 
30-May-2018_15:35:23 Exp 7331 19 male R 1 1 23 moralSelf moralSelf match n n 1 0.5258 
30-May-2018_15:35:26 Exp 7331 19 male R 1 1 24 immoralOther immoralOther match n n 1 1.0219 
30-May-2018_15:35:28 Exp 7331 19 male R 1 2 1 immoralOther moralSelf mismatch m m 1 0.6041 
30-May-2018_15:35:30 Exp 7331 19 male R 1 2 2 moralSelf immoralSelf mismatch m m 1 0.8498 
30-May-2018_15:35:33 Exp 7331 19 male R 1 2 3 moralSelf moralSelf match n n 1 0.9445 
30-May-2018_15:35:35 Exp 7331 19 male R 1 2 4 moralOther moralOther match n n 1 0.8571 
30-May-2018_15:35:37 Exp 7331 19 male R 1 2 5 immoralOther moralOther mismatch m n 0 0.7160 
30-May-2018_15:35:39 Exp 7331 19 male R 1 2 6 immoralSelf immoralSelf match n m 0 0.7561 
30-May-2018_15:35:41 Exp 7331 19 male R 1 2 7 immoralSelf moralSelf mismatch m n 0 0.4889 
30-May-2018_15:35:43 Exp 7331 19 male R 1 2 8 moralOther moralSelf mismatch m m 1 0.6203 
30-May-2018_15:35:46 Exp 7331 19 male R 1 2 9 moralOther moralSelf mismatch m m 1 0.6782 
30-May-2018_15:35:48 Exp 7331 19 male R 1 2 10 immoralSelf immoralSelf match n n 1 0.9014 
30-May-2018_15:35:50 Exp 7331 19 male R 1 2 11 moralSelf immoralOther mismatch m m 1 0.8450 
30-May-2018_15:35:53 Exp 7331 19 male R 1 2 12 moralOther moralOther match n n 1 0.8836 
