Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
19-May-2018_13:59:28 7322 18 male R 1 1 1 self moralSelf J j 1 0.7510 
19-May-2018_13:59:30 7322 18 male R 1 1 2 self immoralOther H NA -1 1.0841 
19-May-2018_13:59:32 7322 18 male R 1 1 3 self immoralSelf J NA -1 1.0841 
19-May-2018_13:59:35 7322 18 male R 1 1 4 self moralOther H NA -1 1.0841 
19-May-2018_13:59:37 7322 18 male R 1 1 5 self moralSelf J j 1 0.8794 
19-May-2018_13:59:40 7322 18 male R 1 1 6 self immoralSelf J j 1 0.9581 
19-May-2018_13:59:42 7322 18 male R 1 1 7 self moralSelf J h 0 0.6989 
19-May-2018_13:59:44 7322 18 male R 1 1 8 self immoralSelf J h 0 0.9799 
19-May-2018_13:59:46 7322 18 male R 1 1 9 self immoralOther H NA -1 1.0841 
19-May-2018_13:59:48 7322 18 male R 1 1 10 self immoralOther H h 1 0.7264 
19-May-2018_13:59:50 7322 18 male R 1 1 11 self immoralSelf J h 0 0.8220 
19-May-2018_13:59:52 7322 18 male R 1 1 12 self immoralOther H h 1 0.8668 
19-May-2018_13:59:54 7322 18 male R 1 1 13 self immoralOther H h 1 0.5671 
19-May-2018_13:59:56 7322 18 male R 1 1 14 self moralOther H j 0 0.6081 
19-May-2018_13:59:58 7322 18 male R 1 1 15 self moralOther H h 1 0.5447 
19-May-2018_14:00:00 7322 18 male R 1 1 16 self moralSelf J j 1 0.7048 
19-May-2018_14:00:02 7322 18 male R 1 1 17 self moralOther H h 1 0.7947 
19-May-2018_14:00:05 7322 18 male R 1 1 18 self moralOther H NA -1 1.0841 
19-May-2018_14:00:07 7322 18 male R 1 1 19 self immoralSelf J j 1 0.8387 
19-May-2018_14:00:09 7322 18 male R 1 1 20 self moralOther H h 1 0.6496 
19-May-2018_14:00:11 7322 18 male R 1 1 21 self moralSelf J j 1 0.6755 
19-May-2018_14:00:13 7322 18 male R 1 1 22 self immoralOther H h 1 1.0012 
19-May-2018_14:00:15 7322 18 male R 1 1 23 self immoralSelf J j 1 0.8503 
19-May-2018_14:00:17 7322 18 male R 1 1 24 self moralSelf J j 1 0.6461 
19-May-2018_14:00:20 7322 18 male R 1 2 1 self immoralOther H h 1 0.8194 
19-May-2018_14:00:22 7322 18 male R 1 2 2 self immoralOther H h 1 0.6044 
19-May-2018_14:00:23 7322 18 male R 1 2 3 self moralOther H j 0 0.5108 
19-May-2018_14:00:25 7322 18 male R 1 2 4 self immoralOther H h 1 0.7232 
19-May-2018_14:00:27 7322 18 male R 1 2 5 self immoralSelf J j 1 0.5731 
19-May-2018_14:00:29 7322 18 male R 1 2 6 self moralOther H h 1 0.7177 
19-May-2018_14:00:31 7322 18 male R 1 2 7 self moralSelf J j 1 0.6557 
19-May-2018_14:00:33 7322 18 male R 1 2 8 self moralOther H h 1 0.4661 
19-May-2018_14:00:35 7322 18 male R 1 2 9 self immoralSelf J NA -1 1.0841 
19-May-2018_14:00:38 7322 18 male R 1 2 10 self moralSelf J NA -1 1.0841 
19-May-2018_14:00:40 7322 18 male R 1 2 11 self moralOther H h 1 0.6339 
