Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
30-May-2018_14:03:06 7329 27 male R 1 1 1 moral moralSelf U u 1 0.7535 
30-May-2018_14:03:08 7329 27 male R 1 1 2 moral immoralOther Y y 1 0.6216 
30-May-2018_14:03:10 7329 27 male R 1 1 3 moral immoralSelf Y y 1 0.7538 
30-May-2018_14:03:12 7329 27 male R 1 1 4 moral moralOther U u 1 0.5719 
30-May-2018_14:03:14 7329 27 male R 1 1 5 moral moralSelf U u 1 0.5159 
30-May-2018_14:03:16 7329 27 male R 1 1 6 moral immoralSelf Y y 1 0.7300 
30-May-2018_14:03:18 7329 27 male R 1 1 7 moral moralSelf U u 1 0.5842 
30-May-2018_14:03:19 7329 27 male R 1 1 8 moral immoralSelf Y y 1 0.5203 
30-May-2018_14:03:21 7329 27 male R 1 1 9 moral immoralOther Y y 1 0.6023 
30-May-2018_14:03:23 7329 27 male R 1 1 10 moral immoralOther Y y 1 0.5425 
30-May-2018_14:03:25 7329 27 male R 1 1 11 moral immoralSelf Y y 1 0.5686 
30-May-2018_14:03:27 7329 27 male R 1 1 12 moral immoralOther Y y 1 0.5407 
30-May-2018_14:03:28 7329 27 male R 1 1 13 moral immoralOther Y y 1 0.4128 
30-May-2018_14:03:30 7329 27 male R 1 1 14 moral moralOther U u 1 0.5469 
30-May-2018_14:03:32 7329 27 male R 1 1 15 moral moralOther U u 1 0.4771 
30-May-2018_14:03:34 7329 27 male R 1 1 16 moral moralSelf U u 1 0.4831 
30-May-2018_14:03:36 7329 27 male R 1 1 17 moral moralOther U u 1 0.4933 
30-May-2018_14:03:38 7329 27 male R 1 1 18 moral moralOther U u 1 0.3433 
30-May-2018_14:03:40 7329 27 male R 1 1 19 moral immoralSelf Y y 1 0.5034 
30-May-2018_14:03:42 7329 27 male R 1 1 20 moral moralOther U u 1 0.5515 
30-May-2018_14:03:43 7329 27 male R 1 1 21 moral moralSelf U u 1 0.6816 
30-May-2018_14:03:45 7329 27 male R 1 1 22 moral immoralOther Y y 1 0.5777 
30-May-2018_14:03:47 7329 27 male R 1 1 23 moral immoralSelf Y y 1 0.8459 
30-May-2018_14:03:49 7329 27 male R 1 1 24 moral moralSelf U u 1 0.4840 
30-May-2018_14:03:51 7329 27 male R 1 2 1 moral immoralOther Y y 1 0.5241 
30-May-2018_14:03:53 7329 27 male R 1 2 2 moral immoralOther Y y 1 0.4942 
30-May-2018_14:03:55 7329 27 male R 1 2 3 moral moralOther U u 1 0.5823 
30-May-2018_14:03:56 7329 27 male R 1 2 4 moral immoralOther Y y 1 0.5744 
30-May-2018_14:03:59 7329 27 male R 1 2 5 moral immoralSelf Y y 1 1.0345 
30-May-2018_14:04:01 7329 27 male R 1 2 6 moral moralOther U u 1 0.6526 
30-May-2018_14:04:03 7329 27 male R 1 2 7 moral moralSelf U u 1 0.5447 
30-May-2018_14:04:05 7329 27 male R 1 2 8 moral moralOther U u 1 0.4248 
30-May-2018_14:04:06 7329 27 male R 1 2 9 moral immoralSelf Y y 1 0.6430 
30-May-2018_14:04:08 7329 27 male R 1 2 10 moral moralSelf U u 1 0.7591 
30-May-2018_14:04:10 7329 27 male R 1 2 11 moral moralOther U u 1 0.5692 
30-May-2018_14:04:12 7329 27 male R 1 2 12 moral immoralSelf Y y 1 0.8573 
30-May-2018_14:04:14 7329 27 male R 1 2 13 moral immoralSelf Y y 1 0.5834 
30-May-2018_14:04:16 7329 27 male R 1 2 14 moral moralSelf U u 1 0.5335 
30-May-2018_14:04:17 7329 27 male R 1 2 15 moral moralSelf U u 1 0.5436 
30-May-2018_14:04:19 7329 27 male R 1 2 16 moral immoralOther Y y 1 0.5297 
30-May-2018_14:04:21 7329 27 male R 1 2 17 moral immoralOther Y y 1 0.4378 
30-May-2018_14:04:22 7329 27 male R 1 2 18 moral immoralOther Y y 1 0.4459 
30-May-2018_14:04:24 7329 27 male R 1 2 19 moral moralSelf U u 1 0.6460 
