Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
12-May-2018_16:18:12 7310 21 2 R 1 1 1 self moralSelf H h 1 0.4482 
12-May-2018_16:18:13 7310 21 2 R 1 1 2 self immoralSelf H h 1 0.5622 
12-May-2018_16:18:15 7310 21 2 R 1 1 3 self moralOther J j 1 0.5043 
12-May-2018_16:18:17 7310 21 2 R 1 1 4 self moralSelf H h 1 0.4145 
12-May-2018_16:18:18 7310 21 2 R 1 1 5 self immoralSelf H h 1 0.3585 
12-May-2018_16:18:20 7310 21 2 R 1 1 6 self moralSelf H h 1 0.3566 
12-May-2018_16:18:21 7310 21 2 R 1 1 7 self immoralOther J j 1 0.3866 
12-May-2018_16:18:23 7310 21 2 R 1 1 8 self moralSelf H h 1 0.3567 
12-May-2018_16:18:25 7310 21 2 R 1 1 9 self immoralSelf H h 1 0.3908 
12-May-2018_16:18:27 7310 21 2 R 1 1 10 self immoralOther J h 0 0.5169 
12-May-2018_16:18:28 7310 21 2 R 1 1 11 self moralOther J j 1 0.4210 
12-May-2018_16:18:30 7310 21 2 R 1 1 12 self moralOther J j 1 0.3532 
12-May-2018_16:18:32 7310 21 2 R 1 1 13 self immoralOther J j 1 0.5572 
12-May-2018_16:18:34 7310 21 2 R 1 1 14 self moralOther J j 1 0.5114 
12-May-2018_16:18:35 7310 21 2 R 1 1 15 self moralSelf H h 1 0.3794 
12-May-2018_16:18:37 7310 21 2 R 1 1 16 self immoralOther J j 1 0.5955 
12-May-2018_16:18:39 7310 21 2 R 1 1 17 self immoralOther J j 1 0.4197 
12-May-2018_16:18:41 7310 21 2 R 1 1 18 self immoralSelf H h 1 0.4837 
12-May-2018_16:18:43 7310 21 2 R 1 1 19 self immoralSelf H h 1 0.4139 
12-May-2018_16:18:44 7310 21 2 R 1 1 20 self moralSelf H h 1 0.3480 
12-May-2018_16:18:46 7310 21 2 R 1 1 21 self moralOther J j 1 0.4401 
12-May-2018_16:18:47 7310 21 2 R 1 1 22 self immoralOther J j 1 0.5601 
12-May-2018_16:18:49 7310 21 2 R 1 1 23 self moralOther J j 1 0.5082 
12-May-2018_16:18:50 7310 21 2 R 1 1 24 self immoralSelf H h 1 0.5643 
12-May-2018_16:18:52 7310 21 2 R 1 2 1 self moralOther J j 1 0.4183 
12-May-2018_16:18:54 7310 21 2 R 1 2 2 self immoralSelf H h 1 0.5444 
12-May-2018_16:18:55 7310 21 2 R 1 2 3 self moralSelf H h 1 0.3846 
12-May-2018_16:18:57 7310 21 2 R 1 2 4 self moralSelf H h 1 0.4807 
12-May-2018_16:18:58 7310 21 2 R 1 2 5 self immoralOther J j 1 0.3828 
12-May-2018_16:19:00 7310 21 2 R 1 2 6 self moralSelf H h 1 0.4388 
12-May-2018_16:19:01 7310 21 2 R 1 2 7 self immoralOther J j 1 0.5169 
12-May-2018_16:19:03 7310 21 2 R 1 2 8 self immoralOther J j 1 0.3250 
12-May-2018_16:19:05 7310 21 2 R 1 2 9 self moralOther J j 1 0.4811 
12-May-2018_16:19:07 7310 21 2 R 1 2 10 self immoralSelf H h 1 0.5112 
12-May-2018_16:19:08 7310 21 2 R 1 2 11 self immoralOther J j 1 0.3733 
12-May-2018_16:19:10 7310 21 2 R 1 2 12 self immoralSelf H h 1 0.5774 
12-May-2018_16:19:12 7310 21 2 R 1 2 13 self immoralOther J j 1 0.4256 
12-May-2018_16:19:14 7310 21 2 R 1 2 14 self moralOther J j 1 0.6536 
12-May-2018_16:19:16 7310 21 2 R 1 2 15 self immoralSelf H h 1 0.3337 
12-May-2018_16:19:18 7310 21 2 R 1 2 16 self moralOther J j 1 0.4578 
