Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
06-May-2018_14:58:53 7305 18 male R 1 1 1 moral immoralSelf Y y 1 0.8252 
06-May-2018_14:58:55 7305 18 male R 1 1 2 moral moralOther U u 1 0.9233 
06-May-2018_14:58:58 7305 18 male R 1 1 3 moral immoralSelf Y NA -1 1.0841 
06-May-2018_14:59:00 7305 18 male R 1 1 4 moral moralSelf U NA -1 1.0841 
06-May-2018_14:59:03 7305 18 male R 1 1 5 moral moralOther U u 1 1.0821 
06-May-2018_14:59:05 7305 18 male R 1 1 6 moral immoralOther Y NA -1 1.0841 
06-May-2018_14:59:08 7305 18 male R 1 1 7 moral moralSelf U u 1 0.9342 
06-May-2018_14:59:10 7305 18 male R 1 1 8 moral moralOther U u 1 1.0307 
06-May-2018_14:59:12 7305 18 male R 1 1 9 moral moralSelf U NA -1 1.0841 
06-May-2018_14:59:14 7305 18 male R 1 1 10 moral immoralOther Y NA -1 1.0841 
06-May-2018_14:59:16 7305 18 male R 1 1 11 moral immoralSelf Y y 1 0.8418 
06-May-2018_14:59:18 7305 18 male R 1 1 12 moral moralOther U u 1 0.7657 
06-May-2018_14:59:20 7305 18 male R 1 1 13 moral immoralOther Y y 1 0.8237 
06-May-2018_14:59:23 7305 18 male R 1 1 14 moral moralSelf U u 1 0.9876 
06-May-2018_14:59:25 7305 18 male R 1 1 15 moral immoralOther Y y 1 0.6300 
06-May-2018_14:59:27 7305 18 male R 1 1 16 moral moralOther U NA -1 1.0841 
06-May-2018_14:59:29 7305 18 male R 1 1 17 moral moralOther U u 1 0.7411 
06-May-2018_14:59:31 7305 18 male R 1 1 18 moral immoralOther Y y 1 0.6288 
06-May-2018_14:59:33 7305 18 male R 1 1 19 moral immoralSelf Y y 1 0.6491 
06-May-2018_14:59:34 7305 18 male R 1 1 20 moral immoralOther Y y 1 0.7428 
06-May-2018_14:59:36 7305 18 male R 1 1 21 moral moralSelf U u 1 0.6084 
06-May-2018_14:59:38 7305 18 male R 1 1 22 moral immoralSelf Y y 1 0.6678 
06-May-2018_14:59:40 7305 18 male R 1 1 23 moral immoralSelf Y y 1 0.7261 
06-May-2018_14:59:42 7305 18 male R 1 1 24 moral moralSelf U u 1 0.7318 
06-May-2018_14:59:44 7305 18 male R 1 2 1 moral immoralOther Y y 1 0.6742 
06-May-2018_14:59:46 7305 18 male R 1 2 2 moral immoralOther Y u 0 0.6464 
06-May-2018_14:59:48 7305 18 male R 1 2 3 moral moralSelf U u 1 0.9500 
06-May-2018_14:59:51 7305 18 male R 1 2 4 moral immoralSelf Y NA -1 1.0841 
06-May-2018_14:59:52 7305 18 male R 1 2 5 moral moralSelf U u 1 0.6565 
06-May-2018_14:59:54 7305 18 male R 1 2 6 moral immoralSelf Y y 1 0.4529 
06-May-2018_14:59:56 7305 18 male R 1 2 7 moral immoralOther Y y 1 0.7606 
06-May-2018_14:59:58 7305 18 male R 1 2 8 moral moralOther U u 1 0.5833 
06-May-2018_15:00:00 7305 18 male R 1 2 9 moral moralSelf U NA -1 1.0841 
06-May-2018_15:00:02 7305 18 male R 1 2 10 moral moralOther U u 1 1.0423 
06-May-2018_15:00:04 7305 18 male R 1 2 11 moral immoralSelf Y y 1 0.4965 
06-May-2018_15:00:05 7305 18 male R 1 2 12 moral immoralSelf Y y 1 0.4157 
06-May-2018_15:00:07 7305 18 male R 1 2 13 moral immoralSelf Y y 1 0.3532 
06-May-2018_15:00:09 7305 18 male R 1 2 14 moral moralOther U u 1 0.5579 
06-May-2018_15:00:10 7305 18 male R 1 2 15 moral immoralSelf Y y 1 0.4413 
