Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
30-May-2018_15:49:09 7331 19 male R 1 1 1 self immoralSelf J NA -1 1.0231 
30-May-2018_15:49:11 7331 19 male R 1 1 2 self moralSelf J j 1 0.7380 
30-May-2018_15:49:13 7331 19 male R 1 1 3 self moralOther H h 1 0.6478 
30-May-2018_15:49:15 7331 19 male R 1 1 4 self moralSelf J j 1 0.5400 
30-May-2018_15:49:17 7331 19 male R 1 1 5 self moralOther H NA -1 1.0231 
30-May-2018_15:49:19 7331 19 male R 1 1 6 self moralOther H h 1 0.5143 
30-May-2018_15:49:20 7331 19 male R 1 1 7 self moralOther H h 1 0.6320 
30-May-2018_15:49:22 7331 19 male R 1 1 8 self moralSelf J j 1 0.4368 
30-May-2018_15:49:24 7331 19 male R 1 1 9 self moralSelf J j 1 0.4500 
30-May-2018_15:49:25 7331 19 male R 1 1 10 self immoralOther H h 1 0.6072 
30-May-2018_15:49:28 7331 19 male R 1 1 11 self immoralOther H h 1 0.5546 
30-May-2018_15:49:30 7331 19 male R 1 1 12 self immoralSelf J j 1 0.5072 
30-May-2018_15:49:31 7331 19 male R 1 1 13 self moralSelf J j 1 0.4112 
30-May-2018_15:49:33 7331 19 male R 1 1 14 self immoralSelf J j 1 0.6255 
30-May-2018_15:49:35 7331 19 male R 1 1 15 self immoralOther H h 1 0.5469 
30-May-2018_15:49:37 7331 19 male R 1 1 16 self immoralOther H h 1 0.6186 
30-May-2018_15:49:39 7331 19 male R 1 1 17 self moralOther H h 1 0.4388 
30-May-2018_15:49:41 7331 19 male R 1 1 18 self immoralOther H h 1 0.8493 
30-May-2018_15:49:43 7331 19 male R 1 1 19 self immoralSelf J j 1 0.8305 
30-May-2018_15:49:45 7331 19 male R 1 1 20 self moralSelf J j 1 0.4806 
30-May-2018_15:49:47 7331 19 male R 1 1 21 self immoralSelf J j 1 0.6128 
30-May-2018_15:49:49 7331 19 male R 1 1 22 self immoralOther H h 1 0.5018 
30-May-2018_15:49:51 7331 19 male R 1 1 23 self immoralSelf J j 1 0.7865 
30-May-2018_15:49:53 7331 19 male R 1 1 24 self moralOther H NA -1 1.0231 
30-May-2018_15:49:55 7331 19 male R 1 2 1 self immoralSelf J j 1 0.8041 
30-May-2018_15:49:57 7331 19 male R 1 2 2 self moralOther H h 1 0.7002 
30-May-2018_15:49:59 7331 19 male R 1 2 3 self moralSelf J j 1 0.5356 
30-May-2018_15:50:00 7331 19 male R 1 2 4 self moralOther H h 1 0.5808 
30-May-2018_15:50:02 7331 19 male R 1 2 5 self moralSelf J j 1 0.6251 
30-May-2018_15:50:04 7331 19 male R 1 2 6 self immoralOther H h 1 0.5961 
30-May-2018_15:50:05 7331 19 male R 1 2 7 self immoralOther H h 1 0.5720 
30-May-2018_15:50:07 7331 19 male R 1 2 8 self immoralSelf J j 1 0.9001 
30-May-2018_15:50:09 7331 19 male R 1 2 9 self moralSelf J j 1 0.4556 
30-May-2018_15:50:11 7331 19 male R 1 2 10 self immoralSelf J j 1 0.4692 
30-May-2018_15:50:13 7331 19 male R 1 2 11 self moralSelf J j 1 0.4495 
30-May-2018_15:50:15 7331 19 male R 1 2 12 self moralSelf J j 1 0.4793 
30-May-2018_15:50:16 7331 19 male R 1 2 13 self immoralOther H h 1 0.4939 
30-May-2018_15:50:18 7331 19 male R 1 2 14 self immoralSelf J j 1 0.5843 
30-May-2018_15:50:20 7331 19 male R 1 2 15 self moralOther H h 1 0.6272 
30-May-2018_15:50:22 7331 19 male R 1 2 16 self immoralOther H h 1 0.6104 
30-May-2018_15:50:24 7331 19 male R 1 2 17 self immoralSelf J j 1 0.5826 
30-May-2018_15:50:26 7331 19 male R 1 2 18 self moralOther H h 1 0.9493 
30-May-2018_15:50:28 7331 19 male R 1 2 19 self immoralSelf J j 1 0.5052 
30-May-2018_15:50:29 7331 19 male R 1 2 20 self moralOther H h 1 0.5476 
30-May-2018_15:50:31 7331 19 male R 1 2 21 self immoralOther H h 1 0.6046 
30-May-2018_15:50:33 7331 19 male R 1 2 22 self moralSelf J j 1 0.3180 
30-May-2018_15:50:34 7331 19 male R 1 2 23 self moralOther H h 1 0.4278 
30-May-2018_15:50:36 7331 19 male R 1 2 24 self immoralOther H h 1 0.6006 
30-May-2018_15:50:53 7331 19 male R 1 3 1 self moralSelf J j 1 0.5122 
30-May-2018_15:50:54 7331 19 male R 1 3 2 self immoralSelf J j 1 0.4643 
30-May-2018_15:50:56 7331 19 male R 1 3 3 self immoralSelf J j 1 0.5768 
30-May-2018_15:50:58 7331 19 male R 1 3 4 self immoralOther H h 1 0.4061 
30-May-2018_15:50:59 7331 19 male R 1 3 5 self immoralSelf J j 1 0.4598 
30-May-2018_15:51:01 7331 19 male R 1 3 6 self moralOther H h 1 0.3841 
30-May-2018_15:51:02 7331 19 male R 1 3 7 self immoralOther H h 1 0.5074 
30-May-2018_15:51:04 7331 19 male R 1 3 8 self immoralOther H h 1 0.5342 
30-May-2018_15:51:06 7331 19 male R 1 3 9 self moralOther H h 1 0.5532 
30-May-2018_15:51:08 7331 19 male R 1 3 10 self immoralSelf J j 1 0.6897 
30-May-2018_15:51:10 7331 19 male R 1 3 11 self moralSelf J j 1 0.3595 
30-May-2018_15:51:11 7331 19 male R 1 3 12 self moralOther H h 1 0.5840 
30-May-2018_15:51:13 7331 19 male R 1 3 13 self moralSelf J j 1 0.6156 
30-May-2018_15:51:15 7331 19 male R 1 3 14 self moralSelf J j 1 0.4185 
30-May-2018_15:51:17 7331 19 male R 1 3 15 self moralOther H h 1 0.5296 
30-May-2018_15:51:19 7331 19 male R 1 3 16 self immoralSelf J j 1 0.5989 
30-May-2018_15:51:21 7331 19 male R 1 3 17 self immoralSelf J j 1 0.8314 
30-May-2018_15:51:22 7331 19 male R 1 3 18 self immoralOther H h 1 0.5750 
30-May-2018_15:51:24 7331 19 male R 1 3 19 self immoralOther H h 1 0.5868 
30-May-2018_15:51:26 7331 19 male R 1 3 20 self moralOther H NA -1 1.0231 
30-May-2018_15:51:28 7331 19 male R 1 3 21 self moralOther H h 1 0.5762 
30-May-2018_15:51:30 7331 19 male R 1 3 22 self moralSelf J j 1 0.4068 
30-May-2018_15:51:32 7331 19 male R 1 3 23 self immoralOther H h 1 0.5589 
30-May-2018_15:51:34 7331 19 male R 1 3 24 self moralSelf J j 1 0.5444 
30-May-2018_15:51:36 7331 19 male R 1 4 1 self immoralSelf J j 1 0.4075 
30-May-2018_15:51:37 7331 19 male R 1 4 2 self moralSelf J j 1 0.5388 
30-May-2018_15:51:39 7331 19 male R 1 4 3 self immoralOther H h 1 0.6030 
30-May-2018_15:51:41 7331 19 male R 1 4 4 self moralOther H h 1 0.6783 
30-May-2018_15:51:43 7331 19 male R 1 4 5 self immoralSelf J j 1 0.6233 
30-May-2018_15:51:45 7331 19 male R 1 4 6 self moralSelf J j 1 0.5764 
30-May-2018_15:51:47 7331 19 male R 1 4 7 self moralSelf J j 1 0.4385 
30-May-2018_15:51:48 7331 19 male R 1 4 8 self moralSelf J j 1 0.4287 
30-May-2018_15:51:50 7331 19 male R 1 4 9 self immoralSelf J j 1 0.5097 
30-May-2018_15:51:52 7331 19 male R 1 4 10 self moralSelf J j 1 0.6016 
30-May-2018_15:51:54 7331 19 male R 1 4 11 self moralOther H h 1 0.5677 
30-May-2018_15:51:56 7331 19 male R 1 4 12 self immoralOther H h 1 0.6365 
30-May-2018_15:51:58 7331 19 male R 1 4 13 self moralOther H NA -1 1.0231 
30-May-2018_15:52:00 7331 19 male R 1 4 14 self immoralSelf J j 1 0.5962 
30-May-2018_15:52:02 7331 19 male R 1 4 15 self moralOther H h 1 0.7338 
30-May-2018_15:52:04 7331 19 male R 1 4 16 self moralOther H h 1 0.5409 
30-May-2018_15:52:05 7331 19 male R 1 4 17 self immoralOther H h 1 0.6853 
30-May-2018_15:52:07 7331 19 male R 1 4 18 self moralOther H h 1 0.5616 
30-May-2018_15:52:09 7331 19 male R 1 4 19 self immoralSelf J j 1 0.4818 
30-May-2018_15:52:11 7331 19 male R 1 4 20 self immoralOther H h 1 0.5449 
30-May-2018_15:52:13 7331 19 male R 1 4 21 self moralSelf J j 1 0.9354 
