Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
13-May-2018_14:25:57 7312 21 female R 1 1 1 self immoralSelf H NA -1 1.0841 
13-May-2018_14:26:00 7312 21 female R 1 1 2 self moralOther J j 1 1.0390 
13-May-2018_14:26:02 7312 21 female R 1 1 3 self immoralSelf H h 1 0.5752 
13-May-2018_14:26:03 7312 21 female R 1 1 4 self moralSelf H h 1 0.5650 
13-May-2018_14:26:06 7312 21 female R 1 1 5 self moralOther J j 1 0.6878 
13-May-2018_14:26:07 7312 21 female R 1 1 6 self immoralOther J j 1 0.5223 
13-May-2018_14:26:10 7312 21 female R 1 1 7 self moralSelf H h 1 0.5924 
13-May-2018_14:26:11 7312 21 female R 1 1 8 self moralOther J j 1 0.5581 
13-May-2018_14:26:13 7312 21 female R 1 1 9 self moralSelf H h 1 0.5460 
13-May-2018_14:26:15 7312 21 female R 1 1 10 self immoralOther J j 1 0.4407 
13-May-2018_14:26:17 7312 21 female R 1 1 11 self immoralSelf H h 1 0.8243 
13-May-2018_14:26:18 7312 21 female R 1 1 12 self moralOther J j 1 0.5839 
13-May-2018_14:26:20 7312 21 female R 1 1 13 self immoralOther J j 1 0.6061 
13-May-2018_14:26:22 7312 21 female R 1 1 14 self moralSelf H h 1 0.4174 
13-May-2018_14:26:24 7312 21 female R 1 1 15 self immoralOther J j 1 0.7803 
13-May-2018_14:26:26 7312 21 female R 1 1 16 self moralOther J j 1 0.6661 
13-May-2018_14:26:28 7312 21 female R 1 1 17 self moralOther J j 1 0.6582 
13-May-2018_14:26:30 7312 21 female R 1 1 18 self immoralOther J j 1 0.5480 
13-May-2018_14:26:31 7312 21 female R 1 1 19 self immoralSelf H h 1 0.3627 
13-May-2018_14:26:33 7312 21 female R 1 1 20 self immoralOther J j 1 0.4748 
13-May-2018_14:26:35 7312 21 female R 1 1 21 self moralSelf H h 1 0.5309 
13-May-2018_14:26:37 7312 21 female R 1 1 22 self immoralSelf H j 0 0.7851 
13-May-2018_14:26:39 7312 21 female R 1 1 23 self immoralSelf H h 1 0.5818 
13-May-2018_14:26:41 7312 21 female R 1 1 24 self moralSelf H h 1 0.5805 
13-May-2018_14:26:42 7312 21 female R 1 2 1 self immoralOther J j 1 0.4437 
13-May-2018_14:26:44 7312 21 female R 1 2 2 self immoralOther J j 1 0.6912 
13-May-2018_14:26:46 7312 21 female R 1 2 3 self moralSelf H h 1 0.4598 
13-May-2018_14:26:48 7312 21 female R 1 2 4 self immoralSelf H h 1 0.5892 
13-May-2018_14:26:49 7312 21 female R 1 2 5 self moralSelf H h 1 0.5305 
13-May-2018_14:26:51 7312 21 female R 1 2 6 self immoralSelf H h 1 0.4802 
13-May-2018_14:26:53 7312 21 female R 1 2 7 self immoralOther J j 1 0.7288 
13-May-2018_14:26:54 7312 21 female R 1 2 8 self moralOther J j 1 0.6949 
13-May-2018_14:26:56 7312 21 female R 1 2 9 self moralSelf H h 1 0.4587 
13-May-2018_14:26:58 7312 21 female R 1 2 10 self moralOther J j 1 0.5078 
13-May-2018_14:27:00 7312 21 female R 1 2 11 self immoralSelf H h 1 0.8434 
13-May-2018_14:27:02 7312 21 female R 1 2 12 self immoralSelf H h 1 0.5333 
13-May-2018_14:27:03 7312 21 female R 1 2 13 self immoralSelf H h 1 0.4092 
13-May-2018_14:27:05 7312 21 female R 1 2 14 self moralOther J j 1 0.3472 
13-May-2018_14:27:07 7312 21 female R 1 2 15 self immoralSelf H h 1 0.4982 
13-May-2018_14:27:08 7312 21 female R 1 2 16 self immoralOther J j 1 0.5849 
13-May-2018_14:27:10 7312 21 female R 1 2 17 self moralSelf H h 1 0.5163 
13-May-2018_14:27:12 7312 21 female R 1 2 18 self moralSelf H h 1 0.6463 
