Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
06-Jun-2018_15:55:45 7341 24 male R 1 1 1 moral immoralOther Y NA -1 1.0841 
06-Jun-2018_15:55:47 7341 24 male R 1 1 2 moral immoralOther Y u 0 0.6809 
06-Jun-2018_15:55:49 7341 24 male R 1 1 3 moral immoralSelf Y y 1 0.9793 
06-Jun-2018_15:55:50 7341 24 male R 1 1 4 moral moralSelf U y 0 0.2011 
06-Jun-2018_15:55:53 7341 24 male R 1 1 5 moral moralOther U NA -1 1.0841 
06-Jun-2018_15:55:54 7341 24 male R 1 1 6 moral immoralSelf Y y 1 0.3132 
06-Jun-2018_15:55:56 7341 24 male R 1 1 7 moral moralOther U u 1 0.3401 
06-Jun-2018_15:55:58 7341 24 male R 1 1 8 moral moralOther U u 1 0.3289 
06-Jun-2018_15:55:59 7341 24 male R 1 1 9 moral immoralSelf Y y 1 0.4556 
06-Jun-2018_15:56:01 7341 24 male R 1 1 10 moral moralSelf U u 1 0.2613 
06-Jun-2018_15:56:02 7341 24 male R 1 1 11 moral moralSelf U u 1 0.1695 
06-Jun-2018_15:56:04 7341 24 male R 1 1 12 moral immoralOther Y y 1 0.1762 
06-Jun-2018_15:56:06 7341 24 male R 1 1 13 moral immoralSelf Y y 1 0.6026 
06-Jun-2018_15:56:07 7341 24 male R 1 1 14 moral moralSelf U u 1 0.4446 
06-Jun-2018_15:56:09 7341 24 male R 1 1 15 moral moralOther U y 0 0.4922 
06-Jun-2018_15:56:10 7341 24 male R 1 1 16 moral moralSelf U u 1 0.1822 
06-Jun-2018_15:56:12 7341 24 male R 1 1 17 moral immoralOther Y y 1 0.4283 
06-Jun-2018_15:56:14 7341 24 male R 1 1 18 moral moralOther U u 1 0.3648 
06-Jun-2018_15:56:16 7341 24 male R 1 1 19 moral immoralOther Y y 1 0.3254 
06-Jun-2018_15:56:18 7341 24 male R 1 1 20 moral immoralSelf Y u 0 0.6648 
06-Jun-2018_15:56:19 7341 24 male R 1 1 21 moral moralSelf U u 1 0.5222 
06-Jun-2018_15:56:21 7341 24 male R 1 1 22 moral immoralSelf Y y 1 0.8282 
06-Jun-2018_15:56:23 7341 24 male R 1 1 23 moral moralOther U u 1 0.3351 
06-Jun-2018_15:56:25 7341 24 male R 1 1 24 moral immoralOther Y y 1 0.4551 
06-Jun-2018_15:56:27 7341 24 male R 1 2 1 moral moralSelf U u 1 0.5136 
