Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
12-May-2018_14:28:49 7309 26 1 R 1 1 1 moral moralSelf U NA -1 1.0850 
12-May-2018_14:28:50 7309 26 1 R 1 1 2 moral moralOther U u 1 0.5543 
12-May-2018_14:28:53 7309 26 1 R 1 1 3 moral immoralOther Y y 1 0.8683 
12-May-2018_14:28:54 7309 26 1 R 1 1 4 moral moralSelf U u 1 0.6945 
12-May-2018_14:28:57 7309 26 1 R 1 1 5 moral moralOther U u 1 1.0086 
12-May-2018_14:28:59 7309 26 1 R 1 1 6 moral moralSelf U u 1 0.5827 
12-May-2018_14:29:01 7309 26 1 R 1 1 7 moral moralOther U u 1 0.7869 
12-May-2018_14:29:03 7309 26 1 R 1 1 8 moral moralOther U u 1 0.7089 
12-May-2018_14:29:05 7309 26 1 R 1 1 9 moral immoralSelf Y y 1 0.5811 
12-May-2018_14:29:07 7309 26 1 R 1 1 10 moral immoralSelf Y y 1 0.7652 
12-May-2018_14:29:09 7309 26 1 R 1 1 11 moral immoralOther Y y 1 0.5093 
12-May-2018_14:29:11 7309 26 1 R 1 1 12 moral immoralSelf Y y 1 0.8634 
12-May-2018_14:29:12 7309 26 1 R 1 1 13 moral moralSelf U u 1 0.5315 
12-May-2018_14:29:14 7309 26 1 R 1 1 14 moral moralOther U u 1 0.5256 
12-May-2018_14:29:15 7309 26 1 R 1 1 15 moral immoralSelf Y y 1 0.5916 
12-May-2018_14:29:17 7309 26 1 R 1 1 16 moral moralSelf U u 1 0.5018 
12-May-2018_14:29:19 7309 26 1 R 1 1 17 moral immoralSelf Y y 1 0.6579 
12-May-2018_14:29:21 7309 26 1 R 1 1 18 moral immoralOther Y y 1 0.5260 
12-May-2018_14:29:23 7309 26 1 R 1 1 19 moral moralSelf U u 1 0.4961 
12-May-2018_14:29:25 7309 26 1 R 1 1 20 moral immoralOther Y y 1 0.7402 
12-May-2018_14:29:27 7309 26 1 R 1 1 21 moral immoralSelf Y y 1 0.7003 
12-May-2018_14:29:29 7309 26 1 R 1 1 22 moral immoralOther Y y 1 0.5444 
12-May-2018_14:29:31 7309 26 1 R 1 1 23 moral moralOther U u 1 0.5585 
12-May-2018_14:29:33 7309 26 1 R 1 1 24 moral immoralOther Y y 1 0.5547 
12-May-2018_14:29:35 7309 26 1 R 1 2 1 moral immoralSelf Y y 1 0.5509 
12-May-2018_14:29:37 7309 26 1 R 1 2 2 moral immoralSelf Y y 1 0.5129 
12-May-2018_14:29:39 7309 26 1 R 1 2 3 moral immoralOther Y y 1 0.5289 
12-May-2018_14:29:40 7309 26 1 R 1 2 4 moral moralSelf U u 1 0.3351 
12-May-2018_14:29:42 7309 26 1 R 1 2 5 moral moralOther U u 1 0.3892 
12-May-2018_14:29:44 7309 26 1 R 1 2 6 moral moralSelf U u 1 0.6053 
12-May-2018_14:29:46 7309 26 1 R 1 2 7 moral moralSelf U u 1 0.3834 
12-May-2018_14:29:47 7309 26 1 R 1 2 8 moral moralSelf U u 1 0.3336 
12-May-2018_14:29:49 7309 26 1 R 1 2 9 moral moralSelf U u 1 0.3656 
12-May-2018_14:29:50 7309 26 1 R 1 2 10 moral moralOther U y 0 0.5357 
12-May-2018_14:29:52 7309 26 1 R 1 2 11 moral immoralSelf Y y 1 0.5097 
12-May-2018_14:29:54 7309 26 1 R 1 2 12 moral immoralOther Y u 0 0.3599 
12-May-2018_14:29:56 7309 26 1 R 1 2 13 moral immoralOther Y y 1 0.5259 
12-May-2018_14:29:57 7309 26 1 R 1 2 14 moral moralSelf U u 1 0.4141 
12-May-2018_14:29:59 7309 26 1 R 1 2 15 moral immoralOther Y u 0 0.6402 
12-May-2018_14:30:01 7309 26 1 R 1 2 16 moral immoralOther Y y 1 0.4523 
12-May-2018_14:30:03 7309 26 1 R 1 2 17 moral immoralOther Y y 1 0.3924 
12-May-2018_14:30:04 7309 26 1 R 1 2 18 moral moralOther U y 0 0.4024 
12-May-2018_14:30:06 7309 26 1 R 1 2 19 moral moralOther U u 1 0.5205 
12-May-2018_14:30:08 7309 26 1 R 1 2 20 moral immoralSelf Y y 1 0.5886 
12-May-2018_14:30:10 7309 26 1 R 1 2 21 moral moralOther U u 1 0.5387 
12-May-2018_14:30:12 7309 26 1 R 1 2 22 moral immoralSelf Y y 1 0.5688 
12-May-2018_14:30:13 7309 26 1 R 1 2 23 moral moralOther U u 1 0.4470 
12-May-2018_14:30:15 7309 26 1 R 1 2 24 moral immoralSelf Y y 1 0.5831 
12-May-2018_14:30:38 7309 26 1 R 1 3 1 moral immoralOther Y y 1 0.5664 
12-May-2018_14:30:40 7309 26 1 R 1 3 2 moral immoralSelf Y y 1 0.4545 
12-May-2018_14:30:42 7309 26 1 R 1 3 3 moral moralOther U u 1 0.4366 
12-May-2018_14:30:44 7309 26 1 R 1 3 4 moral immoralSelf Y y 1 0.4407 
12-May-2018_14:30:46 7309 26 1 R 1 3 5 moral moralOther U u 1 0.5068 
12-May-2018_14:30:47 7309 26 1 R 1 3 6 moral moralSelf U u 1 0.3729 
12-May-2018_14:30:49 7309 26 1 R 1 3 7 moral moralSelf U u 1 0.3790 
12-May-2018_14:30:51 7309 26 1 R 1 3 8 moral moralOther U u 1 0.3411 
12-May-2018_14:30:52 7309 26 1 R 1 3 9 moral moralSelf U u 1 0.3932 
12-May-2018_14:30:54 7309 26 1 R 1 3 10 moral immoralSelf Y y 1 0.4693 
12-May-2018_14:30:56 7309 26 1 R 1 3 11 moral immoralSelf Y y 1 0.3654 
12-May-2018_14:30:58 7309 26 1 R 1 3 12 moral immoralOther Y u 0 0.3876 
12-May-2018_14:30:59 7309 26 1 R 1 3 13 moral immoralOther Y y 1 0.5355 
12-May-2018_14:31:01 7309 26 1 R 1 3 14 moral moralOther U u 1 0.5397 
12-May-2018_14:31:03 7309 26 1 R 1 3 15 moral immoralSelf Y y 1 0.4838 
12-May-2018_14:31:05 7309 26 1 R 1 3 16 moral moralSelf U u 1 0.4779 
12-May-2018_14:31:07 7309 26 1 R 1 3 17 moral moralOther U u 1 0.4760 
12-May-2018_14:31:09 7309 26 1 R 1 3 18 moral immoralSelf Y y 1 0.5301 
12-May-2018_14:31:11 7309 26 1 R 1 3 19 moral moralOther U u 1 0.4762 
12-May-2018_14:31:12 7309 26 1 R 1 3 20 moral immoralOther Y u 0 0.5583 
12-May-2018_14:31:14 7309 26 1 R 1 3 21 moral immoralOther Y y 1 0.4204 
12-May-2018_14:31:16 7309 26 1 R 1 3 22 moral immoralOther Y y 1 0.3925 
12-May-2018_14:31:17 7309 26 1 R 1 3 23 moral moralSelf U u 1 0.4045 
12-May-2018_14:31:19 7309 26 1 R 1 3 24 moral moralSelf U u 1 0.4147 
12-May-2018_14:31:21 7309 26 1 R 1 4 1 moral moralOther U u 1 0.4967 
12-May-2018_14:31:23 7309 26 1 R 1 4 2 moral immoralOther Y y 1 0.5508 
12-May-2018_14:31:24 7309 26 1 R 1 4 3 moral immoralOther Y y 1 0.3070 
12-May-2018_14:31:26 7309 26 1 R 1 4 4 moral moralOther U u 1 0.4770 
12-May-2018_14:31:27 7309 26 1 R 1 4 5 moral moralSelf U u 1 0.4811 
12-May-2018_14:31:29 7309 26 1 R 1 4 6 moral immoralOther Y y 1 0.4752 
12-May-2018_14:31:31 7309 26 1 R 1 4 7 moral moralOther U u 1 0.4754 
12-May-2018_14:31:33 7309 26 1 R 1 4 8 moral moralSelf U u 1 0.4254 
12-May-2018_14:31:35 7309 26 1 R 1 4 9 moral moralSelf U u 1 0.4195 
12-May-2018_14:31:36 7309 26 1 R 1 4 10 moral moralOther U u 1 0.3976 
12-May-2018_14:31:38 7309 26 1 R 1 4 11 moral moralSelf U u 1 0.3617 
12-May-2018_14:31:39 7309 26 1 R 1 4 12 moral moralOther U u 1 0.3238 
12-May-2018_14:31:41 7309 26 1 R 1 4 13 moral moralSelf U u 1 0.3379 
12-May-2018_14:31:43 7309 26 1 R 1 4 14 moral moralSelf U u 1 0.4001 
12-May-2018_14:31:44 7309 26 1 R 1 4 15 moral immoralOther Y y 1 0.4541 
12-May-2018_14:31:46 7309 26 1 R 1 4 16 moral immoralSelf Y y 1 0.5042 
12-May-2018_14:31:48 7309 26 1 R 1 4 17 moral immoralSelf Y y 1 0.4884 
12-May-2018_14:31:50 7309 26 1 R 1 4 18 moral immoralOther Y y 1 0.4664 
12-May-2018_14:31:51 7309 26 1 R 1 4 19 moral immoralSelf Y y 1 0.4245 
12-May-2018_14:31:53 7309 26 1 R 1 4 20 moral immoralOther Y y 1 0.4785 
12-May-2018_14:31:55 7309 26 1 R 1 4 21 moral immoralSelf Y y 1 0.3668 
12-May-2018_14:31:56 7309 26 1 R 1 4 22 moral immoralSelf Y y 1 0.3169 
12-May-2018_14:31:58 7309 26 1 R 1 4 23 moral immoralSelf Y y 1 0.3788 
12-May-2018_14:32:00 7309 26 1 R 1 4 24 moral moralOther U u 1 0.4050 
12-May-2018_14:32:11 7309 26 1 R 1 5 1 moral immoralSelf Y y 1 0.4457 
12-May-2018_14:32:13 7309 26 1 R 1 5 2 moral immoralOther Y y 1 0.4878 
12-May-2018_14:32:15 7309 26 1 R 1 5 3 moral immoralOther Y y 1 0.4998 
12-May-2018_14:32:16 7309 26 1 R 1 5 4 moral immoralSelf Y y 1 0.4059 
12-May-2018_14:32:18 7309 26 1 R 1 5 5 moral immoralSelf Y y 1 0.3960 
12-May-2018_14:32:20 7309 26 1 R 1 5 6 moral moralSelf U u 1 0.4262 
12-May-2018_14:32:22 7309 26 1 R 1 5 7 moral immoralOther Y y 1 0.5982 
12-May-2018_14:32:24 7309 26 1 R 1 5 8 moral moralOther U u 1 0.6084 
12-May-2018_14:32:25 7309 26 1 R 1 5 9 moral immoralSelf Y y 1 0.5085 
12-May-2018_14:32:27 7309 26 1 R 1 5 10 moral moralSelf U u 1 0.4486 
12-May-2018_14:32:29 7309 26 1 R 1 5 11 moral immoralSelf Y u 0 0.6226 
12-May-2018_14:32:31 7309 26 1 R 1 5 12 moral immoralOther Y y 1 0.5508 
12-May-2018_14:32:33 7309 26 1 R 1 5 13 moral immoralOther Y y 1 0.4149 
12-May-2018_14:32:35 7309 26 1 R 1 5 14 moral moralOther U u 1 0.4790 
12-May-2018_14:32:36 7309 26 1 R 1 5 15 moral immoralSelf Y y 1 0.4910 
12-May-2018_14:32:38 7309 26 1 R 1 5 16 moral moralSelf U u 1 0.4891 
12-May-2018_14:32:40 7309 26 1 R 1 5 17 moral immoralOther Y y 1 0.6373 
12-May-2018_14:32:42 7309 26 1 R 1 5 18 moral moralSelf U u 1 0.4413 
12-May-2018_14:32:43 7309 26 1 R 1 5 19 moral moralSelf U u 1 0.3575 
12-May-2018_14:32:45 7309 26 1 R 1 5 20 moral moralOther U u 1 0.4576 
12-May-2018_14:32:47 7309 26 1 R 1 5 21 moral moralOther U u 1 0.5397 
12-May-2018_14:32:48 7309 26 1 R 1 5 22 moral moralOther U u 1 0.4077 
12-May-2018_14:32:50 7309 26 1 R 1 5 23 moral moralOther U u 1 0.3818 
12-May-2018_14:32:51 7309 26 1 R 1 5 24 moral moralSelf U u 1 0.3519 
Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
12-May-2018_14:35:52 7309 26 1 R 2 1 1 self immoralSelf H h 1 0.5461 
12-May-2018_14:35:54 7309 26 1 R 2 1 2 self moralSelf H h 1 0.5462 
12-May-2018_14:35:56 7309 26 1 R 2 1 3 self moralSelf H h 1 0.5463 
12-May-2018_14:35:58 7309 26 1 R 2 1 4 self immoralOther J j 1 0.5045 
12-May-2018_14:35:59 7309 26 1 R 2 1 5 self moralOther J j 1 0.4025 
12-May-2018_14:36:01 7309 26 1 R 2 1 6 self immoralSelf H h 1 0.5446 
12-May-2018_14:36:03 7309 26 1 R 2 1 7 self immoralSelf H h 1 0.3947 
12-May-2018_14:36:04 7309 26 1 R 2 1 8 self moralSelf H h 1 0.5008 
12-May-2018_14:36:06 7309 26 1 R 2 1 9 self immoralOther J j 1 0.4210 
12-May-2018_14:36:08 7309 26 1 R 2 1 10 self moralOther J j 1 0.4271 
12-May-2018_14:36:10 7309 26 1 R 2 1 11 self moralOther J h 0 0.4831 
12-May-2018_14:36:11 7309 26 1 R 2 1 12 self moralSelf H h 1 0.4532 
12-May-2018_14:36:13 7309 26 1 R 2 1 13 self immoralSelf H h 1 0.5713 
12-May-2018_14:36:15 7309 26 1 R 2 1 14 self immoralOther J j 1 0.5294 
12-May-2018_14:36:17 7309 26 1 R 2 1 15 self immoralSelf H h 1 0.5916 
12-May-2018_14:36:19 7309 26 1 R 2 1 16 self moralSelf H h 1 0.5496 
12-May-2018_14:36:21 7309 26 1 R 2 1 17 self immoralSelf H h 1 0.4277 
12-May-2018_14:36:22 7309 26 1 R 2 1 18 self moralOther J j 1 0.3579 
12-May-2018_14:36:24 7309 26 1 R 2 1 19 self immoralOther J j 1 0.4460 
12-May-2018_14:36:26 7309 26 1 R 2 1 20 self moralSelf H h 1 0.4220 
12-May-2018_14:36:27 7309 26 1 R 2 1 21 self moralOther J h 0 0.3381 
12-May-2018_14:36:29 7309 26 1 R 2 1 22 self immoralOther J j 1 0.5142 
12-May-2018_14:36:31 7309 26 1 R 2 1 23 self moralOther J j 1 0.3964 
12-May-2018_14:36:33 7309 26 1 R 2 1 24 self immoralOther J j 1 0.5624 
12-May-2018_14:36:34 7309 26 1 R 2 2 1 self moralOther J j 1 0.5065 
12-May-2018_14:36:36 7309 26 1 R 2 2 2 self moralOther J j 1 0.4667 
