Date Sub Age Sex Hand Block Bin Trial Task Shape corrResp Resp ACC RT
02-May-2018_14:41:57 7303 28 male R 1 1 1 moral immoralOther Y NA -1 1.0411 
02-May-2018_14:42:00 7303 28 male R 1 1 2 moral moralSelf U u 1 0.9437 
02-May-2018_14:42:02 7303 28 male R 1 1 3 moral immoralSelf Y NA -1 1.0411 
02-May-2018_14:42:04 7303 28 male R 1 1 4 moral moralSelf U u 1 0.8422 
02-May-2018_14:42:06 7303 28 male R 1 1 5 moral moralOther U u 1 0.7972 
02-May-2018_14:42:08 7303 28 male R 1 1 6 moral moralSelf U u 1 0.5963 
02-May-2018_14:42:10 7303 28 male R 1 1 7 moral immoralSelf Y y 1 0.9446 
02-May-2018_14:42:12 7303 28 male R 1 1 8 moral moralOther U u 1 0.7385 
02-May-2018_14:42:14 7303 28 male R 1 1 9 moral immoralSelf Y y 1 0.7180 
02-May-2018_14:42:16 7303 28 male R 1 1 10 moral immoralOther Y y 1 0.8249 
02-May-2018_14:42:18 7303 28 male R 1 1 11 moral immoralSelf Y u 0 0.9106 
02-May-2018_14:42:20 7303 28 male R 1 1 12 moral moralSelf U u 1 0.6613 
02-May-2018_14:42:22 7303 28 male R 1 1 13 moral immoralOther Y y 1 0.6839 
02-May-2018_14:42:24 7303 28 male R 1 1 14 moral immoralSelf Y u 0 0.8078 
02-May-2018_14:42:26 7303 28 male R 1 1 15 moral moralOther U u 1 0.6446 
02-May-2018_14:42:27 7303 28 male R 1 1 16 moral moralOther U u 1 0.6005 
02-May-2018_14:42:29 7303 28 male R 1 1 17 moral immoralOther Y y 1 0.6272 
02-May-2018_14:42:31 7303 28 male R 1 1 18 moral immoralOther Y y 1 0.6833 
02-May-2018_14:42:33 7303 28 male R 1 1 19 moral moralOther U u 1 0.6576 
02-May-2018_14:42:35 7303 28 male R 1 1 20 moral immoralSelf Y y 1 0.8840 
02-May-2018_14:42:37 7303 28 male R 1 1 21 moral immoralOther Y y 1 0.7146 
02-May-2018_14:42:38 7303 28 male R 1 1 22 moral moralSelf U u 1 0.6117 
02-May-2018_14:42:40 7303 28 male R 1 1 23 moral moralOther U u 1 0.6757 
02-May-2018_14:42:42 7303 28 male R 1 1 24 moral moralSelf U u 1 0.5107 
02-May-2018_14:42:43 7303 28 male R 1 2 1 moral immoralSelf Y y 1 0.5541 
02-May-2018_14:42:45 7303 28 male R 1 2 2 moral moralOther U u 1 0.6529 
02-May-2018_14:42:47 7303 28 male R 1 2 3 moral immoralOther Y y 1 0.6365 
02-May-2018_14:42:49 7303 28 male R 1 2 4 moral immoralSelf Y y 1 0.7307 
02-May-2018_14:42:51 7303 28 male R 1 2 5 moral immoralSelf Y y 1 0.5294 
02-May-2018_14:42:53 7303 28 male R 1 2 6 moral moralSelf U u 1 0.5605 
02-May-2018_14:42:55 7303 28 male R 1 2 7 moral immoralOther Y y 1 0.7455 
02-May-2018_14:42:57 7303 28 male R 1 2 8 moral moralSelf U u 1 0.5475 
02-May-2018_14:42:59 7303 28 male R 1 2 9 moral immoralSelf Y y 1 0.8135 
02-May-2018_14:43:01 7303 28 male R 1 2 10 moral moralOther U u 1 0.7570 
02-May-2018_14:43:02 7303 28 male R 1 2 11 moral moralOther U u 1 0.7924 
02-May-2018_14:43:04 7303 28 male R 1 2 12 moral immoralOther Y y 1 0.6616 
02-May-2018_14:43:06 7303 28 male R 1 2 13 moral immoralSelf Y u 0 0.5531 
02-May-2018_14:43:08 7303 28 male R 1 2 14 moral immoralOther Y u 0 0.8520 
02-May-2018_14:43:10 7303 28 male R 1 2 15 moral moralOther U y 0 0.5943 
02-May-2018_14:43:12 7303 28 male R 1 2 16 moral moralOther U u 1 0.6037 
02-May-2018_14:43:14 7303 28 male R 1 2 17 moral moralSelf U NA -1 1.0411 
02-May-2018_14:43:15 7303 28 male R 1 2 18 moral moralSelf U u 1 0.6118 
02-May-2018_14:43:17 7303 28 male R 1 2 19 moral immoralOther Y y 1 0.5704 
02-May-2018_14:43:19 7303 28 male R 1 2 20 moral moralSelf U u 1 0.5484 
02-May-2018_14:43:21 7303 28 male R 1 2 21 moral immoralSelf Y y 1 0.7057 
02-May-2018_14:43:23 7303 28 male R 1 2 22 moral moralSelf U u 1 0.7133 
02-May-2018_14:43:25 7303 28 male R 1 2 23 moral moralOther U u 1 0.7915 
02-May-2018_14:43:26 7303 28 male R 1 2 24 moral immoralOther Y y 1 0.5902 
02-May-2018_14:43:33 7303 28 male R 1 3 1 moral moralOther U u 1 0.5071 
02-May-2018_14:43:34 7303 28 male R 1 3 2 moral immoralSelf Y y 1 0.5948 
02-May-2018_14:43:36 7303 28 male R 1 3 3 moral immoralOther Y y 1 0.6274 
02-May-2018_14:43:38 7303 28 male R 1 3 4 moral immoralSelf Y u 0 0.6329 
02-May-2018_14:43:40 7303 28 male R 1 3 5 moral immoralSelf Y u 0 0.4252 
02-May-2018_14:43:41 7303 28 male R 1 3 6 moral moralOther U u 1 0.4642 
02-May-2018_14:43:43 7303 28 male R 1 3 7 moral moralOther U u 1 0.4506 
02-May-2018_14:43:45 7303 28 male R 1 3 8 moral immoralSelf Y u 0 0.4836 
02-May-2018_14:43:47 7303 28 male R 1 3 9 moral moralOther U u 1 0.5322 
02-May-2018_14:43:49 7303 28 male R 1 3 10 moral immoralOther Y y 1 0.6504 
02-May-2018_14:43:50 7303 28 male R 1 3 11 moral moralSelf U u 1 0.5296 
