0.94
0.9
1.4
1.09
0.99
1.07
1.31
1.39
1.43
0.47
1.42
0.83
1.25
1.18
0.63
0.91
1.2
1.01
0.91
0.51
1.19
1.02
0.7
1.02
0.78
1.25
1.04
0.95
1.3
0.94
1.23
0.96
1.22
1.49
1.1
1.19
0.93
1.42
1.47
1.1
1.12
1.19
0.97
1.87
1.06
1.52
1.41
1.02
0.69
1.31
1.08
1.6
0.9
1.15
1.56
1.03
1.31
1.39
1.26
2.44
1.45
1.08
0.86
1.33
1.12
1.14
1.73
1.72
1.4
1.07
1.29
1.85
0.71
1.54
1.74
0.93
0.72
