id,GENDER,SE_perf,SE_soc,SE_phys,SSES,personality,BFI10_1PP,BFI10_3PP_sp,BFI10_3PP_real
67,2,3.428571429,3,3.166666667,9.6,4,4,2.55,2.716667
67,2,3.428571429,3,3.166666667,9.6,5,4,3.083333,2.666667
68,2,3.857142857,2.333333333,2.5,8.69,1,2.5,3.316667,3.483333
68,2,3.857142857,2.333333333,2.5,8.69,2,3.5,2.983333,2.966667
68,2,3.857142857,2.333333333,2.5,8.69,3,3.5,3.4,2.983333
68,2,3.857142857,2.333333333,2.5,8.69,4,4,2.516667,2.8
68,2,3.857142857,2.333333333,2.5,8.69,5,4,3.266667,3.133333
69,2,3.428571429,3.142857143,3.166666667,9.74,1,2.5,3.35,3.3
69,2,3.428571429,3.142857143,3.166666667,9.74,2,3.5,3.183333,3.183333
69,2,3.428571429,3.142857143,3.166666667,9.74,3,2,3.116667,2.983333
69,2,3.428571429,3.142857143,3.166666667,9.74,4,2,2.716667,2.566667
69,2,3.428571429,3.142857143,3.166666667,9.74,5,4.5,3.05,3.033333
70,2,3.857142857,4.285714286,3.666666667,11.81,1,1.5,2.7,2.2
70,2,3.857142857,4.285714286,3.666666667,11.81,2,3.5,2.766667,2.916667
70,2,3.857142857,4.285714286,3.666666667,11.81,3,3,2.983333,2.516667
70,2,3.857142857,4.285714286,3.666666667,11.81,4,3,2.9,3.35
70,2,3.857142857,4.285714286,3.666666667,11.81,5,4.5,2.6,2.733333
71,2,2.857142857,2.285714286,2.333333333,7.48,1,3,3.116667,3.466667
71,2,2.857142857,2.285714286,2.333333333,7.48,2,3.5,3.05,2.416667
71,2,2.857142857,2.285714286,2.333333333,7.48,3,2.5,3.116667,3
71,2,2.857142857,2.285714286,2.333333333,7.48,4,4.5,2.8,2.566667
71,2,2.857142857,2.285714286,2.333333333,7.48,5,3,3.083333,2.55
72,2,3.571428571,4,3.833333333,11.4,1,4.5,3.3,3.083333
72,2,3.571428571,4,3.833333333,11.4,2,3.5,3.233333,2.7
72,2,3.571428571,4,3.833333333,11.4,3,5,3.3,2.85
72,2,3.571428571,4,3.833333333,11.4,4,2.5,2.916667,2.966667
72,2,3.571428571,4,3.833333333,11.4,5,4,3.35,3.016667
73,2,4,3.285714286,2.5,9.79,1,4,3.266667,3.416667
