"subject","Mixed_Forg","SS3_Forg","SS6_Forg","Mixed_Mem","SS3_Mem","SS6_Mem"
"5934fb0a67011200014d3a50",0.569444444444444,0.55787037037037,0.555555555555555,0.774305555555556,0.91087962962963,0.709490740740741
"5b0dfcef9663ee000145af34",0.459490740740741,0.594907407407407,0.55787037037037,0.739583333333333,0.876157407407407,0.662037037037037
"5b66358e9ed653000189c427",0.594907407407407,0.724537037037037,0.777777777777778,0.50462962962963,0.809027777777778,0.700231481481481
"5b6e92eaea3c210001a0fa78",0.476851851851852,0.582175925925926,0.548611111111111,0.539351851851852,0.761574074074074,0.652777777777778
"5ba7a90d168e5e0001e47228",0.494212962962963,0.533564814814815,0.528935185185185,0.604166666666667,0.652777777777778,0.585648148148148
"5bdfb648484288000130dad0",0.532407407407407,0.570601851851852,0.480324074074074,0.679398148148148,0.640046296296296,0.670138888888889
"5c0ebe2eac685b0001cb1056",0.634259259259259,0.582175925925926,0.417824074074074,0.482638888888889,0.833333333333333,0.574074074074074
"5c4ea7c3889752000156ddc5",0.539351851851852,0.579861111111111,0.539351851851852,0.555555555555556,0.680555555555555,0.513888888888889
"5c74e714fc0a2500168face3",0.5,0.93287037037037,0.675925925925926,0.953703703703704,0.99537037037037,0.939814814814815
"5d17ce93ac37cd0019535088",0.376157407407407,0.491898148148148,0.430555555555556,0.541666666666667,0.395833333333333,0.56712962962963
"5d4a41890e604c00011ade8b",0.46875,0.690972222222222,0.56712962962963,0.548611111111111,0.734953703703704,0.550925925925926
"5d55d562e04e1c0001f5e682",0.662037037037037,0.78587962962963,0.672453703703704,0.710648148148148,0.949074074074074,0.790509259259259
"5da7c6ecd11d560015a3d1da",0.421296296296296,0.628472222222222,0.611111111111111,0.524305555555556,0.761574074074074,0.689814814814815
"5dfdc45e617219a8e2e05c26",0.525462962962963,0.59375,0.554398148148148,0.615740740740741,0.829861111111111,0.729166666666667
"5e0e1b8800a6bf000a694f79",0.752314814814815,0.965277777777778,0.6875,0.913194444444444,1,0.815972222222222
"5e45a7e926e79c000bc12a85",0.587962962962963,0.503472222222222,0.59837962962963,0.633101851851852,0.599537037037037,0.670138888888889
"5e555e3152f93b5508f5bc16",0.604166666666667,0.601851851851852,0.358796296296296,0.663194444444445,0.820601851851852,0.715277777777778
"5e6685e1ffed4c405a4db5d0",0.578703703703704,0.400462962962963,0.28125,0.678240740740741,0.824074074074074,0.563657407407407
