"subject","Mixed_Forg","SS3_Forg","SS6_Forg","Mixed_Mem","SS3_Mem","SS6_Mem"
"03 (pilot)",0.549479166666667,0.50318287037037,0.432002314814815,0.537326388888889,0.544849537037037,0.433159722222222
"03 Pilot",0.566840277777778,0.436631944444444,0.519965277777778,0.566550925925926,0.638888888888889,0.52662037037037
"05 pilot",0.502604166666667,0.550925925925926,0.497974537037037,0.542824074074074,0.592592592592593,0.557291666666667
"06 Pilot",0.446180555555555,0.436631944444444,0.402777777777778,0.526331018518518,0.59375,0.561921296296296
"07 Pilot",0.587384259259259,0.624131944444444,0.490451388888889,0.62037037037037,0.600115740740741,0.599537037037037
"08 Pilot",0.476851851851852,0.494502314814815,0.619212962962963,0.521412037037037,0.60619212962963,0.611689814814815
"1001295181",0.503472222222222,0.501736111111111,0.642071759259259,0.686342592592593,0.641493055555556,0.69849537037037
"1120202",0.425636574074074,0.598090277777778,0.458333333333333,0.603587962962963,0.659143518518518,0.547164351851852
"1141102",0.50462962962963,0.661168981481481,0.395833333333333,0.524594907407407,0.594328703703704,0.468460648148148
"1530422",0.564236111111111,0.475694444444444,0.477719907407407,0.556423611111111,0.580150462962963,0.674479166666667
"1620518",0.618055555555555,0.638888888888889,0.523148148148148,0.618923611111111,0.690393518518518,0.765335648148148
"1630520",0.5390625,0.544270833333333,0.515914351851852,0.570601851851852,0.717881944444444,0.717592592592593
"1640520",0.434606481481482,0.673032407407407,0.477719907407407,0.533564814814815,0.618634259259259,0.534722222222222
"1650520",0.58130787037037,0.614583333333333,0.584780092592593,0.589988425925926,0.598958333333333,0.524594907407407
"1690526",0.486689814814815,0.465277777777778,0.392071759259259,0.579861111111111,0.5234375,0.592881944444444
"1700526",0.487847222222222,0.559895833333333,0.494502314814815,0.524016203703704,0.676793981481482,0.470196759259259
"1720528",0.639756944444444,0.650752314814815,0.488136574074074,0.719618055555556,0.816261574074074,0.675347222222222
"1770928",0.482060185185185,0.622106481481481,0.553819444444444,0.538194444444444,0.694155092592592,0.50462962962963
"1780929",0.420428240740741,0.498553240740741,0.412905092592593,0.638020833333333,0.687210648148148,0.570891203703704
"1790829",0.547453703703704,0.458912037037037,0.5078125,0.447627314814815,0.592303240740741,0.630208333333333
"1800829",0.431134259259259,0.454861111111111,0.552372685185185,0.561921296296296,0.669560185185185,0.408275462962963
"180802",0.553530092592593,0.558449074074074,0.586516203703704,0.516782407407407,0.870949074074074,0.592592592592593
"370722",0.671875,0.58275462962963,0.551215277777778,0.528935185185185,0.689236111111111,0.528935185185185
"380722",0.473090277777778,0.483506944444445,0.421875,0.493923611111111,0.466435185185185,0.348958333333333
"38852",0.510416666666667,0.478877314814815,0.426793981481481,0.499710648148148,0.654224537037037,0.544849537037037
"38853",0.522858796296296,0.585069444444445,0.511284722222222,0.607928240740741,0.671296296296296,0.610243055555556
"38854",0.541666666666667,0.655092592592593,0.429108796296296,0.583333333333333,0.707465277777778,0.533564814814815
"38857",0.506944444444445,0.541087962962963,0.436342592592593,0.610532407407407,0.528645833333333,0.529513888888889
"38858",0.38744212962963,0.481770833333333,0.417534722222222,0.647858796296296,0.660011574074074,0.734085648148148
"38873",0.538483796296296,0.546296296296296,0.518229166666667,0.486111111111111,0.678240740740741,0.539351851851852
"38943",0.441261574074074,0.536168981481482,0.453414351851852,0.725983796296296,0.714409722222222,0.508101851851852
"38945",0.505208333333333,0.65162037037037,0.492766203703704,0.557002314814815,0.647280092592593,0.638310185185185
"38946",0.527777777777778,0.446469907407407,0.485532407407407,0.456886574074074,0.498842592592593,0.382233796296296
"39026",0.530092592592593,0.492476851851852,0.580439814814815,0.591145833333333,0.568865740740741,0.440972222222222
"39029",0.434027777777778,0.408275462962963,0.390046296296296,0.526909722222222,0.522858796296296,0.399305555555556
"39047",0.490162037037037,0.539930555555555,0.4140625,0.589699074074074,0.660011574074074,0.767071759259259
"39050",0.506655092592593,0.55150462962963,0.62181712962963,0.642071759259259,0.618634259259259,0.557581018518518
"39051",0.528356481481482,0.678819444444444,0.506655092592593,0.427951388888889,0.544849537037037,0.534722222222222
"39054",0.549768518518519,0.571759259259259,0.455150462962963,0.581597222222222,0.674189814814815,0.565972222222222
"39069",0.55005787037037,0.5,0.612268518518518,0.546875,0.698206018518519,0.496238425925926
"390722",0.478298611111111,0.489293981481482,0.463831018518519,0.557291666666667,0.728009259259259,0.567418981481482
"39073",0.557291666666667,0.609664351851852,0.466435185185185,0.506365740740741,0.510706018518518,0.479456018518518
"39074",0.575520833333333,0.532986111111111,0.537037037037037,0.556134259259259,0.539351851851852,0.578414351851852
"39231",0.495081018518518,0.511863425925926,0.487268518518518,0.786168981481482,0.778645833333333,0.684027777777778
"39331",0.525752314814815,0.567708333333333,0.550347222222222,0.548321759259259,0.589409722222222,0.527488425925926
"39333",0.462673611111111,0.502604166666667,0.424189814814815,0.611400462962963,0.633680555555556,0.633969907407407
"39336",0.5234375,0.544849537037037,0.510127314814815,0.517939814814815,0.651909722222222,0.55005787037037
"39342",0.559027777777778,0.480324074074074,0.43287037037037,0.453414351851852,0.696180555555555,0.488715277777778
"39350",0.547453703703704,0.49681712962963,0.596643518518518,0.544849537037037,0.571759259259259,0.554108796296296
"39356",0.443287037037037,0.408564814814815,0.412037037037037,0.575231481481482,0.638020833333333,0.5859375
"39361",0.526331018518518,0.630787037037037,0.556712962962963,0.537905092592593,0.774884259259259,0.576099537037037
"39481",0.550925925925926,0.544560185185185,0.539641203703704,0.573206018518518,0.560185185185185,0.561342592592593
"39529",0.495081018518518,0.503472222222222,0.571759259259259,0.619502314814815,0.764178240740741,0.533854166666667
"39545",0.578125,0.551215277777778,0.640625,0.600694444444444,0.681423611111111,0.573206018518519
"39572",0.502314814814815,0.611400462962963,0.482928240740741,0.544560185185185,0.623842592592593,0.522858796296296
"39588",0.553240740740741,0.485532407407407,0.486400462962963,0.569444444444444,0.692997685185185,0.600115740740741
"39597",0.4765625,0.499131944444444,0.530092592592593,0.511284722222222,0.555844907407407,0.563078703703704
"39627",0.474826388888889,0.497395833333333,0.5234375,0.630497685185185,0.720775462962963,0.620081018518518
"39631",0.40162037037037,0.51244212962963,0.343460648148148,0.577256944444445,0.614872685185185,0.642071759259259
"39651",0.644965277777778,0.510416666666667,0.454571759259259,0.603587962962963,0.816840277777778,0.686053240740741
"39652",0.4375,0.564236111111111,0.510127314814815,0.608796296296296,0.688657407407407,0.630208333333333
"39665",0.477719907407407,0.664641203703704,0.453125,0.485243055555556,0.842592592592593,0.48755787037037
"39726",0.41869212962963,0.501446759259259,0.520833333333333,0.532118055555555,0.678240740740741,0.567418981481481
"39766",0.485821759259259,0.469618055555556,0.377314814814815,0.579282407407407,0.583333333333333,0.587962962962963
"39802",0.482638888888889,0.587962962962963,0.653935185185185,0.576678240740741,0.564236111111111,0.576099537037037
"39808",0.607060185185185,0.451388888888889,0.55150462962963,0.6484375,0.626157407407407,0.46875
"39812",0.408564814814815,0.462384259259259,0.498553240740741,0.541956018518518,0.498842592592593,0.486689814814815
"39840",0.515625,0.464988425925926,0.419270833333333,0.647280092592593,0.711805555555555,0.463541666666667
"39841",0.410590277777778,0.472800925925926,0.399305555555555,0.567997685185185,0.653645833333333,0.522858796296296
"39860",0.509259259259259,0.55150462962963,0.490451388888889,0.621527777777778,0.69212962962963,0.496527777777778
"39874",0.568865740740741,0.483217592592593,0.613715277777778,0.581597222222222,0.712384259259259,0.621238425925926
"40063",0.453703703703704,0.381655092592593,0.466145833333333,0.519675925925926,0.575520833333333,0.652488425925926
"40112",0.506076388888889,0.602719907407407,0.590277777777778,0.494212962962963,0.713252314814815,0.472800925925926
"40128",0.554976851851852,0.577835648148148,0.502314814814815,0.574074074074074,0.748842592592593,0.602141203703704
"40144",0.422164351851852,0.537326388888889,0.443287037037037,0.618055555555555,0.6875,0.610243055555556
"40154",0.421006944444444,0.473958333333333,0.473958333333333,0.522569444444445,0.6015625,0.447048611111111
"40190",0.367766203703704,0.492766203703704,0.357928240740741,0.6953125,0.681134259259259,0.478298611111111
"40193",0.53443287037037,0.512731481481481,0.556712962962963,0.684895833333333,0.705439814814815,0.58275462962963
"40194",0.566550925925926,0.445891203703704,0.513599537037037,0.509548611111111,0.642650462962963,0.499131944444444
"40237",0.530092592592593,0.466145833333333,0.436631944444444,0.67505787037037,0.634837962962963,0.49681712962963
"40273",0.460648148148148,0.575231481481482,0.502025462962963,0.516493055555556,0.658854166666667,0.480324074074074
"40320",0.402488425925926,0.497106481481481,0.517361111111111,0.519386574074074,0.62181712962963,0.567997685185185
"40382",0.636574074074074,0.597511574074074,0.498842592592593,0.627314814814815,0.845775462962963,0.632233796296296
"40430",0.517939814814815,0.537615740740741,0.527199074074074,0.658854166666667,0.691261574074074,0.504340277777778
"40452",0.524016203703704,0.527488425925926,0.388310185185185,0.378761574074074,0.592592592592593,0.646122685185185
"40480",0.480902777777778,0.472222222222222,0.566550925925926,0.49681712962963,0.594618055555556,0.499421296296296
"40524",0.48119212962963,0.5625,0.446180555555555,0.58130787037037,0.56568287037037,0.549768518518518
"40601",0.480034722222222,0.505497685185185,0.414641203703704,0.497974537037037,0.502893518518518,0.473958333333333
"40615",0.552083333333333,0.508680555555556,0.616898148148148,0.65162037037037,0.55787037037037,0.708043981481482
"40678",0.540219907407407,0.541666666666667,0.502604166666667,0.561921296296296,0.595196759259259,0.499421296296296
"40721",0.530671296296296,0.558738425925926,0.6171875,0.5859375,0.694155092592593,0.600983796296296
"40766",0.471643518518518,0.447048611111111,0.5859375,0.595775462962963,0.650462962962963,0.452546296296296
"40776",0.427662037037037,0.458043981481482,0.564236111111111,0.572048611111111,0.667824074074074,0.576388888888889
"40778",0.4296875,0.429976851851852,0.475983796296296,0.564236111111111,0.587673611111111,0.490162037037037
"40794",0.558738425925926,0.569444444444444,0.591435185185185,0.496527777777778,0.725405092592593,0.627604166666667
"40809",0.50318287037037,0.516203703703704,0.449652777777778,0.650462962962963,0.579282407407407,0.485821759259259
"40835",0.526041666666667,0.52806712962963,0.639467592592593,0.568865740740741,0.548032407407407,0.500578703703704
"40954",0.537905092592593,0.481770833333333,0.552951388888889,0.495949074074074,0.609085648148148,0.428240740740741
"40972",0.429976851851852,0.404224537037037,0.3515625,0.563368055555555,0.528935185185185,0.559895833333333
"40976",0.51880787037037,0.506655092592593,0.567997685185185,0.546296296296296,0.677662037037037,0.524305555555556
"40988",0.482060185185185,0.404224537037037,0.484953703703704,0.658275462962963,0.618055555555555,0.617766203703704
"41033",0.508101851851852,0.472511574074074,0.533275462962963,0.641493055555556,0.641782407407407,0.626736111111111
"41224",0.567708333333333,0.472511574074074,0.483796296296296,0.543402777777778,0.635706018518518,0.64525462962963
"41250",0.462094907407407,0.421585648148148,0.470775462962963,0.683738425925926,0.672164351851852,0.631655092592593
"41266",0.55005787037037,0.549189814814815,0.529513888888889,0.607638888888889,0.641203703703704,0.490162037037037
"41319",0.564236111111111,0.464699074074074,0.549479166666667,0.51244212962963,0.623553240740741,0.421875
