"subject","Mixed_Forg","Mixed_Mem","SS3_Forg","SS3_Mem","SS6_Forg","SS6_Mem"
"61318c2656a34e6ec91c9153",0.413194444444444,0.493055555555556,0.795138888888889,0.59375,0.447916666666667,0.520833333333333
"613443bb8a6a4d961ffcd917",0.777777777777778,0.819444444444444,0.913194444444445,0.986111111111111,0.6875,0.763888888888889
"613536e3238caf9fc20ea9e7",0.552083333333333,0.972222222222222,0.996527777777778,1,0.795138888888889,0.90625
"6136c5e4335336ffe76b6240",0.850694444444445,0.579861111111111,0.847222222222222,0.902777777777778,0.638888888888889,0.763888888888889
"6137d3b8b1252a85f556d3d8",0.75,0.885416666666667,0.899305555555556,0.993055555555556,0.746527777777778,0.892361111111111
"6139348ebc57a7de25346990",0.833333333333333,0.746527777777778,0.875,0.892361111111111,0.798611111111111,0.680555555555555
"61440b9a3d9a8b45c4434663",0.868055555555556,0.916666666666667,0.895833333333333,1,0.902777777777778,0.902777777777778
"6145893a72ee074c203f386e",0.833333333333333,0.840277777777778,0.927083333333333,1,0.8125,0.993055555555556
"6148d5e5f56ee71921fe6955",0.756944444444444,0.847222222222222,0.993055555555555,0.996527777777778,0.722222222222222,0.895833333333333
"614ca7f8fc7cba1b74101bfe",0.927083333333333,0.916666666666667,1,1,0.982638888888889,0.958333333333333
"614f253f9cb4943cc553e686",0.493055555555555,0.854166666666667,0.840277777777778,0.868055555555556,0.711805555555555,0.729166666666667
"615001d094ff3a75f45b36b0",0.871527777777778,0.871527777777778,0.958333333333333,0.993055555555556,0.763888888888889,0.920138888888889
"6150ea24533ea8f02c003739",0.875,0.993055555555556,1,1,0.954861111111111,0.993055555555556
"6151fd483e33a9a428d19e75",0.8125,0.892361111111111,0.954861111111111,1,0.8125,0.947916666666667
"61545eb999bfe7a2ec3c3cdc",0.934027777777778,0.989583333333333,1,1,0.96875,0.972222222222222
"61579af712a0caa5f08c0a48",0.760416666666667,0.895833333333333,0.996527777777778,0.954861111111111,0.805555555555555,0.857638888888889
"615d051e2366aeb051acb734",0.944444444444444,1,1,1,0.944444444444444,1
"615e661415a540f08578dcbd",0.611111111111111,0.798611111111111,0.78125,0.902777777777778,0.847222222222222,0.833333333333333
"61644b17ec9f97f7485d5624",0.46875,0.295138888888889,0.395833333333333,0.697916666666667,0.576388888888889,0.590277777777778
"616af443b2d6a01656c5dfbe",0.798611111111111,0.979166666666667,0.795138888888889,0.996527777777778,0.871527777777778,0.871527777777778
"616faf3ab8c53e7a73a5dea5",0.423611111111111,0.638888888888889,0.381944444444444,0.576388888888889,0.46875,0.614583333333333
"6170d0b2498b3fe8bd336ab1",0.885416666666667,1,1,1,0.902777777777778,0.861111111111111
"6172378d423fdf1acdc2d212",0.576388888888889,0.524305555555556,0.913194444444444,0.923611111111111,0.892361111111111,0.767361111111111
"6173841b9749c0451055cd45",0.774305555555556,0.729166666666667,0.836805555555556,0.763888888888889,0.666666666666667,0.888888888888889
"61760b30f2c7886886924db1",0.826388888888889,0.895833333333333,1,1,0.972222222222222,1
