"subject","Mixed_Forg","Mixed_Mem","SS3_Forg","SS3_Mem","SS6_Forg","SS6_Mem"
"03 (pilot)",0.644965277777778,0.789930555555555,0.813368055555556,0.792534722222222,0.769965277777778,0.946180555555556
"03 Pilot",0.766493055555556,0.809027777777778,0.884548611111111,0.967013888888889,0.709201388888889,0.859375
"05 pilot",0.816840277777778,0.90625,0.969618055555555,0.934027777777778,0.870659722222222,0.861979166666667
"06 Pilot",0.797743055555555,0.884548611111111,0.910590277777778,0.953125,0.848090277777778,0.692708333333333
"07 Pilot",0.782986111111111,0.934895833333333,0.890625,0.897569444444445,0.682291666666667,0.923611111111111
"08 Pilot",0.723090277777778,0.9609375,0.9453125,0.9375,0.734375,0.892361111111111
"1001295181",0.6171875,0.762152777777778,0.875868055555555,0.973958333333333,0.855034722222222,0.755208333333333
"1120202",0.660590277777778,0.697048611111111,0.795138888888889,0.938368055555556,0.586805555555556,0.697916666666667
"1141102",0.912326388888889,0.969618055555556,0.916666666666667,0.978298611111111,0.874131944444445,0.811631944444444
"1530422",0.625,0.756944444444445,0.852430555555555,0.896701388888889,0.731770833333333,0.677951388888889
"1620518",0.576388888888889,0.854166666666667,0.940972222222222,0.993923611111111,0.720486111111111,0.9140625
"1630520",0.564236111111111,0.8515625,0.828993055555555,0.932291666666667,0.743923611111111,0.671006944444445
"1640520",0.733506944444444,0.887152777777778,0.835069444444445,1,0.735243055555556,0.887152777777778
"1650520",0.759548611111111,0.912326388888889,0.958333333333333,0.990451388888889,0.711805555555555,0.940104166666667
"1690526",0.850694444444444,0.890625,0.944444444444444,1,0.849826388888889,0.884548611111111
"1700526",0.646701388888889,0.714409722222222,0.951388888888889,0.944444444444444,0.859375,0.875
"1720528",0.502604166666667,0.598958333333333,0.75,0.815972222222222,0.625,0.788194444444444
"1770928",0.708333333333333,0.797743055555556,0.839409722222222,0.880208333333333,0.767361111111111,0.839409722222222
"1780929",0.604166666666667,0.777777777777778,0.878472222222222,0.934895833333333,0.772569444444445,0.835069444444444
"1790829",0.733506944444444,0.920138888888889,0.881944444444444,0.912326388888889,0.805555555555555,0.747395833333333
"1800829",0.659722222222222,0.886284722222222,0.931423611111111,0.876736111111111,0.720486111111111,0.699652777777778
"180802",0.888020833333333,0.962673611111111,0.999131944444444,1,0.927083333333333,0.802951388888889
"370722",0.763020833333333,0.899305555555555,0.920138888888889,0.969618055555556,0.724826388888889,0.818576388888889
"380722",0.533854166666667,0.560763888888889,0.621527777777778,0.6953125,0.53125,0.568576388888889
"38852",0.732638888888889,0.78125,0.821180555555556,0.891493055555555,0.625,0.667534722222222
"38853",0.751736111111111,0.874131944444445,0.947916666666667,0.978298611111111,0.789930555555556,0.887152777777778
"38854",0.751736111111111,0.803819444444444,0.96875,0.934895833333333,0.745659722222222,0.7734375
"38857",0.825520833333333,0.629340277777778,0.953993055555555,0.900173611111111,0.829861111111111,0.897569444444444
"38858",0.784722222222222,0.959201388888889,0.9921875,1,0.803819444444445,0.864583333333333
"38873",0.873263888888889,0.885416666666667,0.946180555555556,0.926215277777778,0.936631944444445,0.859375
"38943",0.791666666666667,0.860243055555555,0.912326388888889,0.969618055555556,0.6953125,0.877604166666667
