"Subj";"Trial";"b1";"b2";"b3";"b4";"Cat";"Imgname"
"s43";"68";56;68;3;3;"RA";"ra10"
"s43";"69";63;59;75;3;"SR";"s43_sr19"
"s43";"70";69;73;3;2;"RA";"ra13"
"s43";"71";73;87;82;3;"NR";"s44_sr07"
"s43";"72";63;70;95;1;"RA";"ra04"
"s43";"73";8;3;0;3;"GA";"ga01"
"s43";"74";8;9;76;2;"RA";"ra17"
"s43";"75";63;76;74;2;"RA";"ra08"
"s43";"76";59;64;5;2;"GA";"ga14"
"s43";"77";70;89;94;3;"NR";"s44_sr01"
"s43";"78";74;70;100;3;"SR";"s43_sr06"
"s43";"79";60;61;97;3;"SR";"s43_sr18"
"s43";"80";64;80;93;3;"GA";"ga05"
"s44";"1";40;51;18;3;"GA";"ga05"
"s44";"2";30;13;56;3;"SR";"s44_sr18"
"s44";"3";19;84;64;3;"SR";"s44_sr06"
"s44";"4";40;66;36;2;"NR";"s43_sr01"
"s44";"5";87;96;97;3;"GA";"ga14"
"s44";"6";4;3;3;3;"RA";"ra08"
"s44";"7";5;5;6;3;"RA";"ra17"
"s44";"8";11;18;47;3;"GA";"ga01"
"s44";"9";35;82;64;3;"RA";"ra04"
"s44";"10";70;90;83;3;"NR";"s43_sr07"
"s44";"11";3;4;3;3;"RA";"ra13"
"s44";"12";49;81;78;3;"SR";"s44_sr19"
"s44";"13";65;75;20;3;"RA";"ra10"
"s44";"14";3;6;8;3;"RA";"ra16"
"s44";"15";23;5;8;3;"NR";"s43_sr13"
"s44";"16";15;15;19;3;"GA";"ga04"
"s44";"17";89;87;48;3;"NR";"s43_sr11"
"s44";"18";16;31;7;3;"NR";"s43_sr18"
"s44";"19";11;5;18;3;"GA";"ga02"
"s44";"20";86;83;78;3;"NR";"s43_sr05"
"s44";"21";73;76;74;3;"SR";"s44_sr08"
"s44";"22";6;9;10;3;"SR";"s44_sr11"
"s44";"23";10;7;6;3;"GA";"ga15"
"s44";"24";89;88;87;3;"SR";"s44_sr07"
"s44";"25";29;38;6;3;"RA";"ra14"
"s44";"26";4;5;48;3;"RA";"ra11"
"s44";"27";0;9;6;3;"GA";"ga06"
"s44";"28";3;3;5;3;"RA";"ra20"
"s44";"29";4;6;4;3;"RA";"ra05"
"s44";"30";33;50;36;2;"SR";"s44_sr01"
"s44";"31";24;37;84;3;"SR";"s44_sr17"
"s44";"32";46;71;87;3;"NR";"s43_sr10"
"s44";"33";3;4;5;3;"SR";"s44_sr15"
"s44";"34";3;9;37;3;"GA";"ga07"
"s44";"35";41;74;94;3;"GA";"ga12"
"s44";"36";27;88;82;3;"SR";"s44_sr09"
"s44";"37";29;76;32;3;"NR";"s43_sr08"
"s44";"38";25;12;10;3;"RA";"ra15"
"s44";"39";8;63;21;3;"GA";"ga19"
"s44";"40";40;81;48;3;"NR";"s43_sr06"
"s44";"41";23;51;34;3;"SR";"s44_sr02"
"s44";"42";25;15;62;3;"SR";"s44_sr16"
"s44";"43";3;3;6;3;"RA";"ra18"
"s44";"44";23;61;74;3;"NR";"s43_sr15"
"s44";"45";47;79;27;3;"SR";"s44_sr20"
"s44";"46";49;71;32;3;"GA";"ga03"
"s44";"47";65;13;8;3;"RA";"ra09"
"s44";"48";82;82;61;3;"SR";"s44_sr05"
"s44";"49";3;9;19;3;"RA";"ra06"
"s44";"50";6;7;6;3;"GA";"ga08"
"s44";"51";3;86;93;3;"NR";"s43_sr09"
"s44";"52";54;10;31;3;"NR";"s43_sr17"
"s44";"53";77;79;22;3;"GA";"ga18"
"s44";"54";64;70;87;3;"SR";"s44_sr04"
"s44";"55";49;67;90;3;"SR";"s44_sr12"
"s44";"56";45;20;18;3;"GA";"ga10"
"s44";"57";76;78;97;3;"SR";"s44_sr10"
"s44";"58";22;15;6;3;"RA";"ra12"
"s44";"59";15;27;30;3;"NR";"s43_sr04"
"s44";"60";85;83;24;3;"NR";"s43_sr20"
"s44";"61";14;24;39;3;"SR";"s44_sr14"
"s44";"62";94;95;93;2;"NR";"s43_sr16"
"s44";"63";11;31;11;3;"NR";"s43_sr19"
"s44";"64";6;5;6;3;"RA";"ra19"
"s44";"65";10;21;12;3;"NR";"s43_sr14"
"s44";"66";9;12;61;3;"RA";"ra03"
"s44";"67";12;10;28;3;"GA";"ga20"
"s44";"68";7;6;21;3;"GA";"ga11"
"s44";"69";62;92;84;3;"NR";"s43_sr02"
"s44";"70";63;10;41;3;"RA";"ra01"
"s44";"71";9;6;6;3;"RA";"ra02"
"s44";"72";51;53;64;3;"SR";"s44_sr13"
"s44";"73";15;69;39;3;"NR";"s43_sr03"
"s44";"74";73;88;74;3;"NR";"s43_sr12"
"s44";"75";62;66;42;3;"GA";"ga09"
"s44";"76";51;50;30;3;"GA";"ga17"
"s44";"77";8;20;51;3;"RA";"ra07"
"s44";"78";83;90;57;3;"SR";"s44_sr03"
"s44";"79";30;20;71;3;"GA";"ga13"
"s44";"80";9;14;16;3;"GA";"ga16"
"s45";"1";39;29;92;2;"NR";"s46_sr19"
"s45";"2";71;67;39;3;"RA";"ra12"
"s45";"3";28;24;25;3;"RA";"ra01"
"s45";"4";16;32;28;3;"GA";"ga10"
"s45";"5";8;67;58;1;"NR";"s46_sr17"
"s45";"6";92;75;100;1;"SR";"s45_sr01"
"s45";"7";80;73;95;2;"SR";"s45_sr07"
"s45";"8";62;58;48;3;"GA";"ga05"
"s45";"9";49;69;78;2;"SR";"s45_sr08"
"s45";"10";61;69;98;1;"NR";"s46_sr04"
"s45";"11";74;60;71;2;"NR";"s46_sr10"
"s45";"12";65;60;47;3;"SR";"s45_sr09"
"s45";"13";13;30;6;3;"GA";"ga16"
"s45";"14";18;23;4;3;"GA";"ga01"
"s45";"15";90;62;2;3;"RA";"ra09"
"s45";"16";3;17;31;1;"NR";"s46_sr18"
"s45";"17";20;57;31;3;"NR";"s46_sr13"
"s45";"18";27;41;15;3;"GA";"ga03"
"s45";"19";53;82;93;1;"SR";"s45_sr16"
"s45";"20";65;82;96;1;"SR";"s45_sr17"
"s45";"21";60;72;59;1;"RA";"ra16"
"s45";"22";9;29;68;2;"NR";"s46_sr09"
"s45";"23";56;62;23;2;"NR";"s46_sr07"
"s45";"24";58;66;58;2;"SR";"s45_sr11"
"s45";"25";70;64;9;3;"RA";"ra06"
"s45";"26";73;74;81;1;"SR";"s45_sr20"
"s45";"27";80;47;65;3;"RA";"ra15"
"s45";"28";42;47;13;1;"GA";"ga04"
"s45";"29";50;42;0;3;"RA";"ra05"
"s45";"30";70;77;97;1;"SR";"s45_sr03"
"s45";"31";67;76;86;2;"SR";"s45_sr06"
"s45";"32";62;67;81;3;"GA";"ga17"
"s45";"33";43;70;87;3;"GA";"ga12"
"s45";"34";71;58;61;3;"RA";"ra02"
"s45";"35";77;66;95;3;"RA";"ra07"
"s45";"36";74;73;88;1;"GA";"ga18"
"s45";"37";11;16;4;3;"RA";"ra10"
"s45";"38";75;77;89;1;"SR";"s45_sr05"
"s45";"39";56;58;67;1;"SR";"s45_sr15"
"s45";"40";7;25;3;3;"GA";"ga07"
"s45";"41";13;19;3;3;"GA";"ga08"
"s45";"42";10;38;5;3;"NR";"s46_sr01"
"s45";"43";85;83;83;2;"GA";"ga14"
"s45";"44";78;73;82;1;"NR";"s46_sr06"
"s45";"45";41;42;51;3;"RA";"ra04"
"s45";"46";42;40;9;3;"RA";"ra19"
"s45";"47";16;38;56;1;"SR";"s45_sr18"
"s45";"48";56;58;61;2;"SR";"s45_sr10"
"s45";"49";66;62;83;2;"NR";"s46_sr20"
"s45";"50";49;47;43;3;"RA";"ra17"
"s45";"51";31;34;12;3;"SR";"s45_sr02"
"s45";"52";26;17;6;3;"RA";"ra13"
"s45";"53";67;79;71;3;"NR";"s46_sr12"
"s45";"54";43;27;12;3;"GA";"ga02"
"s45";"55";76;77;68;1;"GA";"ga13"
"s45";"56";43;58;57;2;"SR";"s45_sr19"
"s45";"57";51;68;4;3;"GA";"ga09"
"s45";"58";59;66;76;3;"NR";"s46_sr11"
"s45";"59";12;27;16;3;"GA";"ga06"
"s45";"60";76;81;89;1;"SR";"s45_sr04"
"s45";"61";34;39;24;3;"NR";"s46_sr02"
"s45";"62";73;75;85;1;"SR";"s45_sr12"
"s45";"63";35;42;19;3;"RA";"ra11"
"s45";"64";75;47;30;3;"RA";"ra03"
"s45";"65";68;70;54;3;"GA";"ga15"
"s45";"66";61;3;2;3;"RA";"ra20"
"s45";"67";55;44;14;3;"NR";"s46_sr05"
"s45";"68";72;75;24;2;"NR";"s46_sr14"
"s45";"69";66;57;19;3;"RA";"ra18"
"s45";"70";59;49;46;1;"GA";"ga20"
"s45";"71";70;64;61;2;"GA";"ga19"
"s45";"72";82;77;84;1;"SR";"s45_sr13"
"s45";"73";74;36;2;3;"NR";"s46_sr08"
"s45";"74";81;77;86;1;"SR";"s45_sr14"
"s45";"75";69;68;66;2;"NR";"s46_sr03"
"s45";"76";39;12;3;3;"RA";"ra08"
"s45";"77";51;61;70;3;"RA";"ra14"
"s45";"78";81;80;82;1;"NR";"s46_sr16"
"s45";"79";49;65;70;3;"GA";"ga11"
"s45";"80";78;77;74;1;"NR";"s46_sr15"
"s46";"1";69;98;98;3;"NR";"s45_sr15"
"s46";"2";47;86;100;3;"GA";"ga11"
"s46";"3";4;6;98;3;"NR";"s45_sr16"
"s46";"4";65;95;82;3;"RA";"ra14"
"s46";"5";2;4;96;3;"RA";"ra08"
"s46";"6";91;95;99;2;"NR";"s45_sr03"
"s46";"7";82;86;76;3;"SR";"s46_sr14"
"s46";"8";57;36;90;3;"NR";"s45_sr08"
"s46";"9";4;19;95;3;"SR";"s46_sr13"
"s46";"10";1;11;20;3;"GA";"ga19"
"s46";"11";90;97;96;3;"GA";"ga20"
"s46";"12";1;0;6;3;"RA";"ra18"
"s46";"13";6;8;100;3;"NR";"s45_sr14"
"s46";"14";71;82;99;3;"NR";"s45_sr05"
"s46";"15";1;4;2;3;"RA";"ra20"
"s46";"16";58;64;98;3;"GA";"ga15"
"s46";"17";38;47;96;3;"RA";"ra03"
"s46";"18";1;4;99;3;"RA";"ra11"
"s46";"19";88;95;96;3;"SR";"s46_sr12"
"s46";"20";7;14;98;3;"NR";"s45_sr02"
"s46";"21";97;89;98;3;"SR";"s46_sr04"
"s46";"22";1;7;5;3;"GA";"ga06"
"s46";"23";51;79;97;3;"NR";"s45_sr11"
"s46";"24";11;52;9;3;"GA";"ga09"
"s46";"25";40;48;59;3;"SR";"s46_sr19"
"s46";"26";37;81;68;3;"GA";"ga13"
"s46";"27";45;63;68;3;"GA";"ga02"
"s46";"28";92;94;95;3;"NR";"s45_sr12"
"s46";"29";0;3;2;3;"RA";"ra13"
"s46";"30";4;10;86;3;"SR";"s46_sr02"
"s46";"31";4;22;39;3;"RA";"ra17"
"s46";"32";6;30;26;3;"NR";"s45_sr20"
"s46";"33";77;38;85;3;"SR";"s46_sr10"
"s46";"34";56;62;61;3;"SR";"s46_sr18"
"s46";"35";28;23;55;3;"RA";"ra19"
"s46";"36";12;15;64;3;"RA";"ra04"
"s46";"37";72;94;98;3;"NR";"s45_sr06"
"s46";"38";77;64;88;3;"GA";"ga14"
"s46";"39";21;7;76;3;"NR";"s45_sr01"
"s46";"40";7;13;82;3;"GA";"ga08"
"s46";"41";5;14;90;3;"GA";"ga07"
"s46";"42";7;11;95;3;"SR";"s46_sr15"
"s46";"43";99;99;99;3;"SR";"s46_sr05"
"s46";"44";5;8;69;3;"RA";"ra10"
"s46";"45";95;92;96;3;"GA";"ga18"
"s46";"46";88;92;96;3;"RA";"ra07"
"s46";"47";9;8;8;3;"RA";"ra02"
"s46";"48";8;68;96;3;"GA";"ga12"
"s46";"49";11;13;27;3;"GA";"ga17"
"s46";"50";75;86;97;3;"SR";"s46_sr06"
"s46";"51";55;74;92;3;"SR";"s46_sr03"
"s46";"52";9;10;4;3;"RA";"ra05"
"s46";"53";54;63;79;3;"GA";"ga04"
"s46";"54";12;17;56;3;"RA";"ra15"
"s46";"55";6;11;56;3;"SR";"s46_sr20"
"s46";"56";90;83;12;3;"RA";"ra06"
"s46";"57";22;53;56;3;"SR";"s46_sr11"
"s46";"58";21;16;33;3;"NR";"s45_sr07"
"s46";"59";52;41;98;3;"NR";"s45_sr09"
"s46";"60";18;37;98;3;"RA";"ra16"
"s46";"61";99;99;99;3;"SR";"s46_sr17"
"s46";"62";99;98;100;3;"SR";"s46_sr16"
"s46";"63";99;87;98;3;"GA";"ga03"
"s46";"64";99;88;98;3;"NR";"s45_sr13"
"s46";"65";91;68;48;3;"NR";"s45_sr18"
"s46";"66";99;98;94;2;"RA";"ra09"
"s46";"67";16;46;61;3;"GA";"ga01"
"s46";"68";66;65;97;3;"GA";"ga16"
"s46";"69";15;28;27;3;"SR";"s46_sr09"
"s46";"70";98;99;100;3;"NR";"s45_sr10"
"s46";"71";99;86;99;3;"NR";"s45_sr04"
"s46";"72";31;26;10;3;"SR";"s46_sr08"
"s46";"73";18;11;72;3;"GA";"ga05"
"s46";"74";85;89;95;3;"SR";"s46_sr07"
"s46";"75";1;7;45;3;"SR";"s46_sr01"
"s46";"76";99;99;99;3;"NR";"s45_sr17"
"s46";"77";22;21;48;3;"GA";"ga10"
"s46";"78";99;96;63;3;"RA";"ra01"
"s46";"79";99;99;98;3;"RA";"ra12"
"s46";"80";8;13;18;3;"NR";"s45_sr19"
"s47";"1";57;47;73;2;"SR";"s47_sr05"
"s47";"2";48;29;10;3;"RA";"ra14"
"s47";"3";34;9;64;3;"RA";"ra07"
"s47";"4";61;73;22;3;"GA";"ga16"
"s47";"5";59;74;17;3;"RA";"ra19"
"s47";"6";57;52;50;3;"SR";"s47_sr08"
"s47";"7";57;75;49;1;"SR";"s47_sr11"
"s47";"8";70;80;48;3;"GA";"ga14"
"s47";"9";61;46;23;3;"GA";"ga03"
"s47";"10";70;59;23;2;"NR";"s48_sr01"
"s47";"11";39;18;44;3;"NR";"s48_sr18"
"s47";"12";59;31;67;2;"SR";"s47_sr10"
"s47";"13";65;58;17;2;"NR";"s48_sr04"
"s47";"14";46;21;43;3;"GA";"ga10"
"s47";"15";41;17;61;3;"NR";"s48_sr16"
"s47";"16";57;56;58;3;"NR";"s48_sr09"
"s47";"17";45;18;25;3;"GA";"ga08"
"s47";"18";23;3;50;3;"RA";"ra16"
"s47";"19";60;54;46;3;"GA";"ga20"
"s47";"20";52;44;24;3;"NR";"s48_sr10"
"s47";"21";53;55;80;3;"SR";"s47_sr19"
"s47";"22";23;16;22;3;"RA";"ra17"
"s47";"23";49;42;60;3;"NR";"s48_sr02"
"s47";"24";63;74;12;3;"RA";"ra05"
"s47";"25";63;69;48;3;"RA";"ra18"
"s47";"26";52;49;30;3;"NR";"s48_sr12"
"s47";"27";60;49;83;3;"GA";"ga17"
"s47";"28";59;17;24;3;"GA";"ga02"
"s47";"29";54;3;48;3;"NR";"s48_sr20"
"s47";"30";57;50;16;3;"RA";"ra13"
"s47";"31";74;100;98;1;"SR";"s47_sr20"
"s47";"32";69;49;18;3;"SR";"s47_sr13"
"s47";"33";50;30;15;3;"GA";"ga09"
"s47";"34";62;78;61;2;"SR";"s47_sr14"
"s47";"35";43;45;17;3;"GA";"ga05"
"s47";"36";23;12;46;3;"SR";"s47_sr17"
"s47";"37";51;27;58;3;"GA";"ga11"
"s47";"38";25;12;51;3;"GA";"ga18"
"s47";"39";69;46;18;3;"RA";"ra06"
"s47";"40";59;48;18;3;"GA";"ga13"
"s47";"41";66;84;50;3;"SR";"s47_sr15"
"s47";"42";58;52;7;3;"RA";"ra01"
"s47";"43";48;23;52;3;"GA";"ga01"
"s47";"44";46;19;51;3;"GA";"ga19"
"s47";"45";29;0;68;3;"SR";"s47_sr16"
"s47";"46";39;44;17;3;"SR";"s47_sr07"
"s47";"47";56;60;22;3;"NR";"s48_sr19"
"s47";"48";60;45;15;3;"RA";"ra15"
"s47";"49";49;54;18;3;"RA";"ra09"
"s47";"50";28;21;54;3;"NR";"s48_sr11"
"s47";"51";12;17;16;3;"GA";"ga12"
"s47";"52";6;38;75;3;"NR";"s48_sr15"
"s47";"53";1;6;19;3;"RA";"ra20"
"s47";"54";9;19;50;3;"NR";"s48_sr17"
"s47";"55";49;31;61;2;"SR";"s47_sr02"
"s47";"56";49;40;15;2;"SR";"s47_sr03"
"s47";"57";68;55;23;3;"NR";"s48_sr06"
"s47";"58";36;49;22;3;"NR";"s48_sr05"
"s47";"59";19;37;61;3;"SR";"s47_sr12"
"s47";"60";51;44;70;3;"SR";"s47_sr18"
"s47";"61";78;43;16;3;"RA";"ra03"
"s47";"62";57;44;15;3;"GA";"ga15"
"s47";"63";23;44;63;3;"GA";"ga04"
"s47";"64";11;26;10;3;"RA";"ra08"
"s47";"65";47;32;14;3;"RA";"ra10"
"s47";"66";23;44;54;3;"SR";"s47_sr09"
"s47";"67";31;50;52;3;"GA";"ga07"
"s47";"68";71;33;11;3;"RA";"ra12"
"s47";"69";31;45;84;2;"SR";"s47_sr04"
"s47";"70";47;48;11;3;"NR";"s48_sr03"
"s47";"71";56;46;12;3;"NR";"s48_sr14"
"s47";"72";49;48;17;3;"SR";"s47_sr06"
"s47";"73";51;44;16;3;"RA";"ra04"
"s47";"74";37;43;13;3;"RA";"ra11"
"s47";"75";30;59;15;3;"NR";"s48_sr07"
"s47";"76";9;44;76;3;"NR";"s48_sr08"
"s47";"77";62;52;6;3;"RA";"ra02"
"s47";"78";100;100;99;1;"SR";"s47_sr01"
"s47";"79";45;45;77;3;"NR";"s48_sr13"
"s47";"80";30;28;14;3;"GA";"ga06"
"s48";"1";19;7;60;3;"GA";"ga06"
"s48";"2";64;7;11;3;"NR";"s47_sr13"
"s48";"3";37;12;28;3;"SR";"s48_sr01"
"s48";"4";64;76;69;2;"RA";"ra02"
"s48";"5";36;19;15;3;"NR";"s47_sr08"
"s48";"6";11;7;69;3;"NR";"s47_sr07"
"s48";"7";59;58;69;2;"RA";"ra11"
"s48";"8";74;68;94;2;"RA";"ra04"
"s48";"9";26;17;81;3;"SR";"s48_sr06"
"s48";"10";22;17;12;3;"NR";"s47_sr14"
"s48";"11";11;12;16;3;"NR";"s47_sr03"
"s48";"12";0;29;0;3;"SR";"s48_sr04"
"s48";"13";90;86;73;2;"RA";"ra12"
"s48";"14";28;0;6;3;"GA";"ga07"
"s48";"15";41;9;12;3;"SR";"s48_sr09"
"s48";"16";73;78;72;2;"RA";"ra10"
"s48";"17";52;55;39;2;"RA";"ra08"
"s48";"18";79;25;70;2;"GA";"ga04"
"s48";"19";18;9;16;3;"GA";"ga15"
"s48";"20";70;51;42;2;"RA";"ra03"
"s48";"21";16;11;61;3;"SR";"s48_sr18"
"s48";"22";11;3;36;3;"SR";"s48_sr12"
"s48";"23";14;6;13;3;"NR";"s47_sr05"
"s48";"24";25;6;65;3;"NR";"s47_sr06"
"s48";"25";17;5;14;3;"SR";"s48_sr03"
"s48";"26";8;25;21;3;"SR";"s48_sr02"
"s48";"27";14;7;14;3;"NR";"s47_sr17"
"s48";"28";48;51;58;3;"RA";"ra20"
"s48";"29";66;44;82;3;"NR";"s47_sr15"
"s48";"30";25;13;64;3;"GA";"ga12"
"s48";"31";60;57;81;3;"NR";"s47_sr11"
"s48";"32";30;100;93;2;"RA";"ra09"
"s48";"33";63;91;80;2;"RA";"ra15"
"s48";"34";22;7;19;3;"NR";"s47_sr19"
"s48";"35";23;12;15;3;"SR";"s48_sr07"
"s48";"36";0;0;12;3;"SR";"s48_sr16"
"s48";"37";0;13;0;3;"GA";"ga19"
"s48";"38";12;3;28;3;"GA";"ga01"
"s48";"39";73;86;82;2;"RA";"ra01"
"s48";"40";0;1;11;3;"SR";"s48_sr15"
"s48";"41";10;24;19;3;"GA";"ga13"
"s48";"42";88;85;80;2;"RA";"ra06"
"s48";"43";55;42;69;3;"GA";"ga18"
"s48";"44";74;86;81;2;"GA";"ga11"
"s48";"45";11;6;16;3;"SR";"s48_sr17"
"s48";"46";31;14;60;3;"GA";"ga05"
"s48";"47";15;0;12;3;"SR";"s48_sr14"
"s48";"48";57;10;75;3;"GA";"ga09"
"s48";"49";0;0;12;3;"SR";"s48_sr13"
"s48";"50";3;16;11;3;"SR";"s48_sr20"
"s48";"51";52;87;69;2;"RA";"ra13"
"s48";"52";24;12;0;3;"NR";"s47_sr20"
"s48";"53";23;28;59;3;"GA";"ga02"
"s48";"54";9;13;7;3;"GA";"ga17"
"s48";"55";2;0;0;3;"NR";"s47_sr12"
"s48";"56";13;52;12;3;"RA";"ra18"
"s48";"57";60;72;71;2;"RA";"ra05"
"s48";"58";20;8;9;3;"NR";"s47_sr02"
"s48";"59";82;97;83;2;"RA";"ra17"
"s48";"60";10;9;11;3;"SR";"s48_sr19"
"s48";"61";4;7;2;3;"NR";"s47_sr10"
"s48";"62";14;13;12;3;"GA";"ga20"
"s48";"63";74;78;85;3;"RA";"ra16"
"s48";"64";64;61;60;3;"GA";"ga08"
"s48";"65";9;3;2;3;"NR";"s47_sr09"
"s48";"66";0;0;0;3;"NR";"s47_sr16"
"s48";"67";45;46;66;3;"GA";"ga10"
"s48";"68";6;0;0;3;"NR";"s47_sr04"
"s48";"69";28;7;79;3;"SR";"s48_sr10"
"s48";"70";23;8;14;3;"NR";"s47_sr18"
"s48";"71";6;3;8;3;"NR";"s47_sr01"
"s48";"72";47;39;55;3;"GA";"ga03"
"s48";"73";35;5;22;3;"GA";"ga14"
"s48";"74";14;7;65;3;"SR";"s48_sr11"
"s48";"75";16;7;78;3;"SR";"s48_sr08"
"s48";"76";87;95;64;2;"RA";"ra19"
"s48";"77";14;7;6;3;"GA";"ga16"
"s48";"78";88;53;83;2;"RA";"ra07"
"s48";"79";94;84;61;2;"RA";"ra14"
"s48";"80";5;7;14;3;"SR";"s48_sr05"
"s51";"1";27;17;54;2;"SR";"s51_sr11"
"s51";"2";79;88;100;2;"RA";"ra07"
"s51";"3";77;78;70;1;"GA";"ga18"
"s51";"4";78;77;85;3;"RA";"ra10"
"s51";"5";94;85;83;2;"SR";"s51_sr05"
"s51";"6";55;70;100;3;"NR";"s52_sr17"
"s51";"7";74;82;90;2;"NR";"s52_sr16"
"s51";"8";76;80;88;3;"GA";"ga09"
"s51";"9";58;85;80;3;"GA";"ga06"
"s51";"10";53;85;87;2;"NR";"s52_sr08"
"s51";"11";69;72;81;3;"NR";"s52_sr09"
"s51";"12";9;4;0;3;"RA";"ra18"
"s51";"13";55;76;0;3;"RA";"ra14"
"s51";"14";83;100;100;3;"SR";"s51_sr12"
"s51";"15";77;86;82;3;"GA";"ga13"
"s51";"16";91;92;100;2;"SR";"s51_sr02"
"s51";"17";80;90;91;3;"SR";"s51_sr06"
"s51";"18";81;85;94;2;"RA";"ra16"
"s51";"19";78;75;85;3;"GA";"ga11"
"s51";"20";77;80;86;2;"SR";"s51_sr08"
"s51";"21";3;3;79;3;"RA";"ra13"
"s51";"22";76;86;80;3;"RA";"ra04"
"s51";"23";77;87;84;2;"NR";"s52_sr11"
"s51";"24";9;4;0;3;"RA";"ra19"
"s51";"25";90;84;100;3;"SR";"s51_sr14"
"s51";"26";37;12;0;3;"GA";"ga20"
"s51";"27";76;80;0;2;"GA";"ga02"
"s51";"28";87;82;89;2;"NR";"s52_sr05"
"s51";"29";75;80;80;3;"NR";"s52_sr02"
"s51";"30";1;1;2;3;"RA";"ra20"
"s51";"31";97;100;100;3;"SR";"s51_sr19"
"s51";"32";92;90;100;2;"SR";"s51_sr03"
"s51";"33";94;100;100;2;"NR";"s52_sr19"
"s51";"34";92;79;59;2;"GA";"ga17"
"s51";"35";100;100;100;2;"NR";"s52_sr18"
"s51";"36";85;91;82;3;"GA";"ga10"
"s51";"37";100;79;99;2;"SR";"s51_sr07"
"s51";"38";99;72;0;3;"GA";"ga19"
"s51";"39";96;80;99;3;"NR";"s52_sr06"
"s51";"40";94;79;70;3;"RA";"ra15"
"s51";"41";70;65;0;3;"RA";"ra12"
"s51";"42";84;70;85;3;"NR";"s52_sr15"
"s51";"43";99;70;100;3;"GA";"ga14"
"s51";"44";100;100;100;2;"SR";"s51_sr01"
"s51";"45";92;100;100;2;"SR";"s51_sr20"
"s51";"46";89;79;92;3;"GA";"ga16"
"s51";"47";77;77;6;3;"GA";"ga15"
"s51";"48";81;100;100;2;"SR";"s51_sr17"
"s51";"49";22;11;0;3;"RA";"ra09"
"s51";"50";32;29;0;2;"RA";"ra03"
"s51";"51";86;88;99;2;"GA";"ga04"
"s51";"52";38;70;100;3;"GA";"ga12"
"s51";"53";8;64;0;3;"RA";"ra06"
"s51";"54";78;78;92;3;"NR";"s52_sr12"
"s51";"55";90;91;100;2;"NR";"s52_sr04"
"s51";"56";99;75;99;3;"SR";"s51_sr13"
"s51";"57";72;89;97;3;"SR";"s51_sr09"
"s51";"58";83;81;100;3;"NR";"s52_sr07"
"s51";"59";86;92;97;3;"SR";"s51_sr04"
"s51";"60";76;87;99;3;"NR";"s52_sr13"
"s51";"61";45;15;0;3;"RA";"ra17"
"s51";"62";84;81;57;3;"NR";"s52_sr03"
"s51";"63";77;83;92;3;"SR";"s51_sr18"
"s51";"64";75;82;90;3;"SR";"s51_sr16"
"s51";"65";80;81;100;3;"NR";"s52_sr20"
"s51";"66";74;88;77;3;"NR";"s52_sr01"
"s51";"67";79;77;91;3;"GA";"ga03"
"s51";"68";70;49;0;3;"RA";"ra02"
"s51";"69";79;74;0;3;"GA";"ga05"
"s51";"70";73;83;68;3;"GA";"ga08"
"s51";"71";77;82;85;3;"NR";"s52_sr10"
"s51";"72";67;77;72;3;"SR";"s51_sr15"
"s51";"73";56;62;88;3;"GA";"ga01"
"s51";"74";6;6;0;3;"RA";"ra08"
"s51";"75";47;60;59;3;"RA";"ra01"
"s51";"76";26;83;100;3;"GA";"ga07"
"s51";"77";11;5;0;3;"RA";"ra11"
"s51";"78";93;94;100;3;"SR";"s51_sr10"
"s51";"79";71;79;56;3;"RA";"ra05"
"s51";"80";82;85;75;3;"NR";"s52_sr14"
"s52";"1";81;87;82;1;"NR";"s51_sr14"
"s52";"2";31;17;2;3;"RA";"ra05"
"s52";"3";73;77;64;2;"SR";"s52_sr10"
"s52";"4";31;27;2;3;"RA";"ra11"
"s52";"5";49;48;71;1;"GA";"ga07"
"s52";"6";58;74;48;3;"RA";"ra01"
"s52";"7";15;15;2;3;"RA";"ra08"
"s52";"8";20;63;48;3;"GA";"ga01"
"s52";"9";41;50;49;3;"SR";"s52_sr15"
"s52";"10";58;70;88;3;"NR";"s51_sr10"
"s52";"11";70;76;57;3;"GA";"ga08"
"s52";"12";63;79;62;3;"GA";"ga05"
"s52";"13";35;39;3;3;"RA";"ra02"
"s52";"14";64;64;67;3;"GA";"ga03"
"s52";"15";61;67;59;2;"NR";"s51_sr01"
"s52";"16";73;75;65;3;"NR";"s51_sr20"
"s52";"17";80;78;64;3;"SR";"s52_sr16"
"s52";"18";63;48;74;1;"SR";"s52_sr18"
"s52";"19";64;64;51;2;"NR";"s51_sr03"
"s52";"20";49;24;2;3;"RA";"ra17"
"s52";"21";48;50;22;1;"NR";"s51_sr13"
"s52";"22";81;73;73;1;"SR";"s52_sr04"
"s52";"23";27;12;1;3;"NR";"s51_sr07"
"s52";"24";60;60;69;2;"SR";"s52_sr09"
"s52";"25";100;99;100;1;"SR";"s52_sr13"
"s52";"26";76;83;79;3;"NR";"s51_sr04"
"s52";"27";99;49;100;1;"NR";"s51_sr12"
"s52";"28";55;47;4;3;"RA";"ra06"
"s52";"29";2;5;8;3;"GA";"ga12"
"s52";"30";57;74;71;1;"GA";"ga04"
"s52";"31";48;48;7;3;"RA";"ra03"
"s52";"32";68;64;49;3;"RA";"ra09"
"s52";"33";67;49;78;1;"SR";"s52_sr17"
"s52";"34";16;19;1;2;"GA";"ga15"
