Block;Subj;Trial;Response
"b2";"s31";"50";88
"b2";"s31";"51";61
"b2";"s31";"52";45
"b2";"s31";"53";76
"b2";"s31";"54";12
"b2";"s31";"55";73
"b2";"s31";"56";15
"b2";"s31";"57";25
"b2";"s31";"58";10
"b2";"s31";"59";79
"b2";"s31";"60";5
"b2";"s31";"61";64
"b2";"s31";"62";80
"b2";"s31";"63";49
"b2";"s31";"64";6
"b2";"s31";"65";67
"b2";"s31";"66";13
"b2";"s31";"67";77
"b2";"s31";"68";65
"b2";"s31";"69";21
"b2";"s31";"70";21
"b2";"s31";"71";45
"b2";"s31";"72";6
"b2";"s31";"73";15
"b2";"s31";"74";26
"b2";"s31";"75";36
"b2";"s31";"76";61
"b2";"s31";"77";52
"b2";"s31";"78";73
"b2";"s31";"79";6
"b2";"s31";"80";52
"b3";"s31";"1";54
"b3";"s31";"2";5
"b3";"s31";"3";55
"b3";"s31";"4";19
"b3";"s31";"5";41
"b3";"s31";"6";22
"b3";"s31";"7";28
"b3";"s31";"8";71
"b3";"s31";"9";6
"b3";"s31";"10";1
"b3";"s31";"11";13
"b3";"s31";"12";4
"b3";"s31";"13";58
"b3";"s31";"14";53
"b3";"s31";"15";67
"b3";"s31";"16";28
"b3";"s31";"17";99
"b3";"s31";"18";80
"b3";"s31";"19";51
"b3";"s31";"20";41
"b3";"s31";"21";49
"b3";"s31";"22";68
"b3";"s31";"23";92
"b3";"s31";"24";77
"b3";"s31";"25";45
"b3";"s31";"26";72
"b3";"s31";"27";39
"b3";"s31";"28";44
"b3";"s31";"29";30
"b3";"s31";"30";68
"b3";"s31";"31";16
"b3";"s31";"32";75
"b3";"s31";"33";65
"b3";"s31";"34";95
"b3";"s31";"35";89
"b3";"s31";"36";35
"b3";"s31";"37";63
"b3";"s31";"38";77
"b3";"s31";"39";88
"b3";"s31";"40";80
"b3";"s31";"41";96
"b3";"s31";"42";22
"b3";"s31";"43";97
"b3";"s31";"44";10
"b3";"s31";"45";82
"b3";"s31";"46";45
"b3";"s31";"47";1
"b3";"s31";"48";46
"b3";"s31";"49";93
"b3";"s31";"50";94
"b3";"s31";"51";86
"b3";"s31";"52";59
"b3";"s31";"53";64
"b3";"s31";"54";81
"b3";"s31";"55";70
"b3";"s31";"56";67
"b3";"s31";"57";69
"b3";"s31";"58";14
"b3";"s31";"59";84
"b3";"s31";"60";86
"b3";"s31";"61";71
"b3";"s31";"62";86
"b3";"s31";"63";81
"b3";"s31";"64";24
"b3";"s31";"65";64
"b3";"s31";"66";64
"b3";"s31";"67";89
"b3";"s31";"68";96
"b3";"s31";"69";96
"b3";"s31";"70";91
"b3";"s31";"71";21
"b3";"s31";"72";16
"b3";"s31";"73";80
"b3";"s31";"74";99
"b3";"s31";"75";24
"b3";"s31";"76";67
"b3";"s31";"77";25
"b3";"s31";"78";25
"b3";"s31";"79";76
"b3";"s31";"80";88
"b4";"s31";"1";3
"b4";"s31";"2";2
"b4";"s31";"3";3
"b4";"s31";"4";2
"b4";"s31";"5";3
"b4";"s31";"6";3
"b4";"s31";"7";3
"b4";"s31";"8";3
"b4";"s31";"9";2
"b4";"s31";"10";3
"b4";"s31";"11";3
"b4";"s31";"12";3
"b4";"s31";"13";2
"b4";"s31";"14";3
"b4";"s31";"15";3
"b4";"s31";"16";3
"b4";"s31";"17";3
"b4";"s31";"18";3
"b4";"s31";"19";3
"b4";"s31";"20";3
"b4";"s31";"21";3
"b4";"s31";"22";3
"b4";"s31";"23";3
"b4";"s31";"24";3
"b4";"s31";"25";2
"b4";"s31";"26";3
"b4";"s31";"27";3
"b4";"s31";"28";3
"b4";"s31";"29";3
"b4";"s31";"30";3
"b4";"s31";"31";3
"b4";"s31";"32";3
"b4";"s31";"33";3
"b4";"s31";"34";3
"b4";"s31";"35";3
"b4";"s31";"36";3
"b4";"s31";"37";3
"b4";"s31";"38";3
"b4";"s31";"39";3
"b4";"s31";"40";3
"b4";"s31";"41";3
"b4";"s31";"42";3
"b4";"s31";"43";3
"b4";"s31";"44";3
"b4";"s31";"45";3
"b4";"s31";"46";3
"b4";"s31";"47";3
"b4";"s31";"48";3
"b4";"s31";"49";3
"b4";"s31";"50";3
"b4";"s31";"51";3
"b4";"s31";"52";3
"b4";"s31";"53";3
"b4";"s31";"54";3
"b4";"s31";"55";3
"b4";"s31";"56";3
"b4";"s31";"57";3
"b4";"s31";"58";3
"b4";"s31";"59";3
"b4";"s31";"60";3
"b4";"s31";"61";3
"b4";"s31";"62";3
"b4";"s31";"63";3
"b4";"s31";"64";3
"b4";"s31";"65";3
"b4";"s31";"66";3
"b4";"s31";"67";3
"b4";"s31";"68";3
"b4";"s31";"69";3
"b4";"s31";"70";3
"b4";"s31";"71";3
"b4";"s31";"72";3
"b4";"s31";"73";3
"b4";"s31";"74";3
"b4";"s31";"75";3
"b4";"s31";"76";3
"b4";"s31";"77";3
"b4";"s31";"78";3
"b4";"s31";"79";3
"b4";"s31";"80";3
"b1";"s32";"1";50
"b1";"s32";"2";11
"b1";"s32";"3";48
"b1";"s32";"4";50
"b1";"s32";"5";58
"b1";"s32";"6";10
"b1";"s32";"7";24
"b1";"s32";"8";20
"b1";"s32";"9";0
"b1";"s32";"10";13
"b1";"s32";"11";29
"b1";"s32";"12";15
"b1";"s32";"13";25
"b1";"s32";"14";48
"b1";"s32";"15";4
"b1";"s32";"16";6
"b1";"s32";"17";7
"b1";"s32";"18";56
"b1";"s32";"19";5
"b1";"s32";"20";9
"b1";"s32";"21";9
"b1";"s32";"22";21
"b1";"s32";"23";54
"b1";"s32";"24";25
"b1";"s32";"25";6
"b1";"s32";"26";3
"b1";"s32";"27";41
"b1";"s32";"28";32
"b1";"s32";"29";29
"b1";"s32";"30";49
"b1";"s32";"31";17
"b1";"s32";"32";7
"b1";"s32";"33";15
"b1";"s32";"34";0
"b1";"s32";"35";13
"b1";"s32";"36";15
"b1";"s32";"37";18
"b1";"s32";"38";20
"b1";"s32";"39";6
"b1";"s32";"40";11
"b1";"s32";"41";14
"b1";"s32";"42";22
"b1";"s32";"43";18
"b1";"s32";"44";0
"b1";"s32";"45";13
"b1";"s32";"46";9
"b1";"s32";"47";23
"b1";"s32";"48";26
"b1";"s32";"49";24
"b1";"s32";"50";51
"b1";"s32";"51";13
"b1";"s32";"52";29
"b1";"s32";"53";39
"b1";"s32";"54";11
"b1";"s32";"55";5
"b1";"s32";"56";27
"b1";"s32";"57";27
"b1";"s32";"58";57
"b1";"s32";"59";12
"b1";"s32";"60";13
"b1";"s32";"61";11
"b1";"s32";"62";5
"b1";"s32";"63";11
"b1";"s32";"64";4
"b1";"s32";"65";17
"b1";"s32";"66";20
"b1";"s32";"67";11
"b1";"s32";"68";25
"b1";"s32";"69";9
"b1";"s32";"70";12
"b1";"s32";"71";9
"b1";"s32";"72";30
"b1";"s32";"73";23
"b1";"s32";"74";26
"b1";"s32";"75";33
"b1";"s32";"76";34
"b1";"s32";"77";26
"b1";"s32";"78";35
"b1";"s32";"79";44
"b1";"s32";"80";37
"b2";"s32";"1";46
"b2";"s32";"2";24
"b2";"s32";"3";46
"b2";"s32";"4";20
"b2";"s32";"5";45
"b2";"s32";"6";12
"b2";"s32";"7";47
"b2";"s32";"8";44
"b2";"s32";"9";0
"b2";"s32";"10";8
"b2";"s32";"11";47
"b2";"s32";"12";23
"b2";"s32";"13";31
"b2";"s32";"14";49
"b2";"s32";"15";13
"b2";"s32";"16";14
"b2";"s32";"17";25
"b2";"s32";"18";48
"b2";"s32";"19";2
"b2";"s32";"20";16
"b2";"s32";"21";2
"b2";"s32";"22";17
"b2";"s32";"23";48
"b2";"s32";"24";8
"b2";"s32";"25";7
"b2";"s32";"26";2
"b2";"s32";"27";34
"b2";"s32";"28";24
"b2";"s32";"29";18
"b2";"s32";"30";38
"b2";"s32";"31";6
"b2";"s32";"32";5
"b2";"s32";"33";5
"b2";"s32";"34";0
"b2";"s32";"35";6
"b2";"s32";"36";7
"b2";"s32";"37";14
"b2";"s32";"38";7
"b2";"s32";"39";6
"b2";"s32";"40";15
"b2";"s32";"41";19
"b2";"s32";"42";21
"b2";"s32";"43";32
"b2";"s32";"44";0
"b2";"s32";"45";9
"b2";"s32";"46";17
"b2";"s32";"47";19
"b2";"s32";"48";23
"b2";"s32";"49";33
"b2";"s32";"50";49
"b2";"s32";"51";26
"b2";"s32";"52";30
"b2";"s32";"53";30
"b2";"s32";"54";10
"b2";"s32";"55";3
"b2";"s32";"56";19
"b2";"s32";"57";21
"b2";"s32";"58";47
"b2";"s32";"59";4
"b2";"s32";"60";14
"b2";"s32";"61";16
"b2";"s32";"62";10
"b2";"s32";"63";35
"b2";"s32";"64";17
"b2";"s32";"65";20
"b2";"s32";"66";27
"b2";"s32";"67";16
"b2";"s32";"68";23
"b2";"s32";"69";4
"b2";"s32";"70";12
"b2";"s32";"71";7
"b2";"s32";"72";30
"b2";"s32";"73";16
"b2";"s32";"74";18
"b2";"s32";"75";24
"b2";"s32";"76";16
"b2";"s32";"77";29
"b2";"s32";"78";33
"b2";"s32";"79";32
"b2";"s32";"80";20
"b3";"s32";"1";3
"b3";"s32";"2";9
"b3";"s32";"3";4
"b3";"s32";"4";5
"b3";"s32";"5";5
"b3";"s32";"6";0
"b3";"s32";"7";48
"b3";"s32";"8";93
"b3";"s32";"9";15
"b3";"s32";"10";0
"b3";"s32";"11";3
"b3";"s32";"12";9
"b3";"s32";"13";6
"b3";"s32";"14";14
"b3";"s32";"15";45
"b3";"s32";"16";0
"b3";"s32";"17";48
"b3";"s32";"18";24
"b3";"s32";"19";0
"b3";"s32";"20";4
"b3";"s32";"21";0
"b3";"s32";"22";0
"b3";"s32";"23";1
"b3";"s32";"24";3
"b3";"s32";"25";2
"b3";"s32";"26";1
"b3";"s32";"27";63
"b3";"s32";"28";3
"b3";"s32";"29";1
"b3";"s32";"30";4
"b3";"s32";"31";4
"b3";"s32";"32";13
"b3";"s32";"33";0
"b3";"s32";"34";0
"b3";"s32";"35";3
"b3";"s32";"36";8
"b3";"s32";"37";1
"b3";"s32";"38";9
"b3";"s32";"39";100
"b3";"s32";"40";92
"b3";"s32";"41";19
"b3";"s32";"42";48
"b3";"s32";"43";9
"b3";"s32";"44";0
"b3";"s32";"45";0
"b3";"s32";"46";41
"b3";"s32";"47";7
"b3";"s32";"48";16
"b3";"s32";"49";0
"b3";"s32";"50";0
"b3";"s32";"51";8
"b3";"s32";"52";25
"b3";"s32";"53";25
"b3";"s32";"54";8
"b3";"s32";"55";27
"b3";"s32";"56";0
"b3";"s32";"57";0
"b3";"s32";"58";79
"b3";"s32";"59";51
"b3";"s32";"60";7
"b3";"s32";"61";5
"b3";"s32";"62";7
"b3";"s32";"63";63
"b3";"s32";"64";59
"b3";"s32";"65";6
"b3";"s32";"66";53
"b3";"s32";"67";0
"b3";"s32";"68";0
"b3";"s32";"69";0
"b3";"s32";"70";0
"b3";"s32";"71";2
"b3";"s32";"72";21
"b3";"s32";"73";15
"b3";"s32";"74";0
"b3";"s32";"75";79
"b3";"s32";"76";5
"b3";"s32";"77";22
"b3";"s32";"78";53
"b3";"s32";"79";0
"b3";"s32";"80";15
"b4";"s32";"1";3
"b4";"s32";"2";2
"b4";"s32";"3";2
"b4";"s32";"4";3
"b4";"s32";"5";3
"b4";"s32";"6";3
"b4";"s32";"7";2
"b4";"s32";"8";1
"b4";"s32";"9";3
"b4";"s32";"10";3
"b4";"s32";"11";3
"b4";"s32";"12";3
"b4";"s32";"13";3
"b4";"s32";"14";3
"b4";"s32";"15";2
"b4";"s32";"16";3
"b4";"s32";"17";2
"b4";"s32";"18";3
"b4";"s32";"19";3
"b4";"s32";"20";2
"b4";"s32";"21";3
"b4";"s32";"22";3
"b4";"s32";"23";3
"b4";"s32";"24";3
"b4";"s32";"25";3
"b4";"s32";"26";3
"b4";"s32";"27";2
"b4";"s32";"28";3
"b4";"s32";"29";2
"b4";"s32";"30";3
"b4";"s32";"31";3
"b4";"s32";"32";2
"b4";"s32";"33";3
"b4";"s32";"34";3
"b4";"s32";"35";3
"b4";"s32";"36";2
"b4";"s32";"37";3
"b4";"s32";"38";3
"b4";"s32";"39";2
"b4";"s32";"40";2
"b4";"s32";"41";3
"b4";"s32";"42";2
"b4";"s32";"43";3
"b4";"s32";"44";3
"b4";"s32";"45";3
"b4";"s32";"46";2
"b4";"s32";"47";3
"b4";"s32";"48";2
"b4";"s32";"49";3
"b4";"s32";"50";3
"b4";"s32";"51";2
"b4";"s32";"52";3
"b4";"s32";"53";2
"b4";"s32";"54";3
"b4";"s32";"55";2
"b4";"s32";"56";3
"b4";"s32";"57";2
"b4";"s32";"58";1
"b4";"s32";"59";2
"b4";"s32";"60";2
"b4";"s32";"61";3
"b4";"s32";"62";3
"b4";"s32";"63";2
"b4";"s32";"64";2
"b4";"s32";"65";3
"b4";"s32";"66";2
"b4";"s32";"67";3
"b4";"s32";"68";3
"b4";"s32";"69";3
"b4";"s32";"70";3
"b4";"s32";"71";3
"b4";"s32";"72";3
"b4";"s32";"73";2
"b4";"s32";"74";3
"b4";"s32";"75";2
"b4";"s32";"76";3
"b4";"s32";"77";3
"b4";"s32";"78";2
"b4";"s32";"79";3
"b4";"s32";"80";3
"b1";"s33";"1";61
"b1";"s33";"2";70
"b1";"s33";"3";84
"b1";"s33";"4";43
"b1";"s33";"5";49
"b1";"s33";"6";37
"b1";"s33";"7";29
"b1";"s33";"8";25
"b1";"s33";"9";56
"b1";"s33";"10";55
"b1";"s33";"11";18
"b1";"s33";"12";23
"b1";"s33";"13";17
"b1";"s33";"14";58
"b1";"s33";"15";67
"b1";"s33";"16";52
"b1";"s33";"17";14
"b1";"s33";"18";31
"b1";"s33";"19";57
"b1";"s33";"20";56
"b1";"s33";"21";32
"b1";"s33";"22";27
"b1";"s33";"23";27
"b1";"s33";"24";51
"b1";"s33";"25";19
"b1";"s33";"26";69
"b1";"s33";"27";12
"b1";"s33";"28";20
"b1";"s33";"29";10
"b1";"s33";"30";46
"b1";"s33";"31";47
"b1";"s33";"32";40
"b1";"s33";"33";78
"b1";"s33";"34";35
"b1";"s33";"35";5
"b1";"s33";"36";7
"b1";"s33";"37";60
"b1";"s33";"38";62
"b1";"s33";"39";36
"b1";"s33";"40";21
"b1";"s33";"41";58
"b1";"s33";"42";72
"b1";"s33";"43";73
"b1";"s33";"44";53
"b1";"s33";"45";31
"b1";"s33";"46";19
"b1";"s33";"47";21
"b1";"s33";"48";16
"b1";"s33";"49";44
"b1";"s33";"50";29
"b1";"s33";"51";37
"b1";"s33";"52";45
"b1";"s33";"53";75
"b1";"s33";"54";74
"b1";"s33";"55";54
"b1";"s33";"56";50
"b1";"s33";"57";58
"b1";"s33";"58";39
"b1";"s33";"59";46
"b1";"s33";"60";18
"b1";"s33";"61";41
"b1";"s33";"62";38
"b1";"s33";"63";29
"b1";"s33";"64";29
"b1";"s33";"65";56
"b1";"s33";"66";27
"b1";"s33";"67";10
"b1";"s33";"68";15
"b1";"s33";"69";15
"b1";"s33";"70";50
"b1";"s33";"71";30
"b1";"s33";"72";18
"b1";"s33";"73";38
"b1";"s33";"74";20
"b1";"s33";"75";38
"b1";"s33";"76";30
"b1";"s33";"77";57
"b1";"s33";"78";47
"b1";"s33";"79";66
"b1";"s33";"80";3
"b2";"s33";"1";46
"b2";"s33";"2";70
"b2";"s33";"3";70
"b2";"s33";"4";35
"b2";"s33";"5";49
"b2";"s33";"6";33
"b2";"s33";"7";52
"b2";"s33";"8";13
"b2";"s33";"9";34
"b2";"s33";"10";66
"b2";"s33";"11";35
"b2";"s33";"12";49
"b2";"s33";"13";4
"b2";"s33";"14";36
"b2";"s33";"15";57
"b2";"s33";"16";40
"b2";"s33";"17";0
"b2";"s33";"18";50
"b2";"s33";"19";61
"b2";"s33";"20";31
"b2";"s33";"21";25
"b2";"s33";"22";30
"b2";"s33";"23";24
"b2";"s33";"24";60
"b2";"s33";"25";21
"b2";"s33";"26";100
"b2";"s33";"27";45
"b2";"s33";"28";57
"b2";"s33";"29";25
"b2";"s33";"30";80
"b2";"s33";"31";45
"b2";"s33";"32";56
"b2";"s33";"33";93
"b2";"s33";"34";17
"b2";"s33";"35";28
"b2";"s33";"36";14
"b2";"s33";"37";90
"b2";"s33";"38";33
"b2";"s33";"39";13
"b2";"s33";"40";22
"b2";"s33";"41";64
"b2";"s33";"42";44
"b2";"s33";"43";98
"b2";"s33";"44";37
"b2";"s33";"45";39
"b2";"s33";"46";73
"b2";"s33";"47";32
"b2";"s33";"48";18
"b2";"s33";"49";34
"b2";"s33";"50";66
"b2";"s33";"51";52
"b2";"s33";"52";42
"b2";"s33";"53";99
"b2";"s33";"54";99
"b2";"s33";"55";59
"b2";"s33";"56";25
"b2";"s33";"57";74
"b2";"s33";"58";70
"b2";"s33";"59";46
"b2";"s33";"60";26
"b2";"s33";"61";65
"b2";"s33";"62";67
"b2";"s33";"63";48
"b2";"s33";"64";34
"b2";"s33";"65";52
"b2";"s33";"66";18
"b2";"s33";"67";2
"b2";"s33";"68";21
"b2";"s33";"69";30
"b2";"s33";"70";32
"b2";"s33";"71";26
"b2";"s33";"72";21
"b2";"s33";"73";33
"b2";"s33";"74";31
"b2";"s33";"75";23
"b2";"s33";"76";23
"b2";"s33";"77";54
"b2";"s33";"78";63
"b2";"s33";"79";99
"b2";"s33";"80";0
"b3";"s33";"1";82
"b3";"s33";"2";100
"b3";"s33";"3";99
"b3";"s33";"4";3
"b3";"s33";"5";17
"b3";"s33";"6";90
"b3";"s33";"7";99
"b3";"s33";"8";0
"b3";"s33";"9";61
"b3";"s33";"10";24
"b3";"s33";"11";92
"b3";"s33";"12";45
"b3";"s33";"13";22
"b3";"s33";"14";74
"b3";"s33";"15";96
"b3";"s33";"16";47
"b3";"s33";"17";2
"b3";"s33";"18";39
"b3";"s33";"19";76
"b3";"s33";"20";48
"b3";"s33";"21";28
"b3";"s33";"22";11
"b3";"s33";"23";2
"b3";"s33";"24";15
"b3";"s33";"25";24
"b3";"s33";"26";12
"b3";"s33";"27";0
"b3";"s33";"28";97
"b3";"s33";"29";18
"b3";"s33";"30";100
"b3";"s33";"31";0
"b3";"s33";"32";45
"b3";"s33";"33";99
"b3";"s33";"34";3
"b3";"s33";"35";73
"b3";"s33";"36";18
"b3";"s33";"37";98
"b3";"s33";"38";10
"b3";"s33";"39";6
"b3";"s33";"40";33
"b3";"s33";"41";16
"b3";"s33";"42";11
"b3";"s33";"43";99
"b3";"s33";"44";98
"b3";"s33";"45";42
"b3";"s33";"46";99
"b3";"s33";"47";9
"b3";"s33";"48";20
"b3";"s33";"49";70
"b3";"s33";"50";43
"b3";"s33";"51";23
"b3";"s33";"52";28
"b3";"s33";"53";14
"b3";"s33";"54";7
"b3";"s33";"55";9
"b3";"s33";"56";3
"b3";"s33";"57";9
"b3";"s33";"58";7
"b3";"s33";"59";59
"b3";"s33";"60";4
"b3";"s33";"61";33
"b3";"s33";"62";27
"b3";"s33";"63";19
"b3";"s33";"64";27
"b3";"s33";"65";99
"b3";"s33";"66";0
"b3";"s33";"67";0
"b3";"s33";"68";0
"b3";"s33";"69";24
"b3";"s33";"70";71
"b3";"s33";"71";42
"b3";"s33";"72";57
"b3";"s33";"73";92
"b3";"s33";"74";75
"b3";"s33";"75";46
"b3";"s33";"76";44
"b3";"s33";"77";41
"b3";"s33";"78";10
"b3";"s33";"79";19
"b3";"s33";"80";0
"b4";"s33";"1";1
"b4";"s33";"2";1
"b4";"s33";"3";1
"b4";"s33";"4";2
"b4";"s33";"5";1
"b4";"s33";"6";1
"b4";"s33";"7";1
"b4";"s33";"8";3
"b4";"s33";"9";1
"b4";"s33";"10";1
"b4";"s33";"11";1
"b4";"s33";"12";1
"b4";"s33";"13";2
"b4";"s33";"14";1
"b4";"s33";"15";1
"b4";"s33";"16";2
"b4";"s33";"17";3
"b4";"s33";"18";2
"b4";"s33";"19";1
"b4";"s33";"20";2
"b4";"s33";"21";3
"b4";"s33";"22";2
"b4";"s33";"23";3
"b4";"s33";"24";2
"b4";"s33";"25";2
"b4";"s33";"26";1
"b4";"s33";"27";3
"b4";"s33";"28";1
"b4";"s33";"29";3
"b4";"s33";"30";1
"b4";"s33";"31";2
"b4";"s33";"32";2
"b4";"s33";"33";1
"b4";"s33";"34";3
"b4";"s33";"35";2
"b4";"s33";"36";2
"b4";"s33";"37";2
"b4";"s33";"38";3
"b4";"s33";"39";1
"b4";"s33";"40";2
"b4";"s33";"41";2
"b4";"s33";"42";1
"b4";"s33";"43";1
"b4";"s33";"44";1
"b4";"s33";"45";2
"b4";"s33";"46";1
"b4";"s33";"47";1
"b4";"s33";"48";3
"b4";"s33";"49";1
"b4";"s33";"50";1
"b4";"s33";"51";2
"b4";"s33";"52";1
"b4";"s33";"53";1
"b4";"s33";"54";1
"b4";"s33";"55";2
"b4";"s33";"56";2
"b4";"s33";"57";3
"b4";"s33";"58";1
"b4";"s33";"59";1
"b4";"s33";"60";2
"b4";"s33";"61";1
"b4";"s33";"62";1
"b4";"s33";"63";1
"b4";"s33";"64";2
"b4";"s33";"65";1
"b4";"s33";"66";2
"b4";"s33";"67";3
"b4";"s33";"68";1
"b4";"s33";"69";2
"b4";"s33";"70";2
"b4";"s33";"71";2
"b4";"s33";"72";2
"b4";"s33";"73";1
"b4";"s33";"74";1
"b4";"s33";"75";1
"b4";"s33";"76";3
"b4";"s33";"77";2
"b4";"s33";"78";1
"b4";"s33";"79";3
"b4";"s33";"80";3
"b1";"s34";"1";50
"b1";"s34";"2";60
"b1";"s34";"3";57
"b1";"s34";"4";31
"b1";"s34";"5";54
"b1";"s34";"6";16
"b1";"s34";"7";54
"b1";"s34";"8";7
"b1";"s34";"9";32
"b1";"s34";"10";44
"b1";"s34";"11";44
"b1";"s34";"12";30
"b1";"s34";"13";6
"b1";"s34";"14";42
"b1";"s34";"15";66
"b1";"s34";"16";61
"b1";"s34";"17";63
"b1";"s34";"18";66
"b1";"s34";"19";65
"b1";"s34";"20";6
"b1";"s34";"21";19
"b1";"s34";"22";25
"b1";"s34";"23";20
"b1";"s34";"24";71
"b1";"s34";"25";26
"b1";"s34";"26";74
"b1";"s34";"27";68
"b1";"s34";"28";61
"b1";"s34";"29";56
"b1";"s34";"30";37
"b1";"s34";"31";36
"b1";"s34";"32";46
"b1";"s34";"33";55
"b1";"s34";"34";28
"b1";"s34";"35";56
"b1";"s34";"36";37
"b1";"s34";"37";23
"b1";"s34";"38";33
"b1";"s34";"39";50
"b1";"s34";"40";44
"b1";"s34";"41";33
"b1";"s34";"42";34
"b1";"s34";"43";60
"b1";"s34";"44";48
"b1";"s34";"45";26
"b1";"s34";"46";11
"b1";"s34";"47";40
"b1";"s34";"48";48
"b1";"s34";"49";80
"b1";"s34";"50";48
"b1";"s34";"51";43
"b1";"s34";"52";28
"b1";"s34";"53";4
"b1";"s34";"54";57
"b1";"s34";"55";23
"b1";"s34";"56";23
"b1";"s34";"57";54
"b1";"s34";"58";62
"b1";"s34";"59";49
"b1";"s34";"60";25
"b1";"s34";"61";40
"b1";"s34";"62";64
"b1";"s34";"63";22
"b1";"s34";"64";54
"b1";"s34";"65";38
"b1";"s34";"66";14
"b1";"s34";"67";20
"b1";"s34";"68";2
"b1";"s34";"69";24
"b1";"s34";"70";42
"b1";"s34";"71";32
"b1";"s34";"72";71
"b1";"s34";"73";61
"b1";"s34";"74";50
"b1";"s34";"75";5
"b1";"s34";"76";8
"b1";"s34";"77";21
"b1";"s34";"78";27
"b1";"s34";"79";17
"b1";"s34";"80";43
"b2";"s34";"1";54
"b2";"s34";"2";58
"b2";"s34";"3";40
"b2";"s34";"4";48
"b2";"s34";"5";43
"b2";"s34";"6";21
"b2";"s34";"7";56
"b2";"s34";"8";19
"b2";"s34";"9";13
"b2";"s34";"10";29
"b2";"s34";"11";38
"b2";"s34";"12";3
"b2";"s34";"13";15
"b2";"s34";"14";52
"b2";"s34";"15";82
"b2";"s34";"16";51
"b2";"s34";"17";73
"b2";"s34";"18";70
"b2";"s34";"19";45
"b2";"s34";"20";0
"b2";"s34";"21";30
"b2";"s34";"22";19
"b2";"s34";"23";10
"b2";"s34";"24";80
"b2";"s34";"25";15
"b2";"s34";"26";71
"b2";"s34";"27";72
"b2";"s34";"28";72
"b2";"s34";"29";46
"b2";"s34";"30";43
"b2";"s34";"31";47
"b2";"s34";"32";45
"b2";"s34";"33";66
"b2";"s34";"34";13
"b2";"s34";"35";80
"b2";"s34";"36";25
"b2";"s34";"37";24
"b2";"s34";"38";25
"b2";"s34";"39";49
"b2";"s34";"40";59
"b2";"s34";"41";36
"b2";"s34";"42";36
"b2";"s34";"43";67
"b2";"s34";"44";50
"b2";"s34";"45";26
"b2";"s34";"46";20
"b2";"s34";"47";23
"b2";"s34";"48";32
"b2";"s34";"49";98
"b2";"s34";"50";51
"b2";"s34";"51";48
"b2";"s34";"52";37
"b2";"s34";"53";1
"b2";"s34";"54";62
"b2";"s34";"55";26
"b2";"s34";"56";27
"b2";"s34";"57";58
"b2";"s34";"58";69
"b2";"s34";"59";47
"b2";"s34";"60";27
"b2";"s34";"61";37
"b2";"s34";"62";63
"b2";"s34";"63";13
"b2";"s34";"64";54
"b2";"s34";"65";39
"b2";"s34";"66";17
"b2";"s34";"67";17
"b2";"s34";"68";2
"b2";"s34";"69";19
"b2";"s34";"70";46
"b2";"s34";"71";18
"b2";"s34";"72";77
"b2";"s34";"73";64
"b2";"s34";"74";43
"b2";"s34";"75";4
"b2";"s34";"76";7
"b2";"s34";"77";12
"b2";"s34";"78";24
"b2";"s34";"79";12
"b2";"s34";"80";37
"b3";"s34";"1";21
"b3";"s34";"2";11
"b3";"s34";"3";55
"b3";"s34";"4";48
"b3";"s34";"5";77
"b3";"s34";"6";60
"b3";"s34";"7";11
"b3";"s34";"8";76
"b3";"s34";"9";4
"b3";"s34";"10";57
"b3";"s34";"11";64
"b3";"s34";"12";1
"b3";"s34";"13";2
"b3";"s34";"14";2
"b3";"s34";"15";8
"b3";"s34";"16";78
"b3";"s34";"17";13
"b3";"s34";"18";13
"b3";"s34";"19";62
"b3";"s34";"20";0
"b3";"s34";"21";27
"b3";"s34";"22";24
"b3";"s34";"23";52
"b3";"s34";"24";6
"b3";"s34";"25";4
"b3";"s34";"26";32
"b3";"s34";"27";53
"b3";"s34";"28";4
"b3";"s34";"29";48
"b3";"s34";"30";2
"b3";"s34";"31";73
"b3";"s34";"32";92
"b3";"s34";"33";60
"b3";"s34";"34";10
"b3";"s34";"35";4
"b3";"s34";"36";5
"b3";"s34";"37";17
"b3";"s34";"38";81
"b3";"s34";"39";46
"b3";"s34";"40";7
"b3";"s34";"41";71
"b3";"s34";"42";79
"b3";"s34";"43";6
"b3";"s34";"44";100
"b3";"s34";"45";17
"b3";"s34";"46";16
"b3";"s34";"47";54
"b3";"s34";"48";67
"b3";"s34";"49";51
"b3";"s34";"50";68
"b3";"s34";"51";90
"b3";"s34";"52";52
"b3";"s34";"53";0
"b3";"s34";"54";5
"b3";"s34";"55";82
"b3";"s34";"56";92
"b3";"s34";"57";3
"b3";"s34";"58";45
"b3";"s34";"59";79
"b3";"s34";"60";35
"b3";"s34";"61";66
"b3";"s34";"62";25
"b3";"s34";"63";12
"b3";"s34";"64";3
"b3";"s34";"65";8
"b3";"s34";"66";18
"b3";"s34";"67";11
"b3";"s34";"68";2
"b3";"s34";"69";40
"b3";"s34";"70";86
"b3";"s34";"71";35
"b3";"s34";"72";8
"b3";"s34";"73";4
"b3";"s34";"74";56
"b3";"s34";"75";13
"b3";"s34";"76";54
"b3";"s34";"77";71
"b3";"s34";"78";21
"b3";"s34";"79";9
"b3";"s34";"80";51
"b4";"s34";"1";3
"b4";"s34";"2";2
"b4";"s34";"3";3
"b4";"s34";"4";2
