country,subj_id,gender,age,experimenter,location,target_cat,target_orig,target,sequence,trial,question_cat,question,clarification,response_orig,response_cat,response
Vanuatu,vt_adults_038_rocks,female,40,LT,Fresh Water 3,universal,rocks,rocks,3,17,universal,get hungry,like when you feel like you need to eat something,No,no,0
Vanuatu,vt_adults_038_rocks,female,40,LT,Fresh Water 3,universal,rocks,rocks,3,18,universal,feel love,like when you really like somebody and care about them a lot,No,no,0
Vanuatu,vt_adults_038_rocks,female,40,LT,Fresh Water 3,universal,rocks,rocks,3,19,universal,feel guilty,like when you feel bad because you did something mean,No,no,0
Vanuatu,vt_adults_038_rocks,female,40,LT,Fresh Water 3,universal,rocks,rocks,3,20,universal,think about things,like when you have a thought or an idea about something,No,no,0
Vanuatu,vt_adults_038_rocks,female,40,LT,Fresh Water 3,universal,rocks,rocks,3,21,universal,feel pain,like when something hurts you,No,no,0
Vanuatu,vt_adults_038_rocks,female,40,LT,Fresh Water 3,universal,rocks,rocks,3,22,universal,feel happy,like when you feel good,No,no,0
Vanuatu,vt_adults_038_rocks,female,40,LT,Fresh Water 3,universal,rocks,rocks,3,23,universal,choose what to do,like when you decide between different things,No,no,0
Vanuatu,vt_adults_038_rocks,female,40,LT,Fresh Water 3,universal,rocks,rocks,3,24,universal add-on,have souls,[NONE],No,no,0
Vanuatu,vt_adults_038_rocks,female,40,LT,Fresh Water 3,universal,rocks,rocks,3,25,universal add-on,bleed if they touch something sharp,[NONE],No,no,0
Vanuatu,vt_adults_038_rocks,female,40,LT,Fresh Water 3,universal,rocks,rocks,3,26,universal add-on,have minds,[NONE],No,no,0
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,1,universal,choose what to do,like when you decide between different things,ating,kind of,0.5
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,2,universal,feel happy,like when you feel good,yes,yes,1
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,3,universal,feel pain,like when something hurts you,ating,kind of,0.5
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,4,universal,think about things,like when you have a thought or an idea about something,no,no,0
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,5,universal,feel guilty,like when you feel bad because you did something mean,no,no,0
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,6,universal,feel love,like when you really like somebody and care about them a lot,ating,kind of,0.5
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,7,universal,get hungry,like when you feel like you need to eat something,yes,yes,1
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,8,universal,hear things,like when you hear a noise,no,no,0
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,9,universal,pray,like when you pray,ating,kind of,0.5
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,10,universal,smell things,"like when you can tell if something smells sweet, or rotten",no,no,0
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,11,universal,sense when things are far away,like when you see that something is far away from you,ating,kind of,0.5
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,12,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,no,no,0
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,13,universal,remember things,like when you remember something that happened before,no,no,0
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,14,universal,sense temperatures,like when you can tell if something is warm or cool,yes,yes,1
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,15,universal,feel scared,like when you feel afraid,no,no,0
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,16,universal,feel shy,like when you feel quiet or embarrassed,no,no,0
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,17,universal,figure out how to do things,like when you learn a new fact or understand something new,yes,yes,1
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,18,universal,feel sad,like when you feel bad or unhappy,ating,kind of,0.5
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,19,universal,"feel sick, like when you feel like you might vomit",[NONE],no,no,0
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,20,universal,feel proud,like when you feel really good about something you did,yes,yes,1
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,21,universal,get angry,like when you feel mad,yes,yes,1
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,22,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,no,no,0
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,23,universal,feel tired,like when you feel sleepy,ating,kind of,0.5
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,24,universal add-on,have minds,[NONE],ating,kind of,0.5
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,25,universal add-on,have souls,[NONE],yes,yes,1
Vanuatu,vt_adults_039_flowers,female,27,LT,Malekula,universal,flowers,flowers,6,26,universal add-on,bleed if they touch something sharp,[NONE],ating,kind of,0.5
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,1,universal,remember things,like when you remember something that happened before,yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,2,universal,hear things,like when you hear a noise,yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,3,universal,think about things,like when you have a thought or an idea about something,yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,4,universal,choose what to do,like when you decide between different things,yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,5,universal,feel guilty,like when you feel bad because you did something mean,yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,6,universal,feel scared,like when you feel afraid,yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,7,universal,feel shy,like when you feel quiet or embarrassed,yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,8,universal,pray,like when you pray,no,no,0
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,9,universal,feel proud,like when you feel really good about something you did,yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,10,universal,feel tired,like when you feel sleepy,yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,11,universal,feel sad,like when you feel bad or unhappy,yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,12,universal,sense temperatures,like when you can tell if something is warm or cool,yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,13,universal,feel pain,like when something hurts you,yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,14,universal,"feel sick, like when you feel like you might vomit",[NONE],yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,15,universal,get angry,like when you feel mad,yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,16,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,no,no,0
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,17,universal,feel happy,like when you feel good,yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,18,universal,sense when things are far away,like when you see that something is far away from you,ating,kind of,0.5
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,19,universal,smell things,"like when you can tell if something smells sweet, or rotten",yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,20,universal,get hungry,like when you feel like you need to eat something,yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,21,universal,feel love,like when you really like somebody and care about them a lot,yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,22,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,ating,kind of,0.5
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,23,universal,figure out how to do things,like when you learn a new fact or understand something new,yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,24,universal add-on,bleed if they touch something sharp,[NONE],yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,25,universal add-on,have minds,[NONE],yes,yes,1
Vanuatu,vt_adults_040_mice,female,20,LT,Malekula,universal,mice,mice,4,26,universal add-on,have souls,[NONE],yes,yes,1
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,1,universal,feel tired,like when you feel sleepy,No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,2,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,3,universal,get angry,like when you feel mad,No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,4,universal,feel proud,like when you feel really good about something you did,No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,5,universal,"feel sick, like when you feel like you might vomit",[NONE],No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,6,universal,feel sad,like when you feel bad or unhappy,No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,7,universal,figure out how to do things,like when you learn a new fact or understand something new,No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,8,universal,feel shy,like when you feel quiet or embarrassed,No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,9,universal,feel scared,like when you feel afraid,No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,10,universal,sense temperatures,like when you can tell if something is warm or cool,No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,11,universal,remember things,like when you remember something that happened before,No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,12,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,13,universal,sense when things are far away,like when you see that something is far away from you,Yes,yes,1
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,14,universal,smell things,"like when you can tell if something smells sweet, or rotten",No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,15,universal,pray,like when you pray,No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,16,universal,hear things,like when you hear a noise,Yes,yes,1
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,17,universal,get hungry,like when you feel like you need to eat something,Yes,yes,1
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,18,universal,feel love,like when you really like somebody and care about them a lot,No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,19,universal,feel guilty,like when you feel bad because you did something mean,No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,20,universal,think about things,like when you have a thought or an idea about something,Yes,yes,1
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,21,universal,feel pain,like when something hurts you,No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,22,universal,feel happy,like when you feel good,No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,23,universal,choose what to do,like when you decide between different things,Yes,yes,1
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,24,universal add-on,have souls,[NONE],No,no,0
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,25,universal add-on,bleed if they touch something sharp,[NONE],Yes,yes,1
Vanuatu,vt_adults_041_chickens,female,46,LT,Port Vila,universal,chickens,chickens,3,26,universal add-on,have minds,[NONE],Yes,yes,1
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,1,universal,choose what to do,like when you decide between different things,Yes,yes,1
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,2,universal,feel happy,like when you feel good,Yes,yes,1
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,3,universal,feel pain,like when something hurts you,Yes,yes,1
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,4,universal,think about things,like when you have a thought or an idea about something,Yes,yes,1
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,5,universal,feel guilty,like when you feel bad because you did something mean,Yes,yes,1
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,6,universal,feel love,like when you really like somebody and care about them a lot,Yes,yes,1
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,7,universal,get hungry,like when you feel like you need to eat something,Yes,yes,1
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,8,universal,hear things,like when you hear a noise,Yes,yes,1
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,9,universal,pray,like when you pray,No,no,0
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,10,universal,smell things,"like when you can tell if something smells sweet, or rotten",Yes,yes,1
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,11,universal,sense when things are far away,like when you see that something is far away from you,Yes,yes,1
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,12,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,No,no,0
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,13,universal,remember things,like when you remember something that happened before,Ating,kind of,0.5
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,14,universal,sense temperatures,like when you can tell if something is warm or cool,Yes,yes,1
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,15,universal,feel scared,like when you feel afraid,Yes,yes,1
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,16,universal,feel shy,like when you feel quiet or embarrassed,No,no,0
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,17,universal,figure out how to do things,like when you learn a new fact or understand something new,Yes,yes,1
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,18,universal,feel sad,like when you feel bad or unhappy,Ating,kind of,0.5
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,19,universal,"feel sick, like when you feel like you might vomit",[NONE],Ating,kind of,0.5
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,20,universal,feel proud,like when you feel really good about something you did,Ating,kind of,0.5
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,21,universal,get angry,like when you feel mad,Yes,yes,1
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,22,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,No,no,0
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,23,universal,feel tired,like when you feel sleepy,No,no,0
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,24,universal add-on,have minds,[NONE],Ating,kind of,0.5
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,25,universal add-on,have souls,[NONE],Ating,kind of,0.5
Vanuatu,vt_adults_042_dogs,female,19,LT,Port Vila,universal,dogs,dogs,6,26,universal add-on,bleed if they touch something sharp,[NONE],Yes,yes,1
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,1,universal,feel proud,like when you feel really good about something you did,No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,2,universal,feel scared,like when you feel afraid,No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,3,universal,hear things,like when you hear a noise,Yes,yes,1
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,4,universal,sense when things are far away,like when you see that something is far away from you,Yes,yes,1
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,5,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,6,universal,feel love,like when you really like somebody and care about them a lot,Ating,kind of,0.5
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,7,universal,remember things,like when you remember something that happened before,No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,8,universal,feel pain,like when something hurts you,No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,9,universal,smell things,"like when you can tell if something smells sweet, or rotten",Yes,yes,1
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,10,universal,choose what to do,like when you decide between different things,No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,11,universal,sense temperatures,like when you can tell if something is warm or cool,Yes,yes,1
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,12,universal,feel sad,like when you feel bad or unhappy,No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,13,universal,figure out how to do things,like when you learn a new fact or understand something new,No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,14,universal,think about things,like when you have a thought or an idea about something,No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,15,universal,feel guilty,like when you feel bad because you did something mean,No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,16,universal,"feel sick, like when you feel like you might vomit",[NONE],No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,17,universal,get angry,like when you feel mad,No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,18,universal,pray,like when you pray,No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,19,universal,feel shy,like when you feel quiet or embarrassed,No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,20,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,21,universal,feel tired,like when you feel sleepy,Ating,kind of,0.5
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,22,universal,get hungry,like when you feel like you need to eat something,Yes,yes,1
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,23,universal,feel happy,like when you feel good,No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,24,universal add-on,have souls,[NONE],No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,25,universal add-on,have minds,[NONE],No,no,0
Vanuatu,vt_adults_043_beetles,female,34,LT,Fresh Water 4,universal,beetles,beetles,5,26,universal add-on,bleed if they touch something sharp,[NONE],Missing Data,NA,NA
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,1,universal,feel happy,like when you feel good,Yes,yes,1
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,2,universal,get hungry,like when you feel like you need to eat something,No,no,0
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,3,universal,feel tired,like when you feel sleepy,No,no,0
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,4,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,Yes,yes,1
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,5,universal,feel shy,like when you feel quiet or embarrassed,No,no,0
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,6,universal,pray,like when you pray,Yes,yes,1
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,7,universal,get angry,like when you feel mad,No,no,0
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,8,universal,"feel sick, like when you feel like you might vomit",[NONE],No,no,0
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,9,universal,feel guilty,like when you feel bad because you did something mean,No,no,0
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,10,universal,think about things,like when you have a thought or an idea about something,Yes,yes,1
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,11,universal,figure out how to do things,like when you learn a new fact or understand something new,Yes,yes,1
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,12,universal,feel sad,like when you feel bad or unhappy,Yes,yes,1
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,13,universal,sense temperatures,like when you can tell if something is warm or cool,No,no,0
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,14,universal,choose what to do,like when you decide between different things,Yes,yes,1
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,15,universal,smell things,"like when you can tell if something smells sweet, or rotten",Yes,yes,1
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,16,universal,feel pain,like when something hurts you,Yes,yes,1
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,17,universal,remember things,like when you remember something that happened before,Yes,yes,1
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,18,universal,feel love,like when you really like somebody and care about them a lot,Yes,yes,1
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,19,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,Yes,yes,1
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,20,universal,sense when things are far away,like when you see that something is far away from you,Yes,yes,1
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,21,universal,hear things,like when you hear a noise,Yes,yes,1
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,22,universal,feel scared,like when you feel afraid,No,no,0
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,23,universal,feel proud,like when you feel really good about something you did,Yes,yes,1
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,24,universal add-on,bleed if they touch something sharp,[NONE],No,no,0
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,25,universal add-on,have minds,[NONE],Yes,yes,1
Vanuatu,vt_adults_044_god,female,30,LT,Fresh Water 3,universal,god,god,2,26,universal add-on,have souls,[NONE],Yes,yes,1
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,1,universal,figure out how to do things,like when you learn a new fact or understand something new,Yes,yes,1
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,2,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,Yes,yes,1
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,3,universal,feel love,like when you really like somebody and care about them a lot,Yes,yes,1
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,4,universal,get hungry,like when you feel like you need to eat something,Yes,yes,1
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,5,universal,smell things,"like when you can tell if something smells sweet, or rotten",No,no,0
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,6,universal,sense when things are far away,like when you see that something is far away from you,No,no,0
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,7,universal,feel happy,like when you feel good,No,no,0
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,8,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,No,no,0
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,9,universal,get angry,like when you feel mad,No,no,0
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,10,universal,"feel sick, like when you feel like you might vomit",[NONE],Yes,yes,1
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,11,universal,feel pain,like when something hurts you,No,no,0
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,12,universal,sense temperatures,like when you can tell if something is warm or cool,No,no,0
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,13,universal,feel sad,like when you feel bad or unhappy,No,no,0
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,14,universal,feel tired,like when you feel sleepy,Yes,yes,1
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,15,universal,feel proud,like when you feel really good about something you did,No,no,0
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,16,universal,pray,like when you pray,No,no,0
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,17,universal,feel shy,like when you feel quiet or embarrassed,No,no,0
Vanuatu,vt_adults_045_cellphones,male,40,LT,Fresh Water 6,universal,cellphones,cellphones,1,18,universal,feel scared,like when you feel afraid,No,no,0
