country,subj_id,gender,age,experimenter,location,target_cat,target_orig,target,sequence,trial,question_cat,question,clarification,response_orig,response_cat,response,comments
Thailand,th_adults_006_flowers,female,25,Mui,Arcade 3,universal,flowers,flowers,6,17,universal,figure out how to do things,like when you learn a new fact or understand something new,yes,yes,1,NA
Thailand,th_adults_006_flowers,female,25,Mui,Arcade 3,universal,flowers,flowers,6,18,universal,feel sad,like when you feel bad or unhappy,kind of,kind of,0.5,NA
Thailand,th_adults_006_flowers,female,25,Mui,Arcade 3,universal,flowers,flowers,6,19,universal,"feel sick, like when you feel like you might vomit",[NONE],yes,yes,1,NA
Thailand,th_adults_006_flowers,female,25,Mui,Arcade 3,universal,flowers,flowers,6,20,universal,feel proud,like when you feel really good about something you did,kind of,kind of,0.5,NA
Thailand,th_adults_006_flowers,female,25,Mui,Arcade 3,universal,flowers,flowers,6,21,universal,get angry,like when you feel mad,yes,yes,1,NA
Thailand,th_adults_006_flowers,female,25,Mui,Arcade 3,universal,flowers,flowers,6,22,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,no,no,0,NA
Thailand,th_adults_006_flowers,female,25,Mui,Arcade 3,universal,flowers,flowers,6,23,universal,feel tired,like when you feel sleepy,yes,yes,1,NA
Thailand,th_adults_006_flowers,female,25,Mui,Arcade 3,universal,flowers,flowers,6,24,universal add-on,have minds,[NONE],yes,yes,1,NA
Thailand,th_adults_006_flowers,female,25,Mui,Arcade 3,universal,flowers,flowers,6,25,universal add-on,have souls,[NONE],kind of,kind of,0.5,NA
Thailand,th_adults_006_flowers,female,25,Mui,Arcade 3,universal,flowers,flowers,6,26,universal add-on,bleed if they touch something sharp,[NONE],kind of,kind of,0.5,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,1,universal,figure out how to do things,like when you learn a new fact or understand something new,kind of,kind of,0.5,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,2,universal,add and subtract numbers,like when you add two numbers together or subtract one number from another,yes,yes,1,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,3,universal,feel love,like when you really like somebody and care about them a lot,yes,yes,1,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,4,universal,get hungry,like when you feel like you need to eat something,yes,yes,1,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,5,universal,smell things,"like when you can tell if something smells sweet, or rotten",yes,yes,1,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,6,universal,sense when things are far away,like when you see that something is far away from you,kind of,kind of,0.5,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,7,universal,feel happy,like when you feel good,kind of,kind of,0.5,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,8,universal,get hurt feelings,like when you feel bad because somebody insulted you or said something mean about you,yes,yes,1,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,9,universal,get angry,like when you feel mad,yes,yes,1,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,10,universal,"feel sick, like when you feel like you might vomit",[NONE],no,no,0,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,11,universal,feel pain,like when something hurts you,yes,yes,1,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,12,universal,sense temperatures,like when you can tell if something is warm or cool,kind of,kind of,0.5,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,13,universal,feel sad,like when you feel bad or unhappy,yes,yes,1,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,14,universal,feel tired,like when you feel sleepy,kind of,kind of,0.5,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,15,universal,feel proud,like when you feel really good about something you did,kind of,kind of,0.5,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,16,universal,pray,like when you pray,kind of,kind of,0.5,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,17,universal,feel shy,like when you feel quiet or embarrassed,yes,yes,1,NA
Thailand,th_adults_007_ghosts,male,20,PU,Not Trans,universal,ghosts,ghosts,1,18,universal,feel scared,like when you feel afraid,yes,yes,1,NA
