Date Prac Sub Age Sex Hand Block Bin Trial Shape Label Match CorrResp Resp ACC RT
16-May-2018_14:03:27 Exp 7315 20 female R 1 1 1 moralSelf moralSelf match n n 1 0.4002 
16-May-2018_14:03:29 Exp 7315 20 female R 1 1 2 immoralSelf immoralSelf match n n 1 0.5410 
16-May-2018_14:03:32 Exp 7315 20 female R 1 1 3 immoralOther immoralOther match n n 1 0.7007 
16-May-2018_14:03:34 Exp 7315 20 female R 1 1 4 immoralSelf moralSelf mismatch m n 0 0.5394 
16-May-2018_14:03:36 Exp 7315 20 female R 1 1 5 moralSelf moralSelf match n n 1 0.4111 
16-May-2018_14:03:38 Exp 7315 20 female R 1 1 6 moralOther immoralSelf mismatch m m 1 0.5880 
16-May-2018_14:03:41 Exp 7315 20 female R 1 1 7 moralOther immoralOther mismatch m NA -1 1.0841 
16-May-2018_14:03:43 Exp 7315 20 female R 1 1 8 immoralOther moralOther mismatch m m 1 0.1991 
16-May-2018_14:03:45 Exp 7315 20 female R 1 1 9 moralOther moralOther match n n 1 0.4279 
16-May-2018_14:03:47 Exp 7315 20 female R 1 1 10 immoralSelf moralOther mismatch m m 1 0.5291 
16-May-2018_14:03:49 Exp 7315 20 female R 1 1 11 immoralOther immoralOther match n m 0 0.6045 
16-May-2018_14:03:51 Exp 7315 20 female R 1 1 12 moralSelf immoralOther mismatch m m 1 0.6813 
16-May-2018_14:03:54 Exp 7315 20 female R 1 1 13 immoralOther immoralOther match n m 0 0.5237 
16-May-2018_14:03:56 Exp 7315 20 female R 1 1 14 moralOther moralSelf mismatch m n 0 0.5388 
16-May-2018_14:03:58 Exp 7315 20 female R 1 1 15 immoralSelf immoralSelf match n m 0 0.6585 
16-May-2018_14:04:01 Exp 7315 20 female R 1 1 16 moralSelf moralOther mismatch m m 1 0.9324 
16-May-2018_14:04:03 Exp 7315 20 female R 1 1 17 immoralSelf immoralSelf match n n 1 0.9359 
16-May-2018_14:04:05 Exp 7315 20 female R 1 1 18 moralOther moralOther match n m 0 0.6192 
