Date Prac Sub Age Sex Hand Block Bin Trial Shape Label Match CorrResp Resp ACC RT
16-May-2018_13:48:58 Exp 7314 19 female R 1 1 1 immoralSelf immoralSelf match n m 0 0.6362 
16-May-2018_13:49:01 Exp 7314 19 female R 1 1 2 immoralSelf moralOther mismatch m m 1 0.7763 
16-May-2018_13:49:03 Exp 7314 19 female R 1 1 3 moralOther moralOther match n n 1 0.5044 
16-May-2018_13:49:05 Exp 7314 19 female R 1 1 4 moralSelf immoralOther mismatch m m 1 0.6226 
16-May-2018_13:49:08 Exp 7314 19 female R 1 1 5 immoralOther moralSelf mismatch m m 1 0.7566 
16-May-2018_13:49:10 Exp 7314 19 female R 1 1 6 immoralOther moralSelf mismatch m m 1 0.6088 
16-May-2018_13:49:12 Exp 7314 19 female R 1 1 7 moralOther immoralOther mismatch m m 1 0.6650 
16-May-2018_13:49:14 Exp 7314 19 female R 1 1 8 immoralOther immoralOther match n n 1 0.7030 
16-May-2018_13:49:17 Exp 7314 19 female R 1 1 9 immoralSelf moralSelf mismatch m m 1 0.6852 
16-May-2018_13:49:19 Exp 7314 19 female R 1 1 10 immoralOther immoralOther match n m 0 0.7353 
16-May-2018_13:49:21 Exp 7314 19 female R 1 1 11 moralOther immoralSelf mismatch m m 1 0.6875 
16-May-2018_13:49:24 Exp 7314 19 female R 1 1 12 moralOther moralOther match n n 1 0.5435 
16-May-2018_13:49:26 Exp 7314 19 female R 1 1 13 immoralSelf immoralSelf match n m 0 0.7097 
16-May-2018_13:49:28 Exp 7314 19 female R 1 1 14 moralSelf immoralOther mismatch m m 1 0.8338 
16-May-2018_13:49:31 Exp 7314 19 female R 1 1 15 immoralSelf moralSelf mismatch m m 1 0.8620 
16-May-2018_13:49:33 Exp 7314 19 female R 1 1 16 immoralOther immoralOther match n m 0 0.7321 
16-May-2018_13:49:36 Exp 7314 19 female R 1 1 17 moralSelf immoralOther mismatch m m 1 0.7482 
16-May-2018_13:49:38 Exp 7314 19 female R 1 1 18 moralSelf moralSelf match n m 0 0.7684 
16-May-2018_13:49:40 Exp 7314 19 female R 1 1 19 moralOther immoralSelf mismatch m m 1 0.7525 
16-May-2018_13:49:43 Exp 7314 19 female R 1 1 20 moralSelf moralSelf match n n 1 0.8686 
16-May-2018_13:49:45 Exp 7314 19 female R 1 1 21 moralSelf moralSelf match n n 1 0.5928 
16-May-2018_13:49:47 Exp 7314 19 female R 1 1 22 moralOther moralOther match n n 1 0.5729 
16-May-2018_13:49:50 Exp 7314 19 female R 1 1 23 immoralOther moralOther mismatch m n 0 0.6531 
16-May-2018_13:49:52 Exp 7314 19 female R 1 1 24 immoralSelf immoralSelf match n m 0 0.5811 
