Date Prac Sub Age Sex Hand Block Bin Trial Shape Label Match CorrResp Resp ACC RT
02-May-2018_14:23:06 Exp 7302 22 female R 1 1 1 immoralSelf immoralOther mismatch n m 0 0.7561 
02-May-2018_14:23:08 Exp 7302 22 female R 1 1 2 moralOther moralSelf mismatch n n 1 0.7043 
02-May-2018_14:23:10 Exp 7302 22 female R 1 1 3 immoralOther moralOther mismatch n n 1 0.9903 
02-May-2018_14:23:13 Exp 7302 22 female R 1 1 4 moralSelf immoralSelf mismatch n NA -1 1.0420 
02-May-2018_14:23:15 Exp 7302 22 female R 1 1 5 immoralSelf immoralSelf match m m 1 0.8207 
02-May-2018_14:23:17 Exp 7302 22 female R 1 1 6 immoralSelf immoralSelf match m m 1 0.7547 
02-May-2018_14:23:19 Exp 7302 22 female R 1 1 7 moralOther moralOther match m m 1 0.5429 
02-May-2018_14:23:21 Exp 7302 22 female R 1 1 8 moralSelf moralSelf match m m 1 0.9009 
02-May-2018_14:23:24 Exp 7302 22 female R 1 1 9 moralOther immoralSelf mismatch n n 1 0.9551 
02-May-2018_14:23:26 Exp 7302 22 female R 1 1 10 immoralSelf moralOther mismatch n n 1 0.6952 
02-May-2018_14:23:28 Exp 7302 22 female R 1 1 11 moralOther moralSelf mismatch n n 1 0.7593 
02-May-2018_14:23:30 Exp 7302 22 female R 1 1 12 immoralOther immoralOther match m m 1 0.7135 
02-May-2018_14:23:32 Exp 7302 22 female R 1 1 13 moralOther moralOther match m m 1 0.5656 
02-May-2018_14:23:34 Exp 7302 22 female R 1 1 14 moralSelf immoralSelf mismatch n m 0 0.5357 
02-May-2018_14:23:36 Exp 7302 22 female R 1 1 15 immoralOther immoralOther match m m 1 0.8078 
02-May-2018_14:23:38 Exp 7302 22 female R 1 1 16 immoralSelf moralSelf mismatch n n 1 0.9600 
02-May-2018_14:23:40 Exp 7302 22 female R 1 1 17 moralSelf immoralSelf mismatch n n 1 0.6661 
02-May-2018_14:23:42 Exp 7302 22 female R 1 1 18 moralSelf moralSelf match m m 1 0.6962 
02-May-2018_14:23:45 Exp 7302 22 female R 1 1 19 immoralSelf immoralSelf match m n 0 0.8803 
02-May-2018_14:23:47 Exp 7302 22 female R 1 1 20 moralOther moralOther match m m 1 0.5785 
02-May-2018_14:23:49 Exp 7302 22 female R 1 1 21 immoralOther moralOther mismatch n n 1 0.7845 
02-May-2018_14:23:51 Exp 7302 22 female R 1 1 22 moralSelf moralSelf match m m 1 0.8146 
02-May-2018_14:23:53 Exp 7302 22 female R 1 1 23 immoralOther immoralOther match m m 1 0.6548 
02-May-2018_14:23:55 Exp 7302 22 female R 1 1 24 immoralOther moralOther mismatch n n 1 0.8789 
02-May-2018_14:23:57 Exp 7302 22 female R 1 2 1 moralSelf moralSelf match m m 1 0.7131 
02-May-2018_14:24:00 Exp 7302 22 female R 1 2 2 moralSelf immoralSelf mismatch n m 0 0.8211 
02-May-2018_14:24:02 Exp 7302 22 female R 1 2 3 immoralOther immoralOther match m m 1 0.8033 
02-May-2018_14:24:04 Exp 7302 22 female R 1 2 4 immoralOther immoralSelf mismatch n m 0 0.6294 
02-May-2018_14:24:06 Exp 7302 22 female R 1 2 5 immoralSelf immoralOther mismatch n n 1 0.8095 
02-May-2018_14:24:08 Exp 7302 22 female R 1 2 6 immoralOther immoralOther match m m 1 0.6176 
02-May-2018_14:24:10 Exp 7302 22 female R 1 2 7 moralSelf moralSelf match m m 1 0.7917 
02-May-2018_14:24:12 Exp 7302 22 female R 1 2 8 moralOther moralOther match m m 1 0.5559 
02-May-2018_14:24:15 Exp 7302 22 female R 1 2 9 immoralSelf immoralOther mismatch n m 0 0.9600 
02-May-2018_14:24:16 Exp 7302 22 female R 1 2 10 moralOther moralOther match m m 1 0.5381 
02-May-2018_14:24:19 Exp 7302 22 female R 1 2 11 immoralSelf moralSelf mismatch n NA -1 1.0420 
02-May-2018_14:24:21 Exp 7302 22 female R 1 2 12 moralSelf immoralSelf mismatch n m 0 0.8264 
02-May-2018_14:24:23 Exp 7302 22 female R 1 2 13 immoralSelf immoralSelf match m m 1 0.7125 
02-May-2018_14:24:25 Exp 7302 22 female R 1 2 14 moralOther immoralOther mismatch n m 0 0.4609 
02-May-2018_14:24:27 Exp 7302 22 female R 1 2 15 moralOther immoralOther mismatch n n 1 0.8027 
02-May-2018_14:24:29 Exp 7302 22 female R 1 2 16 immoralSelf immoralSelf match m m 1 0.7808 
02-May-2018_14:24:32 Exp 7302 22 female R 1 2 17 moralOther immoralOther mismatch n n 1 0.8749 
02-May-2018_14:24:34 Exp 7302 22 female R 1 2 18 moralSelf immoralOther mismatch n m 0 0.8710 
02-May-2018_14:24:36 Exp 7302 22 female R 1 2 19 moralSelf moralSelf match m m 1 0.6512 
02-May-2018_14:24:38 Exp 7302 22 female R 1 2 20 immoralOther moralOther mismatch n n 1 0.7554 
02-May-2018_14:24:40 Exp 7302 22 female R 1 2 21 immoralOther immoralOther match m m 1 0.6715 
02-May-2018_14:24:42 Exp 7302 22 female R 1 2 22 immoralSelf immoralSelf match m m 1 0.9076 
02-May-2018_14:24:44 Exp 7302 22 female R 1 2 23 immoralOther moralOther mismatch n n 1 0.5997 
02-May-2018_14:24:46 Exp 7302 22 female R 1 2 24 moralOther moralOther match m m 1 0.5218 
02-May-2018_14:24:48 Exp 7302 22 female R 1 3 1 immoralOther immoralOther match m m 1 0.7319 
02-May-2018_14:24:51 Exp 7302 22 female R 1 3 2 moralOther immoralOther mismatch n n 1 0.7640 
02-May-2018_14:24:53 Exp 7302 22 female R 1 3 3 moralSelf moralOther mismatch n NA -1 1.0420 
02-May-2018_14:24:55 Exp 7302 22 female R 1 3 4 immoralSelf moralSelf mismatch n n 1 0.7443 
02-May-2018_14:24:57 Exp 7302 22 female R 1 3 5 moralOther moralOther match m m 1 0.5104 
02-May-2018_14:24:59 Exp 7302 22 female R 1 3 6 moralOther moralOther match m m 1 0.7706 
02-May-2018_14:25:01 Exp 7302 22 female R 1 3 7 immoralOther immoralSelf mismatch n n 1 0.6026 
02-May-2018_14:25:03 Exp 7302 22 female R 1 3 8 moralSelf immoralOther mismatch n n 1 0.7648 
02-May-2018_14:25:05 Exp 7302 22 female R 1 3 9 immoralOther immoralOther match m m 1 0.7109 
02-May-2018_14:25:08 Exp 7302 22 female R 1 3 10 moralSelf moralOther mismatch n n 1 0.8270 
02-May-2018_14:25:10 Exp 7302 22 female R 1 3 11 immoralSelf immoralSelf match m m 1 0.8571 
02-May-2018_14:25:12 Exp 7302 22 female R 1 3 12 moralSelf moralSelf match m n 0 0.8092 
02-May-2018_14:25:14 Exp 7302 22 female R 1 3 13 immoralSelf immoralSelf match m m 1 0.7213 
02-May-2018_14:25:16 Exp 7302 22 female R 1 3 14 immoralOther immoralSelf mismatch n n 1 0.8195 
02-May-2018_14:25:19 Exp 7302 22 female R 1 3 15 immoralSelf moralSelf mismatch n n 1 0.8896 
02-May-2018_14:25:21 Exp 7302 22 female R 1 3 16 moralOther moralOther match m m 1 0.5778 
02-May-2018_14:25:23 Exp 7302 22 female R 1 3 17 immoralSelf immoralSelf match m n 0 0.8799 
02-May-2018_14:25:25 Exp 7302 22 female R 1 3 18 moralOther moralSelf mismatch n n 1 0.6660 
02-May-2018_14:25:27 Exp 7302 22 female R 1 3 19 immoralSelf moralSelf mismatch n n 1 1.0081 
02-May-2018_14:25:30 Exp 7302 22 female R 1 3 20 immoralOther immoralSelf mismatch n n 1 0.8562 
02-May-2018_14:25:32 Exp 7302 22 female R 1 3 21 moralOther moralSelf mismatch n n 1 0.5444 
02-May-2018_14:25:34 Exp 7302 22 female R 1 3 22 moralSelf moralSelf match m m 1 0.6625 
02-May-2018_14:25:36 Exp 7302 22 female R 1 3 23 immoralOther immoralOther match m n 0 0.6846 
02-May-2018_14:25:38 Exp 7302 22 female R 1 3 24 moralSelf moralSelf match m m 1 0.9027 
02-May-2018_14:25:53 Exp 7302 22 female R 1 4 1 immoralSelf immoralSelf match m m 1 0.8236 
02-May-2018_14:25:55 Exp 7302 22 female R 1 4 2 moralOther immoralOther mismatch n n 1 0.6137 
02-May-2018_14:25:57 Exp 7302 22 female R 1 4 3 moralSelf moralOther mismatch n m 0 0.7338 
02-May-2018_14:26:00 Exp 7302 22 female R 1 4 4 moralSelf moralSelf match m n 0 0.7419 
02-May-2018_14:26:02 Exp 7302 22 female R 1 4 5 immoralOther immoralOther match m m 1 0.6840 
02-May-2018_14:26:04 Exp 7302 22 female R 1 4 6 immoralOther immoralOther match m m 1 0.6062 
02-May-2018_14:26:06 Exp 7302 22 female R 1 4 7 immoralSelf moralOther mismatch n n 1 0.7842 
02-May-2018_14:26:08 Exp 7302 22 female R 1 4 8 moralOther moralOther match m m 1 0.5824 
02-May-2018_14:26:10 Exp 7302 22 female R 1 4 9 moralOther moralOther match m m 1 0.4126 
02-May-2018_14:26:11 Exp 7302 22 female R 1 4 10 moralSelf moralSelf match m m 1 0.5006 
02-May-2018_14:26:14 Exp 7302 22 female R 1 4 11 immoralSelf moralSelf mismatch n n 1 0.8507 
02-May-2018_14:26:16 Exp 7302 22 female R 1 4 12 moralSelf moralOther mismatch n n 1 0.9069 
