Date Prac Sub Age Sex Hand Block Bin Trial Shape Label Match CorrResp Resp ACC RT
13-May-2018_14:10:14 Exp 7312 21 female R 1 1 1 moralOther moralOther match n ,< 2 0.9446 
13-May-2018_14:10:16 Exp 7312 21 female R 1 1 2 moralOther moralSelf mismatch m NA -1 1.0841 
13-May-2018_14:10:18 Exp 7312 21 female R 1 1 3 moralSelf moralOther mismatch m n 0 0.4028 
13-May-2018_14:10:21 Exp 7312 21 female R 1 1 4 immoralSelf immoralSelf match n NA -1 1.0841 
13-May-2018_14:10:23 Exp 7312 21 female R 1 1 5 moralOther immoralSelf mismatch m m 1 0.5940 
13-May-2018_14:10:26 Exp 7312 21 female R 1 1 6 immoralSelf moralOther mismatch m n 0 0.9066 
13-May-2018_14:10:28 Exp 7312 21 female R 1 1 7 moralSelf moralOther mismatch m m 1 0.8215 
13-May-2018_14:10:31 Exp 7312 21 female R 1 1 8 immoralOther immoralOther match n n 1 1.0348 
13-May-2018_14:10:33 Exp 7312 21 female R 1 1 9 immoralOther immoralOther match n n 1 0.8043 
13-May-2018_14:10:36 Exp 7312 21 female R 1 1 10 immoralOther moralSelf mismatch m m 1 0.7371 
13-May-2018_14:10:38 Exp 7312 21 female R 1 1 11 moralSelf moralSelf match n n 1 0.4445 
13-May-2018_14:10:40 Exp 7312 21 female R 1 1 12 moralSelf moralSelf match n n 1 0.4663 
13-May-2018_14:10:42 Exp 7312 21 female R 1 1 13 immoralOther moralOther mismatch m m 1 0.8362 
13-May-2018_14:10:45 Exp 7312 21 female R 1 1 14 immoralOther moralOther mismatch m m 1 0.7897 
13-May-2018_14:10:47 Exp 7312 21 female R 1 1 15 moralSelf moralSelf match n n 1 0.6302 
13-May-2018_14:10:49 Exp 7312 21 female R 1 1 16 moralSelf moralOther mismatch m m 1 0.7076 
13-May-2018_14:10:52 Exp 7312 21 female R 1 1 17 immoralSelf immoralOther mismatch m n 0 0.8784 
13-May-2018_14:10:55 Exp 7312 21 female R 1 1 18 immoralOther immoralOther match n NA -1 1.0841 
13-May-2018_14:10:57 Exp 7312 21 female R 1 1 19 immoralSelf immoralSelf match n n 1 0.9831 
13-May-2018_14:11:00 Exp 7312 21 female R 1 1 20 immoralSelf immoralOther mismatch m n 0 1.0835 
13-May-2018_14:11:02 Exp 7312 21 female R 1 1 21 moralOther moralSelf mismatch m m 1 0.7899 
13-May-2018_14:11:05 Exp 7312 21 female R 1 1 22 immoralSelf immoralSelf match n n 1 0.9825 
13-May-2018_14:11:08 Exp 7312 21 female R 1 1 23 moralOther moralOther match n n 1 1.0828 
13-May-2018_14:11:10 Exp 7312 21 female R 1 1 24 moralOther moralOther match n m 0 0.6533 
