"Date","Subject","Age","Sex","Hand","Block","Bin","Trial","Task","Shape","corrResp","Resp","ACC","RT","Morality","Identity"
"17-May-2018_16:32:08",7320,19,"male","L",4,4,15,"Id","moralOther","J","j",1,0.3975,"Good","Other"
"17-May-2018_16:32:10",7320,19,"male","L",4,4,16,"Id","immoralOther","J","j",1,0.3556,"Bad","Other"
"17-May-2018_16:32:11",7320,19,"male","L",4,4,17,"Id","immoralSelf","H","h",1,0.2737,"Bad","Self"
"17-May-2018_16:32:13",7320,19,"male","L",4,4,18,"Id","moralSelf","H","h",1,0.4419,"Good","Self"
"17-May-2018_16:32:14",7320,19,"male","L",4,4,19,"Id","immoralSelf","H","h",1,0.34,"Bad","Self"
"17-May-2018_16:32:16",7320,19,"male","L",4,4,20,"Id","moralOther","J","j",1,0.346,"Good","Other"
"17-May-2018_16:32:18",7320,19,"male","L",4,4,21,"Id","moralOther","J","j",1,0.4281,"Good","Other"
"17-May-2018_16:32:19",7320,19,"male","L",4,4,22,"Id","immoralOther","J","j",1,0.3303,"Bad","Other"
"17-May-2018_16:32:21",7320,19,"male","L",4,4,23,"Id","immoralOther","J","j",1,0.1943,"Bad","Other"
"17-May-2018_16:32:22",7320,19,"male","L",4,4,24,"Id","immoralSelf","H","h",1,0.3604,"Bad","Self"
"17-May-2018_16:32:26",7320,19,"male","L",4,5,1,"Id","moralOther","J","j",1,0.4706,"Good","Other"
"17-May-2018_16:32:27",7320,19,"male","L",4,5,2,"Id","immoralOther","J","j",1,0.3606,"Bad","Other"
"17-May-2018_16:32:29",7320,19,"male","L",4,5,3,"Id","immoralSelf","H","h",1,0.3707,"Bad","Self"
"17-May-2018_16:32:31",7320,19,"male","L",4,5,4,"Id","immoralOther","J","j",1,0.3808,"Bad","Other"
"17-May-2018_16:32:32",7320,19,"male","L",4,5,5,"Id","moralSelf","H","h",1,0.413,"Good","Self"
"17-May-2018_16:32:34",7320,19,"male","L",4,5,6,"Id","moralOther","J","j",1,0.415,"Good","Other"
"17-May-2018_16:32:35",7320,19,"male","L",4,5,7,"Id","immoralSelf","H","h",1,0.3591,"Bad","Self"
"17-May-2018_16:32:37",7320,19,"male","L",4,5,8,"Id","immoralSelf","H","h",1,0.4272,"Bad","Self"
"17-May-2018_16:32:38",7320,19,"male","L",4,5,9,"Id","moralOther","J","j",1,0.4092,"Good","Other"
"17-May-2018_16:32:40",7320,19,"male","L",4,5,10,"Id","immoralOther","J","j",1,0.4574,"Bad","Other"
"17-May-2018_16:32:42",7320,19,"male","L",4,5,11,"Id","immoralSelf","H","h",1,0.3835,"Bad","Self"
"17-May-2018_16:32:43",7320,19,"male","L",4,5,12,"Id","moralSelf","H","j",0,0.3415,"Good","Self"
"17-May-2018_16:32:45",7320,19,"male","L",4,5,13,"Id","moralSelf","H","h",1,0.2816,"Good","Self"
"17-May-2018_16:32:46",7320,19,"male","L",4,5,14,"Id","immoralSelf","H","h",1,0.2877,"Bad","Self"
"17-May-2018_16:32:48",7320,19,"male","L",4,5,15,"Id","moralSelf","H","h",1,0.3058,"Good","Self"
"17-May-2018_16:32:49",7320,19,"male","L",4,5,16,"Id","moralOther","J","j",1,0.3279,"Good","Other"
"17-May-2018_16:32:51",7320,19,"male","L",4,5,17,"Id","moralOther","J","h",0,0.348,"Good","Other"
"17-May-2018_16:32:52",7320,19,"male","L",4,5,18,"Id","moralSelf","H","h",1,0.4261,"Good","Self"
"17-May-2018_16:32:54",7320,19,"male","L",4,5,19,"Id","immoralOther","J","j",1,0.4861,"Bad","Other"
"17-May-2018_16:32:56",7320,19,"male","L",4,5,20,"Id","immoralOther","J","j",1,0.3403,"Bad","Other"
"17-May-2018_16:32:58",7320,19,"male","L",4,5,21,"Id","immoralSelf","H","h",1,0.4824,"Bad","Self"
"17-May-2018_16:32:59",7320,19,"male","L",4,5,22,"Id","moralOther","J","j",1,0.4764,"Good","Other"
"17-May-2018_16:33:01",7320,19,"male","L",4,5,23,"Id","moralSelf","H","h",1,0.4226,"Good","Self"
"17-May-2018_16:33:02",7320,19,"male","L",4,5,24,"Id","immoralOther","J","j",1,0.4006,"Bad","Other"
"17-May-2018_16:36:13",7320,19,"male","L",5,1,1,"Id","immoralSelf","H","h",1,0.4014,"Bad","Self"
"17-May-2018_16:36:15",7320,19,"male","L",5,1,2,"Id","immoralOther","J","j",1,0.4256,"Bad","Other"
"17-May-2018_16:36:16",7320,19,"male","L",5,1,3,"Id","immoralSelf","H","h",1,0.4696,"Bad","Self"
"17-May-2018_16:36:18",7320,19,"male","L",5,1,4,"Id","moralOther","J","j",1,0.4378,"Good","Other"
"17-May-2018_16:36:20",7320,19,"male","L",5,1,5,"Id","moralSelf","H","h",1,0.3558,"Good","Self"
"17-May-2018_16:36:22",7320,19,"male","L",5,1,6,"Id","moralOther","J","j",1,0.434,"Good","Other"
"17-May-2018_16:36:23",7320,19,"male","L",5,1,7,"Id","moralSelf","H","h",1,0.41,"Good","Self"
"17-May-2018_16:36:25",7320,19,"male","L",5,1,8,"Id","immoralOther","J","j",1,0.4701,"Bad","Other"
"17-May-2018_16:36:27",7320,19,"male","L",5,1,9,"Id","moralOther","J","h",0,0.4884,"Good","Other"
"17-May-2018_16:36:28",7320,19,"male","L",5,1,10,"Id","immoralOther","J","j",1,0.4623,"Bad","Other"
"17-May-2018_16:36:30",7320,19,"male","L",5,1,11,"Id","moralSelf","H","h",1,0.4304,"Good","Self"
"17-May-2018_16:36:32",7320,19,"male","L",5,1,12,"Id","immoralOther","J","j",1,0.4405,"Bad","Other"
"17-May-2018_16:36:33",7320,19,"male","L",5,1,13,"Id","immoralSelf","H","h",1,0.4006,"Bad","Self"
"17-May-2018_16:36:35",7320,19,"male","L",5,1,14,"Id","immoralSelf","H","h",1,0.4187,"Bad","Self"
"17-May-2018_16:36:37",7320,19,"male","L",5,1,15,"Id","moralOther","J","j",1,0.4127,"Good","Other"
"17-May-2018_16:36:38",7320,19,"male","L",5,1,16,"Id","immoralSelf","H","h",1,0.4588,"Bad","Self"
"17-May-2018_16:36:40",7320,19,"male","L",5,1,17,"Id","moralSelf","H","h",1,0.487,"Good","Self"
"17-May-2018_16:36:42",7320,19,"male","L",5,1,18,"Id","moralOther","J","j",1,0.4731,"Good","Other"
"17-May-2018_16:36:43",7320,19,"male","L",5,1,19,"Id","immoralOther","J","j",1,0.4452,"Bad","Other"
"17-May-2018_16:36:45",7320,19,"male","L",5,1,20,"Id","immoralSelf","H","h",1,0.4673,"Bad","Self"
"17-May-2018_16:36:47",7320,19,"male","L",5,1,21,"Id","moralSelf","H","h",1,0.4834,"Good","Self"
"17-May-2018_16:36:49",7320,19,"male","L",5,1,22,"Id","moralOther","J","j",1,0.5654,"Good","Other"
"17-May-2018_16:36:50",7320,19,"male","L",5,1,23,"Id","moralSelf","H","h",1,0.4636,"Good","Self"
"17-May-2018_16:36:52",7320,19,"male","L",5,1,24,"Id","immoralOther","J","j",1,0.4977,"Bad","Other"
"17-May-2018_16:36:54",7320,19,"male","L",5,2,1,"Id","moralOther","J","j",1,0.6097,"Good","Other"
"17-May-2018_16:36:55",7320,19,"male","L",5,2,2,"Id","immoralSelf","H","h",1,0.4139,"Bad","Self"
"17-May-2018_16:36:57",7320,19,"male","L",5,2,3,"Id","immoralOther","J","j",1,0.458,"Bad","Other"
"17-May-2018_16:36:59",7320,19,"male","L",5,2,4,"Id","moralSelf","H","h",1,0.43,"Good","Self"
"17-May-2018_16:37:00",7320,19,"male","L",5,2,5,"Id","immoralSelf","H","j",0,0.4183,"Bad","Self"
"17-May-2018_16:37:02",7320,19,"male","L",5,2,6,"Id","immoralOther","J","j",1,0.5102,"Bad","Other"
"17-May-2018_16:37:04",7320,19,"male","L",5,2,7,"Id","immoralSelf","H","h",1,0.3764,"Bad","Self"
"17-May-2018_16:37:06",7320,19,"male","L",5,2,8,"Id","moralOther","J","j",1,0.6124,"Good","Other"
"17-May-2018_16:37:08",7320,19,"male","L",5,2,9,"Id","immoralSelf","H","h",1,0.5866,"Bad","Self"
"17-May-2018_16:37:10",7320,19,"male","L",5,2,10,"Id","moralOther","J","j",1,0.5387,"Good","Other"
"17-May-2018_16:37:11",7320,19,"male","L",5,2,11,"Id","immoralSelf","H","h",1,0.4108,"Bad","Self"
"17-May-2018_16:37:12",7320,19,"male","L",5,2,12,"Id","immoralOther","J","j",1,0.3928,"Bad","Other"
"17-May-2018_16:37:14",7320,19,"male","L",5,2,13,"Id","moralOther","J","h",0,0.4049,"Good","Other"
"17-May-2018_16:37:16",7320,19,"male","L",5,2,14,"Id","moralSelf","H","h",1,0.377,"Good","Self"
"17-May-2018_16:37:17",7320,19,"male","L",5,2,15,"Id","immoralOther","J","j",1,0.4911,"Bad","Other"
"17-May-2018_16:37:19",7320,19,"male","L",5,2,16,"Id","immoralSelf","H","h",1,0.4332,"Bad","Self"
"17-May-2018_16:37:20",7320,19,"male","L",5,2,17,"Id","moralSelf","H","j",0,0.3413,"Good","Self"
"17-May-2018_16:37:22",7320,19,"male","L",5,2,18,"Id","moralSelf","H","h",1,0.4053,"Good","Self"
"17-May-2018_16:37:24",7320,19,"male","L",5,2,19,"Id","moralSelf","H","h",1,0.3335,"Good","Self"
"17-May-2018_16:37:25",7320,19,"male","L",5,2,20,"Id","moralOther","J","j",1,0.4595,"Good","Other"
"17-May-2018_16:37:27",7320,19,"male","L",5,2,21,"Id","immoralOther","J","j",1,0.4436,"Bad","Other"
"17-May-2018_16:37:28",7320,19,"male","L",5,2,22,"Id","moralOther","J","j",1,0.4497,"Good","Other"
"17-May-2018_16:37:30",7320,19,"male","L",5,2,23,"Id","immoralOther","J","j",1,0.3339,"Bad","Other"
"17-May-2018_16:37:31",7320,19,"male","L",5,2,24,"Id","moralSelf","H","h",1,0.3819,"Good","Self"
"17-May-2018_16:37:35",7320,19,"male","L",5,3,1,"Id","moralOther","J","j",1,0.4981,"Good","Other"
"17-May-2018_16:37:37",7320,19,"male","L",5,3,2,"Id","moralSelf","H","h",1,0.3822,"Good","Self"
"17-May-2018_16:37:38",7320,19,"male","L",5,3,3,"Id","moralOther","J","j",1,0.3902,"Good","Other"
"17-May-2018_16:37:40",7320,19,"male","L",5,3,4,"Id","immoralOther","J","j",1,0.4404,"Bad","Other"
"17-May-2018_16:37:42",7320,19,"male","L",5,3,5,"Id","moralOther","J","j",1,0.4745,"Good","Other"
"17-May-2018_16:37:43",7320,19,"male","L",5,3,6,"Id","immoralSelf","H","h",1,0.4005,"Bad","Self"
"17-May-2018_16:37:45",7320,19,"male","L",5,3,7,"Id","moralOther","J","j",1,0.3427,"Good","Other"
"17-May-2018_16:37:46",7320,19,"male","L",5,3,8,"Id","moralSelf","H","h",1,0.3167,"Good","Self"
"17-May-2018_16:37:48",7320,19,"male","L",5,3,9,"Id","immoralSelf","H","h",1,0.3368,"Bad","Self"
"17-May-2018_16:37:50",7320,19,"male","L",5,3,10,"Id","immoralOther","J","j",1,0.4069,"Bad","Other"
"17-May-2018_16:37:51",7320,19,"male","L",5,3,11,"Id","moralOther","J","j",1,0.343,"Good","Other"
"17-May-2018_16:37:53",7320,19,"male","L",5,3,12,"Id","immoralOther","J","j",1,0.583,"Bad","Other"
"17-May-2018_16:37:54",7320,19,"male","L",5,3,13,"Id","moralSelf","H","h",1,0.3812,"Good","Self"
"17-May-2018_16:37:56",7320,19,"male","L",5,3,14,"Id","immoralSelf","H","h",1,0.4394,"Bad","Self"
"17-May-2018_16:37:58",7320,19,"male","L",5,3,15,"Id","moralOther","J","j",1,0.3215,"Good","Other"
"17-May-2018_16:37:59",7320,19,"male","L",5,3,16,"Id","immoralOther","J","j",1,0.3255,"Bad","Other"
"17-May-2018_16:38:01",7320,19,"male","L",5,3,17,"Id","immoralOther","J","j",1,0.4016,"Bad","Other"
"17-May-2018_16:38:02",7320,19,"male","L",5,3,18,"Id","moralSelf","H","h",1,0.3996,"Good","Self"
"17-May-2018_16:38:04",7320,19,"male","L",5,3,19,"Id","moralSelf","H","h",1,0.3997,"Good","Self"
"17-May-2018_16:38:06",7320,19,"male","L",5,3,20,"Id","immoralSelf","H","h",1,0.4839,"Bad","Self"
"17-May-2018_16:38:08",7320,19,"male","L",5,3,21,"Id","immoralOther","J","j",1,0.5879,"Bad","Other"
"17-May-2018_16:38:09",7320,19,"male","L",5,3,22,"Id","immoralSelf","H","j",0,0.4621,"Bad","Self"
"17-May-2018_16:38:11",7320,19,"male","L",5,3,23,"Id","moralSelf","H","h",1,0.3482,"Good","Self"
"17-May-2018_16:38:13",7320,19,"male","L",5,3,24,"Id","immoralSelf","H","h",1,0.4603,"Bad","Self"
"17-May-2018_16:38:14",7320,19,"male","L",5,4,1,"Id","immoralOther","J","j",1,0.4223,"Bad","Other"
"17-May-2018_16:38:16",7320,19,"male","L",5,4,2,"Id","moralOther","J","j",1,0.3764,"Good","Other"
"17-May-2018_16:38:17",7320,19,"male","L",5,4,3,"Id","moralOther","J","j",1,0.3085,"Good","Other"
"17-May-2018_16:38:18",7320,19,"male","L",5,4,4,"Id","immoralOther","J","j",1,0.2526,"Bad","Other"
"17-May-2018_16:38:20",7320,19,"male","L",5,4,5,"Id","immoralOther","J","j",1,0.3007,"Bad","Other"
"17-May-2018_16:38:22",7320,19,"male","L",5,4,6,"Id","moralSelf","H","h",1,0.3467,"Good","Self"
"17-May-2018_16:38:24",7320,19,"male","L",5,4,7,"Id","immoralSelf","H","j",0,0.4808,"Bad","Self"
"17-May-2018_16:38:25",7320,19,"male","L",5,4,8,"Id","moralSelf","H","h",1,0.365,"Good","Self"
"17-May-2018_16:38:27",7320,19,"male","L",5,4,9,"Id","immoralOther","J","h",0,0.293,"Bad","Other"
"17-May-2018_16:38:28",7320,19,"male","L",5,4,10,"Id","moralSelf","H","h",1,0.2811,"Good","Self"
"17-May-2018_16:38:30",7320,19,"male","L",5,4,11,"Id","moralOther","J","j",1,0.4512,"Good","Other"
"17-May-2018_16:38:31",7320,19,"male","L",5,4,12,"Id","moralSelf","H","h",1,0.4153,"Good","Self"
"17-May-2018_16:38:33",7320,19,"male","L",5,4,13,"Id","immoralSelf","H","j",0,0.3156,"Bad","Self"
"17-May-2018_16:38:35",7320,19,"male","L",5,4,14,"Id","moralOther","J","j",1,0.4594,"Good","Other"
"17-May-2018_16:38:36",7320,19,"male","L",5,4,15,"Id","moralOther","J","j",1,0.3335,"Good","Other"
"17-May-2018_16:38:37",7320,19,"male","L",5,4,16,"Id","immoralOther","J","j",1,0.3537,"Bad","Other"
"17-May-2018_16:38:39",7320,19,"male","L",5,4,17,"Id","moralSelf","H","h",1,0.3737,"Good","Self"
"17-May-2018_16:38:41",7320,19,"male","L",5,4,18,"Id","immoralSelf","H","j",0,0.3699,"Bad","Self"
"17-May-2018_16:38:42",7320,19,"male","L",5,4,19,"Id","immoralSelf","H","j",0,0.2599,"Bad","Self"
"17-May-2018_16:38:44",7320,19,"male","L",5,4,20,"Id","moralOther","J","h",0,0.4201,"Good","Other"
"17-May-2018_16:38:45",7320,19,"male","L",5,4,21,"Id","moralSelf","H","h",1,0.4921,"Good","Self"
"17-May-2018_16:38:47",7320,19,"male","L",5,4,22,"Id","immoralSelf","H","h",1,0.3222,"Bad","Self"
"17-May-2018_16:38:49",7320,19,"male","L",5,4,23,"Id","immoralOther","J","j",1,0.3843,"Bad","Other"
"17-May-2018_16:38:50",7320,19,"male","L",5,4,24,"Id","immoralSelf","H","h",1,0.4143,"Bad","Self"
"17-May-2018_16:39:15",7320,19,"male","L",5,5,1,"Id","immoralSelf","H","h",1,0.3198,"Bad","Self"
"17-May-2018_16:39:16",7320,19,"male","L",5,5,2,"Id","immoralOther","J","j",1,0.3718,"Bad","Other"
"17-May-2018_16:39:18",7320,19,"male","L",5,5,3,"Id","moralSelf","H","h",1,0.3479,"Good","Self"
"17-May-2018_16:39:20",7320,19,"male","L",5,5,4,"Id","immoralSelf","H","h",1,0.35,"Bad","Self"
"17-May-2018_16:39:21",7320,19,"male","L",5,5,5,"Id","immoralOther","J","j",1,0.3901,"Bad","Other"
"17-May-2018_16:39:23",7320,19,"male","L",5,5,6,"Id","moralSelf","H","h",1,0.3003,"Good","Self"
"17-May-2018_16:39:25",7320,19,"male","L",5,5,7,"Id","immoralSelf","H","h",1,0.3203,"Bad","Self"
"17-May-2018_16:39:26",7320,19,"male","L",5,5,8,"Id","moralOther","J","j",1,0.2744,"Good","Other"
"17-May-2018_16:39:27",7320,19,"male","L",5,5,9,"Id","moralSelf","H","h",1,0.3565,"Good","Self"
"17-May-2018_16:39:29",7320,19,"male","L",5,5,10,"Id","immoralSelf","H","h",1,0.3805,"Bad","Self"
"17-May-2018_16:39:31",7320,19,"male","L",5,5,11,"Id","immoralOther","J","j",1,0.3667,"Bad","Other"
"17-May-2018_16:39:32",7320,19,"male","L",5,5,12,"Id","moralSelf","H","h",1,0.3888,"Good","Self"
"17-May-2018_16:39:34",7320,19,"male","L",5,5,13,"Id","moralSelf","H","h",1,0.3388,"Good","Self"
"17-May-2018_16:39:36",7320,19,"male","L",5,5,14,"Id","moralOther","J","j",1,0.3449,"Good","Other"
"17-May-2018_16:39:37",7320,19,"male","L",5,5,15,"Id","immoralOther","J","j",1,0.275,"Bad","Other"
"17-May-2018_16:39:39",7320,19,"male","L",5,5,16,"Id","immoralSelf","H","h",1,0.3871,"Bad","Self"
"17-May-2018_16:39:41",7320,19,"male","L",5,5,17,"Id","moralOther","J","j",1,0.3912,"Good","Other"
"17-May-2018_16:39:42",7320,19,"male","L",5,5,18,"Id","moralOther","J","j",1,0.2614,"Good","Other"
"17-May-2018_16:39:44",7320,19,"male","L",5,5,19,"Id","moralOther","J","j",1,0.2715,"Good","Other"
"17-May-2018_16:39:45",7320,19,"male","L",5,5,20,"Id","immoralOther","J","j",1,0.2555,"Bad","Other"
"17-May-2018_16:39:46",7320,19,"male","L",5,5,21,"Id","moralSelf","H","h",1,0.3376,"Good","Self"
"17-May-2018_16:39:48",7320,19,"male","L",5,5,22,"Id","moralOther","J","h",0,0.3056,"Good","Other"
"17-May-2018_16:39:49",7320,19,"male","L",5,5,23,"Id","immoralSelf","H","h",1,0.2597,"Bad","Self"
"17-May-2018_16:39:50",7320,19,"male","L",5,5,24,"Id","immoralOther","J","j",1,0.3298,"Bad","Other"
"17-May-2018_16:42:03",7320,19,"male","L",6,1,1,"Val","immoralSelf","Y","y",1,0.4412,"Bad","Self"
"17-May-2018_16:42:04",7320,19,"male","L",6,1,2,"Val","moralSelf","U","u",1,0.3734,"Good","Self"
"17-May-2018_16:42:06",7320,19,"male","L",6,1,3,"Val","moralOther","U","u",1,0.4674,"Good","Other"
"17-May-2018_16:42:08",7320,19,"male","L",6,1,4,"Val","moralOther","U","u",1,0.3935,"Good","Other"
"17-May-2018_16:42:09",7320,19,"male","L",6,1,5,"Val","moralOther","U","u",1,0.4317,"Good","Other"
"17-May-2018_16:42:11",7320,19,"male","L",6,1,6,"Val","immoralSelf","Y","y",1,0.3918,"Bad","Self"
"17-May-2018_16:42:13",7320,19,"male","L",6,1,7,"Val","moralSelf","U","u",1,0.3898,"Good","Self"
"17-May-2018_16:42:14",7320,19,"male","L",6,1,8,"Val","moralSelf","U","u",1,0.4219,"Good","Self"
"17-May-2018_16:42:16",7320,19,"male","L",6,1,9,"Val","moralOther","U","u",1,0.564,"Good","Other"
"17-May-2018_16:42:17",7320,19,"male","L",6,1,10,"Val","immoralOther","Y","y",1,0.5081,"Bad","Other"
"17-May-2018_16:42:19",7320,19,"male","L",6,1,11,"Val","immoralSelf","Y","y",1,0.3722,"Bad","Self"
"17-May-2018_16:42:20",7320,19,"male","L",6,1,12,"Val","immoralSelf","Y","y",1,0.2882,"Bad","Self"
"17-May-2018_16:42:22",7320,19,"male","L",6,1,13,"Val","immoralOther","Y","y",1,0.4423,"Bad","Other"
"17-May-2018_16:42:24",7320,19,"male","L",6,1,14,"Val","immoralSelf","Y","y",1,0.4383,"Bad","Self"
"17-May-2018_16:42:25",7320,19,"male","L",6,1,15,"Val","moralSelf","U","y",0,0.3525,"Good","Self"
"17-May-2018_16:42:27",7320,19,"male","L",6,1,16,"Val","moralOther","U","y",0,0.4166,"Good","Other"
"17-May-2018_16:42:29",7320,19,"male","L",6,1,17,"Val","immoralOther","Y","y",1,0.5407,"Bad","Other"
"17-May-2018_16:42:30",7320,19,"male","L",6,1,18,"Val","moralOther","U","u",1,0.4188,"Good","Other"
"17-May-2018_16:42:32",7320,19,"male","L",6,1,19,"Val","moralSelf","U","u",1,0.3089,"Good","Self"
"17-May-2018_16:42:34",7320,19,"male","L",6,1,20,"Val","immoralOther","Y","y",1,0.433,"Bad","Other"
"17-May-2018_16:42:35",7320,19,"male","L",6,1,21,"Val","immoralSelf","Y","y",1,0.5111,"Bad","Self"
"17-May-2018_16:42:37",7320,19,"male","L",6,1,22,"Val","immoralOther","Y","y",1,0.3772,"Bad","Other"
"17-May-2018_16:42:39",7320,19,"male","L",6,1,23,"Val","immoralOther","Y","y",1,0.4174,"Bad","Other"
"17-May-2018_16:42:41",7320,19,"male","L",6,1,24,"Val","moralSelf","U","u",1,0.3738,"Good","Self"
"17-May-2018_16:42:42",7320,19,"male","L",6,2,1,"Val","immoralOther","Y","y",1,0.3255,"Bad","Other"
"17-May-2018_16:42:44",7320,19,"male","L",6,2,2,"Val","immoralSelf","Y","y",1,0.4216,"Bad","Self"
"17-May-2018_16:42:45",7320,19,"male","L",6,2,3,"Val","moralOther","U","y",0,0.5316,"Good","Other"
"17-May-2018_16:42:47",7320,19,"male","L",6,2,4,"Val","moralSelf","U","u",1,0.4017,"Good","Self"
"17-May-2018_16:42:49",7320,19,"male","L",6,2,5,"Val","immoralOther","Y","y",1,0.5498,"Bad","Other"
"17-May-2018_16:42:50",7320,19,"male","L",6,2,6,"Val","moralOther","U","u",1,0.656,"Good","Other"
"17-May-2018_16:42:52",7320,19,"male","L",6,2,7,"Val","immoralSelf","Y","y",1,0.438,"Bad","Self"
"17-May-2018_16:42:53",7320,19,"male","L",6,2,8,"Val","moralOther","U","u",1,0.3701,"Good","Other"
"17-May-2018_16:42:55",7320,19,"male","L",6,2,9,"Val","moralSelf","U","u",1,0.4822,"Good","Self"
"17-May-2018_16:42:56",7320,19,"male","L",6,2,10,"Val","immoralSelf","Y","y",1,0.3723,"Bad","Self"
"17-May-2018_16:42:58",7320,19,"male","L",6,2,11,"Val","immoralSelf","Y","y",1,0.3784,"Bad","Self"
"17-May-2018_16:42:59",7320,19,"male","L",6,2,12,"Val","moralOther","U","u",1,0.3926,"Good","Other"
"17-May-2018_16:43:01",7320,19,"male","L",6,2,13,"Val","moralOther","U","u",1,0.3506,"Good","Other"
"17-May-2018_16:43:03",7320,19,"male","L",6,2,14,"Val","immoralOther","Y","y",1,0.3747,"Bad","Other"
"17-May-2018_16:43:04",7320,19,"male","L",6,2,15,"Val","immoralOther","Y","y",1,0.3508,"Bad","Other"
"17-May-2018_16:43:06",7320,19,"male","L",6,2,16,"Val","immoralOther","Y","y",1,0.3668,"Bad","Other"
"17-May-2018_16:43:07",7320,19,"male","L",6,2,17,"Val","moralSelf","U","u",1,0.4169,"Good","Self"
"17-May-2018_16:43:09",7320,19,"male","L",6,2,18,"Val","immoralSelf","Y","y",1,0.5331,"Bad","Self"
"17-May-2018_16:43:10",7320,19,"male","L",6,2,19,"Val","moralSelf","U","u",1,0.3152,"Good","Self"
"17-May-2018_16:43:12",7320,19,"male","L",6,2,20,"Val","moralOther","U","y",0,0.3172,"Good","Other"
"17-May-2018_16:43:13",7320,19,"male","L",6,2,21,"Val","moralSelf","U","u",1,0.4012,"Good","Self"
"17-May-2018_16:43:15",7320,19,"male","L",6,2,22,"Val","immoralOther","Y","y",1,0.4813,"Bad","Other"
"17-May-2018_16:43:16",7320,19,"male","L",6,2,23,"Val","moralSelf","U","u",1,0.3775,"Good","Self"
"17-May-2018_16:43:18",7320,19,"male","L",6,2,24,"Val","immoralSelf","Y","y",1,0.4656,"Bad","Self"
"17-May-2018_16:43:26",7320,19,"male","L",6,3,1,"Val","immoralSelf","Y","y",1,0.404,"Bad","Self"
"17-May-2018_16:43:27",7320,19,"male","L",6,3,2,"Val","moralOther","U","u",1,0.466,"Good","Other"
"17-May-2018_16:43:29",7320,19,"male","L",6,3,3,"Val","immoralOther","Y","y",1,0.3802,"Bad","Other"
"17-May-2018_16:43:31",7320,19,"male","L",6,3,4,"Val","immoralOther","Y","y",1,0.3783,"Bad","Other"
"17-May-2018_16:43:33",7320,19,"male","L",6,3,5,"Val","immoralSelf","Y","y",1,0.6404,"Bad","Self"
"17-May-2018_16:43:34",7320,19,"male","L",6,3,6,"Val","moralSelf","U","u",1,0.3564,"Good","Self"
"17-May-2018_16:43:36",7320,19,"male","L",6,3,7,"Val","moralSelf","U","u",1,0.4546,"Good","Self"
"17-May-2018_16:43:37",7320,19,"male","L",6,3,8,"Val","moralSelf","U","u",1,0.3106,"Good","Self"
"17-May-2018_16:43:39",7320,19,"male","L",6,3,9,"Val","moralOther","U","u",1,0.3507,"Good","Other"
"17-May-2018_16:43:41",7320,19,"male","L",6,3,10,"Val","immoralOther","Y","y",1,0.5648,"Bad","Other"
"17-May-2018_16:43:42",7320,19,"male","L",6,3,11,"Val","immoralOther","Y","y",1,0.331,"Bad","Other"
"17-May-2018_16:43:44",7320,19,"male","L",6,3,12,"Val","immoralSelf","Y","u",0,0.3711,"Bad","Self"
"17-May-2018_16:43:45",7320,19,"male","L",6,3,13,"Val","moralOther","U","u",1,0.4591,"Good","Other"
"17-May-2018_16:43:47",7320,19,"male","L",6,3,14,"Val","immoralSelf","Y","y",1,0.5672,"Bad","Self"
"17-May-2018_16:43:49",7320,19,"male","L",6,3,15,"Val","moralSelf","U","u",1,0.3693,"Good","Self"
"17-May-2018_16:43:51",7320,19,"male","L",6,3,16,"Val","immoralSelf","Y","y",1,0.4614,"Bad","Self"
"17-May-2018_16:43:53",7320,19,"male","L",6,3,17,"Val","moralSelf","U","u",1,0.4055,"Good","Self"
"17-May-2018_16:43:54",7320,19,"male","L",6,3,18,"Val","moralSelf","U","u",1,0.3916,"Good","Self"
"17-May-2018_16:43:56",7320,19,"male","L",6,3,19,"Val","immoralSelf","Y","y",1,0.6077,"Bad","Self"
"17-May-2018_16:43:57",7320,19,"male","L",6,3,20,"Val","moralOther","U","u",1,0.3837,"Good","Other"
"17-May-2018_16:43:59",7320,19,"male","L",6,3,21,"Val","immoralOther","Y","y",1,0.6064,"Bad","Other"
"17-May-2018_16:44:01",7320,19,"male","L",6,3,22,"Val","immoralOther","Y","y",1,0.348,"Bad","Other"
"17-May-2018_16:44:02",7320,19,"male","L",6,3,23,"Val","moralOther","U","u",1,0.414,"Good","Other"
"17-May-2018_16:44:04",7320,19,"male","L",6,3,24,"Val","moralOther","U","u",1,0.3901,"Good","Other"
"17-May-2018_16:44:05",7320,19,"male","L",6,4,1,"Val","moralSelf","U","y",0,0.4322,"Good","Self"
"17-May-2018_16:44:07",7320,19,"male","L",6,4,2,"Val","immoralOther","Y","y",1,0.4523,"Bad","Other"
"17-May-2018_16:44:09",7320,19,"male","L",6,4,3,"Val","immoralOther","Y","y",1,0.3824,"Bad","Other"
"17-May-2018_16:44:10",7320,19,"male","L",6,4,4,"Val","immoralOther","Y","y",1,0.2985,"Bad","Other"
"17-May-2018_16:44:12",7320,19,"male","L",6,4,5,"Val","immoralOther","Y","y",1,0.3626,"Bad","Other"
"17-May-2018_16:44:13",7320,19,"male","L",6,4,6,"Val","immoralSelf","Y","u",0,0.3806,"Bad","Self"
"17-May-2018_16:44:15",7320,19,"male","L",6,4,7,"Val","moralSelf","U","u",1,0.4068,"Good","Self"
