"Date","Subject","Age","Sex","Hand","Block","Bin","Trial","Task","Shape","corrResp","Resp","ACC","RT","Morality","Identity"
"16-May-2018_14:44:34",7315,20,"female","R",5,2,4,"Id","moralOther","H","h",1,0.7118,"Good","Other"
"16-May-2018_14:44:36",7315,20,"female","R",5,2,5,"Id","moralOther","H","h",1,0.4093,"Good","Other"
"16-May-2018_14:44:37",7315,20,"female","R",5,2,6,"Id","immoralSelf","J","j",1,0.375,"Bad","Self"
"16-May-2018_14:44:40",7315,20,"female","R",5,2,7,"Id","moralSelf","J","j",1,0.6268,"Good","Self"
"16-May-2018_14:44:41",7315,20,"female","R",5,2,8,"Id","moralSelf","J","j",1,0.4118,"Good","Self"
"16-May-2018_14:44:43",7315,20,"female","R",5,2,9,"Id","immoralOther","H","h",1,0.4943,"Bad","Other"
"16-May-2018_14:44:45",7315,20,"female","R",5,2,10,"Id","moralSelf","J","j",1,0.4811,"Good","Self"
"16-May-2018_14:44:47",7315,20,"female","R",5,2,11,"Id","immoralSelf","J","j",1,0.4121,"Bad","Self"
"16-May-2018_14:44:48",7315,20,"female","R",5,2,12,"Id","moralSelf","J","j",1,0.3999,"Good","Self"
"16-May-2018_14:44:50",7315,20,"female","R",5,2,13,"Id","moralSelf","J","j",1,0.3906,"Good","Self"
"16-May-2018_14:44:52",7315,20,"female","R",5,2,14,"Id","immoralOther","H","h",1,0.45,"Bad","Other"
"16-May-2018_14:44:53",7315,20,"female","R",5,2,15,"Id","immoralSelf","J","j",1,0.4891,"Bad","Self"
"16-May-2018_14:44:55",7315,20,"female","R",5,2,16,"Id","immoralOther","H","h",1,0.5164,"Bad","Other"
"16-May-2018_14:44:57",7315,20,"female","R",5,2,17,"Id","moralOther","H","h",1,0.4986,"Good","Other"
"16-May-2018_14:44:59",7315,20,"female","R",5,2,18,"Id","immoralOther","H","h",1,0.5534,"Bad","Other"
"16-May-2018_14:45:01",7315,20,"female","R",5,2,19,"Id","immoralSelf","J","j",1,0.3783,"Bad","Self"
"16-May-2018_14:45:02",7315,20,"female","R",5,2,20,"Id","immoralOther","H","h",1,0.4433,"Bad","Other"
"16-May-2018_14:45:04",7315,20,"female","R",5,2,21,"Id","moralOther","H","h",1,0.8095,"Good","Other"
"16-May-2018_14:45:06",7315,20,"female","R",5,2,22,"Id","immoralSelf","J","j",1,0.5136,"Bad","Self"
"16-May-2018_14:45:08",7315,20,"female","R",5,2,23,"Id","moralSelf","J","j",1,0.4953,"Good","Self"
"16-May-2018_14:45:10",7315,20,"female","R",5,2,24,"Id","moralOther","H","h",1,0.5128,"Good","Other"
"16-May-2018_14:45:13",7315,20,"female","R",5,3,1,"Id","moralOther","H","h",1,0.5764,"Good","Other"
"16-May-2018_14:45:15",7315,20,"female","R",5,3,2,"Id","moralSelf","J","j",1,0.4768,"Good","Self"
"16-May-2018_14:45:17",7315,20,"female","R",5,3,3,"Id","immoralSelf","J","j",1,0.4213,"Bad","Self"
"16-May-2018_14:45:19",7315,20,"female","R",5,3,4,"Id","moralSelf","J","j",1,0.3663,"Good","Self"
"16-May-2018_14:45:21",7315,20,"female","R",5,3,5,"Id","immoralSelf","J","j",1,0.254,"Bad","Self"
"16-May-2018_14:45:22",7315,20,"female","R",5,3,6,"Id","immoralOther","H","h",1,0.4983,"Bad","Other"
"16-May-2018_14:45:24",7315,20,"female","R",5,3,7,"Id","moralOther","H","h",1,0.7331,"Good","Other"
"16-May-2018_14:45:26",7315,20,"female","R",5,3,8,"Id","moralOther","H","h",1,0.5992,"Good","Other"
"16-May-2018_14:45:28",7315,20,"female","R",5,3,9,"Id","moralSelf","J","j",1,0.4411,"Good","Self"
"16-May-2018_14:45:30",7315,20,"female","R",5,3,10,"Id","immoralOther","H","h",1,0.4473,"Bad","Other"
"16-May-2018_14:45:32",7315,20,"female","R",5,3,11,"Id","moralSelf","J","j",1,0.6276,"Good","Self"
"16-May-2018_14:45:33",7315,20,"female","R",5,3,12,"Id","immoralOther","H","h",1,0.4083,"Bad","Other"
"16-May-2018_14:45:35",7315,20,"female","R",5,3,13,"Id","moralOther","H","h",1,0.471,"Good","Other"
"16-May-2018_14:45:37",7315,20,"female","R",5,3,14,"Id","immoralOther","H","h",1,0.3511,"Bad","Other"
"16-May-2018_14:45:38",7315,20,"female","R",5,3,15,"Id","moralSelf","J","j",1,0.5672,"Good","Self"
"16-May-2018_14:45:40",7315,20,"female","R",5,3,16,"Id","immoralSelf","J","j",1,0.3089,"Bad","Self"
"16-May-2018_14:45:42",7315,20,"female","R",5,3,17,"Id","immoralSelf","J","j",1,0.3974,"Bad","Self"
"16-May-2018_14:45:43",7315,20,"female","R",5,3,18,"Id","immoralOther","H","h",1,0.4469,"Bad","Other"
"16-May-2018_14:45:45",7315,20,"female","R",5,3,19,"Id","moralOther","H","h",1,0.3853,"Good","Other"
"16-May-2018_14:45:46",7315,20,"female","R",5,3,20,"Id","immoralOther","H","h",1,0.4682,"Bad","Other"
"16-May-2018_14:45:48",7315,20,"female","R",5,3,21,"Id","immoralSelf","J","h",0,0.3572,"Bad","Self"
"16-May-2018_14:45:50",7315,20,"female","R",5,3,22,"Id","moralSelf","J","j",1,0.3489,"Good","Self"
"16-May-2018_14:45:52",7315,20,"female","R",5,3,23,"Id","moralOther","H","h",1,0.5282,"Good","Other"
"16-May-2018_14:45:53",7315,20,"female","R",5,3,24,"Id","immoralSelf","J","j",1,0.3405,"Bad","Self"
"16-May-2018_14:45:55",7315,20,"female","R",5,4,1,"Id","immoralSelf","J","j",1,0.3876,"Bad","Self"
"16-May-2018_14:45:57",7315,20,"female","R",5,4,2,"Id","moralOther","H","h",1,0.5943,"Good","Other"
"16-May-2018_14:45:58",7315,20,"female","R",5,4,3,"Id","moralOther","H","h",1,0.4348,"Good","Other"
"16-May-2018_14:46:00",7315,20,"female","R",5,4,4,"Id","moralSelf","J","j",1,0.4175,"Good","Self"
"16-May-2018_14:46:02",7315,20,"female","R",5,4,5,"Id","moralSelf","J","j",1,0.4091,"Good","Self"
"16-May-2018_14:46:04",7315,20,"female","R",5,4,6,"Id","immoralOther","H","h",1,0.4666,"Bad","Other"
"16-May-2018_14:46:05",7315,20,"female","R",5,4,7,"Id","moralOther","H","h",1,0.6661,"Good","Other"
"16-May-2018_14:46:07",7315,20,"female","R",5,4,8,"Id","moralOther","H","h",1,0.4177,"Good","Other"
"16-May-2018_14:46:09",7315,20,"female","R",5,4,9,"Id","immoralSelf","J","j",1,0.4409,"Bad","Self"
"16-May-2018_14:46:10",7315,20,"female","R",5,4,10,"Id","moralOther","H","h",1,0.4216,"Good","Other"
"16-May-2018_14:46:12",7315,20,"female","R",5,4,11,"Id","moralSelf","J","j",1,0.4475,"Good","Self"
"16-May-2018_14:46:14",7315,20,"female","R",5,4,12,"Id","moralOther","H","h",1,0.5686,"Good","Other"
"16-May-2018_14:46:15",7315,20,"female","R",5,4,13,"Id","moralSelf","J","j",1,0.4148,"Good","Self"
"16-May-2018_14:46:17",7315,20,"female","R",5,4,14,"Id","immoralOther","H","h",1,0.4656,"Bad","Other"
"16-May-2018_14:46:19",7315,20,"female","R",5,4,15,"Id","immoralSelf","J","j",1,0.3816,"Bad","Self"
"16-May-2018_14:46:20",7315,20,"female","R",5,4,16,"Id","immoralSelf","J","j",1,0.4785,"Bad","Self"
"16-May-2018_14:46:22",7315,20,"female","R",5,4,17,"Id","immoralSelf","J","j",1,0.4725,"Bad","Self"
"16-May-2018_14:46:24",7315,20,"female","R",5,4,18,"Id","moralSelf","J","j",1,0.3803,"Good","Self"
"16-May-2018_14:46:26",7315,20,"female","R",5,4,19,"Id","immoralOther","H","h",1,0.4849,"Bad","Other"
"16-May-2018_14:46:27",7315,20,"female","R",5,4,20,"Id","moralSelf","J","j",1,0.4035,"Good","Self"
"16-May-2018_14:46:29",7315,20,"female","R",5,4,21,"Id","immoralSelf","J","j",1,0.3627,"Bad","Self"
"16-May-2018_14:46:31",7315,20,"female","R",5,4,22,"Id","immoralOther","H","h",1,0.3763,"Bad","Other"
"16-May-2018_14:46:33",7315,20,"female","R",5,4,23,"Id","immoralOther","H","h",1,0.512,"Bad","Other"
"16-May-2018_14:46:35",7315,20,"female","R",5,4,24,"Id","immoralOther","H","h",1,0.4,"Bad","Other"
"16-May-2018_14:46:46",7315,20,"female","R",5,5,1,"Id","moralSelf","J","j",1,0.3982,"Good","Self"
"16-May-2018_14:46:48",7315,20,"female","R",5,5,2,"Id","moralSelf","J","j",1,0.3667,"Good","Self"
"16-May-2018_14:46:50",7315,20,"female","R",5,5,3,"Id","moralSelf","J","j",1,0.3306,"Good","Self"
"16-May-2018_14:46:52",7315,20,"female","R",5,5,4,"Id","moralOther","H","h",1,0.6135,"Good","Other"
"16-May-2018_14:46:54",7315,20,"female","R",5,5,5,"Id","immoralOther","H","h",1,0.4371,"Bad","Other"
"16-May-2018_14:46:56",7315,20,"female","R",5,5,6,"Id","immoralOther","H","h",1,0.3628,"Bad","Other"
"16-May-2018_14:46:57",7315,20,"female","R",5,5,7,"Id","moralOther","H","h",1,0.6061,"Good","Other"
"16-May-2018_14:46:59",7315,20,"female","R",5,5,8,"Id","moralSelf","J","j",1,0.5286,"Good","Self"
"16-May-2018_14:47:01",7315,20,"female","R",5,5,9,"Id","immoralSelf","J","j",1,0.4294,"Bad","Self"
"16-May-2018_14:47:03",7315,20,"female","R",5,5,10,"Id","immoralOther","H","h",1,0.5151,"Bad","Other"
"16-May-2018_14:47:04",7315,20,"female","R",5,5,11,"Id","immoralOther","H","h",1,0.5283,"Bad","Other"
"16-May-2018_14:47:06",7315,20,"female","R",5,5,12,"Id","moralSelf","J","j",1,0.4894,"Good","Self"
"16-May-2018_14:47:07",7315,20,"female","R",5,5,13,"Id","immoralSelf","J","j",1,0.4056,"Bad","Self"
"16-May-2018_14:47:09",7315,20,"female","R",5,5,14,"Id","immoralOther","H","h",1,0.5055,"Bad","Other"
"16-May-2018_14:47:11",7315,20,"female","R",5,5,15,"Id","immoralSelf","J","j",1,0.458,"Bad","Self"
"16-May-2018_14:47:13",7315,20,"female","R",5,5,16,"Id","moralOther","H","h",1,0.4807,"Good","Other"
"16-May-2018_14:47:14",7315,20,"female","R",5,5,17,"Id","moralSelf","J","j",1,0.4003,"Good","Self"
"16-May-2018_14:47:16",7315,20,"female","R",5,5,18,"Id","moralOther","H","h",1,0.4286,"Good","Other"
"16-May-2018_14:47:18",7315,20,"female","R",5,5,19,"Id","immoralOther","H","h",1,0.4593,"Bad","Other"
"16-May-2018_14:47:20",7315,20,"female","R",5,5,20,"Id","immoralSelf","J","j",1,0.4028,"Bad","Self"
"16-May-2018_14:47:21",7315,20,"female","R",5,5,21,"Id","immoralSelf","J","j",1,0.4264,"Bad","Self"
"16-May-2018_14:47:23",7315,20,"female","R",5,5,22,"Id","immoralSelf","J","j",1,0.3912,"Bad","Self"
"16-May-2018_14:47:25",7315,20,"female","R",5,5,23,"Id","moralOther","H","h",1,0.428,"Good","Other"
"16-May-2018_14:47:27",7315,20,"female","R",5,5,24,"Id","moralOther","H","h",1,0.4621,"Good","Other"
"16-May-2018_14:49:37",7315,20,"female","R",6,1,1,"Val","moralOther","Y","y",1,0.4212,"Good","Other"
"16-May-2018_14:49:39",7315,20,"female","R",6,1,2,"Val","immoralSelf","U","u",1,0.4848,"Bad","Self"
"16-May-2018_14:49:40",7315,20,"female","R",6,1,3,"Val","immoralSelf","U","u",1,0.5169,"Bad","Self"
"16-May-2018_14:49:42",7315,20,"female","R",6,1,4,"Val","moralOther","Y","y",1,0.3791,"Good","Other"
"16-May-2018_14:49:43",7315,20,"female","R",6,1,5,"Val","moralSelf","Y","y",1,0.3787,"Good","Self"
"16-May-2018_14:49:45",7315,20,"female","R",6,1,6,"Val","moralSelf","Y","y",1,0.4042,"Good","Self"
"16-May-2018_14:49:47",7315,20,"female","R",6,1,7,"Val","immoralOther","U","u",1,0.5125,"Bad","Other"
"16-May-2018_14:49:49",7315,20,"female","R",6,1,8,"Val","moralSelf","Y","y",1,0.4758,"Good","Self"
"16-May-2018_14:49:50",7315,20,"female","R",6,1,9,"Val","immoralOther","U","u",1,0.5611,"Bad","Other"
"16-May-2018_14:49:52",7315,20,"female","R",6,1,10,"Val","moralOther","Y","y",1,0.8962,"Good","Other"
"16-May-2018_14:49:55",7315,20,"female","R",6,1,11,"Val","immoralSelf","U","u",1,0.9367,"Bad","Self"
"16-May-2018_14:49:57",7315,20,"female","R",6,1,12,"Val","immoralSelf","U","u",1,0.4202,"Bad","Self"
"16-May-2018_14:49:59",7315,20,"female","R",6,1,13,"Val","immoralOther","U","u",1,0.745,"Bad","Other"
"16-May-2018_14:50:00",7315,20,"female","R",6,1,14,"Val","immoralSelf","U","u",1,0.4086,"Bad","Self"
"16-May-2018_14:50:02",7315,20,"female","R",6,1,15,"Val","moralSelf","Y","y",1,0.6289,"Good","Self"
"16-May-2018_14:50:04",7315,20,"female","R",6,1,16,"Val","immoralOther","U","y",0,0.3975,"Bad","Other"
"16-May-2018_14:50:06",7315,20,"female","R",6,1,17,"Val","moralSelf","Y","y",1,0.6944,"Good","Self"
"16-May-2018_14:50:08",7315,20,"female","R",6,1,18,"Val","moralOther","Y","y",1,0.6813,"Good","Other"
"16-May-2018_14:50:10",7315,20,"female","R",6,1,19,"Val","immoralOther","U","u",1,0.5288,"Bad","Other"
"16-May-2018_14:50:12",7315,20,"female","R",6,1,20,"Val","immoralOther","U","u",1,0.3789,"Bad","Other"
"16-May-2018_14:50:14",7315,20,"female","R",6,1,21,"Val","moralOther","Y","y",1,0.4844,"Good","Other"
"16-May-2018_14:50:15",7315,20,"female","R",6,1,22,"Val","moralOther","Y","y",1,0.5037,"Good","Other"
"16-May-2018_14:50:17",7315,20,"female","R",6,1,23,"Val","moralSelf","Y","y",1,0.5886,"Good","Self"
"16-May-2018_14:50:19",7315,20,"female","R",6,1,24,"Val","immoralSelf","U","u",1,0.4982,"Bad","Self"
"16-May-2018_14:50:21",7315,20,"female","R",6,2,1,"Val","moralSelf","Y","y",1,0.5059,"Good","Self"
"16-May-2018_14:50:23",7315,20,"female","R",6,2,2,"Val","moralOther","Y",NA,-1,1.0841,"Good","Other"
"16-May-2018_14:50:25",7315,20,"female","R",6,2,3,"Val","immoralSelf","U","u",1,0.459,"Bad","Self"
"16-May-2018_14:50:27",7315,20,"female","R",6,2,4,"Val","moralSelf","Y","y",1,0.5547,"Good","Self"
"16-May-2018_14:50:28",7315,20,"female","R",6,2,5,"Val","moralOther","Y","y",1,0.3858,"Good","Other"
"16-May-2018_14:50:30",7315,20,"female","R",6,2,6,"Val","immoralOther","U","u",1,0.5152,"Bad","Other"
"16-May-2018_14:50:33",7315,20,"female","R",6,2,7,"Val","immoralOther","U","u",1,0.935,"Bad","Other"
"16-May-2018_14:50:34",7315,20,"female","R",6,2,8,"Val","immoralSelf","U","u",1,0.5403,"Bad","Self"
"16-May-2018_14:50:37",7315,20,"female","R",6,2,9,"Val","immoralOther","U","u",1,0.834,"Bad","Other"
"16-May-2018_14:50:38",7315,20,"female","R",6,2,10,"Val","immoralOther","U","u",1,0.4059,"Bad","Other"
"16-May-2018_14:50:40",7315,20,"female","R",6,2,11,"Val","immoralSelf","U","u",1,0.4737,"Bad","Self"
"16-May-2018_14:50:42",7315,20,"female","R",6,2,12,"Val","moralOther","Y","y",1,0.5279,"Good","Other"
"16-May-2018_14:50:44",7315,20,"female","R",6,2,13,"Val","immoralOther","U","u",1,0.896,"Bad","Other"
"16-May-2018_14:50:46",7315,20,"female","R",6,2,14,"Val","moralOther","Y","y",1,0.3639,"Good","Other"
"16-May-2018_14:50:48",7315,20,"female","R",6,2,15,"Val","moralSelf","Y",NA,-1,1.0841,"Good","Self"
"16-May-2018_14:50:50",7315,20,"female","R",6,2,16,"Val","immoralOther","U","u",1,0.4614,"Bad","Other"
"16-May-2018_14:50:51",7315,20,"female","R",6,2,17,"Val","immoralSelf","U","u",1,0.5005,"Bad","Self"
"16-May-2018_14:50:53",7315,20,"female","R",6,2,18,"Val","immoralSelf","U","u",1,0.358,"Bad","Self"
"16-May-2018_14:50:55",7315,20,"female","R",6,2,19,"Val","moralOther","Y","y",1,0.455,"Good","Other"
"16-May-2018_14:50:57",7315,20,"female","R",6,2,20,"Val","moralSelf","Y","y",1,0.5163,"Good","Self"
"16-May-2018_14:50:59",7315,20,"female","R",6,2,21,"Val","moralOther","Y","y",1,0.4853,"Good","Other"
"16-May-2018_14:51:01",7315,20,"female","R",6,2,22,"Val","moralSelf","Y","y",1,0.9654,"Good","Self"
"16-May-2018_14:51:02",7315,20,"female","R",6,2,23,"Val","moralSelf","Y","y",1,0.4417,"Good","Self"
"16-May-2018_14:51:04",7315,20,"female","R",6,2,24,"Val","immoralSelf","U","u",1,0.6471,"Bad","Self"
"16-May-2018_14:51:07",7315,20,"female","R",6,3,1,"Val","immoralSelf","U","u",1,0.5544,"Bad","Self"
"16-May-2018_14:51:09",7315,20,"female","R",6,3,2,"Val","immoralSelf","U","u",1,0.3625,"Bad","Self"
"16-May-2018_14:51:11",7315,20,"female","R",6,3,3,"Val","moralOther","Y","y",1,0.5193,"Good","Other"
"16-May-2018_14:51:13",7315,20,"female","R",6,3,4,"Val","immoralSelf","U","y",0,0.4082,"Bad","Self"
"16-May-2018_14:51:15",7315,20,"female","R",6,3,5,"Val","immoralOther","U","u",1,0.5937,"Bad","Other"
"16-May-2018_14:51:16",7315,20,"female","R",6,3,6,"Val","moralSelf","Y","y",1,0.5449,"Good","Self"
"16-May-2018_14:51:18",7315,20,"female","R",6,3,7,"Val","moralSelf","Y","y",1,0.456,"Good","Self"
"16-May-2018_14:51:20",7315,20,"female","R",6,3,8,"Val","moralOther","Y","y",1,0.6664,"Good","Other"
"16-May-2018_14:51:21",7315,20,"female","R",6,3,9,"Val","immoralOther","U","u",1,0.738,"Bad","Other"
"16-May-2018_14:51:24",7315,20,"female","R",6,3,10,"Val","immoralOther","U","u",1,0.9837,"Bad","Other"
"16-May-2018_14:51:25",7315,20,"female","R",6,3,11,"Val","moralSelf","Y","y",1,0.4539,"Good","Self"
"16-May-2018_14:51:27",7315,20,"female","R",6,3,12,"Val","moralSelf","Y","y",1,0.4823,"Good","Self"
"16-May-2018_14:51:29",7315,20,"female","R",6,3,13,"Val","immoralSelf","U","u",1,0.7318,"Bad","Self"
"16-May-2018_14:51:31",7315,20,"female","R",6,3,14,"Val","moralOther","Y","y",1,0.8561,"Good","Other"
"16-May-2018_14:51:33",7315,20,"female","R",6,3,15,"Val","immoralSelf","U","u",1,0.4872,"Bad","Self"
"16-May-2018_14:51:35",7315,20,"female","R",6,3,16,"Val","moralSelf","Y","y",1,0.4596,"Good","Self"
"16-May-2018_14:51:37",7315,20,"female","R",6,3,17,"Val","moralOther","Y","y",1,0.5109,"Good","Other"
"16-May-2018_14:51:39",7315,20,"female","R",6,3,18,"Val","moralOther","Y","y",1,0.3797,"Good","Other"
"16-May-2018_14:51:41",7315,20,"female","R",6,3,19,"Val","moralOther","Y","y",1,0.3656,"Good","Other"
"16-May-2018_14:51:42",7315,20,"female","R",6,3,20,"Val","immoralSelf","U","u",1,0.4265,"Bad","Self"
"16-May-2018_14:51:45",7315,20,"female","R",6,3,21,"Val","immoralOther","U",NA,-1,1.0841,"Bad","Other"
"16-May-2018_14:51:47",7315,20,"female","R",6,3,22,"Val","immoralOther","U","u",1,0.5381,"Bad","Other"
"16-May-2018_14:51:48",7315,20,"female","R",6,3,23,"Val","immoralOther","U","u",1,0.4987,"Bad","Other"
"16-May-2018_14:51:50",7315,20,"female","R",6,3,24,"Val","moralSelf","Y","y",1,0.8093,"Good","Self"
"16-May-2018_14:51:52",7315,20,"female","R",6,4,1,"Val","moralOther","Y","y",1,0.392,"Good","Other"
"16-May-2018_14:51:54",7315,20,"female","R",6,4,2,"Val","moralSelf","Y","y",1,0.7493,"Good","Self"
"16-May-2018_14:51:56",7315,20,"female","R",6,4,3,"Val","moralOther","Y","y",1,0.4096,"Good","Other"
"16-May-2018_14:51:58",7315,20,"female","R",6,4,4,"Val","moralSelf","Y","y",1,0.4243,"Good","Self"
"16-May-2018_14:51:59",7315,20,"female","R",6,4,5,"Val","immoralOther","U","u",1,0.5538,"Bad","Other"
"16-May-2018_14:52:01",7315,20,"female","R",6,4,6,"Val","moralOther","Y","y",1,0.51,"Good","Other"
"16-May-2018_14:52:03",7315,20,"female","R",6,4,7,"Val","immoralSelf","U","u",1,0.5091,"Bad","Self"
"16-May-2018_14:52:04",7315,20,"female","R",6,4,8,"Val","immoralSelf","U","u",1,0.3638,"Bad","Self"
"16-May-2018_14:52:06",7315,20,"female","R",6,4,9,"Val","immoralOther","U","u",1,0.6274,"Bad","Other"
"16-May-2018_14:52:08",7315,20,"female","R",6,4,10,"Val","moralSelf","Y","y",1,0.8661,"Good","Self"
"16-May-2018_14:52:10",7315,20,"female","R",6,4,11,"Val","moralOther","Y","y",1,0.6412,"Good","Other"
"16-May-2018_14:52:12",7315,20,"female","R",6,4,12,"Val","immoralOther","U","u",1,0.5721,"Bad","Other"
"16-May-2018_14:52:13",7315,20,"female","R",6,4,13,"Val","immoralSelf","U","u",1,0.5707,"Bad","Self"
"16-May-2018_14:52:15",7315,20,"female","R",6,4,14,"Val","moralSelf","Y","y",1,0.5125,"Good","Self"
"16-May-2018_14:52:17",7315,20,"female","R",6,4,15,"Val","moralSelf","Y","y",1,0.482,"Good","Self"
"16-May-2018_14:52:19",7315,20,"female","R",6,4,16,"Val","immoralSelf","U","u",1,0.5037,"Bad","Self"
"16-May-2018_14:52:21",7315,20,"female","R",6,4,17,"Val","moralOther","Y","y",1,0.707,"Good","Other"
"16-May-2018_14:52:23",7315,20,"female","R",6,4,18,"Val","moralSelf","Y","y",1,0.8586,"Good","Self"
"16-May-2018_14:52:24",7315,20,"female","R",6,4,19,"Val","immoralSelf","U","u",1,0.4169,"Bad","Self"
"16-May-2018_14:52:26",7315,20,"female","R",6,4,20,"Val","moralOther","Y","y",1,0.482,"Good","Other"
"16-May-2018_14:52:28",7315,20,"female","R",6,4,21,"Val","immoralSelf","U","u",1,0.4736,"Bad","Self"
"16-May-2018_14:52:30",7315,20,"female","R",6,4,22,"Val","immoralOther","U","u",1,0.9648,"Bad","Other"
"16-May-2018_14:52:32",7315,20,"female","R",6,4,23,"Val","immoralOther","U","u",1,0.5286,"Bad","Other"
"16-May-2018_14:52:34",7315,20,"female","R",6,4,24,"Val","immoralOther","U","u",1,0.4569,"Bad","Other"
"16-May-2018_14:52:51",7315,20,"female","R",6,5,1,"Val","moralSelf","Y","y",1,0.4175,"Good","Self"
"16-May-2018_14:52:53",7315,20,"female","R",6,5,2,"Val","immoralOther","U","u",1,0.3555,"Bad","Other"
"16-May-2018_14:52:55",7315,20,"female","R",6,5,3,"Val","moralOther","Y","y",1,0.5052,"Good","Other"
"16-May-2018_14:52:56",7315,20,"female","R",6,5,4,"Val","immoralSelf","U","u",1,0.5466,"Bad","Self"
"16-May-2018_14:52:58",7315,20,"female","R",6,5,5,"Val","moralOther","Y","y",1,0.4192,"Good","Other"
"16-May-2018_14:53:00",7315,20,"female","R",6,5,6,"Val","immoralOther","U","u",1,0.4264,"Bad","Other"
"16-May-2018_14:53:02",7315,20,"female","R",6,5,7,"Val","immoralOther","U","u",1,1.0574,"Bad","Other"
"16-May-2018_14:53:04",7315,20,"female","R",6,5,8,"Val","immoralSelf","U","u",1,0.5094,"Bad","Self"
"16-May-2018_14:53:05",7315,20,"female","R",6,5,9,"Val","moralSelf","Y","y",1,0.4896,"Good","Self"
"16-May-2018_14:53:07",7315,20,"female","R",6,5,10,"Val","immoralSelf","U","u",1,0.5693,"Bad","Self"
"16-May-2018_14:53:09",7315,20,"female","R",6,5,11,"Val","immoralOther","U","u",1,0.8502,"Bad","Other"
"16-May-2018_14:53:11",7315,20,"female","R",6,5,12,"Val","moralOther","Y","y",1,0.4617,"Good","Other"
"16-May-2018_14:53:12",7315,20,"female","R",6,5,13,"Val","moralSelf","Y","y",1,0.4928,"Good","Self"
"16-May-2018_14:53:14",7315,20,"female","R",6,5,14,"Val","immoralSelf","U","u",1,0.4472,"Bad","Self"
"16-May-2018_14:53:16",7315,20,"female","R",6,5,15,"Val","moralSelf","Y","y",1,0.4501,"Good","Self"
"16-May-2018_14:53:18",7315,20,"female","R",6,5,16,"Val","immoralSelf","U","u",1,0.6436,"Bad","Self"
"16-May-2018_14:53:20",7315,20,"female","R",6,5,17,"Val","moralOther","Y","y",1,0.5463,"Good","Other"
"16-May-2018_14:53:22",7315,20,"female","R",6,5,18,"Val","moralSelf","Y","y",1,0.9124,"Good","Self"
"16-May-2018_14:53:24",7315,20,"female","R",6,5,19,"Val","moralOther","Y","y",1,0.5201,"Good","Other"
"16-May-2018_14:53:26",7315,20,"female","R",6,5,20,"Val","immoralSelf","U","u",1,0.5394,"Bad","Self"
"16-May-2018_14:53:28",7315,20,"female","R",6,5,21,"Val","moralOther","Y","y",1,1.0195,"Good","Other"
"16-May-2018_14:53:30",7315,20,"female","R",6,5,22,"Val","immoralOther","U","u",1,0.4059,"Bad","Other"
"16-May-2018_14:53:32",7315,20,"female","R",6,5,23,"Val","moralSelf","Y","y",1,0.4568,"Good","Self"
"16-May-2018_14:53:34",7315,20,"female","R",6,5,24,"Val","immoralOther","U","u",1,0.5957,"Bad","Other"
"16-May-2018_15:42:31",7316,21,"female","R",1,1,1,"Id","moralSelf","H","h",1,0.6206,"Good","Self"
"16-May-2018_15:42:34",7316,21,"female","R",1,1,2,"Id","immoralOther","J","j",1,0.7466,"Bad","Other"
"16-May-2018_15:42:35",7316,21,"female","R",1,1,3,"Id","immoralSelf","H","h",1,0.5668,"Bad","Self"
"16-May-2018_15:42:37",7316,21,"female","R",1,1,4,"Id","moralOther","J","j",1,0.5968,"Good","Other"
"16-May-2018_15:42:39",7316,21,"female","R",1,1,5,"Id","moralSelf","H","h",1,0.4151,"Good","Self"
"16-May-2018_15:42:41",7316,21,"female","R",1,1,6,"Id","immoralSelf","H","h",1,0.5392,"Bad","Self"
"16-May-2018_15:42:43",7316,21,"female","R",1,1,7,"Id","moralSelf","H","h",1,0.4633,"Good","Self"
"16-May-2018_15:42:45",7316,21,"female","R",1,1,8,"Id","immoralSelf","H","h",1,0.7433,"Bad","Self"
"16-May-2018_15:42:47",7316,21,"female","R",1,1,9,"Id","immoralOther","J","j",1,0.4856,"Bad","Other"
"16-May-2018_15:42:48",7316,21,"female","R",1,1,10,"Id","immoralOther","J","j",1,0.5456,"Bad","Other"
"16-May-2018_15:42:50",7316,21,"female","R",1,1,11,"Id","immoralSelf","H","h",1,0.6376,"Bad","Self"
"16-May-2018_15:42:52",7316,21,"female","R",1,1,12,"Id","immoralOther","J","j",1,0.5237,"Bad","Other"
"16-May-2018_15:42:54",7316,21,"female","R",1,1,13,"Id","immoralOther","J","j",1,0.4718,"Bad","Other"
"16-May-2018_15:42:56",7316,21,"female","R",1,1,14,"Id","moralOther","J","j",1,0.5619,"Good","Other"
"16-May-2018_15:42:58",7316,21,"female","R",1,1,15,"Id","moralOther","J","j",1,0.5681,"Good","Other"
"16-May-2018_15:43:00",7316,21,"female","R",1,1,16,"Id","moralSelf","H","h",1,0.5161,"Good","Self"
"16-May-2018_15:43:01",7316,21,"female","R",1,1,17,"Id","moralOther","J","j",1,0.6162,"Good","Other"
"16-May-2018_15:43:03",7316,21,"female","R",1,1,18,"Id","moralOther","J","j",1,0.4904,"Good","Other"
"16-May-2018_15:43:06",7316,21,"female","R",1,1,19,"Id","immoralSelf","H","h",1,0.6525,"Bad","Self"
"16-May-2018_15:43:08",7316,21,"female","R",1,1,20,"Id","moralOther","J","j",1,0.5986,"Good","Other"
