jatosResID,image,trial_main,mainRT,Moved,Beauty,trial_sr,srRT,SelfRelev
1833,2va007,8,25216,0.96,0.98,41,2351,0.90
1833,2va009,28,26616,0.89,0.99,13,1995,0.99
1833,2va014,39,28206,0.24,0.18,4,2555,0.00
1833,2va025,7,30687,0.34,0.62,36,2474,0.59
1833,2va031,2,32057,0.34,0.53,43,2517,0.38
1833,2va033,31,83497,0.02,0.12,6,2783,0.03
1833,2va035,13,25160,0.98,0.98,35,2616,0.79
1833,2va057,38,36018,0.68,0.89,10,3585,0.62
1833,2va067,1,49818,0.29,0.66,9,2517,0.08
1833,2va071,12,30869,0.66,0.53,19,2968,0.49
1833,2va075,9,30055,0.17,0.50,2,2780,0.36
1833,2va078,23,25201,0.12,0.33,16,2706,0.06
1833,2va081,20,19248,0.93,0.98,38,2116,0.98
1833,2va106,19,84209,0.47,0.52,24,2398,0.07
1833,2va118,10,27299,0.91,0.34,37,2033,0.92
1833,2va131,33,20431,0.01,0.01,28,2248,0.14
1833,2va137,22,21690,0.60,0.86,14,2246,0.78
1833,art_001,27,27350,0.60,0.81,42,2330,0.57
1833,art_004,3,24054,0.02,0.01,30,2680,0.01
1833,art_010,29,61177,0.99,0.85,39,2900,0.98
1833,art_021,4,26404,0.87,0.72,32,2533,0.98
1833,art_024,24,22550,0.54,0.99,34,2100,0.23
1833,art_025,25,26381,0.94,0.81,44,1997,0.81
1833,art_032,17,22903,0.58,0.98,5,3245,0.52
1833,art_038,37,20909,0.84,0.97,15,2801,0.98
1833,art_039,14,41024,0.26,0.80,20,2024,0.34
1833,art_041,35,24355,0.96,0.86,3,2100,0.98
1833,art_043,34,25465,0.65,0.09,11,3885,0.47
1833,art_049,5,26258,0.66,0.97,22,2782,0.27
1833,art_061,11,21055,0.47,0.72,18,3782,0.14
1833,art_064,41,31172,0.22,0.47,17,2622,0.20
1833,art_070,42,21439,0.98,0.99,12,2505,0.95
1833,art_071,44,23041,0.50,0.97,33,2523,0.39
1833,art_073,21,18020,0.98,0.99,1,6418,0.81
1833,art_078,32,20586,0.97,0.98,31,2216,0.91
1833,art_083,40,19289,0.96,1.00,27,2090,0.87
1833,art_085,30,18445,0.90,1.00,8,2352,0.99
1833,art_100,26,32628,0.00,0.39,25,2483,0.01
1833,art_103,6,21116,0.01,0.01,26,2066,0.00
1833,art_105,18,24395,0.02,0.01,40,2069,0.01
1833,art_107,15,43968,0.01,0.12,7,2967,0.16
1833,art_109,36,20511,0.63,0.01,21,2329,0.71
1838,2va007,33,17934,0.33,0.88,36,2146,0.23
1838,2va009,41,17178,0.08,0.36,28,5171,0.29
1838,2va014,38,17031,0.18,0.74,26,2491,0.49
1838,2va025,40,13355,0.10,0.10,10,5560,0.47
1838,2va031,27,20446,0.08,0.20,30,2327,0.28
1838,2va033,34,18366,0.03,0.07,44,1888,0.54
1838,2va035,14,22845,0.04,0.66,6,3590,0.47
1838,2va057,25,23048,0.04,0.88,43,1587,0.28
1838,2va067,1,25397,0.09,0.24,11,5464,0.54
1838,2va071,44,18279,0.15,0.06,5,5489,0.59
1838,2va075,18,17334,0.09,0.15,3,1890,0.05
1838,2va078,39,20031,0.07,0.26,37,1792,0.00
1838,2va081,36,18424,0.24,0.78,42,2849,0.01
1838,2va106,28,20969,0.09,0.55,14,5132,0.69
1838,2va118,37,14446,0.12,0.12,17,1696,0.08
1838,2va131,32,18650,0.13,0.26,21,4991,0.31
1838,2va137,12,16560,0.04,0.02,23,2304,0.03
1838,art_001,5,28720,0.04,0.05,2,3118,0.04
1838,art_004,15,29038,0.02,0.07,34,1988,0.02
1838,art_010,6,25525,0.04,0.22,33,2283,0.01
1838,art_021,43,17592,0.12,0.08,18,3249,0.03
1838,art_024,16,17102,0.03,0.67,12,3220,0.10
1838,art_025,10,19887,0.07,0.16,8,1851,0.13
1838,art_032,13,16401,0.03,0.63,15,2428,0.17
1838,art_038,9,35281,0.31,0.43,19,3814,0.20
1838,art_039,7,17283,0.09,0.22,9,2293,0.46
1838,art_041,4,24617,0.30,0.03,16,2184,0.02
1838,art_043,8,29384,0.14,0.11,1,6575,0.05
1838,art_049,42,19002,0.09,0.54,13,2851,0.43
1838,art_061,21,19645,0.06,0.04,27,1833,0.04
1838,art_064,22,14753,0.06,0.75,31,8517,0.33
1838,art_070,17,18810,0.04,0.14,41,1834,0.05
1838,art_071,29,23995,0.50,0.51,32,3142,0.00
1838,art_073,2,28166,0.09,0.19,4,3104,0.04
1838,art_078,20,20908,0.41,0.94,35,2508,0.28
1838,art_083,19,26410,0.06,0.06,7,4311,0.17
1838,art_085,24,17668,0.10,0.51,24,2154,0.04
1838,art_100,3,23312,0.13,0.16,40,2212,0.44
1838,art_103,35,16381,0.10,0.10,29,2352,0.01
1838,art_105,11,19117,0.05,0.03,38,2561,0.02
1838,art_107,26,17935,0.12,0.22,22,2187,0.21
1838,art_109,30,16161,0.10,0.09,25,2744,0.33
1837,2va007,18,30818,0.60,0.69,9,2331,0.50
1837,2va009,17,25048,0.82,0.83,29,2024,0.86
1837,2va014,40,21121,0.23,0.58,41,2046,0.46
1837,2va025,6,24834,0.39,0.40,22,2574,0.35
1837,2va031,26,20008,0.67,0.75,33,1996,0.71
1837,2va033,33,20147,0.75,0.85,14,1907,0.87
1837,2va035,41,16605,0.54,0.52,10,2051,0.62
1837,2va057,9,22934,0.59,0.67,15,2495,0.54
1837,2va067,7,23595,0.56,0.75,2,2727,0.45
1837,2va071,36,20465,0.19,0.45,21,2278,0.26
1837,2va075,5,30065,0.59,0.58,25,2098,0.60
1837,2va078,35,21504,0.57,0.65,27,2193,0.58
1837,2va081,4,25455,0.84,0.83,43,2020,0.51
1837,2va106,19,19864,0.47,0.58,44,2163,0.30
1837,2va118,37,22130,0.67,0.86,7,2143,0.84
1837,2va131,25,30366,0.23,0.45,1,8790,0.15
1837,2va137,8,30800,0.37,0.62,17,1924,0.59
1837,art_001,24,20371,0.62,0.67,18,2309,0.58
1837,art_004,42,16914,0.31,0.61,5,2093,0.55
1837,art_010,22,25190,0.70,0.71,38,1887,0.70
1837,art_021,34,21627,0.53,0.54,19,2130,0.71
1837,art_024,44,19253,0.76,0.87,23,2076,0.77
1837,art_025,1,28995,0.77,0.74,20,2598,0.81
1837,art_032,39,21413,0.76,0.81,12,2043,0.60
1837,art_038,12,21841,0.67,0.83,39,1704,0.76
1837,art_039,2,26004,0.87,0.83,8,2044,0.79
1837,art_041,3,27880,0.56,0.64,11,1998,0.48
1837,art_043,15,21231,0.65,0.76,4,2339,0.51
1837,art_049,43,22549,0.75,0.82,16,2179,0.67
1837,art_061,31,26512,0.53,0.59,42,1960,0.55
1837,art_064,14,22264,0.57,0.70,3,2543,0.46
1837,art_070,29,21666,0.81,0.92,37,1743,0.83
1837,art_071,23,55753,0.62,0.80,13,1847,0.69
1837,art_073,38,18368,0.85,0.88,35,2324,0.84
1837,art_078,16,23710,0.81,0.86,26,1917,0.66
1837,art_083,28,20446,0.77,0.80,28,1852,0.75
1837,art_085,20,25488,0.85,0.87,40,1659,0.71
1837,art_100,32,19467,0.20,0.52,32,2078,0.40
1837,art_103,10,28616,0.43,0.58,36,2094,0.31
1837,art_105,30,23596,0.17,0.52,24,2233,0.43
1837,art_107,21,21065,0.27,0.21,30,2264,0.36
1837,art_109,13,23106,0.47,0.49,6,2565,0.25
1908,2va007,4,9713,0.71,0.77,15,1137,0.22
1908,2va009,14,14842,0.51,0.39,14,1285,0.49
1908,2va014,7,9563,0.58,0.23,19,1423,0.52
1908,2va025,33,7367,0.35,0.43,37,1356,0.28
1908,2va031,19,8910,0.69,0.11,23,1190,0.25
1908,2va033,37,7564,0.43,0.71,12,1100,0.30
1908,2va035,17,7505,0.59,0.47,25,3285,0.52
1908,2va057,31,5845,0.56,0.51,28,1642,0.82
1908,2va067,21,7111,0.30,0.31,10,1406,0.53
1908,2va071,9,8721,0.33,0.62,13,1154,0.28
1908,2va075,26,8720,0.62,0.66,41,928,0.49
1908,2va078,8,9125,0.65,0.71,33,1968,0.44
1908,2va081,43,8741,0.52,0.39,1,4052,0.21
1908,2va106,27,9748,0.52,0.33,32,1852,0.56
1908,2va118,36,10521,0.11,0.48,4,1859,0.46
1908,2va131,28,10865,0.40,0.69,17,1356,0.31
1908,2va137,42,9490,0.67,0.39,21,1072,0.30
1908,art_001,29,10599,0.90,0.21,39,1493,0.43
1908,art_004,30,11562,0.34,0.32,3,1753,0.92
1908,art_010,15,12054,0.98,0.96,40,1948,0.93
1908,art_021,32,5940,0.43,0.41,18,1639,0.74
1908,art_024,1,21341,0.57,0.74,31,1171,0.66
1908,art_025,39,7888,0.58,0.35,38,2288,0.53
1908,art_032,35,9827,0.53,0.25,9,1472,0.34
1908,art_038,44,10733,0.46,0.60,42,1183,0.53
1908,art_039,11,12166,0.64,0.30,6,1705,0.28
1908,art_041,41,9129,0.49,0.13,20,1367,0.28
1908,art_043,2,12391,0.42,0.28,36,1562,0.83
1908,art_049,20,8358,0.28,0.70,26,1653,0.42
1908,art_061,24,17079,0.42,0.17,35,1485,0.61
1908,art_064,18,8301,0.83,0.34,34,1205,0.75
1908,art_070,5,15915,0.58,0.83,7,1648,0.76
1908,art_071,16,11780,0.94,0.25,43,2060,0.95
1908,art_073,22,17832,1.00,0.37,30,2089,0.74
1908,art_078,3,10566,0.85,0.93,44,890,0.80
1908,art_083,40,14288,0.99,0.36,22,1854,0.97
1908,art_085,34,10434,0.75,0.87,2,1805,0.81
1908,art_100,12,11733,0.70,0.33,8,1542,0.48
1908,art_103,25,14949,0.21,0.20,5,1611,0.28
1908,art_105,6,21813,0.05,0.12,29,1124,0.28
1908,art_107,10,13650,0.12,0.04,24,1562,0.34
1908,art_109,23,10459,0.64,0.21,11,1327,0.31
1909,2va007,26,160820,0.23,0.88,1,6905,0.63
1909,2va009,1,28457,0.49,0.25,19,3342,0.01
1909,2va014,40,26590,0.54,0.29,3,4222,0.17
1909,2va025,28,28542,0.63,0.55,28,5764,0.01
1909,2va031,30,30912,0.32,0.34,12,3633,0.01
1909,2va033,36,25634,0.05,0.18,30,6485,0.00
1909,2va035,17,29279,0.49,0.79,39,3690,0.01
1909,2va057,39,81196,0.80,0.97,5,2746,0.76
1909,2va067,14,28856,0.55,0.71,9,3298,0.21
1909,2va071,44,28501,0.65,0.70,33,2849,0.07
1909,2va075,24,37123,0.54,0.32,4,9130,0.66
1909,2va078,3,33501,0.55,0.73,17,5883,0.29
1909,2va081,38,25723,0.61,0.99,32,4011,0.77
1909,2va106,23,25683,0.66,0.37,40,3872,0.68
1909,2va118,41,21838,0.72,0.68,24,2589,0.78
1909,2va131,7,33014,0.50,0.33,31,4649,0.61
1909,2va137,2,34508,0.50,0.58,25,5040,0.15
1909,art_001,18,29419,0.65,0.55,41,4541,0.64
1909,art_004,11,26207,0.76,0.56,43,4589,0.05
1909,art_010,4,33330,0.67,0.61,20,5046,0.75
1909,art_021,20,27942,0.57,0.51,29,3610,0.10
1909,art_024,31,26945,0.66,0.78,37,3818,0.55
1909,art_025,37,28547,0.70,0.23,38,3162,0.63
1909,art_032,29,145207,0.78,0.72,11,2543,0.13
1909,art_038,16,26518,0.66,0.65,26,2598,0.95
1909,art_039,22,28908,0.05,0.64,18,3014,0.01
1909,art_041,5,30110,0.79,0.01,6,5199,0.08
1909,art_043,13,32816,0.23,0.21,44,7622,0.03
1909,art_049,10,35161,0.03,0.43,27,3941,0.06
1909,art_061,8,30384,0.71,0.27,21,7441,0.78
1909,art_064,25,28583,0.62,0.85,23,3650,0.01
1909,art_070,43,25070,0.54,0.54,8,5419,0.17
1909,art_071,21,82489,0.52,0.70,42,3312,0.08
1909,art_073,35,23232,0.72,0.32,16,3727,0.01
1909,art_078,9,33816,0.88,1.00,34,2600,0.99
1909,art_083,12,30300,0.73,0.69,10,3728,0.19
1909,art_085,42,29170,0.89,0.94,14,3413,0.97
1909,art_100,19,33970,0.51,0.58,22,3996,0.26
1909,art_103,27,29743,0.77,0.35,13,2575,0.78
1909,art_105,6,24389,0.53,0.69,2,3713,0.81
1909,art_107,15,249449,0.34,0.42,7,3516,0.66
1909,art_109,32,23142,0.76,0.17,36,6005,0.08
1902,2va007,24,28009,0.63,0.99,42,8982,0.46
1902,2va009,22,40564,0.59,0.30,13,7446,0.92
1902,2va014,36,28570,0.55,0.76,23,7120,0.77
1902,2va025,44,34140,0.35,0.32,10,6917,0.12
1902,2va031,5,53115,0.40,0.18,14,6506,0.15
1902,2va033,10,42219,0.27,0.06,24,2826,0.08
1902,2va035,16,33963,0.27,0.46,17,4702,0.04
1902,2va057,42,27864,0.97,1.00,22,3935,0.91
1902,2va067,4,34708,0.70,0.94,9,3794,0.79
1902,2va071,11,36081,0.36,0.06,32,6743,0.10
1902,2va075,39,27927,0.48,0.22,44,5593,0.54
1902,2va078,25,47274,0.27,0.57,27,6238,0.03
1902,2va081,26,34017,0.72,0.97,16,9766,0.74
1902,2va106,32,35893,0.56,0.91,41,3951,0.56
1902,2va118,38,26522,0.20,0.05,19,3272,0.01
1902,2va131,18,36005,0.10,0.01,43,3542,0.00
1902,2va137,27,43025,0.43,0.12,30,3507,0.03
1902,art_001,21,35487,0.19,0.10,6,4252,0.01
1902,art_004,41,35904,0.24,0.12,37,3126,0.01
1902,art_010,3,55389,0.75,0.20,39,7599,0.57
1902,art_021,8,41996,0.34,0.10,25,6872,0.05
1902,art_024,17,27870,0.69,0.95,20,5697,0.56
1902,art_025,15,34269,0.28,0.25,4,5452,0.39
1902,art_032,12,31819,0.63,0.97,11,5959,0.40
1902,art_038,7,35485,0.66,0.22,28,3736,0.13
1902,art_039,34,28481,0.26,0.01,18,3879,0.10
1902,art_041,20,30055,0.15,0.03,8,6087,0.72
1902,art_043,33,29558,0.45,0.01,1,7945,0.15
1902,art_049,9,42490,0.74,0.94,12,8187,0.35
1902,art_061,28,28698,0.51,0.29,33,3725,0.03
1902,art_064,2,44910,0.54,0.80,34,8631,0.79
1902,art_070,13,27955,0.73,0.98,40,6312,0.12
1902,art_071,29,33335,0.73,0.98,36,11924,0.82
1902,art_073,30,32320,0.56,0.74,26,11400,0.10
1902,art_078,37,26308,0.97,0.99,38,3472,0.98
1902,art_083,23,29968,0.55,0.99,29,7750,0.66
1902,art_085,14,35164,0.78,0.95,7,3375,0.70
1902,art_100,35,28140,0.15,0.57,5,4482,0.67
1902,art_103,40,40720,0.01,0.70,31,6035,0.24
1902,art_105,1,43801,0.07,0.00,2,3068,0.01
1902,art_107,31,35505,0.01,0.01,3,3098,0.00
1902,art_109,19,33690,0.25,0.27,15,4124,0.01
1906,2va007,32,84442,0.03,0.01,42,2065,0.12
1906,2va009,37,42016,0.01,0.03,31,2815,0.00
1906,2va014,5,141424,0.01,0.01,17,1588,0.01
1906,2va025,23,26508,0.02,0.04,8,1661,0.03
1906,2va031,21,48865,0.02,0.01,37,1605,0.01
1906,2va033,36,19993,0.00,0.03,21,1411,0.04
1906,2va035,15,54682,0.06,0.04,43,1429,0.00
1906,2va057,11,117904,0.14,0.36,41,1853,0.39
1906,2va067,3,136417,0.02,0.52,6,2107,0.40
1906,2va071,12,53137,0.03,0.01,15,1336,0.02
1906,2va075,17,55137,0.04,0.03,18,1977,0.06
1906,2va078,4,64905,0.14,0.02,13,1280,0.02
1906,2va081,38,46634,0.05,0.01,14,1361,0.05
1906,2va106,24,74485,0.01,0.02,27,2123,0.02
1906,2va118,10,56017,0.10,0.03,7,1517,0.03
1906,2va131,29,18742,0.02,0.01,9,1648,0.03
1906,2va137,40,50492,0.01,0.01,26,4741,0.01
1906,art_001,6,79024,0.27,0.08,39,1590,0.01
1906,art_004,25,25229,0.01,0.01,38,1428,0.01
1906,art_010,2,112530,0.00,0.01,16,2013,0.01
1906,art_021,39,23109,0.01,0.03,10,1555,0.03
1906,art_024,44,23845,0.04,0.02,44,1433,0.00
1906,art_025,19,33119,0.09,0.03,20,1592,0.04
1906,art_032,27,46232,0.01,0.01,11,1605,0.01
1906,art_038,35,52133,0.00,0.01,30,1642,0.01
1906,art_039,34,32009,0.01,0.02,5,2068,0.02
1906,art_041,31,28175,0.03,0.01,22,1694,0.01
1906,art_043,33,20910,0.02,0.01,23,1843,0.00
1906,art_049,1,24170,0.01,0.11,4,2401,0.03
1906,art_061,16,83910,0.04,0.01,24,2979,0.07
1906,art_064,28,27370,0.00,0.03,36,1575,0.01
1906,art_070,9,40003,0.10,0.01,2,5243,0.13
1906,art_071,14,37177,0.05,0.03,40,1570,0.01
1906,art_073,18,21248,0.02,0.00,3,21342,0.02
1906,art_078,30,23880,0.19,0.53,12,2134,0.44
1906,art_083,13,152381,0.25,0.23,28,2654,0.35
1906,art_085,7,124994,0.07,0.21,19,2589,0.38
1906,art_100,22,38837,0.02,0.01,32,1660,0.08
1906,art_103,8,36162,0.02,0.01,34,1743,0.00
1906,art_105,20,26318,0.01,0.04,29,1326,0.01
1906,art_107,43,18435,0.04,0.04,1,4483,0.02
1906,art_109,26,127905,0.01,0.03,25,1590,0.01
1904,2va007,4,15224,0.31,0.68,26,1191,0.10
1904,2va009,12,26122,0.14,0.48,30,1376,0.25
1904,2va014,41,8612,0.28,0.36,3,1220,0.64
1904,2va025,35,12311,0.42,0.73,13,922,0.80
1904,2va031,20,9107,0.04,0.20,24,1510,0.22
1904,2va033,1,18610,0.34,0.54,8,571,0.47
1904,2va035,38,9121,0.24,0.31,11,1246,0.82
1904,2va057,18,43973,0.02,0.89,14,2222,0.26
1904,2va067,25,16221,0.24,0.70,5,802,0.68
1904,2va071,34,8035,0.65,0.62,22,1406,0.12
1904,2va075,21,51273,0.08,0.23,41,1306,0.19
1904,2va078,15,14324,0.42,0.58,17,1656,0.72
1904,2va081,19,7055,0.27,0.25,19,1989,0.34
1904,2va106,26,11126,0.29,0.69,39,3288,0.02
1904,2va118,9,20269,0.24,0.62,31,2023,0.36
1904,2va131,22,9357,0.23,0.63,37,1456,0.07
1904,2va137,16,14360,0.17,0.47,21,1773,0.14
1904,art_001,39,11842,0.16,0.66,6,853,0.33
1904,art_004,42,10279,0.73,0.47,27,1261,0.14
1904,art_010,6,26490,0.30,0.41,7,671,0.58
1904,art_021,30,10105,0.30,0.81,36,1575,0.05
1904,art_024,17,13454,0.13,0.31,34,1055,0.38
1904,art_025,2,23563,0.26,0.74,40,2259,0.69
1904,art_032,29,17289,0.37,0.53,20,2295,0.73
1904,art_038,10,8261,0.33,0.39,18,2142,0.12
1904,art_039,13,40702,0.09,0.01,32,737,0.26
1904,art_041,28,25862,0.19,0.01,44,1568,0.42
1904,art_043,14,30190,0.07,0.20,33,923,0.26
1904,art_049,33,18609,0.47,0.89,4,2233,0.50
1904,art_061,5,31229,0.49,0.24,25,910,0.23
1904,art_064,24,9791,0.26,0.63,9,2087,0.56
1904,art_070,3,37973,0.03,0.01,23,955,0.15
1904,art_071,7,22060,0.62,0.58,43,1726,0.50
1904,art_073,31,9672,0.26,0.76,12,1143,0.73
1904,art_078,37,27101,0.14,0.98,15,2876,0.98
1904,art_083,36,12659,0.36,0.46,2,2167,0.28
1904,art_085,27,7667,0.56,0.52,1,34920,0.66
1904,art_100,11,21626,0.51,0.12,29,1826,0.38
1904,art_103,8,28029,0.01,0.01,35,1131,0.07
1904,art_105,44,47263,0.24,0.61,16,1613,0.04
1904,art_107,32,15383,0.26,0.56,42,944,0.15
1904,art_109,43,10645,0.18,0.37,10,625,0.41
1930,2va007,39,29180,0.97,0.99,8,1700,0.86
1930,2va009,12,45959,0.82,0.70,11,3401,0.28
1930,2va014,9,31509,0.98,0.99,24,2011,0.91
1930,2va025,25,23776,0.98,0.99,38,2079,0.81
1930,2va031,22,32544,0.52,0.79,26,4594,0.23
1930,2va033,8,39796,0.59,0.80,28,4517,0.18
1930,2va035,29,24824,0.94,0.98,12,3084,0.87
1930,2va057,31,38397,0.98,0.99,2,3303,0.74
1930,2va067,34,118879,0.99,1.00,14,4691,0.26
1930,2va071,40,28681,0.88,0.81,36,2131,0.77
1930,2va075,44,24827,0.99,0.90,3,2909,0.66
1930,2va078,21,25229,0.99,0.99,6,1809,0.79
1930,2va081,3,40174,0.98,0.96,30,1725,0.83
1930,2va106,27,30580,0.93,0.79,37,2864,0.13
1930,2va118,42,19500,0.99,0.98,19,1764,0.88
1930,2va131,26,34531,0.96,0.76,7,3907,0.78
1930,2va137,14,37638,1.00,0.99,40,1600,0.76
1930,art_001,7,30200,0.96,0.96,4,4736,0.78
1930,art_004,30,28232,0.97,0.97,23,2174,0.85
1930,art_010,17,41171,0.97,0.85,20,1860,0.85
1930,art_021,16,27897,0.90,0.73,13,4296,0.90
1930,art_024,32,91896,0.51,0.79,29,2340,0.78
1930,art_025,4,36496,0.85,0.63,16,3857,0.28
1930,art_032,6,34439,0.81,0.73,32,1940,0.82
1930,art_038,23,31879,0.98,0.98,10,4069,0.97
1930,art_039,2,56854,0.28,0.67,35,2581,0.26
1930,art_041,19,25527,1.00,0.35,33,2112,0.12
1930,art_043,20,35767,0.99,0.96,44,2890,0.87
1930,art_049,24,39437,0.87,0.99,39,2788,0.80
1930,art_061,35,43420,0.98,0.79,17,8640,0.82
1930,art_064,28,25994,0.77,0.81,5,3950,0.23
1930,art_070,15,27801,0.80,0.96,41,3557,0.73
1930,art_071,13,32648,0.83,0.92,1,7049,0.17
1930,art_073,43,22130,0.97,0.74,34,2741,0.52
1930,art_078,1,54410,0.98,0.99,9,1991,0.95
1930,art_083,33,22496,0.98,0.75,22,4388,0.49
1930,art_085,11,53642,0.91,0.99,25,2110,0.89
1930,art_100,10,42400,0.83,0.52,31,2754,0.82
1930,art_103,37,43519,0.98,0.98,15,1824,0.84
1930,art_105,5,57303,0.87,0.83,18,1892,0.84
1930,art_107,18,79283,0.59,0.57,27,1873,0.23
1930,art_109,41,25518,0.99,0.02,21,2667,0.21
1931,2va007,9,33266,0.95,0.99,3,3382,0.83
1931,2va009,14,30813,0.69,0.24,14,2143,0.90
1931,2va014,2,45903,0.70,0.87,37,2130,0.92
1931,2va025,10,33159,0.96,0.97,44,2668,0.81
1931,2va031,12,30547,0.07,0.05,30,2504,0.22
1931,2va033,8,33090,0.07,0.07,23,2303,0.13
1931,2va035,17,32025,0.87,0.74,26,2251,0.79
1931,2va057,36,34933,0.90,0.92,11,2146,1.00
1931,2va067,7,39285,0.50,0.95,1,8786,0.75
1931,2va071,25,27291,0.47,0.05,13,2888,0.58
1931,2va075,16,31237,0.19,0.05,24,2180,0.14
1931,2va078,20,29917,0.72,0.92,42,2008,0.94
1931,2va081,37,27301,0.94,0.96,17,2160,0.97
1931,2va106,43,23400,0.89,0.83,41,2593,0.94
1931,2va118,38,34973,0.04,0.03,27,2584,0.08
1931,2va131,5,65969,0.38,0.06,28,2345,0.37
1931,2va137,40,45006,0.53,0.06,33,2688,0.22
1931,art_001,41,23980,0.70,0.74,2,3292,0.84
1931,art_004,44,21059,0.87,0.90,9,2427,0.85
1931,art_010,39,20482,0.93,0.91,6,2157,0.91
1931,art_021,1,45855,0.85,0.85,19,3870,0.34
1931,art_024,35,26224,0.90,0.94,39,2525,0.90
1931,art_025,26,31871,0.80,0.09,22,2480,0.21
1931,art_032,30,22045,0.92,0.96,36,2295,0.95
1931,art_038,11,36908,0.83,0.20,40,2595,0.21
1931,art_039,13,68689,0.94,0.94,10,2660,0.99
1931,art_041,6,60653,0.92,0.18,43,2734,0.26
1931,art_043,19,58174,0.02,0.00,20,2711,0.11
1931,art_049,22,30424,0.91,0.89,18,1815,0.96
1931,art_061,3,47678,0.88,0.07,15,2751,0.86
1931,art_064,28,26128,0.82,0.78,25,2332,0.73
1931,art_070,32,26017,0.94,0.96,32,2043,0.89
1931,art_071,34,23987,0.84,0.81,5,2131,0.90
1931,art_073,23,32750,0.77,0.05,31,2286,0.84
1931,art_078,29,25895,0.94,0.94,16,2623,0.87
1931,art_083,24,112211,0.95,0.91,29,2514,0.91
1931,art_085,42,48744,0.94,0.90,7,2460,0.90
1931,art_100,33,25418,0.97,0.92,4,2365,0.86
1931,art_103,15,33742,0.10,0.03,8,2279,0.18
1931,art_105,27,30747,0.33,0.16,38,3422,0.30
1931,art_107,31,29437,0.48,0.03,35,2565,0.77
1931,art_109,4,48158,0.05,0.06,21,2311,0.02
1957,2va007,41,12585,0.67,0.60,12,2364,0.56
1957,2va009,39,11727,0.51,0.77,26,2337,0.91
1957,2va014,23,15255,0.09,0.07,25,2436,0.33
1957,2va025,13,13834,0.06,0.15,43,2271,0.23
1957,2va031,20,13232,0.45,0.59,37,2228,0.86
1957,2va033,37,13791,0.15,0.08,15,2199,0.82
1957,2va035,44,10840,0.96,0.84,35,2039,0.98
1957,2va057,3,17460,0.73,0.97,36,2737,0.56
1957,2va067,32,11530,0.72,0.82,6,2253,0.68
1957,2va071,27,13549,0.26,0.15,41,2338,0.02
1957,2va075,30,13234,0.70,0.69,7,2267,0.82
1957,2va078,8,15729,0.55,0.44,11,2744,0.01
1957,2va081,6,14970,0.92,0.96,34,1861,0.98
1957,2va106,22,13922,0.57,0.86,14,4871,0.50
1957,2va118,24,12507,0.86,0.64,30,2689,0.94
1957,2va131,16,15753,0.19,0.07,23,2700,0.59
1957,2va137,17,24145,0.49,0.58,17,2386,0.69
1957,art_001,14,13616,0.41,0.44,38,1998,0.21
1957,art_004,11,14833,0.39,0.34,40,2432,0.04
1957,art_010,28,12470,0.48,0.50,21,2285,0.31
1957,art_021,43,13064,0.52,0.72,10,2763,0.23
1957,art_024,10,15910,0.21,0.13,42,2225,0.12
1957,art_025,2,15464,0.16,0.61,2,2186,0.10
1957,art_032,15,12185,0.59,0.77,4,2115,0.78
1957,art_038,4,15914,0.65,0.19,31,2442,0.78
1957,art_039,9,12584,0.23,0.17,13,3919,0.04
1957,art_041,5,14040,0.21,0.10,39,2155,0.06
1957,art_043,18,10579,0.48,0.47,32,2393,0.68
1957,art_049,31,12860,0.56,0.67,20,3278,0.57
1957,art_061,19,20430,0.30,0.25,8,2184,0.12
1957,art_064,12,14249,0.28,0.12,18,2832,0.21
1957,art_070,35,12856,0.57,0.77,1,4402,0.33
1957,art_071,25,14744,0.72,0.77,16,2170,0.28
1957,art_073,21,16411,0.79,0.79,5,2258,0.34
1957,art_078,7,15621,0.76,0.47,27,2590,0.79
1957,art_083,26,11996,0.97,0.84,3,2608,0.98
1957,art_085,38,13521,0.98,0.91,29,4670,0.91
1957,art_100,36,13690,0.38,0.56,33,2105,0.89
1957,art_103,1,17176,0.12,0.07,44,2170,0.57
1957,art_105,33,12934,0.07,0.02,28,2257,0.03
1957,art_107,42,13250,0.24,0.11,9,3696,0.05
1957,art_109,29,12841,0.77,0.11,19,2555,0.69
1956,2va007,1,32130,0.26,0.49,31,1913,0.59
1956,2va009,25,65432,0.24,0.43,39,2353,0.16
1956,2va014,23,25328,0.32,0.34,30,3946,0.58
1956,2va025,44,20102,0.17,0.45,34,2534,0.04
1956,2va031,7,52912,0.04,0.17,8,2501,0.17
1956,2va033,29,34041,0.06,0.26,35,2781,0.02
1956,2va035,8,20176,0.29,0.52,22,2486,0.14
1956,2va057,18,16510,0.42,0.58,29,2384,0.34
1956,2va067,4,86869,0.41,0.67,23,3453,0.46
1956,2va071,15,31576,0.31,0.36,20,2868,0.67
1956,2va075,32,149299,0.11,0.25,25,2933,0.05
1956,2va078,27,22724,0.32,0.64,15,8512,0.62
1956,2va081,21,25278,0.14,0.75,41,2196,0.11
1956,2va106,22,21262,0.39,0.58,26,4603,0.26
1956,2va118,5,24360,0.59,0.29,11,2121,0.74
1956,2va131,39,33496,0.18,0.16,43,1883,0.55
1956,2va137,2,42776,0.36,0.47,17,2218,0.26
1956,art_001,11,723507,0.20,0.51,32,2189,0.15
1956,art_004,42,23891,0.10,0.17,14,9214,0.26
