jatosResID,image,trial_main,mainRT,Moved,Beauty,trial_sr,srRT,SelfRelev
2325,2va033,1,44750,0.08,0.49,39,9137,0.21
2325,2va035,40,60645,0.31,0.70,11,5649,0.37
2325,2va057,19,130507,0.53,0.80,32,1537,0.84
2325,2va067,30,25658,0.37,0.32,18,9440,0.20
2325,2va071,26,19546,0.14,0.22,34,1659,0.16
2325,2va075,11,40936,0.27,0.37,36,2576,0.79
2325,2va078,12,40437,0.01,0.21,27,2775,0.16
2325,2va081,25,53803,0.47,0.52,6,2179,0.01
2325,2va106,6,28591,0.09,0.28,42,2362,0.34
2325,2va118,9,30704,0.16,0.63,21,2326,0.23
2325,2va131,36,24330,0.41,0.58,24,3905,0.52
2325,2va137,23,48256,0.06,0.12,5,2571,0.02
2325,art_001,16,44398,0.28,0.44,33,1668,0.17
2325,art_004,8,59848,0.07,0.21,43,2622,0.03
2325,art_010,27,23986,0.17,0.64,19,2617,0.12
2325,art_021,15,31318,0.46,0.53,12,8065,0.03
2325,art_024,17,33514,0.03,0.64,41,2041,0.17
2325,art_025,44,35638,0.17,0.60,35,3524,0.92
2325,art_032,20,23547,0.15,0.64,28,1630,0.24
2325,art_038,5,35664,0.39,0.60,10,1576,0.84
2325,art_039,24,31027,0.09,0.13,7,1833,0.11
2325,art_041,41,27263,0.30,0.14,38,1798,0.19
2325,art_043,32,43528,0.33,0.19,22,1887,0.14
2325,art_049,35,32196,0.26,0.57,20,2065,0.17
2325,art_061,39,35217,0.54,0.38,2,2304,0.73
2325,art_064,28,29124,0.12,0.35,31,2108,0.61
2325,art_070,14,73213,0.14,0.58,13,2125,0.22
2325,art_071,21,40463,0.21,0.56,37,3127,0.12
2325,art_073,13,31247,0.43,0.60,44,2149,0.07
2325,art_078,7,71779,0.63,0.87,3,1762,0.90
2325,art_083,34,41405,0.54,0.74,14,1931,0.84
2325,art_085,3,42377,0.52,0.90,16,2165,0.69
2325,art_100,22,54404,0.02,0.36,30,6099,0.57
2325,art_103,2,28485,0.10,0.39,4,1718,0.53
2325,art_105,33,44947,0.09,0.70,1,4917,0.12
2325,art_107,29,23264,0.44,0.63,25,1930,0.55
2325,art_109,37,54369,0.47,0.10,26,1847,0.87
2334,2va007,37,17876,0.86,0.88,10,1990,0.87
2334,2va009,33,16021,0.85,0.63,31,2314,0.64
2334,2va014,13,18747,0.80,0.89,20,2220,0.68
2334,2va025,26,16143,0.78,0.81,1,4290,0.34
2334,2va031,24,18118,0.85,0.86,42,2387,0.47
2334,2va033,31,15112,0.84,0.86,38,2352,0.75
2334,2va035,2,16006,0.76,0.61,8,2955,0.22
2334,2va057,12,20600,0.91,0.08,27,2741,0.73
2334,2va067,23,16651,0.96,0.75,9,2821,0.98
2334,2va071,11,18699,0.93,0.83,12,2188,0.73
2334,2va075,29,19627,0.66,0.64,44,2072,0.85
2334,2va078,5,15376,0.71,0.76,11,2187,0.91
2334,2va081,15,15350,0.90,0.75,29,2420,0.91
2334,2va106,4,18845,0.67,0.88,19,2321,0.44
2334,2va118,7,15534,0.80,0.48,26,4186,0.48
2334,2va131,16,23061,0.97,0.60,40,1885,0.86
2334,2va137,22,18409,0.98,0.77,39,2716,0.26
2334,art_001,17,18916,0.94,0.84,21,3355,0.02
2334,art_004,10,18070,0.90,0.89,25,2500,0.58
2334,art_010,44,25206,0.93,0.94,35,3492,0.68
2334,art_021,8,20246,0.77,0.69,14,2174,0.40
2334,art_024,14,21246,0.96,0.86,32,2133,0.79
2334,art_025,21,47334,0.93,0.85,36,2682,0.41
2334,art_032,25,15456,0.81,0.62,7,2971,0.83
2334,art_038,38,16597,0.84,0.76,43,2470,0.39
2334,art_039,32,17469,0.86,0.84,23,2055,0.69
2334,art_041,28,16618,0.54,0.89,28,2701,0.19
2334,art_043,41,15613,0.94,0.88,37,2238,0.44
2334,art_049,20,16316,0.98,0.74,4,2447,0.95
2334,art_061,6,27169,0.80,0.68,17,2436,0.56
2334,art_064,27,14905,0.74,0.89,16,2322,0.86
2334,art_070,3,15942,0.69,0.76,13,1954,0.59
2334,art_071,34,18860,0.95,0.78,5,3138,0.27
2334,art_073,30,18197,0.88,0.96,6,2872,0.59
2334,art_078,40,19435,0.96,0.95,3,2459,0.95
2334,art_083,42,13585,0.94,0.88,22,2627,0.40
2334,art_085,9,22809,0.57,0.99,2,2663,0.78
2334,art_100,18,82781,0.93,0.95,41,2153,0.99
2334,art_103,43,16093,0.58,0.91,33,2317,0.55
2334,art_105,19,16968,0.99,0.67,18,2071,0.69
2334,art_107,1,15374,0.88,0.60,30,2246,0.99
2334,art_109,39,17206,0.80,0.98,34,3155,0.63
2337,2va007,28,36951,0.84,0.98,6,4718,0.85
2337,2va009,2,77341,0.51,0.74,15,10673,0.01
2337,2va014,33,32319,0.62,0.63,35,5681,0.80
2337,2va025,35,32951,0.38,0.59,13,2995,0.01
2337,2va031,7,53098,0.86,0.92,39,2443,0.00
2337,2va033,20,41323,0.95,0.98,43,2675,0.01
2337,2va035,24,41205,0.84,0.88,17,3059,0.01
2337,2va057,15,41464,0.88,0.95,23,3341,0.82
2337,2va067,16,46896,0.46,0.47,3,11958,0.67
2337,2va071,22,38159,0.71,0.75,27,3410,0.01
2337,2va075,36,43351,0.55,0.59,36,2525,0.00
2337,2va078,1,57988,0.98,0.73,7,3191,0.01
2337,2va081,12,109843,0.66,0.85,5,6636,0.54
2337,2va106,29,48269,0.56,0.65,28,9448,0.09
2337,2va118,23,32608,0.95,0.80,11,2823,0.01
2337,2va131,14,56122,0.54,0.53,26,2393,0.01
2337,2va137,13,47290,0.73,0.72,37,2641,0.00
2337,art_001,32,40366,0.68,0.77,42,2580,0.00
2337,art_004,19,52250,0.55,0.56,24,3059,0.02
2337,art_010,39,34546,0.74,0.84,4,3431,0.01
2337,art_021,5,118428,0.85,0.17,30,2560,0.01
2337,art_024,26,38431,0.83,0.86,18,3579,0.01
2337,art_025,9,39775,0.90,0.78,32,2622,0.01
2337,art_032,37,38580,0.66,0.91,33,6605,0.71
2337,art_038,3,70197,0.81,0.62,22,2727,0.02
2337,art_039,27,35062,0.68,0.89,1,8214,0.02
2337,art_041,8,40525,0.77,0.09,19,2199,0.01
2337,art_043,44,79300,0.47,0.39,8,4111,0.01
2337,art_049,34,39064,0.49,0.63,12,2643,0.01
2337,art_061,42,36947,0.75,0.51,21,2556,0.02
2337,art_064,30,43029,0.49,0.53,31,3309,0.01
2337,art_070,10,63448,0.99,0.99,44,2311,0.01
2337,art_071,17,37826,0.97,0.91,41,2515,0.00
2337,art_073,25,52168,0.80,0.93,40,3499,0.02
2337,art_078,40,175449,0.86,0.98,2,6033,0.79
2337,art_083,38,25960,0.75,0.91,14,4257,0.01
2337,art_085,41,70174,0.76,0.63,20,3304,0.00
2337,art_100,11,55617,0.73,0.80,10,4315,0.01
2337,art_103,6,80056,0.30,0.28,29,3632,0.01
2337,art_105,18,58711,0.20,0.57,16,6360,0.01
2337,art_107,21,43084,0.33,0.23,25,1974,0.01
2337,art_109,4,85053,0.99,0.43,38,3489,0.01
2343,2va007,24,14313,0.80,0.62,38,2096,0.65
2343,2va009,18,17375,0.90,0.98,41,3207,0.59
2343,2va014,3,16276,0.93,0.97,1,2582,0.89
2343,2va025,15,17964,0.96,0.92,33,2067,0.63
2343,2va031,43,14955,0.88,0.81,7,3009,0.30
2343,2va033,26,14566,0.94,0.85,26,2368,0.85
2343,2va035,27,17893,0.95,0.17,16,3156,0.43
2343,2va057,37,17443,0.83,0.73,30,2079,0.80
2343,2va067,11,18885,0.94,0.73,6,2044,0.69
2343,2va071,21,15902,0.95,0.88,42,2331,0.74
2343,2va075,1,15400,0.70,0.92,24,2107,0.89
2343,2va078,6,17805,0.93,0.94,3,2001,0.97
2343,2va081,30,14940,0.69,0.90,23,2243,0.74
2343,2va106,5,15743,0.94,0.94,31,2021,0.99
2343,2va118,16,15842,0.93,0.96,21,2562,0.59
2343,2va131,34,17350,0.81,0.32,5,1929,0.87
2343,2va137,23,17682,0.88,0.49,13,3881,0.12
2343,art_001,41,17198,0.82,0.84,25,2899,0.07
2343,art_004,42,14896,0.83,0.61,43,1890,0.89
2343,art_010,40,17832,0.70,0.66,37,2253,0.93
2343,art_021,14,21164,0.93,0.93,35,3416,0.94
2343,art_024,13,17334,0.95,0.87,11,2140,0.81
2343,art_025,35,29665,0.67,0.99,2,3666,0.22
2343,art_032,12,16001,0.97,0.91,36,2175,0.72
2343,art_038,29,14399,0.89,0.67,39,2986,0.45
2343,art_039,4,15498,0.96,0.61,32,2137,0.72
2343,art_041,22,20015,0.91,0.31,10,2504,0.25
2343,art_043,2,15439,0.92,0.37,17,2956,0.36
2343,art_049,25,17326,0.93,0.73,9,2329,0.98
2343,art_061,33,17040,0.96,0.41,8,4336,0.94
2343,art_064,7,15509,0.86,0.82,29,2181,0.90
2343,art_070,36,18233,0.92,0.50,15,2722,0.93
2343,art_071,39,17136,0.86,0.60,20,2175,0.96
2343,art_073,8,19059,0.87,0.99,12,2485,0.84
2343,art_078,17,18842,0.96,0.94,22,2309,0.50
2343,art_083,9,18958,0.93,0.99,19,2141,0.90
2343,art_085,20,17987,0.96,0.99,4,2044,0.77
2343,art_100,38,17072,0.75,0.84,28,1985,0.82
2343,art_103,19,15473,0.86,0.91,27,2438,0.99
2343,art_105,28,14840,0.73,0.55,40,2386,0.86
2343,art_107,32,15532,0.83,0.48,18,2759,0.80
2343,art_109,31,16184,0.78,0.76,34,2686,0.86
2347,2va007,38,26578,0.66,0.84,27,3386,0.82
2347,2va009,35,30011,0.44,0.64,37,3331,0.63
2347,2va014,8,29081,0.60,0.79,31,3791,0.75
2347,2va025,2,29423,0.22,0.45,44,2876,0.40
2347,2va031,29,27328,0.53,0.47,7,5206,0.46
2347,2va033,28,22255,0.28,0.36,32,4834,0.23
2347,2va035,21,26968,0.57,0.72,41,3854,0.68
2347,2va057,33,35958,0.70,0.96,43,4649,0.98
2347,2va067,14,22682,0.54,0.88,13,3186,0.84
2347,2va071,32,31716,0.45,0.50,22,4428,0.22
2347,2va075,15,24123,0.43,0.63,14,4775,0.41
2347,2va078,39,29815,0.55,0.81,10,10919,0.21
2347,2va081,18,26284,0.55,0.92,42,6911,0.69
2347,2va106,36,21238,0.65,0.81,33,2847,0.64
2347,2va118,25,23533,0.37,0.36,21,3163,0.14
2347,2va131,30,21734,0.47,0.55,36,3068,0.48
2347,2va137,17,27413,0.57,0.49,25,2901,0.38
2347,art_001,16,29931,0.44,0.48,16,3644,0.18
2347,art_004,9,34842,0.21,0.32,23,3389,0.11
2347,art_010,26,30431,0.41,0.44,5,3288,0.24
2347,art_021,23,24311,0.50,0.47,3,5386,0.25
2347,art_024,1,35099,0.53,0.92,18,5112,0.76
2347,art_025,43,46026,0.48,0.55,29,3782,0.29
2347,art_032,13,21004,0.48,0.59,17,2600,0.80
2347,art_038,22,32389,0.74,0.91,11,3919,0.64
2347,art_039,20,28607,0.48,0.63,19,3493,0.51
2347,art_041,19,22351,0.52,0.35,30,4721,0.12
2347,art_043,3,36307,0.33,0.43,6,4551,0.14
2347,art_049,44,20444,0.69,0.87,8,2529,0.65
2347,art_061,12,32448,0.43,0.54,35,3054,0.28
2347,art_064,4,29715,0.30,0.53,2,7031,0.22
2347,art_070,31,23952,0.79,0.88,15,7939,0.85
2347,art_071,24,25914,0.50,0.61,4,5469,0.21
2347,art_073,27,25203,0.53,0.65,34,3047,0.71
2347,art_078,6,24347,0.95,0.99,39,3315,0.97
2347,art_083,5,29002,0.97,0.98,38,3570,0.98
2347,art_085,40,18001,0.57,0.72,1,8723,0.38
2347,art_100,7,23785,0.62,0.74,24,3542,0.75
2347,art_103,34,21266,0.30,0.39,26,3450,0.31
2347,art_105,11,26970,0.45,0.48,9,4133,0.23
2347,art_107,10,27344,0.13,0.25,20,2810,0.29
2347,art_109,37,21655,0.40,0.42,12,2849,0.11
2353,2va007,40,17568,0.82,0.99,38,1232,0.71
2353,2va009,11,25891,0.47,0.59,42,4675,0.43
2353,2va014,16,26909,0.25,0.57,39,1555,0.41
2353,2va025,6,43811,0.09,0.10,40,1737,0.07
2353,2va031,44,23633,0.20,0.26,26,1931,0.18
2353,2va033,30,17940,0.48,0.05,20,1385,0.75
2353,2va035,5,21296,0.68,0.98,3,2605,0.15
2353,2va057,28,12320,0.76,0.45,33,1162,0.83
2353,2va067,3,38151,0.47,0.35,15,1702,0.68
2353,2va071,42,15471,0.55,0.11,35,1301,0.44
2353,2va075,31,19061,0.43,0.20,22,1538,0.04
2353,2va078,38,15465,0.49,0.60,27,1613,0.50
2353,2va081,22,18079,0.46,0.67,4,3620,0.74
2353,2va106,4,21272,0.25,0.47,36,3112,0.14
2353,2va118,10,21274,0.28,0.26,11,1891,0.60
2353,2va131,33,14606,0.27,0.06,7,2586,0.03
2353,2va137,34,13788,0.36,0.40,21,1732,0.02
2353,art_001,29,19335,0.55,0.67,5,2057,0.08
2353,art_004,17,24320,0.07,0.29,6,2144,0.02
2353,art_010,19,23897,0.55,0.86,1,21737,0.81
2353,art_021,23,18648,0.54,0.57,28,2209,0.59
2353,art_024,18,40680,0.55,0.99,19,2223,0.84
2353,art_025,25,13181,0.72,0.83,31,1474,0.66
2353,art_032,39,23268,0.60,0.74,9,1690,0.66
2353,art_038,21,17719,0.48,0.41,34,1692,0.30
2353,art_039,9,25286,0.51,0.99,10,2301,0.18
2353,art_041,13,34677,0.11,0.20,43,1718,0.10
2353,art_043,15,25741,0.14,0.18,23,1441,0.08
2353,art_049,26,15611,0.76,0.88,29,1182,0.65
2353,art_061,43,28521,0.11,0.05,13,2108,0.49
2353,art_064,27,25725,0.31,0.17,8,2223,0.10
2353,art_070,41,21477,0.65,0.76,41,1849,0.10
2353,art_071,35,17866,0.50,0.85,12,1914,0.68
2353,art_073,12,19298,0.47,0.59,25,4805,0.33
2353,art_078,20,20000,0.99,0.98,14,1724,0.95
2353,art_083,36,13113,0.59,0.89,16,966,0.96
2353,art_085,2,21109,0.71,0.99,37,2286,0.74
2353,art_100,7,41396,0.01,0.02,18,2263,0.51
2353,art_103,8,34138,0.40,0.30,32,1770,0.65
2353,art_105,32,27838,0.04,0.02,24,1458,0.02
2353,art_107,1,24064,0.04,0.01,30,2363,0.04
2353,art_109,24,16310,0.58,0.07,2,2396,0.27
2358,2va007,18,11073,0.72,0.78,26,3412,0.70
2358,2va009,3,23540,0.72,0.78,8,1083,0.71
2358,2va014,2,16982,0.28,0.49,17,1273,0.83
2358,2va025,30,18292,0.73,0.79,12,2477,0.24
2358,2va031,21,15252,0.18,0.34,10,1674,0.27
2358,2va033,29,43352,0.29,0.76,20,2704,0.78
2358,2va035,4,12546,0.86,0.68,34,1410,0.49
2358,2va057,15,37148,0.75,0.93,32,1388,0.70
2358,2va067,20,35570,0.82,0.85,29,6129,0.82
2358,2va071,22,19126,0.64,0.73,33,1493,0.50
2358,2va075,6,12510,0.78,0.77,2,1727,0.28
2358,2va078,42,25188,0.64,0.61,24,1363,0.78
2358,2va081,43,9247,0.66,0.78,5,2593,0.51
2358,2va106,10,25224,0.68,0.64,39,1385,0.58
2358,2va118,28,15661,0.69,0.57,40,1787,0.24
2358,2va131,8,50960,0.84,0.39,31,1289,0.23
2358,2va137,25,18980,0.34,0.46,25,3773,0.67
2358,art_001,16,9119,0.80,0.82,22,1375,0.38
2358,art_004,44,20239,0.59,0.82,19,1846,0.22
2358,art_010,19,15475,0.81,0.65,43,6239,0.29
2358,art_021,39,16523,0.41,0.51,7,1479,0.24
2358,art_024,11,38950,0.37,0.88,35,1387,0.68
2358,art_025,23,21573,0.77,0.92,30,5412,0.77
2358,art_032,13,32432,0.13,0.67,3,1606,0.56
2358,art_038,37,30918,0.37,0.66,42,1075,0.66
2358,art_039,36,12193,0.30,0.65,16,2264,0.77
2358,art_041,31,10436,0.33,0.42,6,1461,0.21
2358,art_043,5,35343,0.26,0.31,44,1578,0.26
2358,art_049,35,46727,0.76,0.74,9,1207,0.76
2358,art_061,33,30745,0.17,0.66,21,1228,0.38
2358,art_064,1,94464,0.62,0.72,14,1555,0.14
2358,art_070,34,20980,0.47,0.74,18,1027,0.78
2358,art_071,17,12420,0.78,0.64,11,2118,0.58
2358,art_073,32,50063,0.46,0.79,15,7854,0.66
2358,art_078,41,29063,0.80,0.81,23,1165,0.80
2358,art_083,26,12823,0.79,0.78,28,6670,0.87
2358,art_085,7,12545,0.84,0.79,1,2898,0.73
2358,art_100,12,39619,0.47,0.75,37,2970,0.68
2358,art_103,14,26660,0.24,0.27,41,21956,0.26
2358,art_105,9,13626,0.06,0.38,4,1644,0.27
2358,art_107,38,39225,0.21,0.54,36,1181,0.41
2358,art_109,27,22765,0.67,0.67,13,1367,0.19
2360,2va007,35,20155,0.58,0.78,25,2795,0.62
2360,2va009,19,25249,0.37,0.35,34,2060,0.36
2360,2va014,22,24008,0.47,0.58,18,2026,0.69
2360,2va025,43,39450,0.26,0.22,41,2023,0.22
2360,2va031,21,29816,0.24,0.30,20,2058,0.28
2360,2va033,27,146093,0.29,0.29,38,2931,0.41
2360,2va035,17,22879,0.38,0.47,27,2279,0.14
2360,2va057,8,22117,0.63,0.61,35,3756,0.60
2360,2va067,10,19077,0.18,0.29,4,2469,0.38
2360,2va071,6,26424,0.31,0.31,8,1753,0.42
2360,2va075,28,95122,0.30,0.35,1,6006,0.35
2360,2va078,38,28790,0.26,0.37,37,2260,0.08
2360,2va081,37,17649,0.52,0.63,26,1878,0.59
2360,2va106,15,23071,0.24,0.39,19,1928,0.38
2360,2va118,41,41029,0.35,0.43,36,2085,0.22
2360,2va131,36,79309,0.28,0.32,33,2998,0.49
2360,2va137,1,23868,0.67,0.62,15,1979,0.60
2360,art_001,7,31536,0.40,0.35,17,2081,0.18
2360,art_004,32,18573,0.27,0.36,21,2039,0.13
2360,art_010,3,20752,0.53,0.67,22,2086,0.64
2360,art_021,44,23347,0.20,0.27,43,2572,0.12
2360,art_024,30,80041,0.24,0.44,32,3824,0.38
2360,art_025,5,21364,0.55,0.23,24,2335,0.11
2360,art_032,4,23494,0.38,0.64,39,2171,0.26
2360,art_038,11,16436,0.73,0.79,30,2034,0.72
2360,art_039,23,15822,0.29,0.64,3,2304,0.14
2360,art_041,33,17973,0.59,0.26,2,2090,0.13
2360,art_043,2,180955,0.29,0.25,16,2147,0.32
2360,art_049,14,19040,0.53,0.73,11,3054,0.60
2360,art_061,16,19092,0.33,0.20,28,2392,0.10
2360,art_064,39,15153,0.26,0.45,10,2199,0.09
2360,art_070,9,52566,0.54,0.72,13,2472,0.33
2360,art_071,25,21403,0.22,0.56,6,1949,0.30
2360,art_073,18,32785,0.25,0.42,9,4139,0.23
2360,art_078,40,56491,0.67,0.92,29,3426,0.87
2360,art_083,13,13745,0.58,0.84,31,1857,0.92
2360,art_085,20,19008,0.58,0.95,5,2669,0.72
2360,art_100,42,29820,0.57,0.30,23,2926,0.37
2360,art_103,26,72461,0.54,0.53,7,2442,0.73
2360,art_105,24,20661,0.14,0.29,12,2219,0.51
2360,art_107,34,31043,0.24,0.11,42,3595,0.45
2360,art_109,12,18634,0.58,0.61,40,2283,0.78
2362,2va007,27,30425,0.61,0.90,14,2971,0.89
2362,2va009,37,27489,0.58,0.70,4,7922,0.17
2362,2va014,44,23427,0.54,0.79,38,6704,0.74
2362,2va025,22,43550,0.58,0.74,26,13618,0.69
2362,2va031,2,52279,0.73,0.72,35,13708,0.77
2362,2va033,17,58439,0.59,0.64,16,13583,0.63
2362,2va035,7,45165,0.70,0.71,28,2916,0.35
2362,2va057,6,40420,0.35,0.82,19,4315,0.70
2362,2va067,12,38243,0.42,0.69,2,8134,0.77
2362,2va071,33,32806,0.38,0.32,6,7103,0.37
2362,2va075,39,27764,0.55,0.81,41,2304,0.24
2362,2va078,42,32314,0.78,0.95,30,3117,0.86
2362,2va081,21,34247,0.61,0.73,25,3556,0.23
2362,2va106,23,39172,0.35,0.29,13,5184,0.90
2362,2va118,3,37902,0.70,0.73,22,5755,0.88
2362,2va131,16,45706,0.33,0.27,31,3997,0.00
2362,2va137,20,37748,0.80,0.72,18,2484,0.74
2362,art_001,10,42155,0.84,0.64,27,7112,0.67
2362,art_004,31,51337,0.54,0.54,9,7007,0.78
2362,art_010,9,40316,0.59,0.25,44,6115,0.16
2362,art_021,24,42781,0.65,0.52,43,8169,0.38
2362,art_024,13,45880,0.56,0.89,34,3249,0.29
2362,art_025,8,49275,0.85,0.71,20,3953,0.72
2362,art_032,35,37563,0.57,0.76,36,3321,0.34
2362,art_038,28,26062,0.80,0.60,42,7670,0.53
2362,art_039,1,53122,0.68,0.82,3,8826,0.06
2362,art_041,43,21628,0.86,0.63,33,7327,0.43
2362,art_043,11,36160,0.60,0.37,21,8301,0.73
2362,art_049,38,33992,0.55,0.64,11,5257,0.79
2362,art_061,19,37228,0.76,0.74,32,5418,0.61
2362,art_064,30,34131,0.58,0.58,24,4664,0.23
2362,art_070,4,47885,0.71,0.89,37,13918,0.35
2362,art_071,15,46109,0.55,0.76,10,10490,0.21
2362,art_073,32,21217,0.73,0.81,23,6228,0.34
2362,art_078,29,34413,0.42,0.78,8,4456,0.65
2362,art_083,26,36002,0.62,0.63,17,3540,0.22
2362,art_085,5,39294,0.76,0.59,39,2490,0.17
2362,art_100,36,31467,0.43,0.66,1,13200,0.57
2362,art_103,40,35479,0.45,0.55,7,4845,0.79
2362,art_105,34,59071,0.46,0.72,15,3987,0.94
2362,art_107,14,50022,0.28,0.09,12,4490,0.11
2362,art_109,25,42696,0.78,0.58,40,6783,0.81
2363,2va007,7,114512,0.58,0.84,38,1642,0.76
2363,2va009,2,40902,0.17,0.36,11,5652,0.63
2363,2va014,13,44552,0.56,0.72,36,2649,0.87
2363,2va025,35,33237,0.73,0.68,33,2055,0.69
2363,2va031,44,28546,0.29,0.69,35,1843,0.67
2363,2va033,24,27456,0.23,0.12,6,2195,0.74
2363,2va035,15,32478,0.56,0.38,4,3405,0.28
2363,2va057,30,21237,0.64,0.92,26,1618,0.81
2363,2va067,19,35614,0.18,0.84,10,5020,0.82
2363,2va071,10,37372,0.24,0.60,21,3199,0.14
2363,2va075,23,32833,0.37,0.61,42,3061,0.21
2363,2va078,41,70890,0.47,0.82,9,3418,0.47
2363,2va081,31,29496,0.63,0.79,37,1799,0.59
2363,2va106,28,33191,0.18,0.62,5,2784,0.68
2363,2va118,43,22869,0.50,0.51,8,2419,0.14
2363,2va131,37,31616,0.44,0.09,18,2449,0.15
2363,2va137,11,48097,0.31,0.48,19,1908,0.25
2363,art_001,3,34299,0.54,0.49,16,17861,0.20
2363,art_004,32,15966,0.87,0.60,25,2583,0.10
2363,art_010,4,24565,0.47,0.64,41,5189,0.32
2363,art_021,12,29733,0.65,0.64,30,2160,0.33
2363,art_024,8,65075,0.52,0.70,32,1731,0.85
2363,art_025,42,23716,0.86,0.32,27,2890,0.70
2363,art_032,22,21840,0.57,0.66,14,2303,0.65
2363,art_038,27,21522,0.45,0.20,1,6259,0.14
2363,art_039,9,57071,0.21,0.53,13,1814,0.52
2363,art_041,6,20784,0.91,0.06,20,7901,0.11
2363,art_043,17,34899,0.60,0.21,34,12833,0.39
2363,art_049,26,23217,0.23,0.78,12,3672,0.66
2363,art_061,5,37535,0.39,0.53,23,2704,0.27
2363,art_064,33,27210,0.44,0.78,15,1981,0.14
2363,art_070,29,61837,0.72,0.72,44,2370,0.25
2363,art_071,20,34679,0.69,0.58,31,2852,0.57
2363,art_073,21,20035,0.69,0.56,40,2689,0.17
2363,art_078,40,33599,0.77,0.91,17,6845,0.83
2363,art_083,18,27440,0.77,0.61,43,1769,0.32
2363,art_085,16,35411,0.66,0.84,2,5687,0.68
2363,art_100,34,36678,0.06,0.17,28,2319,0.74
2363,art_103,14,24145,0.18,0.08,39,3716,0.15
2363,art_105,36,24473,0.02,0.02,3,2399,0.02
2363,art_107,1,39018,0.31,0.12,24,1970,0.01
2363,art_109,38,29799,0.56,0.06,7,5468,0.11
2364,2va007,34,13701,0.42,0.66,13,2160,0.75
2364,2va009,33,21413,0.42,0.65,6,1935,0.75
2364,2va014,13,20063,0.06,0.04,8,2978,0.02
2364,2va025,12,20121,0.78,0.19,33,2658,0.04
2364,2va031,27,16824,0.12,0.42,32,1740,0.45
2364,2va033,25,30452,0.29,0.32,43,2747,0.94
2364,2va035,19,13096,0.24,0.29,1,4021,0.57
2364,2va057,44,18886,0.95,0.95,12,1694,0.61
2364,2va067,4,22269,0.32,0.41,5,2605,0.24
2364,2va071,8,19924,0.56,0.42,38,2881,0.49
2364,2va075,23,18493,0.21,0.09,19,2123,0.02
2364,2va078,30,17550,0.81,0.75,31,1744,0.53
2364,2va081,36,17291,0.98,0.98,20,1918,0.93
2364,2va106,2,30473,0.21,0.11,30,2005,0.02
2364,2va118,38,12573,0.41,0.16,35,3681,0.35
2364,2va131,39,17797,0.22,0.16,9,2289,0.08
2364,2va137,10,32201,0.55,0.29,15,2177,0.00
2364,art_001,5,36375,0.74,0.20,17,4011,0.15
2364,art_004,15,14313,0.42,0.19,26,1693,0.04
2364,art_010,11,21428,0.61,0.30,2,3396,0.66
2364,art_021,17,15589,0.23,0.17,44,2335,0.02
2364,art_024,35,16489,0.30,0.42,24,2355,0.61
2364,art_025,37,17744,0.62,0.10,14,1988,0.05
2364,art_032,28,23595,0.45,0.95,18,1904,0.82
2364,art_038,18,18247,0.32,0.16,37,2764,0.11
2364,art_039,1,33738,0.24,0.24,3,2715,0.03
2364,art_041,43,19364,0.72,0.01,11,2073,0.05
2364,art_043,26,26656,0.31,0.10,10,1910,0.15
2364,art_049,7,294640,0.45,0.51,27,2502,0.01
2364,art_061,42,25440,0.15,0.15,4,1944,0.02
2364,art_064,41,16376,0.17,0.10,39,4703,0.03
2364,art_070,21,22000,0.88,0.73,40,3131,0.95
2364,art_071,16,24834,0.58,0.61,7,2560,0.01
2364,art_073,22,18809,0.32,0.02,25,2878,0.08
2364,art_078,14,20719,0.99,0.99,16,2377,0.97
2364,art_083,9,19170,0.56,0.61,36,1857,0.88
2364,art_085,20,14711,0.29,0.27,42,2723,0.00
2364,art_100,3,17810,0.15,0.18,28,1889,0.20
2364,art_103,29,19096,0.71,0.43,41,2494,0.16
2364,art_105,31,19671,0.61,0.54,22,2948,0.90
2364,art_107,40,26460,0.30,0.10,29,1838,0.01
2364,art_109,6,34244,0.63,0.05,34,1962,0.01
2365,2va007,3,39904,0.15,0.85,30,2114,0.33
2365,2va009,2,38992,0.65,0.47,36,3012,0.86
2365,2va014,6,25371,0.20,0.73,25,2163,0.84
2365,2va025,1,33077,0.17,0.10,42,3906,0.09
2365,2va031,24,27857,0.24,0.01,34,6373,0.70
2365,2va033,23,25036,0.18,0.25,39,3709,0.94
2365,2va035,32,28273,0.21,0.71,1,14884,0.56
2365,2va057,41,18766,0.32,0.94,44,2973,0.94
2365,2va067,14,22049,0.28,0.77,8,1855,0.68
2365,2va071,11,22953,0.23,0.34,41,2418,0.43
2365,2va075,29,22339,0.17,0.13,28,2843,0.98
2365,2va078,12,32124,0.18,0.49,26,2423,0.39
2365,2va081,40,26156,0.16,0.99,38,3459,0.79
2365,2va106,15,22780,0.13,0.83,29,2360,0.84
2365,2va118,18,19033,0.15,0.13,9,13370,0.17
2365,2va131,25,19604,0.26,0.15,13,2635,0.82
2365,2va137,36,24711,0.06,0.09,5,2030,0.01
2365,art_001,38,26763,0.03,0.18,22,9426,0.10
2365,art_004,39,21904,0.07,0.16,23,2054,0.20
2365,art_010,43,23933,0.09,0.72,11,9057,0.32
2365,art_021,8,46525,0.10,0.08,10,4560,0.71
2365,art_024,26,19292,0.10,0.94,24,4658,0.66
2365,art_025,27,27779,0.15,0.18,6,3435,0.05
2365,art_032,4,38131,0.12,0.16,35,2864,0.58
