"Temperature_t1","Temperature_t2","socialdiversity","Site","DEQ","ALEX1","ALEX2","ALEX3","ALEX4","ALEX5","ALEX6","ALEX7","ALEX8","ALEX9","ALEX10","ALEX11","ALEX12","ALEX13","ALEX14","ALEX15","ALEX16","langfamily"
36.4,36.5,8,"Tsinghua",51.31669617,4,4,3,3,2,4,3,3,4,4,2,2,4,1,3,2,3
36.2,36.7,6,"METU",39.91169739,2,2,4,2,3,4,3,2,2,5,5,1,2,4,2,2,2
36.5,36.44444444,7,"UCSB",37.79570007,2,2,1,2,1,1,1,1,1,1,1,3,1,5,2,5,1
36.61111111,36.33333333,6,"UCSB",34.4329071,4,4,2,4,2,2,4,2,2,2,2,4,4,2,4,2,1
36.5,36.5,5,"Portugal",38.71670532,1,3,1,3,1,1,1,3,1,1,1,2,1,2,1,3,1
36.6,36.4,5,"Serbia",44.81860352,3,3,1,2,3,1,3,3,4,2,1,2,4,1,3,2,1
36.2,36.8,7,"Serbia",44.81860352,2,3,3,3,3,2,2,2,2,2,2,3,2,2,2,4,1
36.4,36.6,5,"Serbia",44.81860352,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,1
36.5,36.5,5,"Serbia",44.81860352,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
36.4,36.6,5,"SMU",1.293106079,2,2,2,2,2,2,2,2,2,2,2,4,4,4,5,4,1
36.5,36.5,5,"METU",39.91169739,2,4,3,3,2,4,4,4,3,4,3,2,3,3,2,2,2
36.5,36.5,9,"Kassel",51.335495,2,3,1,4,1,1,2,3,3,2,2,2,4,2,4,2,1
36.5,36.5,7,"SMU",1.293106079,2,4,1,4,4,1,2,3,2,2,3,2,2,2,3,2,1
36.3,36.7,6,"Kassel",51.31669617,3,3,4,2,3,4,4,4,2,4,4,1,2,2,2,1,1
36.5,36.5,8,"Tsinghua",30.58009338,2,3,3,2,2,4,4,2,4,3,3,3,4,2,4,1,3
36.3,36.7,8,"Tsinghua",30.58009338,4,3,2,2,2,4,2,2,4,2,2,2,2,2,2,2,3
36.4,36.6,5,"SMU",1.293106079,2,2,1,1,2,1,2,2,1,2,2,3,3,1,2,4,1
36.3,36.7,6,"METU",39.91169739,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2
36.5,36.55555556,8,"VCU",37.66099548,4,4,2,4,4,2,4,4,4,2,2,2,2,2,4,2,1
36.22222222,36.83333333,7,"VCU",38.2723999,2,3,2,2,2,1,2,2,2,2,3,3,2,3,3,3,1
36.44444444,36.61111111,8,"VCU",37.55380249,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1
36.7,36.36,8,"Tsinghua",30.58009338,3,2,3,2,4,3,3,2,3,2,3,2,2,3,2,1,3
36.33,36.74,6,"SMU",1.293106079,4,5,3,5,2,3,4,5,2,4,1,1,1,1,4,2,1
36.3,36.8,6,"Kassel",52.51669312,3,4,3,3,4,4,2,4,5,2,2,3,2,2,4,4,1
36.7,36.4,6,"Serbia",44.81860352,2,2,2,2,3,2,2,2,3,2,2,1,1,1,2,2,1
36.8,36.3,8,"Chile",33.44999695,4,5,4,4,4,5,4,5,4,2,2,2,2,1,3,1,1
36.6,36.5,5,"Serbia",44.81860352,4,4,1,3,4,2,5,3,3,2,4,2,4,2,3,3,1
36.4,36.7,5,"Serbia",44.87080383,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,1
36.5,36.6,5,"SMU",1.293106079,2,3,2,2,2,3,4,3,2,2,2,4,4,2,4,2,1
36.3,36.8,8,"Tsinghua",30.58009338,3,2,4,3,2,2,4,2,4,1,2,3,2,2,3,2,3
36.6,36.5,7,"Tsinghua",30.58009338,2,2,2,2,4,2,4,4,4,4,2,2,2,2,4,2,3
36.5,36.6,8,"Poland",52.41670227,3,2,2,4,4,3,4,4,1,2,4,4,2,1,5,3,1
36.5,36.61111111,8,"VCU",37.55220032,2,2,1,2,2,1,1,2,4,1,2,2,2,2,2,2,1
36.5,36.61111111,7,"VCU",37.55380249,3,3,2,1,3,4,3,1,4,2,3,1,5,1,3,1,1
36.83333333,36.28,6,"VCU",37.55220032,1,2,1,1,1,1,1,1,2,1,1,4,2,2,1,3,1
36.55555556,36.61111111,5,"UCSB",34.43580627,4,5,1,4,5,5,3,5,5,3,4,1,5,3,4,1,1
36.6,36.6,5,"Serbia",44.81860352,2,2,1,2,2,2,1,2,4,2,2,1,2,2,2,3,1
36.7,36.5,6,"METU",39.91169739,2,3,1,3,3,2,3,3,4,3,4,2,2,3,4,3,2
36.4,36.8,6,"Serbia",44,3,3,1,3,4,2,4,3,1,3,2,2,2,2,1,2,1
36.3,36.9,6,"Bamberg",49.43609619,2,3,2,3,4,2,3,2,2,2,2,2,2,1,2,2,1
36.4,36.8,5,"Oxford",51.75,5,4,1,4,5,4,4,4,5,5,3,1,2,3,2,2,1
36.7,36.5,7,"Oslo",59.91270447,2,2,3,2,2,3,3,2,2,2,2,3,2,2,3,2,1
36.6,36.6,8,"Tsinghua",30.66670227,4,4,5,2,2,5,2,4,2,3,2,2,2,1,3,2,3
36.6,36.6,8,"Poland",50.31669617,2,2,1,2,3,4,2,3,3,2,4,2,2,2,2,2,1
36.4,36.8,6,"Serbia",44.81860352,4,2,2,2,4,2,4,3,5,2,2,2,2,2,2,2,1
36.67,36.54,8,"Poland",53.6000061,3,1,4,2,2,1,4,3,2,2,2,3,2,2,3,2,1
36.72222222,36.5,5,"VCU",37.55220032,3,4,3,3,3,3,3,3,3,4,4,3,3,1,3,2,1
36.72222222,36.55555556,7,"VCU",37.13000488,1,1,1,4,1,1,1,1,1,1,2,2,2,1,2,2,1
36.05555556,37.22222222,6,"UCSB",34.4329071,1,2,2,2,1,2,2,2,2,2,2,2,4,2,4,2,1
36.6,36.7,8,"Tsinghua",30.58009338,2,2,1,2,2,2,2,2,3,3,2,4,2,1,2,2,3
36.7,36.6,6,"Oslo",59.89070129,4,2,2,3,3,4,3,3,2,3,4,4,2,4,3,3,1
36.7,36.6,9,"Tsinghua",30.58009338,3,4,3,3,3,4,4,3,4,3,3,2,4,3,3,2,3
36.6,36.7,7,"Serbia",44.81860352,2,2,1,2,1,1,2,4,1,1,2,1,1,1,1,1,1
36.7,36.6,6,"Serbia",44.81860352,5,4,3,4,4,4,5,4,3,3,4,2,2,2,4,2,1
36.8,36.5,7,"SMU",1.293106079,2,2,1,2,1,2,5,2,2,2,1,2,2,2,4,1,1
36.5,36.8,6,"METU",39.91169739,3,3,4,3,4,3,4,3,2,3,3,2,4,3,4,4,2
36.72222222,36.61111111,6,"VCU",37.34790039,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1
36.38888889,36.94444444,6,"UCSB",34.4329071,3,3,2,2,3,2,4,2,2,3,2,1,2,2,2,2,1
36.38888889,36.94444444,8,"VCU",37.55380249,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,2,1
36.38888889,37,9,"VCU",37.55220032,4,4,1,4,4,1,4,4,4,1,1,1,1,2,2,4,1
36.7,36.7,8,"Tsinghua",30.66670227,1,4,4,3,4,2,2,3,3,2,3,2,3,1,4,2,3
36.7,36.7,8,"Tsinghua",30.66670227,2,2,2,4,2,2,2,2,2,2,2,4,2,4,2,4,3
36.8,36.6,6,"Serbia",44.81860352,2,1,2,3,3,2,1,2,2,3,4,4,2,3,1,4,1
36.5,36.9,8,"Tsinghua",30.58009338,3,2,1,3,2,2,3,2,2,4,3,2,4,2,4,2,3
36.7,36.7,6,"SMU",1.293106079,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,1
36.7,36.7,8,"Tsinghua",NA,2,3,2,2,2,3,4,2,3,2,3,3,3,2,3,2,3
36.8,36.6,6,"Oslo",59.91270447,2,3,3,3,3,2,2,3,3,1,2,2,3,2,2,2,1
36.6,36.8,7,"SMU",1.293106079,4,3,2,3,2,2,2,2,3,3,3,3,3,2,4,2,1
36.7,36.7,8,"Poland",52.41670227,5,4,3,5,4,4,5,3,3,4,4,1,1,2,3,2,1
36.7,36.7,10,"SMU",1.293106079,3,4,3,4,3,3,4,3,4,3,3,2,3,2,3,3,1
36.4,37,8,"Tsinghua",30.58009338,2,2,4,1,2,4,4,2,2,3,2,2,2,1,2,2,3
36.66666667,36.77777778,6,"UCSB",34.0184021,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,1
36.72222222,36.72222222,6,"UCSB",37.55220032,2,2,1,2,2,4,3,2,3,2,2,2,2,2,4,2,1
36.88888889,36.55555556,8,"VCU",34.4335022,1,3,1,3,3,1,2,3,3,1,1,1,1,2,3,4,1
36.75,36.7,6,"Serbia",44.81860352,3,1,1,2,2,3,4,2,2,2,2,1,1,1,1,1,1
37.01111111,36.44444444,7,"UCSB",34.50210571,3,3,2,2,3,2,4,2,5,2,1,3,3,2,4,2,1
36.77777778,36.72222222,5,"VCU",37.55220032,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1
36.5,37,5,"Serbia",44.81860352,5,4,2,4,2,3,4,2,5,2,2,2,3,2,2,3,1
36.7,36.8,8,"Tsinghua",30.58009338,2,2,3,2,2,3,3,4,3,2,2,2,2,1,2,2,3
36.77777778,36.72222222,6,"Oslo",59.91270447,4,2,2,2,4,2,4,2,3,4,4,3,3,2,3,2,1
36.5,37,8,"Tsinghua",30.66670227,5,2,2,4,2,5,4,5,4,4,2,3,2,2,3,1,3
36.77777778,36.72222222,6,"Oslo",NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
36.8,36.7,5,"METU",39.91169739,3,4,4,4,4,3,4,2,3,3,4,2,2,1,3,2,2
36.7,36.8,8,"Tsinghua",39.92889404,3,3,4,3,4,4,4,3,4,2,4,3,4,2,4,2,3
36.7,36.8,9,"Poland",52.23330688,4,4,2,4,4,3,4,2,4,3,2,2,1,2,2,4,1
36.7,36.8,5,"Serbia",44.7467041,4,5,4,3,4,4,4,5,4,3,4,1,2,1,4,3,1
36.6,36.9,1,"Tsinghua",30.58009338,7,7,4,7,7,7,7,2,2,1,1,1,6,3,2,3,3
36.8,36.8,7,"Zurich",47.2407074,4,4,2,3,4,4,4,4,2,2,4,2,2,2,3,2,1
36.6,37,6,"METU",39.91169739,3,4,2,4,3,3,3,2,2,2,4,2,4,3,4,2,2
36.7,36.9,5,"SMU",1.293106079,2,4,2,3,2,3,3,3,2,2,2,3,3,2,4,2,1
36.8,36.8,7,"Tsinghua",30.58009338,3,3,3,4,4,4,3,4,3,3,2,1,4,2,3,4,3
36.83333333,36.83,7,"VCU",37.55220032,2,4,1,4,3,3,4,4,4,2,3,3,2,2,3,4,1
36.55555556,37.11111111,6,"UCSB",34.4329071,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,1
36.11111111,37.55555556,7,"UCSB",34.4329071,2,2,1,2,1,1,3,2,3,2,1,3,2,1,2,2,1
36.7,37,5,"SMU",1.293106079,2,1,1,2,1,1,1,1,2,1,1,2,1,2,2,3,1
36.9,36.8,8,"Tsinghua",30.58009338,2,3,1,2,4,4,5,2,4,4,1,3,4,2,4,2,3
36.7,37,5,"SMU",1.293106079,4,4,2,4,4,2,4,4,4,2,2,3,4,3,2,4,1
36.8,36.9,8,"Tsinghua",30.58009338,4,4,2,2,4,4,4,4,4,2,5,2,2,2,2,2,3
36.8,36.9,6,"Oslo",59.05329895,4,4,3,4,2,4,4,3,4,4,4,1,1,2,5,2,1
36.7,37,5,"SMU",1.293106079,4,5,2,2,2,4,4,4,4,3,1,1,1,2,4,3,1
36.72222222,37,8,"UCSB",NA,4,4,1,4,4,1,2,1,2,2,1,3,3,1,2,2,1
36.94444444,36.77777778,7,"UCSB",34.05220032,5,5,3,3,5,3,5,4,5,4,4,1,5,3,4,3,1
36.8,37,5,"Serbia",44.81860352,2,1,1,2,1,1,1,2,4,1,2,1,2,1,1,2,1
36.9,36.9,8,"Tsinghua",30.58009338,2,2,4,2,1,3,2,1,2,2,1,2,2,2,3,2,3
36.9,36.9,8,"Tsinghua",30.58009338,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,4,3
36.8,37,6,"Oxford",51.75,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,1
36.8,37,5,"SMU",1.293106079,4,4,3,3,4,4,4,4,3,4,4,2,2,2,3,2,1
36.9,36.9,8,"Zurich",47.16859436,2,1,2,2,3,2,2,1,2,1,2,1,2,1,2,1,1
37,36.8,5,"Oxford",51.75,5,5,2,3,4,3,4,5,3,4,4,1,2,2,3,2,1
37.1,36.8,9,"METU",39.91169739,1,1,1,1,1,1,1,1,3,1,1,1,1,2,3,1,2
36.9,37,7,"Kassel",51.63330078,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1
36.9,37,8,"Poland",52.25,3,2,4,1,2,2,3,3,2,2,2,3,1,2,3,2,1
37.1,36.8,8,"Tsinghua",39.92889404,3,3,2,3,3,4,4,4,3,3,3,2,3,2,3,2,3
37,36.9,8,"Tsinghua",30.58009338,4,2,4,3,4,4,4,4,3,2,2,2,2,2,1,1,3
37.03,36.97,8,"Kassel",51.75709534,2,2,1,2,2,2,2,2,2,2,1,2,2,2,4,2,1
37,37,5,"UCSB",34.41940308,2,2,1,2,2,1,2,2,2,4,4,2,2,2,2,2,1
37,37,7,"SMU",NA,4,4,2,3,4,3,4,2,2,4,2,2,4,2,4,3,1
36.8,37.2,8,"Tsinghua",30.58009338,3,3,2,2,3,2,4,3,3,2,2,2,3,2,3,2,3
37,37,7,"SMU",1.293106079,2,2,1,2,3,1,4,2,2,4,1,2,4,3,2,4,1
37,37,7,"Tsinghua",30.66670227,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
36.94444444,37.05555556,7,"VCU",37.55259705,3,3,1,2,1,1,3,3,2,1,3,3,3,2,3,3,1
37,37,8,"UCSB",34.50210571,3,2,5,1,3,4,5,1,1,3,2,3,1,1,1,1,1
36.9,37.2,8,"Tsinghua",35,4,2,2,2,3,2,3,2,2,3,2,2,2,2,3,2,3
37,37.1,8,"Tsinghua",30.58009338,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3
37,37.1,5,"Serbia",44.81860352,3,2,3,2,2,4,3,4,4,4,2,2,2,1,2,2,1
37,37.1,5,"SMU",1.293106079,5,5,1,5,5,5,5,4,2,5,4,1,3,2,3,1,1
37.2,36.9,9,"Tsinghua",30.66670227,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,3
37,37.11111111,7,"UCSB",34.4329071,2,2,2,2,1,1,2,1,1,1,2,2,2,3,3,2,1
37.11111111,37.05555556,6,"VCU",37.55220032,4,4,2,4,2,3,4,3,5,2,2,2,3,2,2,3,1
37.03333333,37.16111111,6,"UCSB",34.50210571,2,3,3,2,2,2,3,2,2,2,3,2,1,3,3,2,1
36.88888889,37.33333333,7,"UCSB",34.4329071,3,3,2,2,3,2,4,3,2,4,2,2,2,2,2,2,1
37,37.27777778,8,"UCSB",34.4329071,2,2,1,2,2,2,2,2,2,2,2,2,4,2,4,2,1
37.1,37.2,8,"Tsinghua",30.58009338,2,4,1,4,3,2,4,4,2,2,2,2,2,1,3,2,3
37.2,37.1,8,"Tsinghua",30.58009338,2,4,2,3,2,2,3,4,3,3,2,3,2,2,3,3,3
37.1,37.2,8,"Tsinghua",30.58009338,3,3,1,3,3,3,2,3,4,2,2,2,3,3,3,2,3
37.1,37.3,7,"Tsinghua",30.58009338,4,4,4,3,4,2,4,2,3,3,4,4,4,2,4,2,3
37.5,36.94444444,6,"UCSB",NA,3,3,3,2,3,3,3,3,3,3,3,2,3,2,3,3,1
37,37.5,6,"Serbia",44.81860352,5,5,2,4,5,5,5,5,4,5,4,1,1,1,2,1,1
37.11111111,37.44444444,6,"VCU",37.55220032,2,3,2,3,2,2,2,2,4,2,2,2,2,2,3,3,1
37.4,37.2,8,"Kassel",49.99159241,3,3,1,3,4,3,3,2,1,1,2,2,2,2,2,2,1
37.4,37.3,8,"Tsinghua",30.58009338,2,3,5,1,5,4,5,1,1,3,1,2,5,1,4,1,3
34.8,35.2,6,"SMU",1.293106079,3,2,3,4,4,2,3,4,2,4,2,4,3,3,3,2,1
35,35.1,5,"METU",39.91169739,2,2,1,3,1,2,3,4,2,3,2,2,2,4,3,4,2
34.3,35.8,5,"Oslo",59.90879822,2,3,1,4,1,1,4,4,1,2,2,1,3,2,1,2,1
35.2,35.1,6,"Serbia",44.81860352,3,3,1,2,3,1,2,2,1,2,2,2,2,1,2,2,1
34.6,35.8,7,"METU",39.91169739,3,4,2,2,4,4,4,4,2,1,3,2,3,2,3,2,2
34.6,36.1,8,"Oslo",59.91670227,3,3,1,2,3,3,3,2,3,3,2,2,2,2,3,2,1
34.5,36.2,6,"METU",39.91169739,2,2,2,2,3,2,2,2,2,2,2,2,2,2,4,2,2
34.6,36.2,5,"Oxford",51.75,2,5,1,3,2,1,4,4,2,2,1,2,4,2,4,2,1
34.7,36.3,5,"Oxford",51.75,2,3,1,3,2,2,2,2,2,2,1,2,2,4,3,2,1
35.6,35.4,6,"Poland",52.23330688,2,2,2,2,3,4,2,3,1,1,1,1,2,1,3,1,1
35.6,35.5,8,"Oslo",59.91670227,1,1,1,2,1,1,1,1,4,1,1,2,3,5,5,5,1
35.5,35.6,8,"Serbia",44.81860352,4,4,4,2,4,4,4,4,4,4,4,1,4,1,4,1,1
35.55555556,35.55555556,6,"UCSB",34.13519287,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
35.5,35.7,7,"Serbia",44.81860352,3,2,1,2,4,3,3,2,3,2,4,4,2,2,2,1,1
35.7,35.6,4,"Serbia",44.7467041,2,2,1,2,1,2,2,3,2,1,2,1,3,2,2,2,1
34.9,36.4,5,"Oslo",59.91270447,3,3,1,3,4,3,4,2,3,3,4,2,2,2,3,2,1
35.5,35.8,5,"METU",39.91169739,3,4,3,4,3,4,4,3,2,4,2,1,3,2,3,3,2
35.9,35.5,7,"Oslo",59.91270447,1,4,1,5,3,1,3,5,4,2,2,2,3,2,5,3,1
35.5,36,6,"Oslo",59.91670227,4,4,3,4,3,4,4,4,3,4,2,2,2,3,2,2,1
35.1,36.4,5,"Oxford",51.75,2,3,1,2,4,1,4,2,2,2,2,4,4,2,3,3,1
35.5,36,8,"Tsinghua",30.58009338,3,2,4,2,3,3,3,3,3,3,2,1,1,2,3,2,3
35.2,36.3,5,"Oxford",NA,1,1,1,1,1,1,1,3,1,3,1,1,4,2,3,3,1
35.5,36.1,6,"METU",39.91169739,5,3,5,3,1,5,5,4,3,3,5,1,1,3,1,2,2
35.2,36.4,5,"METU",39.91169739,2,2,1,2,4,2,3,2,1,2,1,2,1,2,4,1,2
35.3,36.4,6,"Oxford",51.75,5,4,4,2,2,2,2,2,4,2,2,1,4,1,4,2,1
35.61,36.18,6,"Oslo",59.94999695,2,3,1,3,1,2,2,3,3,2,2,4,2,2,5,3,1
36.1,35.7,8,"Kassel",51.31660461,4,4,2,3,2,2,4,3,1,2,2,2,2,3,2,2,1
35.2,36.6,6,"METU",39.91169739,3,4,4,4,3,4,3,3,3,2,3,2,2,2,4,2,2
35.4,36.4,6,"Serbia",44.81860352,2,2,1,2,1,1,2,2,3,2,1,2,2,2,3,1,1
35.8,36.1,5,"Oxford",51.75,1,1,4,1,1,1,1,1,1,1,1,5,1,1,1,2,1
35.4,36.5,6,"METU",39.91169739,2,3,2,3,2,2,2,3,2,2,2,2,2,4,3,2,2
36,35.9,6,"Serbia",44.81860352,2,2,1,2,2,1,1,1,2,1,4,2,2,1,2,1,1
35.5,36.4,7,"Oslo",59.91670227,2,5,1,4,2,1,3,4,2,3,2,3,4,2,4,4,1
35.16666667,36.77777778,6,"UCSB",34.4329071,2,3,1,2,1,1,4,2,2,1,1,2,2,2,2,2,1
35.9,36.1,6,"Oslo",59.91270447,1,2,1,3,1,1,1,3,1,1,1,2,3,2,5,2,1
36,36,5,"Serbia",44.81860352,4,3,1,3,2,2,5,2,2,3,2,2,3,1,2,2,1
36,36,8,"Serbia",44.81860352,2,3,2,4,1,3,2,3,3,3,2,3,4,2,4,2,1
36,36,6,"Oslo",59.8085022,1,3,3,3,2,1,2,1,1,1,1,2,1,1,1,1,1
35.8,36.2,5,"VCU",37.55220032,3,2,1,4,2,1,2,2,2,2,2,3,4,2,3,3,1
35.8,36.2,5,"METU",39.91169739,2,4,3,2,4,4,4,4,4,4,4,1,4,2,5,2,2
36.05555556,36,5,"SMU",1.293106079,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1
35.08,37,6,"Kassel",51.31669617,2,4,1,3,2,2,4,2,3,3,1,2,3,2,3,2,1
35.2,36.9,5,"METU",39.91169739,2,4,2,3,2,3,3,3,3,3,2,1,2,2,2,2,2
36,36.1,5,"SMU",1.293106079,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
35.5,36.6,6,"Serbia",44.81860352,5,5,2,4,2,2,4,4,5,4,4,2,5,1,1,1,1
35.9,36.2,6,"METU",39.91169739,4,4,3,4,4,2,4,4,4,4,2,2,4,3,4,3,2
36.1,36.1,6,"Serbia",44.81860352,3,2,1,4,2,4,4,2,3,4,4,2,1,1,4,2,1
35.9,36.3,5,"Bamberg",49.88830566,2,3,1,2,5,2,4,1,1,2,2,1,1,2,1,1,1
35.8,36.4,6,"Kassel",51.28779602,2,2,1,2,1,2,4,2,2,2,2,1,2,1,3,2,1
36,36.2,5,"Kassel",53.36669922,4,5,3,4,4,3,4,4,4,4,2,3,3,2,4,2,1
35.9,36.3,6,"Serbia",44,4,2,1,4,4,1,4,2,2,4,4,2,3,3,3,2,1
36.1,36.1,9,"Poland",54.36079407,5,5,3,5,3,4,4,2,5,4,5,2,2,1,4,2,1
35.9,36.3,5,"Oxford",51.75,3,3,1,2,4,1,2,4,4,1,4,1,2,3,5,4,1
35.55555556,36.66666667,4,"VCU",37.55380249,2,2,3,5,3,2,3,5,3,3,2,2,1,2,2,4,1
35.61111111,36.61111111,5,"UCSB",34.4329071,3,3,3,5,1,1,4,1,5,3,1,2,1,5,5,5,1
36.2,36.1,7,"METU",39.91169739,2,2,3,3,4,4,4,3,2,4,2,1,2,1,1,1,2
36.3,36,6,"Serbia",44.81860352,4,4,4,4,3,3,4,4,2,3,4,2,2,2,3,2,1
35.9,36.4,6,"Oslo",59.93209839,4,4,2,3,3,4,4,4,2,4,4,2,2,2,3,2,1
36,36.3,7,"Oslo",59.91670227,2,3,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1
36,36.3,6,"METU",39.91169739,3,3,3,3,5,4,4,2,2,5,2,2,4,2,4,2,2
36.2,36.1,6,"METU",39.91169739,4,4,4,4,4,3,4,3,2,4,2,2,3,2,3,2,2
36.1,36.2,8,"Poland",50.13330078,2,2,2,2,3,2,3,3,2,2,2,2,2,1,2,2,1
36,36.3,6,"Oxford",51.75,1,1,1,1,4,1,2,1,4,2,1,2,4,3,5,5,1
36.2,36.1,7,"Poland",54.36079407,2,2,2,2,3,4,2,2,1,2,2,4,2,1,1,2,1
35.9,36.5,4,"Serbia",44.81860352,4,4,1,4,2,3,4,4,2,3,2,2,3,2,3,2,1
36.2,36.2,5,"Serbia",44.81860352,4,4,2,4,4,3,4,3,4,3,4,2,2,2,2,2,1
36.2,36.2,5,"METU",39.91169739,2,2,1,2,3,2,3,2,3,2,2,3,3,4,3,2,2
36.2,36.2,6,"Serbia",44.81860352,4,3,2,3,4,2,3,2,2,4,3,2,3,2,2,2,1
36.3,36.1,5,"Serbia",44.81860352,2,1,1,3,3,1,1,2,3,1,2,2,2,2,2,2,1
36,36.4,7,"METU",39.91169739,2,5,4,2,4,4,4,5,5,3,2,1,1,3,2,1,2
36.2,36.2,5,"Serbia",43.58000183,4,4,2,4,4,2,4,4,4,3,4,2,2,2,2,2,1
36,36.5,6,"Kassel",51.28779602,1,2,1,2,1,1,1,3,2,2,1,2,2,2,3,2,1
36.1,36.4,4,"Oxford",51.75,1,5,1,4,2,3,2,5,5,3,1,2,4,4,5,5,1
36,36.5,6,"Serbia",44.81860352,2,2,1,2,3,2,4,1,1,1,1,3,2,2,3,2,1
36,36.5,8,"Serbia",44.81860352,4,3,2,3,4,3,3,4,4,4,2,4,3,2,2,2,1
36,36.5,6,"Serbia",44.81860352,1,3,2,2,3,4,5,3,5,4,2,1,4,2,3,3,1
36.2,36.3,8,"Tsinghua",30.58009338,3,4,3,4,4,3,4,3,4,4,4,2,4,1,2,1,3
36.2,36.3,5,"METU",39.91169739,3,3,2,3,2,3,4,3,2,2,2,3,2,2,2,2,2
35.4,37.1,5,"METU",39.91169739,2,4,2,3,3,3,4,4,5,4,2,2,3,2,2,2,2
36.12,36.39,5,"Serbia",44.81860352,4,3,2,2,3,3,4,2,2,4,2,3,4,2,3,3,1
36.8,35.8,7,"Serbia",44.81860352,4,4,1,2,1,1,2,5,1,4,1,1,1,2,1,2,1
36.1,36.5,6,"Kassel",51.31669617,4,4,2,4,4,4,4,4,2,3,4,3,3,2,3,2,1
36.1,36.5,5,"Kassel",51.31669617,3,4,2,2,2,3,4,2,2,2,2,4,3,1,3,2,1
36.4,36.2,7,"METU",39.91169739,2,2,2,2,2,2,3,3,2,2,2,2,3,3,2,1,2
36.2,36.4,6,"Oxford",51.75,3,1,1,1,2,1,3,1,2,2,3,1,2,1,2,2,1
36.4,36.2,7,"Kassel",49.88749695,3,2,1,2,2,1,3,2,3,2,3,2,1,2,3,2,1
36,36.6,1,"Tsinghua",30.58009338,1,2,1,1,3,1,1,1,1,1,1,1,2,2,1,1,3
36.2,36.4,6,"Serbia",44.81860352,3,4,1,4,2,3,4,2,4,2,1,2,1,2,3,2,1
36.2,36.4,6,"Serbia",44.81860352,4,3,4,4,4,4,5,2,3,3,2,2,4,1,3,2,1
36.1,36.5,6,"Kassel",51.31669617,2,5,1,3,2,4,4,4,2,2,3,2,2,2,4,2,1
36.2,36.4,6,"METU",39.91169739,5,5,2,5,2,4,5,5,1,5,2,1,1,2,5,1,2
36.3,36.3,7,"Serbia",44.81860352,1,2,1,2,2,1,1,2,1,2,1,4,3,2,1,2,1
36.1,36.6,5,"Serbia",44.77920532,4,4,2,4,4,2,3,2,2,3,3,4,3,2,2,2,1
36.1,36.6,7,"Serbia",44.77920532,4,2,1,2,2,2,3,1,2,2,2,2,2,1,2,2,1
36.4,36.3,7,"Serbia",44.81860352,3,4,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1
36.4,36.3,6,"Oslo",59.95599365,3,4,1,3,4,3,4,2,1,2,2,2,1,3,3,2,1
36.3,36.4,3,"Tsinghua",30.58009338,1,4,5,4,3,7,1,7,1,3,5,5,5,5,5,3,3
36.38888889,36.33333333,6,"UCSB",34.4329071,3,4,2,3,2,2,4,2,5,4,5,2,1,1,2,2,1
36.33333333,36.44444444,7,"UCSB",32.56939697,2,2,1,1,3,2,2,2,1,2,1,3,4,2,4,2,1
36.27777778,36.5,5,"UCSB",34.50210571,2,4,1,2,2,2,4,4,2,2,4,2,2,2,2,2,1
35.83333333,36.94444444,6,"UCSB",34.4329071,1,1,1,1,1,1,2,1,1,1,3,2,1,1,2,2,1
36.5,36.28,6,"VCU",37.55259705,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1
36.3,36.5,4,"Serbia",44.81860352,4,4,1,4,2,1,4,4,4,4,2,3,3,2,4,2,1
36.6,36.2,6,"Kassel",51.31950378,1,2,1,3,2,2,3,1,3,3,2,2,3,3,3,3,1
36.4,36.4,6,"Serbia",44.81860352,2,4,1,4,3,2,4,4,3,2,2,3,3,3,4,2,1
36.4,36.4,5,"Serbia",44.81860352,3,3,1,3,4,4,2,1,4,2,2,1,2,2,1,5,1
36.3,36.5,5,"Serbia",44.81860352,2,3,2,3,2,2,3,3,4,2,2,2,2,4,3,2,1
