"strata","Which_wave","ResponseId","Act3","ActiveBaseline","AffordSubsidiesEndline","Age","AgeChild1","AgeChild2","AgeChild3","AgeChild4","AgeChild5","AgeChild6","AgeChild7","AgeChild8","AppAssMat","AppCreche","Assignment","BabyFemale","CodePostalBaseline","ComputerYN","DeprivBills","DeprivBillsIrrelevant","DeprivClothes","DeprivClothesIrrelevant","DeprivFood","DeprivFoodIrrelevant","DeprivHolidays","DeprivHolidaysIrrelevant","DeprivHousing","DeprivHousingIrrelevant","Dep","Discount501or0","ECSApp","ECSPlanToBaseline","ECSUseYes","Educ","Educ2","FrenchYNBaseline","HighLowECECBaseline","HigherThanMeadianISEIFather","HigherThanMeadianISEIMother","HigherThanMeadianSESIndex","KnowsCreche","KnowsCrecheOnly","KnownNbTypeECS","LanguageBaseline","LevelComprehensionExPost","LikertAccessInfoBaseline","LikertAccessSoc","LikertReturnHK1or0","LikertReturnHKBaseline","MaternityWardBaseline","NormsBaseline","LevelInfoSubExPost","NUMCOMBaseline","NumberChildren","OrderedEduc.x","PregMonth","Primipare","Relationship","SingleMum","Suivi_administratif","Taux.de.couv.EAJE...ensemble","Taux.de.couv.assistantes.maternelles","Taux.de.couv.global","TAUXCOUV_COM","tauxcouv_com","nbr_city_baseline","latitude","longitude","UseCreche","UsedECEC","WorkBefore","WorkMotherReduced","WorkNoPlan","WorkPlanNotTo","WorkPlanTo","AccessEasyBaseline","AccessHoursBaseline","AccessInformalCareBaseline","Suivi_administratif1_0","TotalMinutes_AdminSupport","Responded","ResponseStatus","StrataWave","BirthPlace","BirthPlace2","AffordSubsidiesEndline1or0","T1","T2","InfoBaseline","HighEduc","DepCov","DepHighLow","HighLowCoverageGlobal","OrderedEduc","Date.référence","Nom.commune","Numéro.EPCI","Nom.EPCI","Numéro.Département","Nom.Département","Taux.de.couv.EAJE.PSU","Taux.de.couv.hors.EAJE.PSU","Taux.de.couv.EAJE...ensemble_2021","Taux.de.couv.préscolarisation","Taux.de.couv.assistantes.maternelles_2021","Taux.de.couv.salarié.à.domicile","Taux.de.couv.accueil.individuel...ensemble","Taux.de.couv.global_2021","NationalAvgTauxCouv2021","High_SES","NoMigrationBackground","HighCoverageBaseline","High_knowledge","HighCoverage_total","PresentOrientated","IntendUse","Income","FmlyIncome","NormsOpposedN","FmilyEarnLessThan2500","NumberOfChildren3","NormsOpposedYes","DescriptiveNorms","BabyBirthDate","TrustCreche1or0","BabyBornJanuary","AttitudesScore","AttitudeScoreMoreThanMedian","ECSNoECSAppAnswer","ECSIdealNotReason","ECSIdealNotReason_5_TEXT","ECSNoECSAppAnswer_simple","ECSNoECSAppAnswer_long","ECSIdealNotReason_recoded","ECSIdealNotReasonClean"
7,"Wave6","R_3RCGh8ynqC3w47X","Inactive","Inactive",NA,37,12,10,NA,NA,NA,NA,NA,NA,0,0,"Control",NA,93300,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"93",0,NA,FALSE,NA,"Bac","Low-SES","Abroad","Low ECEC covering",NA,NA,NA,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Très d’accord","No","Assez en désaccord","Bichat","La plupart","Bonne",93001,2,"Bac",9,FALSE,"Couple cohabitant",FALSE,"Yes",14.3,5.2,22,20.6,22,25,48.912490578,2.384529976,0,"No",0,NA,FALSE,FALSE,TRUE,"je ne sais pas","Je ne sais pas encore","Oui, de temps en temps",1,NA,0,NA,48,"MENA (Maghreb +Arabie saoudite, etc.)","MENA (Maghreb +Arabie saoudite, etc.)",NA,0,0,"High knowledge",0,"Low","Lower","Low coverage","Bac",2021,"AUBERVILLIERS",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",14,0.4,14.3,1.5,5.2,1,6.1,22,59.1,0,0,0,1,0,0,"Else","- 500","2000-2500",0,"Yes","2 or more","No","Yes",NA,"Yes","Don't know",0.5,"No",NA,NA,NA,NA,NA,NA,NA
12,"Wave7","R_3RzF3Lr7lnTI22K","Active","Active","Yes",27,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T1",TRUE,94140,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"94",0,1,TRUE,1,"Sup","High-SES","France","Low ECEC covering",1,1,1,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Très d’accord","No","Je ne sais pas","KB","La plupart","Basique",94002,0,"Bac + 3",6,TRUE,"Couple cohabitant",FALSE,"No",26.8,17.1,49.3,45.1,49.3,14,48.796134091,2.421407444,0,"No",1,FALSE,FALSE,FALSE,TRUE,"assez difficile","Oui","Oui, pour dépanner / très ponctuellement",0,NA,1,"Respondent",84,"En France métropolitaine","En France métropolitaine",1,1,0,"High knowledge",1,"Mid","Lower","Low coverage","Bac + 3",2021,"ALFORTVILLE",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",22.6,4.2,26.8,2,17.1,3.3,20.4,49.3,59.1,1,1,0,1,0,0,"Intend and has never used ECEC","2000-2500","5000-6000",2,"No","0","Yes","Yes",2023-02-25,"Yes","After January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
10,"Wave3","R_3SBeOl0d6fF5YoC","Inactive","Inactive","No_NSP",26,5,3,NA,NA,NA,NA,NA,NA,0,0,"T2",TRUE,94400,"Non","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"Pas du tout",FALSE,"94",0,0,FALSE,0,"Sup","High-SES","Abroad","Low ECEC covering",0,0,0,0,FALSE,0,"français","quelques doutes sur la compréhension des questions","Très en désaccord","Très en désaccord","No","Je ne sais pas","KB","Aucune","Aucun ou très bas",94081,2,"Bac + 3",8,FALSE,"Couple cohabitant",FALSE,"No",20,6.6,29,28.5,29,57,48.788118568,2.394516098,0,"No",0,NA,FALSE,FALSE,TRUE,"très difficile","Je ne sais pas encore","Non",0,0,1,"Respondent",66,"Europe/Amérique du Nord, Australie","Europe/Amérique du Nord, Australie",0,0,1,"Low knowledge",1,"Mid","Lower","Low coverage","Bac + 3",2021,"VITRY SUR SEINE",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",17.8,2.2,20,1.2,6.6,1.1,7.8,29,59.1,1,0,0,0,0,0,"Else","- 500","1500-2000",5,"Yes","2 or more","Yes","No",2022-12-01,"No","Before January",0,"No",NA,NA,NA,NA,NA,NA,NA
6,"Wave1","R_3t3dSTRG9eKyLOj","Active","Active","No_NSP",37,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"T2",TRUE,75006,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"75",0,1,TRUE,1,"Sup","High-SES","France","High ECEC covering",1,1,1,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Assez d’accord","Necker","Toutes","Bonne",75106,0,"+ Bac+5",8,TRUE,"Couple cohabitant",FALSE,"Yes",67,1.4,95.6,96.4,95.6,6,48.84912057,2.332883793,0,"No",1,FALSE,FALSE,FALSE,TRUE,"assez difficile","Oui","Oui, autant que nécessaire",1,9,1,"Respondent",36,"En France métropolitaine","En France métropolitaine",0,0,1,"High knowledge",1,"High","Higher","High coverage","+ Bac+5",2021,"PARIS 6E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",65.7,1.3,67,5.6,1.4,21.8,23.2,95.6,59.1,1,1,1,1,1,0,"Intend and has never used ECEC","1500-2000","3000-4500",0,"No","0","No","Yes",2022-11-01,"Yes","Before January",1,"Yes",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,NA,NA,NA,"Je n’ai pas eu de place dans le mode de garde que je préférais."
6,"Wave5","R_3T9gPh8OTqkzkbx","Active","Active","Yes",32,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"T1",TRUE,93400,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"93",0,1,TRUE,1,"Sup","High-SES","France","High ECEC covering",1,1,1,1,FALSE,6,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez d’accord","No","Je ne sais pas","Debré","La plupart","Bonne",93070,0,"Bac + 4/5",8,TRUE,"Couple cohabitant",FALSE,"No",23.7,14.6,46.7,42.5,46.7,44,48.90958922,2.333479974,0,"No",1,FALSE,FALSE,FALSE,TRUE,"quasiment impossible","Oui","Oui, pour dépanner / très ponctuellement",0,NA,1,"Respondent",40,"En France métropolitaine","En France métropolitaine",1,1,0,"High knowledge",1,"Low","Lower","Low coverage","Bac + 4/5",2021,"SAINT OUEN SUR SEINE",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",21.1,2.6,23.7,1.7,14.6,6.6,21.3,46.7,59.1,1,1,1,1,0,0,"Intend and has never used ECEC","2500-3000","5000-6000",NA,"No","0","No","Yes",2022-12-10,"Yes","Before January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
5,"Wave7","R_3umxCA62ZIadx9n","Active","Active","Yes",42,6,NA,NA,NA,NA,NA,NA,NA,0,1,"T2",FALSE,93310,"Non","Un peu",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"Pas du tout",FALSE,"93",1,1,TRUE,1,"Sup","High-SES","Abroad","High ECEC covering",0,1,1,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","No","Je ne sais pas","Tenon","La plupart","Bonne",93061,1,"Bac + 4/5",9,FALSE,"Couple cohabitant",FALSE,"Yes",29.6,18.7,52.6,48.9,52.6,15,48.884753073,2.405680234,1,"Yes",1,FALSE,FALSE,FALSE,TRUE,"très difficile","Oui","Non",1,14,1,"Respondent",35,"MENA (Maghreb +Arabie saoudite, etc.)","En France métropolitaine",1,0,1,"High knowledge",1,"Low","Lower","Low coverage","Bac + 4/5",2021,"LE PRE SAINT GERVAIS",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",28.6,1,29.6,0.9,18.7,3.4,22.1,52.6,59.1,1,0,1,1,0,1,"Intend and already has used ECEC","1000-1500","2000-2500",10,"Yes","1","Yes","Yes",2022-12-16,"No","Before January",0,"No",NA,"Le mode de garde que je préférais coûtait trop cher.",NA,NA,NA,NA,"Le mode de garde que je préférais coûtait trop cher."
12,"Wave4","R_3uSivtrCOEqzB1E","Inactive","Inactive","Yes",26,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"T1",FALSE,94000,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"94",0,0,TRUE,0,"Sup","High-SES","Abroad","Low ECEC covering",1,1,1,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Assez en désaccord","Assez en désaccord","No","Assez en désaccord","Créteil","Toutes","Basique",94028,0,"Bac + 3",7,TRUE,"Couple cohabitant",FALSE,"No",36.9,7.7,49.4,48.4,49.3,87,48.783768446,2.454728618,0,"No",0,NA,TRUE,FALSE,FALSE,"assez difficile","Je ne sais pas encore","Non",0,NA,1,"Respondent",81,"MENA (Maghreb +Arabie saoudite, etc.)","MENA (Maghreb +Arabie saoudite, etc.)",1,1,0,"High knowledge",1,"Mid","Lower","Low coverage","Bac + 3",2021,"CRETEIL",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",36.2,0.8,36.9,2.8,7.7,2,9.6,49.4,59.1,1,0,0,1,0,0,"Intend and has never used ECEC","- 500","2500-3000",0,"No","0","No","Yes",2022-12-29,"Yes","Before January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
12,"Wave4","R_3uUFuB684dPg0mT","Inactive","Inactive","Yes",34,3,2,NA,NA,NA,NA,NA,NA,0,0,"Control",TRUE,94310,"Oui","Un peu",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"94",0,0,TRUE,0,"Sup","High-SES","Abroad","Low ECEC covering",0,0,0,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Assez d’accord","KB","Une minorité","Basique",94054,2,"Bac + 3",6,FALSE,"Couple cohabitant",FALSE,"No",22.2,11,39.9,38,39.9,15,48.742794575,2.394977,0,"No",0,NA,FALSE,FALSE,TRUE,"très difficile","Oui","Oui, pour dépanner / très ponctuellement",0,NA,1,"Respondent",81,"MENA (Maghreb +Arabie saoudite, etc.)","MENA (Maghreb +Arabie saoudite, etc.)",1,0,0,"High knowledge",1,"Mid","Lower","Low coverage","Bac + 3",2021,"ORLY",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",21.6,0.6,22.2,6.4,11,0.3,11.3,39.9,59.1,1,0,0,1,0,0,"Intend and has never used ECEC","- 500","700-1000",0,"Yes","2 or more","No","No",2023-01-24,"No","After January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
3,"Wave2","R_3VcZaVZCrupMOVj","Active","Active","Yes",40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Control",TRUE,75011,"Oui","Un peu",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Un peu",FALSE,"75",1,1,TRUE,1,"Bac","Low-SES","France","High ECEC covering",1,1,1,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Très d’accord","Assez en désaccord","Yes","Très d’accord","Trousseau","Toutes","Basique",75111,0,"Bac",7,TRUE,"Couple cohabitant",FALSE,"No",61.1,3.4,78.1,78.5,78.1,51,48.859054908,2.380025153,0,"No",1,TRUE,FALSE,FALSE,TRUE,"très difficile","Oui","Oui, pour dépanner / très ponctuellement",0,NA,1,"Respondent",16,"En France métropolitaine","En France métropolitaine",1,0,0,"High knowledge",0,"High","Higher","High coverage","Bac",2021,"PARIS 11E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",56.7,4.4,61.1,0.7,3.4,12.8,16.3,78.1,59.1,0,1,1,1,1,1,"Intend and has never used ECEC","- 500","- 500",0,"Yes","0","No","Yes",2023-01-04,"Yes","After January",1,"Yes",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,NA,NA,NA,"Je n’ai pas eu de place dans le mode de garde que je préférais."
8,"Wave4","R_3vfkQmDrJT9hesm","Inactive","Inactive","No_NSP",25,3,NA,NA,NA,NA,NA,NA,NA,0,0,"T2",TRUE,75018,"Non","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Un peu",FALSE,"75",1,1,TRUE,0,"Bac","Low-SES","Abroad","Low ECEC covering",0,0,0,1,FALSE,3,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","Yes","Assez d’accord","Debré","Toutes","Basique",75118,1,"CAP",8,FALSE,"Couple cohabitant",FALSE,"Yes",53.7,5,72.3,66.9,54.6,77,48.813266743,2.344190973,0,"Yes",0,NA,FALSE,FALSE,TRUE,"assez difficile","Oui","Non",1,24,1,"Respondent",53,"Europe/Amérique du Nord, Australie","Afrique subsaharienne",0,0,1,"High knowledge",0,"High","Higher","High coverage","CAP",2021,"PARIS 18E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",49.9,3.8,53.7,1.3,5,12.3,17.3,72.3,59.1,0,0,0,1,1,1,"Intend and already has used ECEC","- 500","1500-2000",6,"Yes","1","Yes","Yes",2022-11-20,"Yes","Before January",1,"Yes","Oui, on a été rejetés","Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,"Rejected","Rejected",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.,Rejected"
12,"Wave3","R_3W37GhPibE0jV3e","Active","Active","Yes",35,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"T1",TRUE,94500,"Non","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"94",1,1,TRUE,1,"Sup","High-SES","France","Low ECEC covering",0,1,1,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Très en désaccord","Assez d’accord","No","Assez en désaccord","KB","La plupart","Basique",94017,0,"Bac + 3",7,TRUE,"Couple cohabitant",FALSE,"No",20.3,16.2,40.6,38,49.2,37,48.773381326,2.487751746,0,"No",1,FALSE,FALSE,FALSE,TRUE,"assez facile","Oui","Non",0,NA,1,"Respondent",80,"En France métropolitaine","Dans un territoire français d’outre-mer",1,1,0,"High knowledge",1,"Mid","Lower","Low coverage","Bac + 3",2021,"CHAMPIGNY SUR MARNE",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",18.2,2.1,20.3,2.7,16.2,1.3,17.5,40.6,59.1,1,1,0,1,0,1,"Intend and has never used ECEC","2000-2500","3000-4500",2,"No","0","Yes","Yes",2022-12-18,"Yes","Before January",0.5,"No",NA,"Le mode de garde que je préférais coûtait trop cher.,Mais mes horaires de travail ne sont pas compatibles avec les horaires du mode de garde que je préférais.",NA,NA,NA,NA,"Le mode de garde que je préférais coûtait trop cher.,Mais mes horaires de travail ne sont pas compatibles avec les horaires du mode de garde que je préférais."
12,"Wave4","R_3WV0osFC3Ym2VGF","Active","Active",NA,27,5,NA,NA,NA,NA,NA,NA,NA,0,0,"T1",TRUE,93240,"Non","Un peu",FALSE,"Un peu",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"Un peu",FALSE,"93",0,NA,TRUE,NA,"Sup","High-SES","Abroad","Low ECEC covering",NA,NA,NA,0,FALSE,1,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Assez en désaccord","No","Je ne sais pas","Debré","Moitié moitié","Basique",93072,1,"Bac +2",9,FALSE,"Couple cohabitant",FALSE,"No",19.8,6.6,29.1,27.2,29.1,9,48.956644571,2.384861241,0,"No",1,NA,FALSE,FALSE,TRUE,"je ne sais pas","Oui","Oui, autant que nécessaire",0,NA,0,NA,81,"Europe/Amérique du Nord, Australie","Europe/Amérique du Nord, Australie",NA,1,0,"High knowledge",1,"Low","Lower","Low coverage","Bac +2",2021,"STAINS",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",19,0.8,19.8,1.9,6.6,0.7,7.3,29.1,59.1,1,0,0,1,0,0,"Intend and has never used ECEC","700-1000","1500-2000",NA,"Yes","1","No","No",2022-11-16,"Yes","Before January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
12,"Wave1","R_3xp01aEPko5dxml","Active","Active","Yes",29,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"T1",TRUE,93150,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"93",1,1,TRUE,1,"Sup","High-SES","Abroad","Low ECEC covering",1,1,1,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Très d’accord","No","Je ne sais pas","Tenon","Moitié moitié","Bonne",93007,0,"+ Bac+5",9,TRUE,"Couple cohabitant",FALSE,"No",12.5,4.8,18.3,15.9,18.3,9,48.939482289,2.461086127,1,"No",1,NA,FALSE,FALSE,TRUE,"très difficile","Oui","Oui, pour dépanner / très ponctuellement",0,NA,1,"Respondent",78,"MENA (Maghreb +Arabie saoudite, etc.)","MENA (Maghreb +Arabie saoudite, etc.)",1,1,0,"High knowledge",1,"Low","Lower","Low coverage","+ Bac+5",2021,"LE BLANC MESNIL",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",12.1,0.4,12.5,0.5,4.8,0.5,5.3,18.3,59.1,1,0,0,1,0,1,"Intend and has never used ECEC","2500-3000","NSP",6,"Yes","0","Yes","No",2022-10-16,"Yes","Before January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
6,"Wave3","R_3Ydf9ZOyPX1647S","Inactive","Inactive","Yes",35,7,2,NA,NA,NA,NA,NA,NA,0,0,"Control",FALSE,93400,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"93",1,0,TRUE,0,"Sup","High-SES","Abroad","High ECEC covering",0,0,0,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Très en désaccord","Très d’accord","Yes","Très d’accord","Bichat","La plupart","Basique",93070,2,"Bac +2",8,FALSE,"Couple cohabitant",FALSE,"No",23.7,14.6,46.7,42.5,46.7,44,48.90958922,2.333479974,0,"No",0,NA,FALSE,FALSE,TRUE,"très difficile","Oui","Non",0,NA,1,"Respondent",38,"MENA (Maghreb +Arabie saoudite, etc.)","MENA (Maghreb +Arabie saoudite, etc.)",1,0,0,"High knowledge",1,"Low","Lower","Low coverage","Bac +2",2021,"SAINT OUEN SUR SEINE",200054781,"METROPOLE DU GRAND PARIS",93,"SEINE SAINT DENIS",21.1,2.6,23.7,1.7,14.6,6.6,21.3,46.7,59.1,1,0,1,1,0,1,"Intend and has never used ECEC","- 500","2500-3000",3,"No","2 or more","Yes","Yes",2022-12-13,"Yes","Before January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
12,"Wave6","R_3zIZPmTM0qbIGqE","Inactive","Inactive","Yes",32,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Control",TRUE,75019,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"75",0,1,TRUE,1,"Sup","High-SES","France","Low ECEC covering",NA,1,1,1,FALSE,5,"français","pas de doutes sur la compréhension des questions","Très d’accord","Très d’accord","No","Assez en désaccord","Tenon","Toutes","Excellente",75119,0,"Bac + 4/5",9,TRUE,"Famille monoparentale",TRUE,"No",54.4,3.5,67.7,67.5,NA,133,NA,NA,0,"No",0,FALSE,FALSE,FALSE,TRUE,"assez difficile","Oui","Oui, pour dépanner / très ponctuellement",0,NA,1,"Respondent",83,"En France métropolitaine",NA,1,0,0,"High knowledge",1,"High","Higher","High coverage","Bac + 4/5",2021,"PARIS 19E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",54,0.4,54.4,1.8,3.5,8,11.5,67.7,59.1,1,1,0,1,1,0,"Intend and has never used ECEC","2000-2500",NA,0,NA,"0","No","Yes",2022-12-02,"Yes","Before January",0.5,"No",NA,NA,NA,NA,NA,NA,NA
12,"Wave1","R_3ZvL1RHceVbaUfc","Active","Active","Yes",27,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Control",TRUE,75020,"Oui","Un peu",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Beaucoup",FALSE,"75",0,0,TRUE,0,"Sup","High-SES","France","Low ECEC covering",0,1,0,1,FALSE,7,"français","pas de doutes sur la compréhension des questions","Très d’accord","Assez en désaccord","Yes","Assez d’accord","Tenon","La plupart","Bonne",75120,0,"Bac +2",5,TRUE,"Couple cohabitant",FALSE,"No",53,5.9,65.4,63.8,58.6,171,48.851226859,2.474030123,0,"No",1,NA,FALSE,FALSE,TRUE,"très difficile","Oui","Oui, autant que nécessaire",0,NA,1,"Respondent",78,"En France métropolitaine","En France métropolitaine",1,0,0,"High knowledge",1,"High","Higher","High coverage","Bac +2",2021,"PARIS 20E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",51,1.9,53,1.1,5.9,5.5,11.3,65.4,59.1,1,1,0,1,1,0,"Intend and has never used ECEC","1500-2000","2500-3000",4,"No","0","Yes","Yes",2023-01-31,"Yes","After January",1,"Yes",NA,NA,NA,NA,NA,NA,NA
9,"Wave6","R_3ZyWbvMwB2LQTc5","Active","Active","Yes",29,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"T2",FALSE,75020,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Un peu",FALSE,"Pas du tout",FALSE,"75",0,1,TRUE,1,"Bac","Low-SES","France","Low ECEC covering",1,1,0,1,FALSE,2,"français","pas de doutes sur la compréhension des questions","Assez d’accord","Très d’accord","Yes","Assez d’accord","Tenon","La plupart","Bonne",75120,0,"Bac",4,TRUE,"Couple cohabitant",FALSE,"Yes",53,5.9,65.4,63.8,65.4,171,48.863457789,2.401155799,1,"No",1,TRUE,FALSE,FALSE,TRUE,"très difficile","Oui","Oui, autant que nécessaire",1,10,1,"Respondent",62,"En France métropolitaine","En France métropolitaine",1,0,1,"High knowledge",0,"High","Higher","High coverage","Bac",2021,"PARIS 20E ARRONDISSEMENT",200054781,"METROPOLE DU GRAND PARIS",75,"PARIS",51,1.9,53,1.1,5.9,5.5,11.3,65.4,59.1,0,1,0,1,1,0,"Intend and has never used ECEC","700-1000","2500-3000",0,"No","0","No","Yes",2023-03-21,"Yes","After January",1,"Yes",NA,"Mais mes horaires de travail ne sont pas compatibles avec les horaires du mode de garde que je préférais.",NA,NA,NA,NA,"Mais mes horaires de travail ne sont pas compatibles avec les horaires du mode de garde que je préférais."
6,"Wave3","R_3ZZ7IH4PGUhlQxJ","Active","Active","Yes",25,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"T1",FALSE,94800,"Oui","Pas du tout",FALSE,"Pas du tout",FALSE,"Pas du tout",FALSE,"Beaucoup",FALSE,"Beaucoup",FALSE,"94",0,1,TRUE,0,"Sup","High-SES","Abroad","High ECEC covering",0,1,1,1,TRUE,1,"anglais","pas de doutes sur la compréhension des questions","Très en désaccord","Très en désaccord","Yes","Très d’accord","KB","La plupart","Aucun ou très bas",94076,0,"Bac + 4/5",5,TRUE,"Couple cohabitant",FALSE,"No",33.9,14.4,54.6,52.6,50.4,55,48.8122892,2.387712363,0,"No",1,NA,FALSE,TRUE,FALSE,"assez difficile","Oui","Oui, pour dépanner / très ponctuellement",0,NA,1,"Respondent",38,"Asie (hors MENA)","Asie (hors MENA)",1,1,0,"Low knowledge",1,"Mid","Lower","High coverage","Bac + 4/5",2021,"VILLEJUIF",200054781,"METROPOLE DU GRAND PARIS",94,"VAL DE MARNE",31.9,2.1,33.9,3.7,14.4,2.6,17,54.6,59.1,1,0,1,0,1,0,"Intend and has never used ECEC","700-1000","1500-2000",0,"Yes","0","No","Yes",2023-01-28,"Yes","After January",1,"Yes","Oui, on a été rejetés","Je n’ai pas eu de place dans le mode de garde que je préférais.",NA,"Rejected","Rejected",NA,"Je n’ai pas eu de place dans le mode de garde que je préférais.,Rejected"
