Date Prac Sub Age Sex Hand Block Bin Trial Shape Label Match CorrResp Resp ACC RT
09-May-2018_13:39:50 Exp 7306 21 male R 1 1 1 immoralSelf immoralSelf match n m 0 0.8691 
09-May-2018_13:39:53 Exp 7306 21 male R 1 1 2 immoralSelf moralOther mismatch m m 1 0.7853 
09-May-2018_13:39:55 Exp 7306 21 male R 1 1 3 moralOther moralOther match n n 1 0.5514 
09-May-2018_13:39:57 Exp 7306 21 male R 1 1 4 moralSelf immoralOther mismatch m m 1 0.8115 
09-May-2018_13:40:00 Exp 7306 21 male R 1 1 5 immoralOther moralSelf mismatch m m 1 0.8117 
09-May-2018_13:40:02 Exp 7306 21 male R 1 1 6 immoralOther moralSelf mismatch m m 1 0.7399 
09-May-2018_13:40:05 Exp 7306 21 male R 1 1 7 moralOther immoralOther mismatch m m 1 0.8179 
09-May-2018_13:40:07 Exp 7306 21 male R 1 1 8 immoralOther immoralOther match n n 1 0.9121 
09-May-2018_13:40:10 Exp 7306 21 male R 1 1 9 immoralSelf moralSelf mismatch m n 0 0.9803 
09-May-2018_13:40:12 Exp 7306 21 male R 1 1 10 immoralOther immoralOther match n n 1 0.8184 
09-May-2018_13:40:14 Exp 7306 21 male R 1 1 11 moralOther immoralSelf mismatch m m 1 0.6405 
09-May-2018_13:40:17 Exp 7306 21 male R 1 1 12 moralOther moralOther match n n 1 0.5306 
09-May-2018_13:40:19 Exp 7306 21 male R 1 1 13 immoralSelf immoralSelf match n n 1 0.8908 
09-May-2018_13:40:22 Exp 7306 21 male R 1 1 14 moralSelf immoralOther mismatch m m 1 0.8669 
09-May-2018_13:40:24 Exp 7306 21 male R 1 1 15 immoralSelf moralSelf mismatch m n 0 1.0251 
09-May-2018_13:40:27 Exp 7306 21 male R 1 1 16 immoralOther immoralOther match n n 1 0.8232 
09-May-2018_13:40:29 Exp 7306 21 male R 1 1 17 moralSelf immoralOther mismatch m n 0 0.9573 
09-May-2018_13:40:32 Exp 7306 21 male R 1 1 18 moralSelf moralSelf match n n 1 0.7675 
09-May-2018_13:40:34 Exp 7306 21 male R 1 1 19 moralOther immoralSelf mismatch m m 1 0.7276 
09-May-2018_13:40:37 Exp 7306 21 male R 1 1 20 moralSelf moralSelf match n m 0 1.0797 
09-May-2018_13:40:39 Exp 7306 21 male R 1 1 21 moralSelf moralSelf match n n 1 0.5219 
09-May-2018_13:40:41 Exp 7306 21 male R 1 1 22 moralOther moralOther match n n 1 0.5481 
09-May-2018_13:40:44 Exp 7306 21 male R 1 1 23 immoralOther moralOther mismatch m m 1 0.8242 
09-May-2018_13:40:46 Exp 7306 21 male R 1 1 24 immoralSelf immoralSelf match n n 1 0.8063 
09-May-2018_13:40:49 Exp 7306 21 male R 1 2 1 immoralOther immoralOther match n NA -1 1.0850 
09-May-2018_13:40:51 Exp 7306 21 male R 1 2 2 moralOther moralSelf mismatch m n 0 0.6505 
09-May-2018_13:40:54 Exp 7306 21 male R 1 2 3 immoralSelf immoralSelf match n NA -1 1.0850 
09-May-2018_13:40:56 Exp 7306 21 male R 1 2 4 moralSelf moralSelf match n m 0 0.7329 
09-May-2018_13:40:58 Exp 7306 21 male R 1 2 5 moralOther immoralOther mismatch m m 1 0.7970 
09-May-2018_13:41:01 Exp 7306 21 male R 1 2 6 moralSelf moralSelf match n n 1 1.0472 
09-May-2018_13:41:04 Exp 7306 21 male R 1 2 7 immoralOther immoralSelf mismatch m NA -1 1.0850 
09-May-2018_13:41:06 Exp 7306 21 male R 1 2 8 immoralSelf moralOther mismatch m m 1 1.0335 
