Date Prac Sub Age Sex Hand Block Bin Trial Shape Label Match CorrResp Resp ACC RT
16-May-2018_15:44:37 Exp 7317 24 female R 1 1 1 immoralSelf immoralSelf match m m 1 0.6061 
16-May-2018_15:44:39 Exp 7317 24 female R 1 1 2 immoralOther immoralOther match m m 1 0.5070 
16-May-2018_15:44:41 Exp 7317 24 female R 1 1 3 immoralOther immoralOther match m m 1 0.5259 
16-May-2018_15:44:44 Exp 7317 24 female R 1 1 4 immoralOther immoralSelf mismatch n n 1 0.8691 
16-May-2018_15:44:46 Exp 7317 24 female R 1 1 5 moralOther moralOther match m n 0 0.8353 
16-May-2018_15:44:49 Exp 7317 24 female R 1 1 6 immoralOther moralOther mismatch n n 1 0.7808 
16-May-2018_15:44:51 Exp 7317 24 female R 1 1 7 immoralSelf moralSelf mismatch n m 0 0.5771 
16-May-2018_15:44:54 Exp 7317 24 female R 1 1 8 moralOther immoralSelf mismatch n n 1 1.0054 
16-May-2018_15:44:56 Exp 7317 24 female R 1 1 9 moralOther moralSelf mismatch n m 0 1.0662 
16-May-2018_15:44:59 Exp 7317 24 female R 1 1 10 immoralSelf moralOther mismatch n n 1 0.9962 
16-May-2018_15:45:01 Exp 7317 24 female R 1 1 11 moralSelf immoralOther mismatch n m 0 0.8928 
16-May-2018_15:45:04 Exp 7317 24 female R 1 1 12 immoralSelf immoralSelf match m n 0 1.0595 
16-May-2018_15:45:07 Exp 7317 24 female R 1 1 13 immoralOther moralOther mismatch n n 1 0.9015 
16-May-2018_15:45:09 Exp 7317 24 female R 1 1 14 moralSelf moralSelf match m m 1 0.5322 
16-May-2018_15:45:11 Exp 7317 24 female R 1 1 15 moralSelf moralSelf match m m 1 0.6876 
16-May-2018_15:45:14 Exp 7317 24 female R 1 1 16 moralOther moralOther match m n 0 0.8740 
16-May-2018_15:45:16 Exp 7317 24 female R 1 1 17 moralSelf immoralOther mismatch n m 0 0.7603 
16-May-2018_15:45:19 Exp 7317 24 female R 1 1 18 moralOther immoralSelf mismatch n n 1 0.8442 
16-May-2018_15:45:21 Exp 7317 24 female R 1 1 19 immoralSelf immoralSelf match m m 1 0.6819 
16-May-2018_15:45:23 Exp 7317 24 female R 1 1 20 moralSelf moralSelf match m m 1 0.7164 
16-May-2018_15:45:26 Exp 7317 24 female R 1 1 21 immoralSelf moralOther mismatch n n 1 0.7396 
16-May-2018_15:45:28 Exp 7317 24 female R 1 1 22 moralOther moralOther match m m 1 0.5711 
16-May-2018_15:45:30 Exp 7317 24 female R 1 1 23 immoralOther immoralOther match m m 1 0.6433 
16-May-2018_15:45:32 Exp 7317 24 female R 1 1 24 moralSelf moralOther mismatch n m 0 0.5727 
16-May-2018_15:45:35 Exp 7317 24 female R 1 2 1 immoralSelf immoralSelf match m NA -1 1.0841 
16-May-2018_15:45:37 Exp 7317 24 female R 1 2 2 immoralOther immoralSelf mismatch n n 1 0.8953 
16-May-2018_15:45:40 Exp 7317 24 female R 1 2 3 moralSelf moralSelf match m m 1 0.7180 
16-May-2018_15:45:42 Exp 7317 24 female R 1 2 4 immoralSelf immoralSelf match m m 1 0.7411 
16-May-2018_15:45:45 Exp 7317 24 female R 1 2 5 moralSelf moralSelf match m m 1 0.7007 
16-May-2018_15:45:47 Exp 7317 24 female R 1 2 6 immoralOther moralSelf mismatch n n 1 0.7394 
16-May-2018_15:45:49 Exp 7317 24 female R 1 2 7 immoralSelf immoralSelf match m n 0 0.8190 
16-May-2018_15:45:52 Exp 7317 24 female R 1 2 8 moralSelf immoralOther mismatch n n 1 0.9081 
16-May-2018_15:45:54 Exp 7317 24 female R 1 2 9 moralOther immoralOther mismatch n n 1 0.8230 
16-May-2018_15:45:57 Exp 7317 24 female R 1 2 10 immoralSelf moralOther mismatch n n 1 1.0683 
16-May-2018_15:45:59 Exp 7317 24 female R 1 2 11 moralOther moralOther match m n 0 0.5305 
16-May-2018_15:46:02 Exp 7317 24 female R 1 2 12 moralOther moralOther match m m 1 0.6539 
16-May-2018_15:46:04 Exp 7317 24 female R 1 2 13 moralOther immoralOther mismatch n n 1 0.6676 
16-May-2018_15:46:06 Exp 7317 24 female R 1 2 14 immoralSelf immoralOther mismatch n m 0 0.5539 
16-May-2018_15:46:08 Exp 7317 24 female R 1 2 15 moralSelf moralSelf match m m 1 0.8057 
16-May-2018_15:46:11 Exp 7317 24 female R 1 2 16 moralSelf immoralOther mismatch n n 1 0.8025 
16-May-2018_15:46:13 Exp 7317 24 female R 1 2 17 immoralOther immoralOther match m m 1 0.5434 
16-May-2018_15:46:16 Exp 7317 24 female R 1 2 18 immoralSelf moralOther mismatch n n 1 0.9429 
16-May-2018_15:46:18 Exp 7317 24 female R 1 2 19 moralOther moralOther match m m 1 0.6706 
16-May-2018_15:46:20 Exp 7317 24 female R 1 2 20 moralOther immoralOther mismatch n n 1 0.6768 
16-May-2018_15:46:23 Exp 7317 24 female R 1 2 21 immoralOther moralOther mismatch n n 1 0.8270 
16-May-2018_15:46:25 Exp 7317 24 female R 1 2 22 immoralOther immoralOther match m m 1 0.7362 
16-May-2018_15:46:28 Exp 7317 24 female R 1 2 23 immoralOther immoralOther match m m 1 0.8597 
16-May-2018_15:46:30 Exp 7317 24 female R 1 2 24 moralSelf moralOther mismatch n m 0 1.0377 
16-May-2018_15:46:33 Exp 7317 24 female R 1 3 1 moralSelf moralSelf match m NA -1 1.0841 
16-May-2018_15:46:35 Exp 7317 24 female R 1 3 2 immoralSelf immoralSelf match m n 0 0.8097 
16-May-2018_15:46:38 Exp 7317 24 female R 1 3 3 immoralOther immoralOther match m m 1 0.6587 
16-May-2018_15:46:40 Exp 7317 24 female R 1 3 4 immoralSelf moralSelf mismatch n NA -1 1.0841 
16-May-2018_15:46:43 Exp 7317 24 female R 1 3 5 moralSelf moralSelf match m m 1 0.7111 
16-May-2018_15:46:45 Exp 7317 24 female R 1 3 6 moralOther immoralSelf mismatch n n 1 0.8581 
16-May-2018_15:46:48 Exp 7317 24 female R 1 3 7 moralOther immoralOther mismatch n n 1 0.7241 
16-May-2018_15:46:50 Exp 7317 24 female R 1 3 8 immoralOther moralOther mismatch n n 1 0.8673 
16-May-2018_15:46:52 Exp 7317 24 female R 1 3 9 moralOther moralOther match m n 0 0.5972 
16-May-2018_15:46:55 Exp 7317 24 female R 1 3 10 immoralSelf moralOther mismatch n n 1 0.7860 
16-May-2018_15:46:57 Exp 7317 24 female R 1 3 11 immoralOther immoralOther match m m 1 0.8585 
16-May-2018_15:47:00 Exp 7317 24 female R 1 3 12 moralSelf immoralOther mismatch n n 1 0.8287 
16-May-2018_15:47:02 Exp 7317 24 female R 1 3 13 immoralOther immoralOther match m n 0 0.8099 
16-May-2018_15:47:05 Exp 7317 24 female R 1 3 14 moralOther moralSelf mismatch n m 0 0.9789 
16-May-2018_15:47:07 Exp 7317 24 female R 1 3 15 immoralSelf immoralSelf match m m 1 0.9433 
16-May-2018_15:47:10 Exp 7317 24 female R 1 3 16 moralSelf moralOther mismatch n m 0 0.6549 
16-May-2018_15:47:12 Exp 7317 24 female R 1 3 17 immoralSelf immoralSelf match m m 1 0.9087 
16-May-2018_15:47:15 Exp 7317 24 female R 1 3 18 moralOther moralOther match m NA -1 1.0841 
16-May-2018_15:47:17 Exp 7317 24 female R 1 3 19 immoralOther moralOther mismatch n n 1 0.8660 
16-May-2018_15:47:20 Exp 7317 24 female R 1 3 20 moralSelf moralSelf match m m 1 0.9720 
16-May-2018_15:47:23 Exp 7317 24 female R 1 3 21 immoralSelf moralOther mismatch n m 0 0.9321 
16-May-2018_15:47:25 Exp 7317 24 female R 1 3 22 moralOther moralOther match m m 1 0.9674 
16-May-2018_15:47:28 Exp 7317 24 female R 1 3 23 immoralOther moralOther mismatch n n 1 0.7275 
16-May-2018_15:47:30 Exp 7317 24 female R 1 3 24 moralSelf immoralOther mismatch n n 1 0.8191 
