Date Prac Sub Age Sex Hand Block Bin Trial Shape Label Match CorrResp Resp ACC RT
07-Jun-2018_13:51:23 Exp 7344 20 female R 1 1 1 moralOther moralOther match n m 0 0.7635 
07-Jun-2018_13:51:25 Exp 7344 20 female R 1 1 2 immoralSelf immoralSelf match n n 1 0.7017 
07-Jun-2018_13:51:27 Exp 7344 20 female R 1 1 3 immoralSelf immoralOther mismatch m m 1 0.8997 
07-Jun-2018_13:51:29 Exp 7344 20 female R 1 1 4 moralSelf moralSelf match n n 1 0.4659 
07-Jun-2018_13:51:32 Exp 7344 20 female R 1 1 5 immoralSelf immoralSelf match n n 1 0.7600 
07-Jun-2018_13:51:34 Exp 7344 20 female R 1 1 6 immoralSelf immoralSelf match n n 1 0.4901 
07-Jun-2018_13:51:36 Exp 7344 20 female R 1 1 7 immoralOther immoralOther match n n 1 0.6423 
07-Jun-2018_13:51:39 Exp 7344 20 female R 1 1 8 moralOther immoralSelf mismatch m m 1 0.8285 
07-Jun-2018_13:51:41 Exp 7344 20 female R 1 1 9 moralOther moralOther match n n 1 0.7525 
07-Jun-2018_13:51:43 Exp 7344 20 female R 1 1 10 immoralOther immoralSelf mismatch m n 0 0.7407 
07-Jun-2018_13:51:46 Exp 7344 20 female R 1 1 11 immoralSelf moralSelf mismatch m n 0 0.6589 
07-Jun-2018_13:51:48 Exp 7344 20 female R 1 1 12 moralSelf immoralSelf mismatch m m 1 0.6569 
07-Jun-2018_13:51:51 Exp 7344 20 female R 1 1 13 immoralOther immoralOther match n NA -1 1.0850 
07-Jun-2018_13:51:53 Exp 7344 20 female R 1 1 14 moralOther moralSelf mismatch m m 1 0.8432 
07-Jun-2018_13:51:55 Exp 7344 20 female R 1 1 15 moralSelf moralOther mismatch m n 0 0.5894 
07-Jun-2018_13:51:58 Exp 7344 20 female R 1 1 16 immoralOther immoralOther match n m 0 0.9694 
07-Jun-2018_13:52:00 Exp 7344 20 female R 1 1 17 moralOther moralSelf mismatch m n 0 0.7936 
07-Jun-2018_13:52:03 Exp 7344 20 female R 1 1 18 moralSelf immoralOther mismatch m m 1 0.5899 
07-Jun-2018_13:52:05 Exp 7344 20 female R 1 1 19 immoralSelf immoralOther mismatch m m 1 0.7539 
07-Jun-2018_13:52:07 Exp 7344 20 female R 1 1 20 moralSelf moralSelf match n n 1 0.6061 
07-Jun-2018_13:52:10 Exp 7344 20 female R 1 1 21 immoralOther immoralSelf mismatch m m 1 0.8883 
07-Jun-2018_13:52:12 Exp 7344 20 female R 1 1 22 moralSelf moralSelf match n n 1 0.4804 
07-Jun-2018_13:52:15 Exp 7344 20 female R 1 1 23 moralOther moralOther match n n 1 0.9465 
07-Jun-2018_13:52:17 Exp 7344 20 female R 1 1 24 immoralOther immoralSelf mismatch m m 1 0.6726 
07-Jun-2018_13:52:19 Exp 7344 20 female R 1 2 1 immoralOther immoralOther match n m 0 0.5408 
07-Jun-2018_13:52:21 Exp 7344 20 female R 1 2 2 moralOther immoralOther mismatch m n 0 0.6989 
07-Jun-2018_13:52:23 Exp 7344 20 female R 1 2 3 moralSelf moralSelf match n n 1 0.4650 
07-Jun-2018_13:52:26 Exp 7344 20 female R 1 2 4 moralOther immoralSelf mismatch m m 1 0.7111 
07-Jun-2018_13:52:28 Exp 7344 20 female R 1 2 5 moralOther moralOther match n n 1 0.4992 
07-Jun-2018_13:52:30 Exp 7344 20 female R 1 2 6 immoralSelf immoralSelf match n n 1 0.8174 
07-Jun-2018_13:52:33 Exp 7344 20 female R 1 2 7 immoralOther immoralSelf mismatch m m 1 0.8396 
07-Jun-2018_13:52:35 Exp 7344 20 female R 1 2 8 immoralSelf immoralSelf match n n 1 0.8896 
07-Jun-2018_13:52:38 Exp 7344 20 female R 1 2 9 immoralSelf moralOther mismatch m m 1 0.6818 
07-Jun-2018_13:52:40 Exp 7344 20 female R 1 2 10 moralSelf moralSelf match n n 1 0.5400 
07-Jun-2018_13:52:42 Exp 7344 20 female R 1 2 11 immoralSelf moralOther mismatch m m 1 0.8100 
07-Jun-2018_13:52:45 Exp 7344 20 female R 1 2 12 immoralOther immoralOther match n m 0 0.8582 
07-Jun-2018_13:52:47 Exp 7344 20 female R 1 2 13 moralSelf immoralSelf mismatch m m 1 0.8245 
07-Jun-2018_13:52:49 Exp 7344 20 female R 1 2 14 immoralSelf immoralSelf match n m 0 0.6946 
07-Jun-2018_13:52:52 Exp 7344 20 female R 1 2 15 moralOther immoralSelf mismatch m m 1 0.8547 
07-Jun-2018_13:52:54 Exp 7344 20 female R 1 2 16 moralSelf immoralSelf mismatch m m 1 0.7588 
07-Jun-2018_13:52:57 Exp 7344 20 female R 1 2 17 immoralOther moralOther mismatch m m 1 1.0009 
