Date Prac Sub Age Sex Hand Block Bin Trial Shape Label Match CorrResp Resp ACC RT
26-May-2018_15:01:20 Exp 7328 20 male R 1 1 1 immoralOther moralOther mismatch m n 0 0.7852 
26-May-2018_15:01:22 Exp 7328 20 male R 1 1 2 immoralSelf immoralSelf match n n 1 0.8294 
26-May-2018_15:01:24 Exp 7328 20 male R 1 1 3 moralOther moralOther match n n 1 0.7506 
26-May-2018_15:01:26 Exp 7328 20 male R 1 1 4 immoralSelf immoralOther mismatch m m 1 0.7662 
26-May-2018_15:01:28 Exp 7328 20 male R 1 1 5 moralSelf moralSelf match n n 1 0.5701 
26-May-2018_15:01:30 Exp 7328 20 male R 1 1 6 moralSelf moralSelf match n n 1 0.7099 
26-May-2018_15:01:32 Exp 7328 20 male R 1 1 7 immoralSelf immoralSelf match n n 1 0.6605 
26-May-2018_15:01:34 Exp 7328 20 male R 1 1 8 moralSelf immoralSelf mismatch m m 1 0.6422 
26-May-2018_15:01:37 Exp 7328 20 male R 1 1 9 immoralSelf moralSelf mismatch m m 1 0.9195 
26-May-2018_15:01:39 Exp 7328 20 male R 1 1 10 moralOther immoralSelf mismatch m m 1 0.9785 
26-May-2018_15:01:42 Exp 7328 20 male R 1 1 11 moralSelf immoralSelf mismatch m m 1 1.0744 
26-May-2018_15:01:44 Exp 7328 20 male R 1 1 12 moralOther moralOther match n n 1 0.5085 
26-May-2018_15:01:46 Exp 7328 20 male R 1 1 13 moralOther moralOther match n n 1 0.7552 
26-May-2018_15:01:48 Exp 7328 20 male R 1 1 14 immoralOther immoralOther match n m 0 0.6108 
26-May-2018_15:01:50 Exp 7328 20 male R 1 1 15 immoralOther moralSelf mismatch m m 1 0.8316 
26-May-2018_15:01:52 Exp 7328 20 male R 1 1 16 moralOther immoralSelf mismatch m m 1 0.8406 
26-May-2018_15:01:54 Exp 7328 20 male R 1 1 17 immoralOther immoralOther match n n 1 0.7658 
26-May-2018_15:01:57 Exp 7328 20 male R 1 1 18 moralSelf moralSelf match n n 1 0.6337 
26-May-2018_15:01:59 Exp 7328 20 male R 1 1 19 immoralSelf immoralSelf match n n 1 0.8469 
26-May-2018_15:02:01 Exp 7328 20 male R 1 1 20 moralSelf moralOther mismatch m n 0 0.5685 
26-May-2018_15:02:03 Exp 7328 20 male R 1 1 21 immoralOther immoralOther match n n 1 1.0603 
26-May-2018_15:02:06 Exp 7328 20 male R 1 1 22 immoralOther moralSelf mismatch m m 1 1.0021 
26-May-2018_15:02:08 Exp 7328 20 male R 1 1 23 immoralSelf moralSelf mismatch m m 1 0.7866 
26-May-2018_15:02:10 Exp 7328 20 male R 1 1 24 moralOther moralSelf mismatch m n 0 0.7829 
26-May-2018_15:02:12 Exp 7328 20 male R 1 2 1 moralSelf moralOther mismatch m n 0 0.5430 
26-May-2018_15:02:14 Exp 7328 20 male R 1 2 2 moralSelf immoralOther mismatch m m 1 0.6664 
26-May-2018_15:02:17 Exp 7328 20 male R 1 2 3 moralOther moralOther match n NA -1 1.1081 
26-May-2018_15:02:19 Exp 7328 20 male R 1 2 4 immoralOther moralSelf mismatch m n 0 1.0628 
26-May-2018_15:02:21 Exp 7328 20 male R 1 2 5 moralSelf moralSelf match n n 1 0.5966 
