age,ALEX1,ALEX2,ALEX3,ALEX4,ALEX5,ALEX6,ALEX7,ALEX8,ALEX9,ALEX10,ALEX11,ALEX12,ALEX13,ALEX14,ALEX15,ALEX16,anxiety,artgluctot,attachhome,attachphone,AvgHumidity,avoidance,cigs,DIDF,eatdrink,ECR1,ECR2,ECR3,ECR4,ECR5,ECR6,ECR7,ECR8,ECR9,ECR10,ECR11,ECR12,ECR13,ECR14,ECR15,ECR16,ECR17,ECR18,ECR19,ECR20,ECR21,ECR22,ECR23,ECR24,ECR25,ECR26,ECR27,ECR28,ECR29,ECR30,ECR31,ECR32,ECR33,ECR34,ECR35,ECR36,endtime,EOT,exercise,gluctot,health,HOME1,HOME2,HOME3,HOME4,HOME5,HOME6,HOME7,HOME8,HOME9,KAMF1,KAMF2,KAMF3,KAMF4,KAMF5,KAMF6,KAMF7,networksize,nostalgia,onlineid,onlineid1,onlineid2,onlineid3,onlineid4,onlineid5,onlineid6,onlineid7,onlineid8,onlineid9,onlineid10,onlineide11,phone1,phone2,phone3,phone4,phone5,phone6,phone7,phone8,phone9,romantic,scontrol1,scontrol2,scontrol3,scontrol4,scontrol5,scontrol6,scontrol7,scontrol8,scontrol9,scontrol10,scontrol11,scontrol12,scontrol13,selfcontrol,sex,smoke,SNI1,SNI2,SNI3,SNI4,SNI5,SNI6,SNI7,SNI8,SNI9,SNI10,SNI11,SNI12,SNI13,SNI14,SNI15,SNI16,SNI17,SNI18,SNI19,SNI20,SNI21,SNI22,SNI23,SNI24,SNI25,SNI26,SNI27,SNI28,SNI29,SNI30,SNI31,SNI32,SNS1,SNS2,SNS3,SNS4,SNS5,SNS6,SNS7,socialdiversity,socialembedded,STRAQ_1,STRAQ_2,STRAQ_3,STRAQ_4,STRAQ_6,STRAQ_7,STRAQ_8,STRAQ_9,STRAQ_10,STRAQ_11,STRAQ_12,STRAQ_19,STRAQ_20,STRAQ_21,STRAQ_22,STRAQ_23,STRAQ_24,STRAQ_25,STRAQ_26,STRAQ_27,STRAQ_28,STRAQ_29,STRAQ_30,STRAQ_31,STRAQ_32,STRAQ_33,STRAQ_5,STRAQ_13,STRAQ_14,STRAQ_15,STRAQ_16,STRAQ_17,STRAQ_18,STRAQ_34,STRAQ_35,STRAQ_36,STRAQ_37,STRAQ_38,STRAQ_39,STRAQ_40,STRAQ_41,STRAQ_42,STRAQ_43,STRAQ_44,STRAQ_45,STRAQ_46,STRAQ_47,STRAQ_48,STRAQ_49,STRAQ_50,STRAQ_51,STRAQ_52,STRAQ_53,STRAQ_54,STRAQ_55,STRAQ_56,STRAQ_57,stress,stress1,stress2,stress3,stress4,stress5,stress6,stress7,stress8,stress9,stress10,stress11,stress12,stress13,stress14,Temperature_t1,Temperature_t2,thermotype,avgtemp,filter_$,mintemp,language,langfamily,Zanxiety,Zavoidance,Site
1994,4,2,5,2,5,4,4,2,2,3,4,2,4,3,1,1,4.11111111111111,2,5,2.77777777777778,69,2,7,3.36363636363636,1,7,5,4,6,1,7,4,5,2,2,6,5,2,5,2,6,4,1,2,2,2,1,2,2,2,2,2,1,1,3,2,2,2,4,1,3,11:08:15,2.2,2,1,4,5,5,5,5,5,5,5,5,5,4,4,6,3,4,1,5,12,6.5,2.18181818181818,2,4,3,1,3,1,1,1,4,1,3,4,4,3,4,3,1,3,1,2,1,2,4,4,4,4,1,2,3,2,4,3,4,3,3.07692307692308,2,1,2,1, ,4,2,4,1,4,3,3,2,1, ,2,8,1, , ,1,2,2,1, , , , , , , , , , ,5,7,7,7,7,6,6,8,2,2,3,2,4,4,2,3,5,5,4,1,4,5,2,2,4,5,5,5,5,5,5,5,1,2,1,3,1,5,5,3,5,4,3,3,1,5,1,1,4,3,4,3,5,2,5,1,5,5,5,1,5,5,4,3,2,5,3,3,3,4,3,3,2,3,3,3,4,2,4,3,3,36.4,36.7,2,36.55,1,6,3,2,.326559741944081,-.8037012623687,METU
1993,2,2,2,2,3,4,3,2,2,2,3,4,2,4,2,2,3.05555555555556,0,4.88888888888889,3.22222222222222,71,2.66666666666667, ,2.45454545454545,1,6,2,2,4,6,2,2,5,4,2,5,2,2,2,2,3,2,2,2,2,4,3,6,4,2,3,2,2,3,2,2,2,2,2,2,3,11:08:09,2.8,2,0,4,5,5,5,5,5,5,4,5,5,4,7,6,2,2,3,4,12,6,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,2,2,4,1,4,2,4,2,3,3,4,1,2,4,2,3,2,2.76923076923077,1,2,2,1, ,4,4,4,1,3,1,6,4,1, ,2,4,1, , ,1,1, ,1, , , , , , , , , , ,6,6,6,6,6,6,6,7,1,3,3,4,4,3,3,3,3,3,4,2,3,4,4,4,3,4,4,4,4,4,4,4,2,2,3,4,2,3,4,3,3,2,2,4,4,3,2,3,4,3,4,3,4,2,4,3,4,4,3,2,3,4,2,3,4,2,2.46153846153846,2,3,3,2,3,2,2,2,2,2,4,4,3,2,35.5,37,2,36.25,1,8,3,2,-.695065519706843,-.141319639445629,METU
1993,2,2,2,2,2,2,3,2,4,2,2,2,3,2,1,2,3.66666666666667, ,3.66666666666667,3.33333333333333,70,3.05555555555556, ,2.27272727272727,1,5,5,3,3,6,5,2,5,5,2,5,2,6,2,1,6,1,2,3,2,5,2,2,2,5,3,2,3,3,5,2,5,2,5,2,2,11:08:08,2,2, ,4,5,4,4,4,5,3,2,4,2,4,5,6,3,4,5,5,13,5.33333333333333,2.81818181818182,4,4,4,4,4,1,1,1,2,3,3,4,4,4,4,2,2,4,2,4,2,5,3,4,3,2,2,1,3,2,4,3,3,2,2.84615384615385,2,2,4,1, ,4,4,5, ,6,1,6,6,1, ,2,8,1, , ,1,1, ,1, , , , , , , , , , ,6,6,6,5,6,3,3,6,3,1,1,2,4,4,4,3,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,2,3,2,4,2,4,4,2,4,4,2,5,3,2,3,2,2,2,4,2,2,2,3,4,4,3,4,1,4,4,4,2,4,1,3.23076923076923,3,3,4,3,3,3,3,3,4,3,3,4,3,4,36.8,36.6,2,36.7,1,3,3,2,-.103598262961571,.245069640592829,METU
1994,2,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,4.44444444444444,0,3.77777777777778,3.88888888888889,71,2.55555555555556, ,2.09090909090909,1,6,3,6,6,7,5,6,5,5,2,5,3,2,5,2,7,3,2,1,1,3,2,4,2,2,2,2,1,5,2,6,2,3,4,2,2,11:05:02,2,2,4,4,4,4,4,4,4,4,2,4,4,5,6,2,1,5,4,2,15,3.33333333333333,3.54545454545455,5,4,5,4,4,2,2,4,2,2,5,4,4,4,4,5,2,4,3,5,1,5,1,4,2,1,3,1,1,2,2,2,2,2,2.15384615384615,2,2,2,1, ,4,4,4,1,4,3,5,5,1, ,2,7,1, , ,1,1, ,1, , , , , , , , , , ,3,3,3,5,3,3,2,7,3,5,1,5,5,1,5,5,1,5,5,5,2,5,5,4,2,3,3,5,4,2,4,4,2,2,2,1,5,5,2,4,5,5,2,2,3,2,4,2,2,2,4,3,2,2,4,4,2,1,4,4,2,1,4,2,1,2,2.38461538461538,2,3,2,2,2,2,2,3,2,3,2,3,4,2,36.6,36.5,2,36.55,1,7,3,2,.649178245623321,-.251716576599474,METU
1996,4,4,3,4,3,4,2,4,3,4,4,2,2,2,3,1,4.05555555555556,0,3.22222222222222,4.66666666666667,64,4.61111111111111,5,3.54545454545455,1,5,3,4,5,4,3,5,5,5,4,5,2,5,4,2,5,5,2,4,5,5,5,6,5,5,5,6,3,3,5,4,5,5,5,2,5,11:04:47,2,2,3,4,4,4,4,3,3,4,3,2,2,4,3,5,2,3,4,3,13,6.16666666666667,4.18181818181818,5,4,5,5,4,4,2,5,3,4,5,5,5,5,5,4,5,5,3,5,2,3,3,5,2,2,4,1,3,3,1,3,4,3,2.84615384615385,2,1,3,1, ,4,2,5, ,4,1,8,8,1, ,2,8,1, , ,1,1, ,1, , , , , , , , , , ,6,6,6,7,7,5,4,6,2,2,2,4,5,3,3,4,3,5,5,2,4,4,4,3,4,4,4,5,3,3,4,2,1,4,2,2,5,5,4,4,3,4,2,4,4,2,2,2,2,2,4,2,4,3,3,4,4,4,4,3,4,4,3,4,1,4,3.07692307692308,3,3,3,3,3,2,3,2,3,4,4,4,4,3,36.7,36.4,2,36.55,1,6,3,2,.272789991330875,1.79062676074666,METU
1989,5,3,1,2,2,2,2,2,2,1,5,2,4,2,1,2,4.05555555555556,0,4.66666666666667,3.33333333333333,74,3.61111111111111,15,2.45454545454545,1,7,4,4,5,3,6,4,6,4,3,4,4,2,4,2,5,4,2,7,5,6,3,5,3,4,2,4,3,4,3,3,5,2,2,2,2,11:03:33,2.2,2,0,4,5,4,4,5,5,4,5,5,5,4,4,5,2,4,2,2,17,5.33333333333333,3.72727272727273,4,4,4,4,4,4,4,3,4,2,4,3,4,2,4,3,2,4,3,5,1,2,4,4,3,2,1,3,4,4,3,3,2,4,3,2,1,2,1, ,4,4,4,4,5,3,8,4,1, ,2,8,1, , ,1,1, ,1, , , , , , , , , , ,6,4,6,5,7,4,5,7,2,4,2,5,4,1,2,4,1,5,5,4,4,4,4,4,3,2,2,5,5,3,4,4,1,1,1,1,4,5,1,5,1,4,1,4,3,5,4,1,2,2,4,3,1,4,4,4,3,4,4,3,2,2,4,3,2,2,2.92307692307692,3,4,4,3,2,2,3,3,3,2,4,3,2,3,36.3,36.7,2,36.5,1,12,3,2,.272789991330875,.797054326362055,METU
1991,2,1,1,1,2,2,4,1,2,2,1,2,2,2,2,2,1.72222222222222,0,3.33333333333333,2.22222222222222,64,1.66666666666667,15,1.72727272727273,1,5,1,2,1,2,1,1,1,1,1,1,2,2,5,1,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,5,11:02:26,2,2,3,4,4,3,4,5,3,3,1,3,4,5,7,5,2,6,5,5,35,4.83333333333333,2.54545454545455,4,4,3,4,4,1,1,1,2,1,3,2,2,2,2,4,1,2,1,4,1,3,3,1,2,2,2,2,3,5,4,2,4,2,2.69230769230769,2,1,2,1, ,4,4,4,1,8,5,8,8,1, ,2,8,1, , ,1,2,8,2,siyasi parti, , , , ,7, , , , ,6,5,6,4,4,4,3,8,4,4,2,5,4,1,3,5,2,5,2,5,4,5,4,5,5,4,4,5,3,2,4,3,1,2,2,1,4,2,2,4,1,5,1,1,3,2,4,2,3,2,5,2,2,2,3,4,5,5,5,4,5,4,5,2,5,5,2.53846153846154,3,4,3,2,2,1,2,2,3,3,3,3,3,2,36.5,36.4,2,36.45,1,2,3,2,-1.9855395344238,-1.13489207383024,METU
1993,2,2,1,2,2,2,2,3,2,2,2,1,2,2,2,2,3.5,0,2.22222222222222,3.33333333333333,78,1.72222222222222, ,2,1,5,5,3,5,6,4,2,3,2,2,3,3,3,3,2,5,5,2,2,1,3,1,2,1,2,1,2,3,2,1,1,2,1,2,2,2,11:00:45,1.8,2,6,4,2,2,4,4,2,2,1,1,2,4,2,2,1,2,3,3,14,5.16666666666667,3.72727272727273,5,4,5,5,5,2,2,2,4,2,5,4,3,2,4,3,4,4,2,4,1,2,4,2,5,5,3,4,3,4,4,4,5,4,3.76923076923077,1,2,2,1, ,4,2,4,1,2,2,4,2,1, ,2,4,3,1,4,1,1, ,1, , , , , , , , , , ,3,6,6,6,6,4,4,8,1,2,2,4,4,2,4,4,2,4,4,5,3,4,4,4,4,3,4,5,2,3,5,2,2,2,1,3,4,4,3,4,4,4,3,2,3,4,2,1,4,4,4,4,4,2,4,4,5,5,4,3,2,4,3,4,2,2,2.23076923076923,2,3,3,2,2,1,3,2,2,2,3,5,2,2,35.5,36,2,35.75,1,8,3,2,-.264907514801191,-1.07969360525331,METU
1993,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3.44444444444444,0,4.33333333333333,2.88888888888889,72,1.94444444444444, ,1.90909090909091,1,4,2,4,3,7,5,4,5,3,2,5,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,11:00:32,2,2,8,4,5,5,5,5,5,3,3,4,4,4,6,6,1,5,5,5,25,5.16666666666667,2.27272727272727,2,2,2,2,3,2,2,2,4,2,2,3,4,2,4,4,3,2,2,2,1,4,4,5,2,3,2,2,2,4,5,2,4,4,3.30769230769231,2,2,2,1, ,4,4,4,2,8,3,4,4,1, ,2,5,1, , ,1,2,3,2,psikoloji topluluğu,PÖMYAP,TÇYÖV, , ,2,3,2, , ,5,5,5,6,6,4,5,8,2,2,2,3,4,2,2,3,3,5,5,2,4,4,3,4,4,3,4,5,4,4,5,4,1,1,1,2,4,4,4,4,2,3,2,4,2,2,2,2,4,3,4,2,4,2,4,3,4,3,4,2,4,3,2,2,2,3,2.38461538461538,2,3,3,2,2,3,2,2,2,2,3,4,3,2,35.7,36.4,2,36.05,1,8,3,2,-.318677265414397,-.858899730945623,METU
1994,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2.88888888888889,0,4.66666666666667,2.55555555555556,60,1.38888888888889,5,1.09090909090909,1,2,2,1,1,7,2,1,6,2,2,6,1,1,2,6,2,7,1,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,11:00:08,1.4,2,0,4,5,4,5,5,5,5,4,4,5,4,6,7,4,5,7,1,16,6.83333333333333,3.27272727272727,5,3,5,4,4,1,1,2,3,4,4,2,1,2,3,5,2,4,3,1,1,4,2,5,5,1,2,2,2,1,5,2,5,2,2.92307692307692,2,1,2,1, ,4,4,4,4,4,1,5,5,1, ,2,4,1, , ,1,1, ,1, , , , , , , , , , ,7,7,7,7,7,6,6,7,2,2,2,3,4,4,5,5,4,4,4,1,3,5,5,5,5,5,5,5,5,4,5,5,2,2,1,5,1,3,4,4,5,3,3,4,4,4,4,1,4,3,4,3,4,1,4,3,4,4,5,1,4,5,4,4,5,5,3.38461538461538,4,5,4,3,2,1,2,5,3,2,5,5,3,5,34.6,36.4,2,35.5,1,9,3,2,-.856374771546463,-1.41088441671485,METU
1996,2,2,1,2,3,2,3,2,3,2,2,3,3,4,3,2,2.16666666666667,0,4.44444444444444,2.77777777777778,72,2.16666666666667,5,2.18181818181818,1,2,1,1,2,4,2,2,2,2,1,3,2,2,2,2,5,3,1,1,2,2,2,2,2,3,2,2,2,3,2,2,3,2,2,3,2,10:58:39,3,2,22,4,5,5,5,5,5,5,4,3,3,3,3,3,1,2,4,4,19,5,3.63636363636364,4,4,4,4,4,4,3,3,2,4,4,3,3,4,4,2,2,2,1,4,1,3,3,3,2,5,4,2,2,4,3,2,4,3,3.07692307692308,1,1,2,1, ,4,4,5, ,8,5,8,8,1, ,2,8,1, , ,1,1, ,1, , , , , , , , , , ,6,5,5,5,5,4,4,6,3,2,2,3,5,3,2,2,2,4,4,1,4,4,3,4,3,4,4,4,4,3,4,4,2,2,1,4,2,3,2,3,4,4,1,4,4,4,3,2,4,3,4,4,4,2,4,2,4,3,4,3,3,4,3,3,3,4,2.07692307692308,1,2,2,3,3,2,2,2,2,2,3,3,2,1,36.2,36.2,2,36.2,1,8,3,2,-1.55538152951815,-.638105856637932,METU
1993,5,5,3,4,5,2,4,5,2,2,5,4,5,2,2,5,3.16666666666667,0,5,3.77777777777778,70,3.5,20,3.81818181818182,1,7,2,2,4,2,2,2,5,2,2,2,4,4,3,2,7,3,2,6,4,2,4,4,6,5,1,2,5,6,5,4,3,2,1,2,1,10:58:17,3.6,2,6,4,5,5,5,5,5,5,5,5,5,4,6,6,2,2,6,6,46,6.83333333333333,2.72727272727273,2,4,2,2,4,2,4,4,2,2,2,4,4,4,4,4,3,4,3,4,1,1,1,1,1,3,1,2,1,1,3,1,1,3,1.53846153846154,1,1,2,1, ,4,2,5, ,5,5,5,5,2,8,2,3,3,1,1,1,2,8,2,ngo,ip, , , ,8,12, , , ,6,7,7,7,7,7,7,9,4,4,4,5,5,4,4,4,4,5,5,2,4,4,2,4,1,5,5,5,5,3,5,5,1,1,1,2,2,4,4,4,3,3,2,1,1,1,1,4,3,4,4,4,4,2,4,2,5,5,5,4,3,5,3,3,3,3,3.30769230769231,3,4,4,3,3,3,3,4,3,4,4,3,2,3,35.3,36,2,35.65,1,3,3,2,-.58752601848043,.68665738920821,METU
1989,2,3,4,3,4,2,4,2,2,2,2,2,1,2,2,2,3.44444444444444, ,3.55555555555556,3.11111111111111,58,1.88888888888889, ,2.72727272727273,1,6,2,2,3,2,7,3,5,3,2,6,2,2,6,2,6,2,1,2,2,2,2,2,1,1,2,2,3,2,1,2,2,2,2,2,2,10:58:09,1.8,2,59,4,4,2,4,4,2,4,4,4,4,5,6,1,1,3,2,2,21,5.33333333333333,2.90909090909091,4,4,4,4,4,1,1,2,2,2,4,2,3,4,4,5,3,2,1,4,1,2,2,2,2,2,5,1,2,4,3,2,2,2,2.38461538461538,1,2,4,1, ,4,4,4,1,1, ,8,8,1, ,2,1,3,1,5,1,1, ,1, , , , , , , , , , ,4,6,6,6,5,5,5,7,2,3,3,4,4,2,2,2,2,4,2,1,4,4,4,3,4,4,4,5,2,4,4,2,2,4,1,2,4,3,3,2,2,4,2,2,4,2,2,3,2,4,4,2,3,2,4,2,4,4,4,1,4,2,2,3,2,2,2.92307692307692,3,3,2,3,2,3,3,3,4,5,2,2,3,2,36,36.1,2,36.05,1,7,3,2,-.318677265414397,-.914098199522545,METU
1994,4,4,4,4,4,4,4,4,4,5,4,2,3,2,3,2,4.83333333333333,0,3.11111111111111,3.77777777777778,60,2.33333333333333,20,4.09090909090909,1,6,5,5,4,4,7,6,5,5,6,6,6,6,5,1,5,4,1,4,2,3,2,2,3,3,2,2,1,1,1,2,6,1,2,2,3,10:58:04,2.4,2,8,4,5,3,4,4,5,1,1,2,3,3,3,5,5,5,4,3,29,6.33333333333333,3.36363636363636,4,4,4,4,4,3,2,2,2,4,4,4,3,4,4,4,3,4,4,4,2,2,3,1,2,4,1,2,1,2,5,2,3,3,2.38461538461538,1,1,4,1, ,4,4,5, ,8,5,3,3,1, ,2,8,1, , ,2,1, ,2,IEEE,Omim, , , ,12,9, , , ,7,6,7,6,6,6,6,6,2,3,2,4,5,4,5,3,5,5,4,1,5,5,3,2,4,5,5,5,5,5,5,5,3,3,2,4,4,5,3,4,5,5,4,5,5,4,2,4,5,2,3,5,5,3,4,4,5,5,4,3,2,5,3,2,5,5,2.92307692307692,4,3,3,2,3,3,3,4,3,3,3,4,1,3,35.6,36.6,2,36.1,1,9,3,2,1.02556649991577,-.472510450907164,METU
1988,3,4,1,3,4,1,4,3,3,3,2,2,2,2,4,1,2.16666666666667,0,4.77777777777778,3.77777777777778,66,1.22222222222222, ,2.81818181818182,1,3,1,1,5,6,2,2,3,2,2,2,1,1,1,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,10:57:55,2.2,2,0,4,5,5,4,5,5,5,5,5,4,4,6,6,2,4,4,2,26,5.83333333333333,3.27272727272727,5,4,5,5,5,1,1,1,2,2,5,4,4,4,4,4,2,4,4,4,1,4,4,4,5,4,3,2,3,3,4,5,5,3,3.76923076923077,2,2,1,1, ,4,4,4,4,6,3,6,4,1, ,1, ,3,1,8,1,1, ,1, , , , , , , , , , ,6,6,6,6,6,5,5,7,1,2,2,2,5,2,2,2,4,5,4,1,2,4,2,4,4,4,4,4,4,3,4,4,1,2,1,4,2,4,4,3,5,2,1,4,4,4,1,1,4,2,4,4,4,3,3,4,4,4,2,2,4,4,3,3,4,4,2.53846153846154,2,4,3,2,3,3,2,3,2,2,3,4,2,2,36.5,36.3,2,36.4,1,4,3,2,-1.55538152951815,-1.57647982244562,METU
1996,2,5,4,2,4,4,4,5,5,3,2,1,1,3,2,1,5,0,4.44444444444444,3.55555555555556,64,2.55555555555556,2,3.63636363636364,1,6,7,6,6,6,7,6,5,7,5,7,1,1,2,3,7,5,3,5,2,5,2,2,2,2,3,1,2,2,2,2,2,5,3,1,3,10:57:45,1.6,2,0,4,5,4,5,4,4,4,4,5,5,5,8,5,3,5,3,3,7,5,2.45454545454545,3,4,4,4,3,1,1,1,1,3,2,4,5,2,4,4,3,4,2,4,1,4,2,2,1,4,1,5,1,1,4,2,5,5,2.84615384615385,2,1,1,1, ,4,2,4,1,3,1,2,1,1, ,2,4,1, , ,1,1, ,1, , , , , , , , , , ,3,6,6,6,5,4,4,7,1,4,1,5,4,4,4,5,3,5,5,2,2,3,3,4,3,2,2,5,4,3,5,5,1,1,1,1,5,5,3,5,4,1,1,5,5,4,3,1,3,5,4,4,4,2,2,2,5,2,2,2,5,4,2,2,1,5,2.92307692307692,3,3,4,2,3,2,3,1,3,2,4,4,4,4,36,36.4,2,36.2,1,6,3,2,1.18687575175539,-.251716576599474,METU
1995,1,2,1,2,2,1,2,2,2,1,3,1,2,2,2,4,3.44444444444444,0,1.88888888888889,3.22222222222222,60,2.16666666666667,5,1.72727272727273,1,5,2,3,3,6,3,5,2,6,1,5,1,5,1,2,7,1,4,2,2,6,2,1,2,1,2,1,2,2,1,2,1,3,3,3,3,10:56:55,2.2,2,7,4,2,2,2,4,2,1,2,1,1,4,4,3,2,4,4,2,24,4.66666666666667,3,4,4,4,4,4,2,2,1,2,2,4,4,4,4,2,3,1,2,4,5,1,5,3,4,4,4,5,3,4,5,3,4,2,5,3.92307692307692,1,1,2,1, ,4,4,4,1,5,3,8,6,1, ,2,6,3,1,2,1,1, ,2,Sosyal Demokrasi Topluluğu,THBT, , , ,2,3, , , ,4,5,4,5,5,5,4,8,3,5,2,5,4,1,4,5,1,5,4,5,2,4,3,5,4,4,5,5,3,2,4,3,1,4,2,1,5,5,1,4,3,4,1,4,5,4,4,2,5,2,4,5,1,4,4,4,1,1,4,1,4,5,3,1,1,1,2.38461538461538,1,3,1,4,2,2,2,2,2,2,4,2,4,2,36.2,36.3,2,36.25,1,9,3,2,-.318677265414397,-.638105856637932,METU
1996,2,2,2,2,2,2,3,3,2,2,2,2,3,3,2,1,3.33333333333333, ,4.66666666666667,2.88888888888889,64,2.05555555555556,6,2.18181818181818,1,3,3,2,6,3,5,5,2,2,2,4,2,2,3,4,5,5,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,2,2,10:54:58,2.2,2,0,4,5,5,5,5,5,4,4,4,5,5,6,4,2,1,2,4,14,5,3.18181818181818,4,4,3,3,4,3,3,2,2,3,4,3,3,4,3,3,2,3,2,3,1,4,3,4,3,2,2,1,3,3,4,3,4,3,3,1,1,2,1, ,4,4,4,1,5,2,8,4,2,1,2,3,1, , ,1,1, ,1, , , , , , , , , , ,5,5,5,5,5,5,5,8,1,2,2,4,4,3,2,2,2,3,4,1,3,4,4,3,4,3,3,4,4,4,4,4,4,4,2,3,3,4,2,4,2,3,2,2,2,4,4,3,3,3,4,3,4,2,4,3,4,4,4,2,4,4,3,4,2,2,3,3,3,3,3,3,2,3,4,3,3,4,4,3,2,36.4,36.2,2,36.3,1,6,3,2,-.42621676664081,-.748502793791778,METU
1994,3,3,2,3,3,2,4,3,2,3,2,3,2,2,5,1,5.66666666666667,0,4.66666666666667,3.44444444444444,69,4.88888888888889,20,2.72727272727273,1,6,7,6,6,7,7,6,7,7,4,7,7,2,1,7,7,6,2,6,4,6,6,6,6,6,6,5,2,4,3,3,7,6,6,3,3,10:53:58,2.6,2,3,4,4,5,4,4,5,5,5,5,5,3,2,2,1,2,1,1,12,4.5,3.54545454545455,3,5,3,4,4,4,4,4,1,3,4,3,4,3,4,3,3,5,1,5,1,3,5,2,2,3,3,4,5,5,5,3,4,4,3.69230769230769,2,1,2,1, ,4,4,4,1,2,2,3,3,1, ,2,8,1, , ,1,1, ,1, , , , , , , , , , ,7,4,3,3,5,5,5,7,2,1,4,1,4,5,2,3,5,1,2,1,2,2,2,2,3,3,4,3,5,3,2,4,3,1,2,5,1,2,5,1,5,5,3,5,4,5,1,2,5,4,2,5,2,1,1,3,2,1,5,2,5,4,4,3,2,2,2.23076923076923,3,3,3,2,2,2,2,2,2,2,3,4,1,2,35.8,36.7,2,36.25,1,6,3,2,1.83211275911387,2.06661910363127,METU
1994,2,4,1,3,1,4,4,4,4,2,1,2,2,1,4,2,4.05555555555556,0,4.44444444444444,3.55555555555556,62,2.22222222222222, ,2.72727272727273,1,5,4,5,6,7,5,6,5,6,2,6,3,2,2,1,5,1,2,2,2,2,2,6,2,2,2,3,2,1,2,2,2,2,2,2,2,10:52:28,2.2,2,11,4,5,5,4,5,5,4,3,4,5,3,4,5,3,1,3,3,39,6,3.54545454545455,4,2,4,4,5,2,4,2,3,4,5,4,4,4,4,5,2,4,1,4,2,5,3,2,4,3,4,4,2,2,5,2,5,2,3.30769230769231,1,2,2,1, ,4,4,5, ,5,5,8,8,1, ,2,8,1, , ,1,2,8,2,Genç Girişimciler Topluluğu,Unifeb ODTÜ, , , ,7,5, , , ,6,5,6,6,7,6,5,7,4,4,1,4,5,2,4,5,2,4,2,1,5,5,4,2,5,5,5,5,4,4,5,4,1,2,1,4,1,5,5,2,4,4,2,5,5,4,2,1,4,4,5,5,5,2,4,2,4,5,5,1,4,4,5,4,2,1,1.84615384615385,2,1,2,4,2,1,3,1,2,2,2,2,1,1,36,36.2,2,36.1,1,5,3,2,.272789991330875,-.58290738806101,METU
1994,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,4.5, ,5,3.11111111111111,70,3.05555555555556, ,2.18181818181818,1,6,5,3,5,7,5,6,5,5,5,5,4,2,2,2,6,6,2,3,2,6,4,2,4,5,4,4,1,1,2,1,3,5,5,1,2,10:51:30,2.2,2, ,4,5,5,5,5,5,5,5,5,5,5,6,6,3,6,3,4,14,6.83333333333333,3.90909090909091,5,5,5,5,5,2,2,3,4,3,4,4,3,3,2,4,3,4,2,3,1,4,3,5,3,4,2,2,2,3,4,4,4,4,3.38461538461538,2,2,2,1, ,4,4,4,2,5,3,3,3,1, ,2,5,1, , ,1,1, ,1, , , , , , , , , , ,6,7,7,7,7,7,7,7,2,2,2,4,4,4,4,3,3,4,4,1,4,4,4,4,4,5,5,5,5,4,5,5,2,2,2,2,3,4,4,3,2,4,2,4,4,4,2,3,3,4,4,4,5,3,4,4,4,5,5,2,5,5,4,4,2,3,2.53846153846154,2,4,3,2,2,2,2,3,2,2,4,3,3,2,36.8,36.9,2,36.85,1,3,3,2,.702947996236528,.245069640592829,METU
1983,2,2,2,2,2,3,3,2,2,2,2,2,1,2,2,2,3.22222222222222,0,5,2.77777777777778,0,2.38888888888889, ,2.18181818181818,1,6,5,1,5,5,3,3,2,3,2,3,2,1,2,5,5,4,1,6,2,2,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,10:45:40,1.8,2,0,4,5,5,5,5,5,5,5,5,5,5,4,5,1,4,1,1,27,5,3.27272727272727,5,3,5,4,5,1,1,1,4,2,5,3,3,2,3,3,2,3,3,3,1,3,4,3,3,3,3,2,2,4,4,3,4,3,3.15384615384615,2,2,1,1, ,2,2,4,4,7,7,3,3,1, ,2,8,3,1,8,1,1, ,1, , , , , , , , , , ,6,5,5,5,5,4,4,8,2,2,2,3,4,3,2,4,2,4,4,2,2,4,4,4,2,4,3,5,5,3,5,5,1,1,1,3,3,4,4,2,4,3,2,2,3,2,1,4,4,4,3,4,4,3,4,4,5,5,5,1,5,5,5,3,4,3,3,3,3,4,3,3,3,3,2,3,3,4,4,2,3,35,36.4,2,35.7,1,3,3,2,-.533756267867223,-.417311982330242,METU
